source_ordinal	surface_id	trace_root_legacy_id	edge_id_count	edge_label_count	branch_id_count	declared_edge_count	pairability	hold_reason
11560	SURF-DNZPOSTR047	TRN-OBJ-579BA5637049B5	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11561	SURF-GAPIT2026R046	TRN-OBJ-905641A91295EC	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11562	SURF-GAPIT2026R047	TRN-OBJ-2CEB8FC856044C	7	7	7	7	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11563	SURF-GAPIT2026R048	TRN-OBJ-B333CF051F92D3	7	7	7	7	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11564	SURF-MODERNAPITRACE2026R0237	TRN-OBJ-26965948B94604	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11565	SURF-MODERNAPITRACE2026R0238	TRN-OBJ-9D95457B5C3954	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11566	SURF-MODERNAPITRACE2026R0239	TRN-OBJ-4B703078B6DED7	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11567	SURF-NBPOSTERTRACE2026V1R0097	TRN-OBJ-AF41657272A4C0	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11568	SURF-NBPOSTERTRACE2026V1R0106	TRN-OBJ-05CB970737870E	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11569	SURF-NBPOSTERTRACE2026V1R0186	TRN-OBJ-61B40F027B35D0	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11570	SURF-NBPOSTERTRACE2026V1R0267	TRN-OBJ-09E863D56E01BC	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11571	SURF-NBPOSTERTRACE2026V1R0314	TRN-OBJ-2377780A4D2704	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11572	SURF-NBPOSTERTRACE2026V2R0181	TRN-OBJ-58F5CCC675C551	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11573	SURF-NBPOSTERTRACE2026V2R0183	TRN-OBJ-DFBCA003A781CF	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11574	SURF-NMKTRACE2026R00500	TRN-OBJ-F8C72C15F87357	7	5	5	7	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11575	SURF-VAM20K-01879	TRN-OBJ-7BADD1A4A400DB	9	5	5	9	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11576	SURF-VAM20K-01903	TRN-OBJ-0418CA4CF0EB51	9	4	4	9	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11577	SURF-VAM20K-01904	TRN-OBJ-9FB7558C76F46C	9	4	4	9	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11578	SURF-VAM20K-01905	TRN-OBJ-21162E3898A833	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11579	SURF-VAM20K-01906	TRN-OBJ-6D86F838A80C37	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11580	SURF-VAM20K-01907	TRN-OBJ-464260B8742EB5	9	4	4	9	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11581	SURF-VAM20K-01908	TRN-OBJ-298252EF28AA9A	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11582	SURF-VAM20K-01909	TRN-OBJ-A53A91F232EDA8	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11583	SURF-VAM20K-01910	TRN-OBJ-5FA5403B127883	13	6	6	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11584	SURF-VAM20K-01911	TRN-OBJ-AEF240F1B3CD6E	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11585	SURF-VAM20K-01912	TRN-OBJ-0ACCB7E44B03F2	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11586	SURF-VAM20K-01913	TRN-OBJ-BAC06FBFE16746	14	5	5	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11587	SURF-VAM20K-01914	TRN-OBJ-664D13D182CEC8	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11588	SURF-VAM20K-01915	TRN-OBJ-C75A354E1DB858	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11589	SURF-VAM20K-01916	TRN-OBJ-343B75E59BC8FB	17	6	6	17	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11590	SURF-VAM20K-01917	TRN-OBJ-7727C720CADB78	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11591	SURF-VAM20K-01918	TRN-OBJ-2DAB9C6839B230	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11592	SURF-VAM20K-01919	TRN-OBJ-D663E9676AC8E7	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11593	SURF-VAM20K-01920	TRN-OBJ-80E675D7CEA9C6	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11594	SURF-VAM20K-01921	TRN-OBJ-029DE63A4EBF27	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11595	SURF-VAM20K-01922	TRN-OBJ-911C3A27F594E7	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11596	SURF-VAM20K-01923	TRN-OBJ-AE634D83275B99	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11597	SURF-VAM20K-01924	TRN-OBJ-29E7B2E296C862	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11598	SURF-VAM20K-01925	TRN-OBJ-BAFE01D91CE3C5	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11599	SURF-VAM20K-01926	TRN-OBJ-4CEAD7375506CF	13	6	6	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11600	SURF-VAM20K-01927	TRN-OBJ-E78880E674B948	13	6	6	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11601	SURF-VAM20K-01928	TRN-OBJ-AC0220C6EA34B7	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11602	SURF-VAM20K-01929	TRN-OBJ-78DD86455C8204	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11603	SURF-VAM20K-01930	TRN-OBJ-DA3A512534A0D0	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11604	SURF-VAM20K-01931	TRN-OBJ-078A11DC0D4589	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11605	SURF-VAM20K-01932	TRN-OBJ-E9C0FA1A7510E0	14	6	6	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11606	SURF-VAM20K-01933	TRN-OBJ-47A429C7000554	13	6	6	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11607	SURF-VAM20K-01934	TRN-OBJ-0E0DB9C8609869	15	5	5	15	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11608	SURF-VAM20K-01935	TRN-OBJ-773568691B3D7C	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11609	SURF-VAM20K-01936	TRN-OBJ-85706BA51BA6BD	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11610	SURF-VAM20K-01937	TRN-OBJ-31E356FCE87315	17	6	6	17	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11611	SURF-VAM20K-01938	TRN-OBJ-280DB6CB22E054	14	5	5	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11612	SURF-VAM20K-01939	TRN-OBJ-7906638F238B0F	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11613	SURF-VAM20K-01940	TRN-OBJ-BBE73A1B974A0D	17	6	6	17	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11614	SURF-VAM20K-01941	TRN-OBJ-AE6D19333B4620	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11615	SURF-VAM20K-01942	TRN-OBJ-2B75463CC38772	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11616	SURF-VAM20K-01943	TRN-OBJ-EFC839A8EB2C77	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11617	SURF-VAM20K-01944	TRN-OBJ-6407E274D937DA	13	6	6	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11618	SURF-VAM20K-01945	TRN-OBJ-7BEC8CC79E1EDD	14	6	6	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11619	SURF-VAM20K-01946	TRN-OBJ-07CB8C23B55F7C	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11620	SURF-VAM20K-01947	TRN-OBJ-C79689A987E166	14	6	6	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11621	SURF-VAM20K-01948	TRN-OBJ-CBDB771CD06D14	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11622	SURF-VAM20K-01949	TRN-OBJ-CD0845350228CA	13	6	6	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11623	SURF-VAM20K-01950	TRN-OBJ-6CFA7D2DED18DE	14	6	6	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11624	SURF-VAM20K-01951	TRN-OBJ-FD6CED0C5226B4	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11625	SURF-VAM20K-01952	TRN-OBJ-B0683DE498E1F4	13	6	6	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11626	SURF-VAM20K-01953	TRN-OBJ-DD5C768B7EB945	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11627	SURF-VAM20K-01954	TRN-OBJ-B7FE79BE2D82FA	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11628	SURF-VAM20K-01955	TRN-OBJ-2E3FDC8720E1AA	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11629	SURF-VAM20K-01956	TRN-OBJ-3F0DAE6E8E9A19	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11630	SURF-VAM20K-01957	TRN-OBJ-B078DD9B9577F9	14	5	5	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11631	SURF-VAM20K-01958	TRN-OBJ-0E6399FF139B38	12	4	4	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11632	SURF-VAM20K-01959	TRN-OBJ-A80224130C7C39	12	4	4	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11633	SURF-VAM20K-01960	TRN-OBJ-14A97184DF7422	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11634	SURF-VAM20K-01961	TRN-OBJ-E1C982B09FF6C4	14	6	6	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11635	SURF-VAM20K-01962	TRN-OBJ-91D168896CB5C2	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11636	SURF-VAM20K-01963	TRN-OBJ-8F85A411436D1A	14	6	6	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11637	SURF-VAM20K-01964	TRN-OBJ-799507D78956F7	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11638	SURF-VAM20K-01965	TRN-OBJ-C198E5D30FF2D0	14	6	6	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11639	SURF-VAM20K-01966	TRN-OBJ-B2B09DC91BF181	13	6	6	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11640	SURF-VAM20K-01967	TRN-OBJ-27D11CA4D0041C	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11641	SURF-VAM20K-01968	TRN-OBJ-1AF98DA59E534B	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11642	SURF-VAM20K-01969	TRN-OBJ-5CABD0459118A3	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11643	SURF-VAM20K-01970	TRN-OBJ-081212FB520871	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11644	SURF-VAM20K-01971	TRN-OBJ-F0802A6B903ADB	16	5	5	16	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11645	SURF-VAM20K-01972	TRN-OBJ-A18D0E5319DB2E	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11646	SURF-VAM20K-01973	TRN-OBJ-D19A96390B905B	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11647	SURF-VAM20K-01974	TRN-OBJ-50841D938D76F0	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11648	SURF-VAM20K-01975	TRN-OBJ-DB33047CAAC63F	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11649	SURF-VAM20K-01976	TRN-OBJ-82211C6A819A1F	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11650	SURF-VAM20K-01977	TRN-OBJ-25408E088E4B0D	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11651	SURF-VAM20K-01978	TRN-OBJ-AD22CD6462F6E8	12	4	4	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11652	SURF-VAM20K-01979	TRN-OBJ-1A6CC608A95ED7	14	6	6	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11653	SURF-VAM20K-01980	TRN-OBJ-1DA9A5CE5C12BF	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11654	SURF-VAM20K-01981	TRN-OBJ-A45BF8D4519F09	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11655	SURF-VAM20K-01982	TRN-OBJ-3AFD6DAED3F7A2	14	6	6	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11656	SURF-VAM20K-01983	TRN-OBJ-73C117F396E56E	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11657	SURF-VAM20K-01984	TRN-OBJ-B97219F890806D	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11658	SURF-VAM20K-01985	TRN-OBJ-C6A353AE94E885	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11659	SURF-VAM20K-01986	TRN-OBJ-8C77B64EEDE873	14	6	6	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11660	SURF-VAM20K-01987	TRN-OBJ-2AAF7630F1569D	15	6	6	15	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11661	SURF-VAM20K-01988	TRN-OBJ-4EFDAB830E088D	14	5	5	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11662	SURF-VAM20K-01989	TRN-OBJ-0972B2181CA5CF	14	5	5	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11663	SURF-VAM20K-01990	TRN-OBJ-686FA5FB0FFAC6	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11664	SURF-VAM20K-01991	TRN-OBJ-E0BDE9FBE17B92	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11665	SURF-VAM20K-01992	TRN-OBJ-C13FCD1B189F12	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11666	SURF-VAM20K-01993	TRN-OBJ-65F056C97E249A	12	4	4	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11667	SURF-VAM20K-01994	TRN-OBJ-161C2CAD86F365	12	4	4	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11668	SURF-VAM20K-01995	TRN-OBJ-FCA59718ECBF4C	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11669	SURF-VAM20K-01996	TRN-OBJ-F8B7F26925D81C	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11670	SURF-VAM20K-01997	TRN-OBJ-F45E96B0CC4AB1	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11671	SURF-VAM20K-01998	TRN-OBJ-E225616AA74DAA	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11672	SURF-VAM20K-01999	TRN-OBJ-22DEF81EC0E2C2	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11673	SURF-VAM20K-02000	TRN-OBJ-E22D98BCE86941	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11674	SURF-VAM20K-02001	TRN-OBJ-63DECF7C92952A	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11675	SURF-VAM20K-02002	TRN-OBJ-6540996C80F85A	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11676	SURF-VAM20K-02003	TRN-OBJ-88D893E2574984	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11677	SURF-VAM20K-02004	TRN-OBJ-0867795C46D686	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11678	SURF-VAM20K-02005	TRN-OBJ-044CC5CD8596C6	14	6	6	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11679	SURF-VAM20K-02006	TRN-OBJ-0EE12FE98F4988	16	6	6	16	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11680	SURF-VAM20K-02007	TRN-OBJ-E0D5AA690E990C	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11681	SURF-VAM20K-02008	TRN-OBJ-E00AEB10A99E14	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11682	SURF-VAM20K-02009	TRN-OBJ-C979AF28E59815	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11683	SURF-VAM20K-02010	TRN-OBJ-A120F7FA64B511	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11684	SURF-VAM20K-02011	TRN-OBJ-E0BDB7EBE7AEF0	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11685	SURF-VAM20K-02012	TRN-OBJ-F53E3A5B369D1B	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11686	SURF-VAM20K-02013	TRN-OBJ-C516EA9BD7997D	13	6	6	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11687	SURF-VAM20K-02014	TRN-OBJ-0663244F13A0C7	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11688	SURF-VAM20K-02015	TRN-OBJ-F81803F9BC6784	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11689	SURF-VAM20K-02016	TRN-OBJ-599B29B3992C13	14	5	5	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11690	SURF-VAM20K-02017	TRN-OBJ-32C948DB351BC8	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11691	SURF-VAM20K-02019	TRN-OBJ-B134D519A076FF	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11692	SURF-VAM20K-02020	TRN-OBJ-DEC677370753EB	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11693	SURF-VAM20K-02021	TRN-OBJ-C78876D3E1564F	11	4	4	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11694	SURF-VAM20K-02022	TRN-OBJ-BE57F08522902C	9	5	5	9	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11695	SURF-VAM20K-02023-GROUP	TRN-OBJ-C42D4CFF5EA06A	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11696	SURF-VAM20K-02024	TRN-OBJ-994EA75F914602	9	6	6	9	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11697	SURF-VAM20K-02025	TRN-OBJ-AB82753F7966CB	7	4	4	7	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11698	SURF-VAM20K-02026	TRN-OBJ-B663666B86C344	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11699	SURF-YALEPOSTERTRACE2026V1R0007	TRN-OBJ-D041F752DC2E7E	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11700	SURF-YALEPOSTERTRACE2026V1R0008	TRN-OBJ-4292F24D2292C8	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11701	SURF-YALEPOSTERTRACE2026V1R0009	TRN-OBJ-A372E81049E5CB	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11702	SURF-YALEPOSTERTRACE2026V1R0010	TRN-OBJ-DBB72F94D6BA3B	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11703	SURF-YALEPOSTERTRACE2026V1R0011	TRN-OBJ-4BEAD5F2EE81F9	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11704	SURF-YALEPOSTERTRACE2026V1R0070	TRN-OBJ-C20E5B4B12AB15	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11705	SURF-BNDCLTRACE2026V1R0097	TRN-BND26-OBJ-64B4F50F362496	4	4	7	4	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11706	SURF-CAW2026R03221	TRN-OBJ-679F08C6AA7099	5	4	4	5	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11707	SURF-CAW2026R03222	TRN-OBJ-137F9896AEFD88	5	4	4	5	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11708	SURF-CAW2026R03239	TRN-OBJ-AE3BDF55A1F6A7	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11709	SURF-CAW2026R03240	TRN-OBJ-FB5175BECC8154	5	4	4	5	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11710	SURF-CAW2026R03241	TRN-OBJ-D1FEBEE88EB375	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11711	SURF-CAW2026R03242	TRN-OBJ-32C55885F8D4A6	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11712	SURF-CAW2026R03243	TRN-OBJ-29062427C86D1E	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11713	SURF-CAW2026R03244	TRN-OBJ-A337DF08478B83	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
11714	SURF-CAW2026R03247	TRN-OBJ-A7B6BB27590BE1	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
