folder_id	surface_id	surface_ordinal
FOL-REGION-INDONESIA	SURF-CRB2026V3R00327	13141
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V3R00327	13141
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CRB2026V3R00327	13141
FOL-REGION-INDONESIA	SURF-CRB2026V3R00328	13142
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V3R00328	13142
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CRB2026V3R00328	13142
FOL-REGION-INDONESIA	SURF-CRB2026V3R00329	13143
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V3R00329	13143
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CRB2026V3R00329	13143
FOL-REGION-INDONESIA	SURF-CRB2026V3R00330	13144
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V3R00330	13144
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CRB2026V3R00330	13144
FOL-REGION-INDONESIA	SURF-CRB2026V3R00331	13145
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V3R00331	13145
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CRB2026V3R00331	13145
FOL-REGION-INDONESIA	SURF-CRB2026V3R00332	13146
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V3R00332	13146
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CRB2026V3R00332	13146
FOL-REGION-INDONESIA	SURF-CRB2026V3R00333	13147
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V3R00333	13147
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CRB2026V3R00333	13147
FOL-REGION-INDONESIA	SURF-CRB2026V3R00334	13148
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V3R00334	13148
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CRB2026V3R00334	13148
FOL-REGION-AUSTRALIA-INDIGENOUS	SURF-LPC2026R032	13149
FOL-THEME-POSTWAR-EXHIBITION-AND-CULTURAL-POSTERS	SURF-LPC2026R032	13149
FOL-MEDIUM-POSTER	SURF-LPC2026R032	13149
FOL-MOVEMENT-ABORIGINAL-LAND-RIGHTS-AND-NAIDOC-POSTER-CULTURES	SURF-LPC2026R032	13149
FOL-REGION-CANADA	SURF-MODERNAPITRACE2026R0041	13150
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-MODERNAPITRACE2026R0041	13150
FOL-MEDIUM-POSTER	SURF-MODERNAPITRACE2026R0041	13150
FOL-REGION-UNITED-KINGDOM	SURF-MODERNAPITRACE2026R0042	13151
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-MODERNAPITRACE2026R0042	13151
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-MODERNAPITRACE2026R0042	13151
FOL-REGION-UNITED-KINGDOM	SURF-MODERNAPITRACE2026R0043	13152
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-MODERNAPITRACE2026R0043	13152
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-MODERNAPITRACE2026R0043	13152
FOL-REGION-UNITED-KINGDOM	SURF-MODERNAPITRACE2026R0044	13153
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-MODERNAPITRACE2026R0044	13153
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-MODERNAPITRACE2026R0044	13153
FOL-REGION-UNITED-KINGDOM	SURF-MODERNAPITRACE2026R0045	13154
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-MODERNAPITRACE2026R0045	13154
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-MODERNAPITRACE2026R0045	13154
FOL-REGION-UNITED-KINGDOM	SURF-MODERNAPITRACE2026R0046	13155
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-MODERNAPITRACE2026R0046	13155
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-MODERNAPITRACE2026R0046	13155
FOL-REGION-UNITED-KINGDOM	SURF-MODERNAPITRACE2026R0047	13156
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-MODERNAPITRACE2026R0047	13156
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-MODERNAPITRACE2026R0047	13156
FOL-REGION-UNITED-KINGDOM	SURF-MODERNAPITRACE2026R0048	13157
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-MODERNAPITRACE2026R0048	13157
FOL-MEDIUM-PUBLICATION-DESIGN	SURF-MODERNAPITRACE2026R0048	13157
FOL-REGION-UNITED-STATES	SURF-MODERNAPITRACE2026R0049	13158
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-MODERNAPITRACE2026R0049	13158
FOL-MEDIUM-POSTER	SURF-MODERNAPITRACE2026R0049	13158
FOL-REGION-UNITED-STATES	SURF-MODERNAPITRACE2026R0050	13159
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-MODERNAPITRACE2026R0050	13159
FOL-MEDIUM-PUBLICATION-DESIGN	SURF-MODERNAPITRACE2026R0050	13159
FOL-REGION-NORWAY	SURF-NBPOSTERTRACE2026V1R0022	13160
FOL-THEME-TRAVEL-AND-TRANSPORT-POSTER-CULTURE	SURF-NBPOSTERTRACE2026V1R0022	13160
FOL-MEDIUM-POSTER	SURF-NBPOSTERTRACE2026V1R0022	13160
FOL-REGION-NORWAY	SURF-NBPOSTERTRACE2026V1R0147	13161
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-NBPOSTERTRACE2026V1R0147	13161
FOL-MEDIUM-POSTER	SURF-NBPOSTERTRACE2026V1R0147	13161
FOL-REGION-NORWAY	SURF-NBPOSTERTRACE2026V2R0125	13162
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-NBPOSTERTRACE2026V2R0125	13162
FOL-MEDIUM-POSTER	SURF-NBPOSTERTRACE2026V2R0125	13162
FOL-REGION-NORWAY	SURF-NBPOSTERTRACE2026V2R0161	13163
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-NBPOSTERTRACE2026V2R0161	13163
FOL-MEDIUM-POSTER	SURF-NBPOSTERTRACE2026V2R0161	13163
FOL-REGION-SOUTH-AFRICA	SURF-SCG1931R0003	13164
FOL-THEME-POSTWAR-EXHIBITION-AND-CULTURAL-POSTERS	SURF-SCG1931R0003	13164
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-SCG1931R0003	13164
FOL-REGION-PAPUA-NEW-GUINEA	SURF-SPCTRACE2026V2R0279	13165
FOL-THEME-PUBLIC-HEALTH-AND-SOCIAL-COMMUNICATION	SURF-SPCTRACE2026V2R0279	13165
FOL-MEDIUM-POSTER	SURF-SPCTRACE2026V2R0279	13165
FOL-REGION-PAPUA-NEW-GUINEA	SURF-SPCTRACE2026V2R0280	13166
FOL-THEME-PUBLIC-HEALTH-AND-SOCIAL-COMMUNICATION	SURF-SPCTRACE2026V2R0280	13166
FOL-MEDIUM-POSTER	SURF-SPCTRACE2026V2R0280	13166
FOL-REGION-SAMOA	SURF-SPCTRACE2026V2R0285	13167
FOL-THEME-PUBLIC-HEALTH-AND-SOCIAL-COMMUNICATION	SURF-SPCTRACE2026V2R0285	13167
FOL-MEDIUM-POSTER	SURF-SPCTRACE2026V2R0285	13167
FOL-REGION-SAMOA	SURF-SPCTRACE2026V2R0286	13168
FOL-THEME-PUBLIC-HEALTH-AND-SOCIAL-COMMUNICATION	SURF-SPCTRACE2026V2R0286	13168
FOL-MEDIUM-POSTER	SURF-SPCTRACE2026V2R0286	13168
FOL-REGION-SOLOMON-ISLANDS	SURF-SPCTRACE2026V2R0289	13169
FOL-THEME-PUBLIC-HEALTH-AND-SOCIAL-COMMUNICATION	SURF-SPCTRACE2026V2R0289	13169
FOL-MEDIUM-POSTER	SURF-SPCTRACE2026V2R0289	13169
FOL-REGION-UNITED-KINGDOM	SURF-VAM20K-02161	13170
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02161	13170
FOL-MEDIUM-POSTER	SURF-VAM20K-02161	13170
FOL-REGION-UNITED-KINGDOM	SURF-VAM20K-02162	13171
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02162	13171
FOL-MEDIUM-POSTER	SURF-VAM20K-02162	13171
FOL-REGION-UNITED-KINGDOM	SURF-VAMMODERNTRACE2026R0047	13172
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAMMODERNTRACE2026R0047	13172
FOL-MEDIUM-POSTER	SURF-VAMMODERNTRACE2026R0047	13172
FOL-REGION-UNITED-KINGDOM	SURF-VAMMODERNTRACE2026R0051	13173
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAMMODERNTRACE2026R0051	13173
FOL-MEDIUM-POSTER	SURF-VAMMODERNTRACE2026R0051	13173
FOL-REGION-UNITED-KINGDOM	SURF-VAMMODERNTRACE2026R0114	13174
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAMMODERNTRACE2026R0114	13174
FOL-MEDIUM-POSTER	SURF-VAMMODERNTRACE2026R0114	13174
FOL-REGION-ITALY	SURF-VAMMODERNTRACE2026R0182	13175
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAMMODERNTRACE2026R0182	13175
FOL-MEDIUM-POSTER	SURF-VAMMODERNTRACE2026R0182	13175
FOL-REGION-UNITED-STATES	SURF-YALEDESIGNTRACE2026V2R0098	13176
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-YALEDESIGNTRACE2026V2R0098	13176
FOL-MEDIUM-PUBLICATION-DESIGN	SURF-YALEDESIGNTRACE2026V2R0098	13176
FOL-REGION-UNITED-STATES	SURF-YALEDESIGNTRACE2026V2R0099	13177
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-YALEDESIGNTRACE2026V2R0099	13177
FOL-MEDIUM-PUBLICATION-DESIGN	SURF-YALEDESIGNTRACE2026V2R0099	13177
FOL-REGION-GERMANY	SURF-YALEDESIGNTRACE2026V2R0100	13178
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-YALEDESIGNTRACE2026V2R0100	13178
FOL-MEDIUM-PUBLICATION-DESIGN	SURF-YALEDESIGNTRACE2026V2R0100	13178
FOL-REGION-UNITED-STATES	SURF-YALEDESIGNTRACE2026V2R0101	13179
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-YALEDESIGNTRACE2026V2R0101	13179
FOL-MEDIUM-PUBLICATION-DESIGN	SURF-YALEDESIGNTRACE2026V2R0101	13179
FOL-REGION-DENMARK	SURF-YALEDESIGNTRACE2026V2R0102	13180
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-YALEDESIGNTRACE2026V2R0102	13180
FOL-MEDIUM-PUBLICATION-DESIGN	SURF-YALEDESIGNTRACE2026V2R0102	13180
FOL-REGION-UNITED-STATES	SURF-YALEDESIGNTRACE2026V2R0103	13181
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-YALEDESIGNTRACE2026V2R0103	13181
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-YALEDESIGNTRACE2026V2R0103	13181
FOL-REGION-UNITED-STATES	SURF-YALEDESIGNTRACE2026V2R0104	13182
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-YALEDESIGNTRACE2026V2R0104	13182
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-YALEDESIGNTRACE2026V2R0104	13182
FOL-REGION-UNITED-STATES	SURF-YALEDESIGNTRACE2026V2R0105	13183
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-YALEDESIGNTRACE2026V2R0105	13183
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-YALEDESIGNTRACE2026V2R0105	13183
FOL-REGION-UNITED-STATES	SURF-YALEDESIGNTRACE2026V2R0106	13184
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-YALEDESIGNTRACE2026V2R0106	13184
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-YALEDESIGNTRACE2026V2R0106	13184
FOL-REGION-JAPAN	SURF-YALEDESIGNTRACE2026V2R0107	13185
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-YALEDESIGNTRACE2026V2R0107	13185
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-YALEDESIGNTRACE2026V2R0107	13185
FOL-REGION-JAPAN	SURF-YALEDESIGNTRACE2026V2R0108	13186
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-YALEDESIGNTRACE2026V2R0108	13186
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-YALEDESIGNTRACE2026V2R0108	13186
FOL-REGION-JAPAN	SURF-YALEDESIGNTRACE2026V2R0109	13187
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-YALEDESIGNTRACE2026V2R0109	13187
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-YALEDESIGNTRACE2026V2R0109	13187
FOL-REGION-JAPAN	SURF-YALEDESIGNTRACE2026V2R0110	13188
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-YALEDESIGNTRACE2026V2R0110	13188
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-YALEDESIGNTRACE2026V2R0110	13188
FOL-REGION-UNITED-STATES	SURF-YALEDESIGNTRACE2026V2R0111	13189
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-YALEDESIGNTRACE2026V2R0111	13189
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-YALEDESIGNTRACE2026V2R0111	13189
FOL-REGION-CHINA-HONG-KONG	SURF-YALEDESIGNTRACE2026V2R0112	13190
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-YALEDESIGNTRACE2026V2R0112	13190
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-YALEDESIGNTRACE2026V2R0112	13190
FOL-REGION-CHINA-HONG-KONG	SURF-YALEDESIGNTRACE2026V2R0113	13191
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-YALEDESIGNTRACE2026V2R0113	13191
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-YALEDESIGNTRACE2026V2R0113	13191
FOL-REGION-UNITED-STATES	SURF-YALEDESIGNTRACE2026V2R0114	13192
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-YALEDESIGNTRACE2026V2R0114	13192
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-YALEDESIGNTRACE2026V2R0114	13192
FOL-REGION-UNITED-STATES	SURF-YALEDESIGNTRACE2026V2R0115	13193
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-YALEDESIGNTRACE2026V2R0115	13193
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-YALEDESIGNTRACE2026V2R0115	13193
FOL-REGION-UNITED-STATES	SURF-YALEDESIGNTRACE2026V2R0116	13194
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-YALEDESIGNTRACE2026V2R0116	13194
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-YALEDESIGNTRACE2026V2R0116	13194
FOL-REGION-UNITED-STATES	SURF-YALEPOSTERTRACE2026V1R0046	13195
FOL-THEME-POSTWAR-EXHIBITION-AND-CULTURAL-POSTERS	SURF-YALEPOSTERTRACE2026V1R0046	13195
FOL-MEDIUM-POSTER	SURF-YALEPOSTERTRACE2026V1R0046	13195
FOL-REGION-UNITED-STATES	SURF-YALEPOSTERTRACE2026V1R0047	13196
FOL-THEME-POSTWAR-EXHIBITION-AND-CULTURAL-POSTERS	SURF-YALEPOSTERTRACE2026V1R0047	13196
FOL-MEDIUM-POSTER	SURF-YALEPOSTERTRACE2026V1R0047	13196
FOL-REGION-SOUTH-AFRICA	SURF-YALEPRODUCTTRACE2026V3R0176	13197
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-YALEPRODUCTTRACE2026V3R0176	13197
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-YALEPRODUCTTRACE2026V3R0176	13197
FOL-REGION-SENEGAL	SURF-CAW2026R03563	13198
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R03563	13198
FOL-MEDIUM-POSTER	SURF-CAW2026R03563	13198
FOL-REGION-SENEGAL	SURF-CAW2026R03564	13199
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R03564	13199
FOL-MEDIUM-POSTER	SURF-CAW2026R03564	13199
FOL-REGION-ARMENIA	SURF-CAW2026R03568	13200
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R03568	13200
FOL-MEDIUM-POSTER	SURF-CAW2026R03568	13200
FOL-REGION-ARMENIA	SURF-CAW2026R03569	13201
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R03569	13201
FOL-MEDIUM-POSTER	SURF-CAW2026R03569	13201
FOL-REGION-ARMENIA	SURF-CAW2026R03570	13202
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R03570	13202
FOL-MEDIUM-POSTER	SURF-CAW2026R03570	13202
FOL-REGION-ESTONIA	SURF-CAW2026R03572	13203
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R03572	13203
FOL-MEDIUM-ADVERTISEMENT	SURF-CAW2026R03572	13203
FOL-REGION-MOLDOVA	SURF-CAW2026R03575	13204
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R03575	13204
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R03575	13204
FOL-REGION-IRAQ	SURF-CAW2026R03590	13205
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CAW2026R03590	13205
FOL-MEDIUM-POSTER	SURF-CAW2026R03590	13205
FOL-REGION-PALESTINE-TRANSNATIONAL	SURF-CAW2026R03592	13206
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R03592	13206
FOL-MEDIUM-POSTER	SURF-CAW2026R03592	13206
FOL-REGION-GLOBAL-TRANSNATIONAL	SURF-CCE2026R00873	13207
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00873	13207
FOL-MEDIUM-PUBLICATION-DESIGN	SURF-CCE2026R00873	13207
FOL-REGION-GLOBAL-TRANSNATIONAL	SURF-CCE2026R00874	13208
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00874	13208
FOL-MEDIUM-POSTER	SURF-CCE2026R00874	13208
FOL-REGION-GLOBAL-TRANSNATIONAL	SURF-CCE2026R00875	13209
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00875	13209
FOL-MEDIUM-POSTER	SURF-CCE2026R00875	13209
FOL-REGION-THAILAND	SURF-CCE2026R00876	13210
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00876	13210
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00876	13210
FOL-REGION-TURKEY	SURF-CCR2026R0104	13211
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCR2026R0104	13211
FOL-MEDIUM-POSTER	SURF-CCR2026R0104	13211
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R01197	13212
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R01197	13212
FOL-REGION-INDONESIA	SURF-CCT2026R01197	13212
FOL-REGION-CHINA-HONG-KONG	SURF-CCT2026R01244	13213
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R01244	13213
FOL-MEDIUM-POSTER	SURF-CCT2026R01244	13213
FOL-REGION-TAIWAN	SURF-CCT2026R01378	13214
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CCT2026R01378	13214
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R01378	13214
FOL-REGION-POLAND	SURF-CCT2026R01600	13215
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CCT2026R01600	13215
FOL-MEDIUM-POSTER	SURF-CCT2026R01600	13215
FOL-REGION-ROMANIA	SURF-CCT2026R01638	13216
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R01638	13216
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R01638	13216
FOL-REGION-UKRAINE	SURF-CCT2026R01810	13217
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R01810	13217
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R01810	13217
FOL-REGION-UKRAINE	SURF-CCT2026R01811	13218
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R01811	13218
FOL-MEDIUM-POSTER	SURF-CCT2026R01811	13218
FOL-REGION-BRAZIL	SURF-CCT2026R02303	13219
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02303	13219
FOL-MEDIUM-PUBLICATION-DESIGN	SURF-CCT2026R02303	13219
FOL-REGION-URUGUAY	SURF-CCT2026R02571	13220
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02571	13220
FOL-MEDIUM-POSTER	SURF-CCT2026R02571	13220
FOL-REGION-AOTEAROA-NEW-ZEALAND	SURF-CCT2026R03396	13221
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R03396	13221
FOL-MEDIUM-POSTER	SURF-CCT2026R03396	13221
FOL-REGION-VIETNAM	SURF-CCT2026R04483	13222
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CCT2026R04483	13222
FOL-MEDIUM-POSTER	SURF-CCT2026R04483	13222
FOL-REGION-ARGENTINA	SURF-CGS2026R0263	13223
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CGS2026R0263	13223
FOL-MEDIUM-ADVERTISEMENT	SURF-CGS2026R0263	13223
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CGS2026R0498	13224
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CGS2026R0498	13224
FOL-REGION-INDONESIA	SURF-CGS2026R0498	13224
FOL-REGION-BRAZIL	SURF-CGS2026R0499	13225
FOL-THEME-TRAVEL-AND-TRANSPORT-POSTER-CULTURE	SURF-CGS2026R0499	13225
FOL-MEDIUM-ADVERTISEMENT	SURF-CGS2026R0499	13225
FOL-REGION-BRAZIL	SURF-CGS2026R0652	13226
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CGS2026R0652	13226
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CGS2026R0652	13226
FOL-REGION-BRAZIL	SURF-CGS2026R0654	13227
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CGS2026R0654	13227
FOL-MEDIUM-PUBLICATION-DESIGN	SURF-CGS2026R0654	13227
FOL-REGION-KAZAKHSTAN	SURF-CRB2026V2R0126	13228
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V2R0126	13228
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CRB2026V2R0126	13228
FOL-REGION-KAZAKHSTAN	SURF-CRB2026V2R0127	13229
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V2R0127	13229
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CRB2026V2R0127	13229
FOL-REGION-TAIWAN	SURF-CRB2026V2R0244	13230
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CRB2026V2R0244	13230
FOL-MEDIUM-PUBLICATION-DESIGN	SURF-CRB2026V2R0244	13230
FOL-REGION-GEORGIA	SURF-CRB2026V2R0294	13231
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V2R0294	13231
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CRB2026V2R0294	13231
FOL-REGION-GEORGIA	SURF-CRB2026V2R0295	13232
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V2R0295	13232
FOL-MEDIUM-POSTER	SURF-CRB2026V2R0295	13232
FOL-REGION-UKRAINE	SURF-CRB2026V2R0375	13233
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V2R0375	13233
FOL-MEDIUM-PUBLICATION-DESIGN	SURF-CRB2026V2R0375	13233
FOL-REGION-UKRAINE	SURF-CRB2026V2R0376	13234
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V2R0376	13234
FOL-MEDIUM-PUBLICATION-DESIGN	SURF-CRB2026V2R0376	13234
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V2R0558	13235
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CRB2026V2R0558	13235
FOL-REGION-INDONESIA	SURF-CRB2026V2R0558	13235
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V2R0559	13236
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CRB2026V2R0559	13236
FOL-REGION-INDONESIA	SURF-CRB2026V2R0559	13236
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V2R0560	13237
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CRB2026V2R0560	13237
FOL-REGION-INDONESIA	SURF-CRB2026V2R0560	13237
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CRB2026V2R0561	13238
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CRB2026V2R0561	13238
FOL-REGION-INDONESIA	SURF-CRB2026V2R0561	13238
