source_ordinal	json_pointer	surface_id_exact	source_record_id_exact	record_semantic_sha256	archive_object_uuid	raw_record_uuid	trace_root_legacy_id	tier_presence	tier_exact_value	research_disposition	workflow_reason	import_disposition	parse_error	quarantine_id
11791	/surfaces/11791	SURF-NBPOSTERTRACE2026V2R0172	NBPOSTERTRACE2026V2R0172	8b6a142b4bb24be79af0b158a3b74a720c934c35bf5ca72cb7b7877da87a54d5	2665d4e2-03c9-580b-a8d0-7353813c875b	2923a9d1-db79-537a-8833-6c5c0b55cb4e	TRN-OBJ-F17C2A4E69814C	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
11792	/surfaces/11792	SURF-YALEPOSTERTRACE2026V1R0012	YALEPOSTERTRACE2026V1R0012	3c5831541950211545bd2f69d8b9012278735995b3a653eb14c47109bebd49f5	03042e22-6218-5836-90f7-2e751c1ef941	e5f9c051-a495-53d8-be9a-da2faca0c1f5	TRN-OBJ-79C11FF8CF19A7	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
11793	/surfaces/11793	SURF-YALEPOSTERTRACE2026V1R0013	YALEPOSTERTRACE2026V1R0013	9ea6aa025c4a60439e9dd157ca07372efd360bf55111cfbd78e94d561635ab7d	f8c1e670-7f54-522d-ab71-75b989be8919	206147c2-4028-54e3-ba5a-1cbe5f456983	TRN-OBJ-A94838EDC43979	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
11794	/surfaces/11794	SURF-YALEPOSTERTRACE2026V1R0014	YALEPOSTERTRACE2026V1R0014	d0468e386415d0bc6da2626802df700ebf04a45c2f1df737e8217cda1ca054b4	5c452e0a-9734-5bff-8f59-690d66dcaf91	85f1fecf-4b6e-54cb-abad-e72b6c4e3204	TRN-OBJ-9E90A1C8D07E9C	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
11795	/surfaces/11795	SURF-YALEPOSTERTRACE2026V1R0015	YALEPOSTERTRACE2026V1R0015	c5d09b140d74b030bbc90c11b543d20ac51586117fc39a56dcc6f37be3feda1a	4686796b-a596-5ba5-84b5-c11793871266	88367d5c-69b2-57c5-8247-09256cd4c84b	TRN-OBJ-FF69E1723E8367	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
11796	/surfaces/11796	SURF-YALEPOSTERTRACE2026V1R0016	YALEPOSTERTRACE2026V1R0016	2ba43c82192d9758f92752cf836891c84e1463d5f8062aa31e0d0be4a01e6902	106dfd53-95a5-55fc-be74-6b6e673113d8	b34c52d0-3437-58db-9f3c-ac21cebfaf8a	TRN-OBJ-27D2E70F31F3E9	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
11797	/surfaces/11797	SURF-YALEPOSTERTRACE2026V1R0017	YALEPOSTERTRACE2026V1R0017	3070afa34d562953a91056e3d8d93c872a2d8acb115287c08ca1a9ae34d10212	e7c6940d-def2-5bf3-9e43-bf32af83223c	9d326b5d-8654-54b2-b999-544c0f9a8bd3	TRN-OBJ-931CEEF6FEE49B	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
11798	/surfaces/11798	SURF-YALEPOSTERTRACE2026V1R0018	YALEPOSTERTRACE2026V1R0018	851b774d537389243b8714698b8350b134d822fd7cf0b69ef0ca380d93dcbe81	8064a1dd-3e6f-532a-bbdb-52f84264554d	a40adac6-4062-516d-ae61-3f042fc9097a	TRN-OBJ-5E58FD7AF85E6F	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
11799	/surfaces/11799	SURF-YALEPOSTERTRACE2026V1R0019	YALEPOSTERTRACE2026V1R0019	311c3281692cc7356f6d791f15f56b2ca65dda478fa27eb6f34e0833e85b13ca	e6756302-7387-5b4f-9eb4-98bc70f045cb	3302814e-1080-599b-a18f-7d210c885c0f	TRN-OBJ-F7AAACAB116BFB	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
11800	/surfaces/11800	SURF-YALEPOSTERTRACE2026V1R0021	YALEPOSTERTRACE2026V1R0021	7c7e00ce192bd1d54fed322bb764d2569a639707f9f1618e50aae487c045b307	7eedaa58-5cf1-5001-acc1-32d19117d5b1	ec68b5e2-67a4-5ce8-a42d-3a4a01c24780	TRN-OBJ-C7FBDCB51ED26C	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
11801	/surfaces/11801	SURF-BNDCLTRACE2026V1R0096	BNDCLTRACE2026V1R0096	97735434135c2541848f8d3b4bb795e14a329b4f90d8fd615942628fd9bbbf13	4e4e9afe-142b-581c-84ac-def90c353165	13c3f09e-f161-597f-991d-582600d6b072	TRN-BND26-OBJ-C3A1E9A99B7841	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
11802	/surfaces/11802	SURF-BNDCLTRACE2026V1R0100	BNDCLTRACE2026V1R0100	7faf10970a411b057813b496c6569153e078e94e6d18d66fb060f61652a11e7f	981f2cdf-39e8-5df0-85d7-64ba95f4f56c	e4bd5e3c-3798-5759-967f-83ecdde01d46	TRN-BND26-OBJ-DDAA49627FC2F1	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
11803	/surfaces/11803	SURF-CAW2026R03268	CAW2026R03268	99ccd6468f86039c49221ed4871d83c1fb049b1d13965b5e70a8c4bb99440b04	04a96ee7-2525-5d39-ab07-1e6ed576b95e	6420f448-c603-519a-91a7-01c71df525a5	TRN-OBJ-234485E747981F	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11804	/surfaces/11804	SURF-CAW2026R03269	CAW2026R03269	ec44e7a09f8f47029a3e4e19c011ebc8c890b616452b7cbd46661e29ce38803c	394053a7-3b1d-582b-a451-54b4cf268af9	2f99a42b-489c-56c8-b341-d450334be0e2	TRN-OBJ-D0B4EC6141E85D	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11805	/surfaces/11805	SURF-CAW2026R03271	CAW2026R03271	f34fdb98b3a2c3ad0473a5176aa8ba3bf357d0555666673eeaf6c050c66e7d0f	8337f7be-d147-535d-845d-0dc26ff85667	89da9d74-b816-5bcd-8237-a7a50a13ed40	TRN-OBJ-10D042BBCC1FD4	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11806	/surfaces/11806	SURF-CAW2026R03272	CAW2026R03272	ef68e75064c471f944dc3097e83f6589cb5307b341c8b0e0942d7e1151dc03e5	0139ca1c-6ad5-5a0e-9c0d-11e0542a72b7	b18dfee4-4819-5ad6-9318-0bfde2aad211	TRN-OBJ-6ED9D0E8AE78D6	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11807	/surfaces/11807	SURF-CAW2026R03273	CAW2026R03273	39c44f684a379d16c8ff5d7c8d679d745d28dd5d5243af8276f30d8f03cec845	5fbb3d97-7ad8-5d4c-9482-ad3b485f0eed	9b336836-2e7d-5b42-bfad-7f18b02bb847	TRN-OBJ-ADFBCAA3807091	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11808	/surfaces/11808	SURF-CAW2026R03274	CAW2026R03274	be38f8d5158b51918d14547e3095b5e719d09937f57866fc7e14ee73b74deb7e	b2591d9e-22b8-53b2-966a-a0881e646323	da32cb6c-dc45-5768-ab5d-4576db84aa47	TRN-OBJ-F01F714B0BBADD	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11809	/surfaces/11809	SURF-CAW2026R03275	CAW2026R03275	1c25d961d74ba09ad479529332e513655cbf7b437b8fd7b0ad9792a40d55f2b4	85358e07-4c7d-52a6-9273-43d5f6a20e35	16cf823b-6f9b-5740-ad1a-cae828f027bf	TRN-OBJ-F4F91ACD961F08	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11810	/surfaces/11810	SURF-CAW2026R03276	CAW2026R03276	f2adf8c668d0be42b00f9241b8b6fd6922783ff54a795ca29d2e5bbe4cdcf1df	2ee73082-e162-5ea0-a3b8-183472810e08	94f8b77f-c661-56b9-b2c7-61852b5dca16	TRN-OBJ-D6F915255ED26A	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11811	/surfaces/11811	SURF-CAW2026R03277	CAW2026R03277	f977ec28e0c2fd0630c0a5b75d7be14df02843f602dc6d68b67f0bd9c6966852	27284d03-2e1f-52ca-aff1-bc7db2fd73c9	afc658ab-9ea0-5bf1-a362-1f172f973094	TRN-OBJ-FD16DBF177AEB8	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11812	/surfaces/11812	SURF-CAW2026R03278	CAW2026R03278	243250f453c69663e4b303f1f23b8aaf1ffadfc4aa8157708b6275ce71754111	d5d37864-f417-5ce4-81cc-5751c03e18a5	e8c41e74-0107-5517-a6a1-51e3c17045aa	TRN-OBJ-8D9D658807D479	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11813	/surfaces/11813	SURF-CAW2026R03279	CAW2026R03279	e5f9be76bc29d990e9deb8620be3bb46a3006fe3e36b9a6585667470372ad224	ca80439e-86e6-54f6-b91d-2c76569090cc	fa3ee1ed-a557-5f12-8417-69051a2ed5da	TRN-OBJ-178A67B0C914EA	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11814	/surfaces/11814	SURF-CCE2026R00849	CCE2026R00849	3b663de3f5c3a6d0a8588805c4975705c9d14c3a596fe3e1988da2ed1df4e9d0	2abe44d3-4fac-5b4a-bbc5-f3301613637b	c6f9b1cd-ac9c-5d97-8bc0-4a5a77e879cd	TRN-OBJ-B5FEECEBA402EB	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11815	/surfaces/11815	SURF-CCE2026R00850	CCE2026R00850	d5392db9b6ff2b68d0f7273dac532a3b11600e1840e6447711a7f22d2504cc84	f78cf53c-ad44-5a9d-9fc3-2c3bf7f47929	8f8a5b87-03a1-5ff6-88e3-dbe3d359a3d9	TRN-OBJ-A2241152336175	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11816	/surfaces/11816	SURF-CCE2026R00851	CCE2026R00851	f6268cba19933a632876b4cbfc74381a409bec73a09a87028c2da9b1fd0f27ba	e7dcff02-7349-5bd1-be21-1308d7c52ed4	72fe495d-3d03-5730-8bff-365eca51fba9	TRN-OBJ-41016279C3D23F	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11817	/surfaces/11817	SURF-CCE2026R00852	CCE2026R00852	90f9d7c600421d67ad6ea7bc2540ecb4e707a4ec8f7119333141c29b044f4f17	a346a5bd-f714-581d-bffc-3f23dc482f96	49446fe7-8206-5e2a-9dca-dd6ceafbd8f7	TRN-OBJ-D4BF1913EC1070	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11818	/surfaces/11818	SURF-CCE2026R00855	CCE2026R00855	226990212a757cb49b804b160e8c2b271f175b90057e310c9b6ecb65e72f4bb9	897f3726-2b88-532c-892b-1c0bc8c2ee95	cb324fb4-7ced-567f-88ee-cd2b998284b2	TRN-OBJ-547E04412BFEAF	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
11819	/surfaces/11819	SURF-CCR2026R0028	CCR2026R0028	84705f0a6672c9add4452b190d433425cf3a0bd2738f94423290716d84592677	b4acc866-2939-5592-9466-ba60109ee3a2	464f5086-8906-56d9-b923-38e54cdaab1f	TRN-OBJ-E6F89B57DCBF74	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
11820	/surfaces/11820	SURF-CCT2026R00850	CCT2026R00850	eb54d88086c7bf4f35d7ebe6e7075ab701bce9e4714e4fd3ed546c3ef5c7931e	ed599250-8e00-5e77-988d-d5f77f004df0	527a5b09-850c-5325-abe1-44cf14a5c804	TRN-OBJ-95149CBF845F69	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11821	/surfaces/11821	SURF-CCT2026R00851	CCT2026R00851	7385c320038d15f3713ddda31115dcc2340ae94eaa77149b44002bd2d9e2aea4	a1c8431b-319d-56e5-8b8a-6fa2d12e7667	9ad10c31-1724-564b-971e-f101799abf25	TRN-OBJ-51906614D1614D	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11822	/surfaces/11822	SURF-CCT2026R00852	CCT2026R00852	b21004eb7fc84703f12a15c083890098803f829ef64dc49e8cd3e8d9ed0f2468	f0a1003d-9623-54d8-9d05-49aad843861f	99b9d2f7-b988-552e-ae2f-c3a88ca6fc17	TRN-OBJ-2BE3D353199BC8	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11823	/surfaces/11823	SURF-CCT2026R00853	CCT2026R00853	2dde0d8bb235311601f93a70bca219acf6af63ff12092bc5b5c9805a644f6209	3da91928-ad4e-55cd-960d-d4dab173d784	debb04a3-d45f-5b18-8862-4f761bb178bd	TRN-OBJ-F60B80B90EB5EE	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11824	/surfaces/11824	SURF-CCT2026R00854	CCT2026R00854	d17f85e76647ea8dc07e72c5052d5894e04d6c8f9065b094f408c05a90544318	b83b1ed3-efcc-5d91-bdaf-5b5cbdf570c8	309a7df9-19ad-5c20-943b-770662a8c7c6	TRN-OBJ-4DEEC996C1EB3E	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11825	/surfaces/11825	SURF-CCT2026R00855	CCT2026R00855	2b0408392366dedae575fb0c541e07458b8d66fdc1873f5b9f7b05a88ae99aa2	c41dc206-30a4-5e8e-9a34-12bd9f277960	a5ca0298-9ea3-5b29-a541-7197445bdbb7	TRN-OBJ-03E86A6463A4DF	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11826	/surfaces/11826	SURF-CCT2026R00856	CCT2026R00856	27b2f99aeb829a5a0a6c68c336d2e4998d23bfc92acae59736a4cd50c1c8e0cc	d663dc50-985a-525c-bd0d-5a8d3d2263ce	54c124ac-0030-55d8-9785-574271171404	TRN-OBJ-540A39ECD2B828	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11827	/surfaces/11827	SURF-CCT2026R00857	CCT2026R00857	1c124693120a8ec039a01ea6a25dfadfe96e9f0efd04caf4ec40e04baa68bf7a	a202fb34-d667-5e3b-91b1-07b75516fe2a	6569a31f-14d2-5a94-922d-c545c71dbe06	TRN-OBJ-3F66F9DF22A3FD	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11828	/surfaces/11828	SURF-CCT2026R00858	CCT2026R00858	07cac405876b6c234b972ea55d90d2f3f93e4fa7d80ccc46397e27de64dc9dfa	ad967c87-f0d0-5aef-932b-fbf0a56d7066	5edb6d5d-fceb-5315-8c7c-08c20871cc5f	TRN-OBJ-E59C0326F08576	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11829	/surfaces/11829	SURF-CCT2026R00859	CCT2026R00859	aab524d7f4ea4219e3a8d02dd249887f6764bbdb2cecb985917c203d965f3fd5	5a9f44d3-0cfa-5eab-9a72-09b565c42d7f	04d5fe59-3ecb-56f7-9ea1-9b75365ce98c	TRN-OBJ-63A15C3FD8F721	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11830	/surfaces/11830	SURF-CCT2026R00860	CCT2026R00860	ee9be9a0b1f6f88b00b2f7ece3dc25d316c28970d6c78c1e1796c5dafbc4bbba	3e43b334-e185-55c6-9dbc-8536991cf892	1fb65b88-740d-5ce6-8e60-2a27a53db03f	TRN-OBJ-A9975F984D0941	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11831	/surfaces/11831	SURF-CCT2026R00861	CCT2026R00861	171f73ae81ad9c362d1c99127a7718768e03a410dcff2e4e381af0e2ca3e9ee5	8f54155a-e6a9-507e-ac29-57319446917a	f553700c-c390-5f37-97d9-9e447b12a529	TRN-OBJ-83AA26C15173B8	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11832	/surfaces/11832	SURF-CCT2026R00862	CCT2026R00862	15b1e232da7950ba3f5c2b4c9d0b146691e37946b19d1335c0c9647f113a6e65	bd524dca-087d-5d89-b6da-d5b127345124	64d962fc-cb1a-5b26-833b-5dec801b5f96	TRN-OBJ-4F80A904CD3E14	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11833	/surfaces/11833	SURF-CCT2026R00863	CCT2026R00863	0157b502c2e565e552a1e3bd91424107e2d049257642ceb3af164d00145194f8	7160d1a4-bac1-57c4-975e-af187232c7f1	0206d2b7-d2d6-5930-80b0-48c2eb25e31d	TRN-OBJ-D717E2136075BA	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11834	/surfaces/11834	SURF-CCT2026R00864	CCT2026R00864	cdefdad620f0198f454293ef2feca84410ca71d58b44ac3400f4a547e9bdfa3f	b80dbbe7-c291-541b-a5e6-0a05873936dd	a118fd83-a8cc-56ea-970b-f57d419746c1	TRN-OBJ-56693FDC981E6C	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11835	/surfaces/11835	SURF-CCT2026R00865	CCT2026R00865	049f46091e12d8737356641c8840a9d15ceb292951855fca8a597d1d082d7b26	71d3ffbe-73c4-5bcb-93f7-73ade5cfcf87	95e39d3c-4713-516a-a09f-5ad4414f0490	TRN-OBJ-7E50C558CF8C9B	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11836	/surfaces/11836	SURF-CCT2026R00866	CCT2026R00866	e540026caf7ca0e390a2ea629e3d631577c824d4483a08a73f0a50721bd825ee	9fe676f3-332c-500a-a417-013e737df5a1	73cbcaf7-dd21-5ce4-b171-3d2c8684c409	TRN-OBJ-1EC294A09B1470	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11837	/surfaces/11837	SURF-CCT2026R00867	CCT2026R00867	71cac809892120c6e7162ba16bd0a24d44b7f58d5a265d5285eeaccbba0c190e	7142c6cf-4723-5680-8143-34425cd3f00e	3968440f-7f69-52eb-ab86-3e9388527422	TRN-OBJ-DEC98602A003A6	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11838	/surfaces/11838	SURF-CCT2026R01095	CCT2026R01095	1c86232b347513818ab8dd1dcc2a72a1e627e8dd3b91290e35f44c50ac5f1178	d7d4ce1c-813b-5e8f-8fa3-601eda6065ca	8ce57e30-6e5c-5db8-825b-9c1a5fe898dc	TRN-OBJ-61B3901ED558A7	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11839	/surfaces/11839	SURF-CCT2026R01738	CCT2026R01738	1c0be5c809de35a17efc2073a49445fa916a88549eba7520a938920af7b80044	c0dbc0cb-8726-5f75-882d-cb3bea107b81	73d0d730-a080-50e8-b420-57005639c62c	TRN-OBJ-CCE8E237D743E9	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11840	/surfaces/11840	SURF-CCT2026R01798	CCT2026R01798	4ec9de47bc7279d881d5c81671b8a6e6b3b243e666b5e2befcb9279829111cca	3cd433da-c113-5cc9-91dd-59e24c3d02e2	e6a60dc7-e71f-5278-b686-7a1eca78b65a	TRN-OBJ-171C040D0E1C61	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11841	/surfaces/11841	SURF-CCT2026R01799	CCT2026R01799	8a67e64c844c776cc2abb1a131c5ee1e37bb5efcf6a3d5d0962e9a6753662b0c	40a61992-d5f6-51fc-b863-558d1bd3f3ca	d67fc6e7-d1ec-5f90-a069-04f81e86d8fb	TRN-OBJ-20795C4695B3EE	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11842	/surfaces/11842	SURF-CCT2026R02771	CCT2026R02771	2375208d71f31f4b8f71f4b35fdb5052b9d15608b1e44e4854c9314af860d7d4	665d1655-5685-57c2-a1df-12ea8fe095a4	33ada14f-d098-58a7-ad1f-7a3a98150deb	TRN-OBJ-BC0D7EB2B2C6B9	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11843	/surfaces/11843	SURF-CCT2026R03771	CCT2026R03771	a4c29c3e717fe7a86f419fab346470e75fabb8bf48e561a744e231c24dc16c39	8aab905f-8173-5778-96b5-deaa38c9e381	b8fffc2c-94ba-52ca-89bd-fab3d87737f1	TRN-OBJ-CE84B0A60AD88D	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11844	/surfaces/11844	SURF-CCT2026R03776	CCT2026R03776	975dec71c766a16a337688e40555d94e890128d999b1458bfcb6c68b4f9dd8e7	cf12d632-54e6-55a0-aa65-8a3d477a017a	ce17395c-0246-51b1-9759-46a65324594e	TRN-OBJ-CC083A75D826AB	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11845	/surfaces/11845	SURF-CCT2026R04127	CCT2026R04127	1a29b99e68a7429872ff72409e69115aae18f40b7d5365fe074364c04873813a	291655b8-8be4-5946-9ac0-f52db5b55be3	da921ac8-0851-5454-abb3-729fe325da2d	TRN-OBJ-DDB801DD212746	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11846	/surfaces/11846	SURF-CCT2026R04128	CCT2026R04128	2a39ec04a956fdc02d1839b813a3c8aa349b4bed922e4f291b57acf8e1d288ec	982de038-b6ad-5416-834b-c5cf9cdce94d	057e6db3-61b0-524c-8566-f6d9da0064cb	TRN-OBJ-DF50417F33308D	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11847	/surfaces/11847	SURF-CCT2026R04129	CCT2026R04129	566f554ecb93ed7ae829505c735c2c150cda87225f24f0b9f7ebe218bd46d6fc	3a7ca535-56e2-5e81-a97c-07c92a0426ff	c4680e94-31f1-55a9-bc8d-80e5689f8831	TRN-OBJ-AD5FD53D951D72	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11848	/surfaces/11848	SURF-CCT2026R04130	CCT2026R04130	4c70b4acff0ac704b6eca464a465c3b75d8156fd39b3a74b97b7a879a8305901	1e433149-2e91-5853-a7fc-b9197293ef48	3ad81671-8a62-5ed1-ae97-7feefaad989c	TRN-OBJ-E2156AE5AED386	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11849	/surfaces/11849	SURF-CCT2026R04131	CCT2026R04131	db579f0846547341ce32276c2ab48c354efeb2e46cb0a212f937bf72bf3cf376	1e2ab42c-986b-58d5-a0c3-40ac291ca824	0f46b3bd-2f79-5914-804b-fe60592b2748	TRN-OBJ-4E23DC3BDAD0A6	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11850	/surfaces/11850	SURF-CCT2026R04132	CCT2026R04132	769d411339bdb135bd758727fee965cd7efdbd7fa395431194fc59f06476f963	72cf0e8b-e11f-5470-88d9-594de7d39e92	a149c5a3-d9a3-56ec-9731-a37db3f3be93	TRN-OBJ-CF976FEFDC6CDB	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11851	/surfaces/11851	SURF-CCT2026R04133	CCT2026R04133	9af4dbe40937c04698dceb2284bb81acb3d36e82460f760d9a6fb6e8dd7f0e51	9cf6329e-744d-5a0d-80c4-ce348901ddfe	f772bacd-e338-5882-9bd2-cf7a551bec23	TRN-OBJ-A176DD1246BE1E	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11852	/surfaces/11852	SURF-CGS2026R0700	CGS2026R0700	d9a29bca6f265633c357b002016f7e7dfc00e26e4bc9903a60e0b74f2cf6a052	3c58ca3b-83e8-595d-9605-15e6d157723d	84ea5e47-f8ef-59b7-9445-bc0204dfb437	TRN-OBJ-6365E92EDE30A2	MISSING		held	MISSING_EXPLICIT_EVIDENCE_TIER	held		NONE
11853	/surfaces/11853	SURF-CONTEMPORARYAICTRACE2026V1R0001	CONTEMPORARYAICTRACE2026V1R0001	75542afd111035585619668463fc67e638660ff986b84370129bec7e65494da7	cc69d26d-21df-5202-a5ce-05df2934495b	fd6e8fe1-ad01-5980-984d-5873156dd2b2	TRN-OBJ-A9D59BB716EB79	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
11854	/surfaces/11854	SURF-CRB2026V3R00487	CRB2026V3R00487	6a58e9240cb00633c6a1afd50ef35748cb9898d508f21c9e690052ebd6588ce1	91eff7f7-b4f3-5891-8ab5-73c7ba4c46fd	9b0a13c1-01fe-5af4-b476-0bfdb8625503	TRN-OBJ-37BA21A06EA2B5	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
11855	/surfaces/11855	SURF-DNZPOSTR054	DNZPOSTR054	fe5894647c43196a177b6d21b1c81f9dc82045cc0f377517fd62d5601247d8b6	8261dd0c-1c3e-59bb-9a00-3dc0536f3447	b46fb618-638b-51a7-a18c-f9968008463b	TRN-OBJ-D3043A9FF53517	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
11856	/surfaces/11856	SURF-GAPIT2026R051	GAPIT2026R051	cee75faef8267c7ad37086f523c15956c82d51d39bf13f16dbd73161c6faf0bc	5f5dc3a1-937b-599a-a1ab-f2ad2fc7d08c	686f6a0d-9235-52f5-a4c8-75d5db6d79d6	TRN-OBJ-7960EF8DF528F5	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
11857	/surfaces/11857	SURF-GSU2026R043	GSU2026R043	28c241e438ea06bf6a73063eb14512029131a91aa26bc0eb53e7c47a6b1032f5	f020d1c7-80ae-57e1-a45e-803308a5c59d	3e79eafd-fc0f-52f0-be61-c5adbc731950	TRN-OBJ-F6890864627ED3	PRESENT	metadata_supported	held	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	held		NONE
11858	/surfaces/11858	SURF-LOCTRACE2026ID94EE3958DC237	LOCTRACE2026ID94EE3958DC237	04c33608791c1eebc1333d31ae27ee22087ac23b9ed213ebfc904d1874cd3417	87856a18-553b-5f5d-9cb1-3be391dcf877	51e601cb-1e9a-51f7-9dec-598748cb592c	TRN-OBJ-D94EE3958DC237	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
11859	/surfaces/11859	SURF-MODERNAPITRACE2026R0243	MODERNAPITRACE2026R0243	f5a7d5192c64a6843cb97fdce8903aa0debbe3bc1048b56ce68eb7463aedbaf6	7fddfb68-956c-512c-a36f-879526a974e2	64577cba-9da8-5b9c-a371-02a1517e53f9	TRN-OBJ-0019C9226568DC	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
11860	/surfaces/11860	SURF-MODERNAPITRACE2026R0244	MODERNAPITRACE2026R0244	d4dafc1c839e7eecf4797c4c0c331c49f033f5fee0f25ebe2c03a92141d053a0	bae651fb-b1b3-5bf5-a53c-e1a39d4b3a81	b1cf2ffe-d368-5832-869f-29773a94e06f	TRN-OBJ-C00DBECB140206	PRESENT	source_verified	eligible	EXPLICIT_SOURCE_VERIFIED_TIER	accounted		NONE
