verification_id	record_type	record_key	reviewer_role	process_receipt_id	review_decision	independent_process	evidence_checked	issue_found
VERIFY-01642	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0023	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01643	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0023	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01644	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0023	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01645	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0023	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01646	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0024	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01647	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0024	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01648	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0024	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01649	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0024	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01650	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0024	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01651	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0024	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01652	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0024	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01653	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0025	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01654	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0025	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01655	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0025	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01656	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0025	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01657	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0025	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01658	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0025	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01659	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0025	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01660	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0026	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01661	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0026	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01662	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0026	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01663	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0026	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01664	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0026	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01665	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0026	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01666	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0026	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01667	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0032	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01668	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0032	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01669	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0032	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01670	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0032	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01671	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0032	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01672	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0032	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01673	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0032	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01674	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0033	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01675	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0033	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01676	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0033	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01677	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0033	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01678	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0033	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01679	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0033	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01680	ORDERED_PAIR_CELL	REL-CAND-0026->REL-CAND-0033	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01681	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0001	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01682	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0001	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01683	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0001	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01684	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0001	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01685	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0001	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01686	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0001	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01687	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0001	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01688	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0004	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01689	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0004	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01690	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0004	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01691	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0004	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01692	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0004	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01693	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0004	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01694	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0004	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01695	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0005	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01696	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0005	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01697	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0005	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01698	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0005	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01699	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0005	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01700	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0005	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01701	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0005	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01702	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0006	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01703	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0006	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01704	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0006	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01705	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0006	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01706	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0006	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01707	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0006	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01708	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0006	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01709	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0007	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01710	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0007	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01711	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0007	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01712	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0007	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01713	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0007	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01714	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0007	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01715	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0007	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01716	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0008	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01717	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0008	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01718	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0008	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01719	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0008	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01720	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0008	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-01721	ORDERED_PAIR_CELL	REL-CAND-0032->REL-CAND-0008	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
