control_key	table_schema	table_name	control_kind	control_name	column_names_json	referenced_schema	referenced_table	referenced_columns_json	match_type	on_update	on_delete	deferrable	initially_deferred	validated	enabled_state	trigger_timing	trigger_events_json	trigger_level	guard_function_identity	predicate_escaped	definition_sha256_replay_1	definition_sha256_replay_2	replay_match	backing_constraint_key	normative_invariant	test_ids_json	status
rights|attribution_bundle|PRIMARY_KEY|attribution_bundle_pkey	rights	attribution_bundle	PRIMARY_KEY	attribution_bundle_pkey	["attribution_bundle_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	e1bafed9ed899c9cb23678b6f68eff9e2dc6e438e37efb287f29d775014b5911	e1bafed9ed899c9cb23678b6f68eff9e2dc6e438e37efb287f29d775014b5911	true	\N	NATURAL_KEY	[]	PASS
rights|attribution_bundle|ROW_TRIGGER|attribution_bundle_append_only	rights	attribution_bundle	ROW_TRIGGER	attribution_bundle_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	1a271544e5b2b98fa43eb889fe21c860ca99500cc716412c004b3c1879e21756	1a271544e5b2b98fa43eb889fe21c860ca99500cc716412c004b3c1879e21756	true	\N	APPEND_ONLY	[]	PASS
rights|attribution_bundle|UNIQUE_CONSTRAINT|attribution_bundle_object_visual_reference_id_bundle_sha256_key	rights	attribution_bundle	UNIQUE_CONSTRAINT	attribution_bundle_object_visual_reference_id_bundle_sha256_key	["object_visual_reference_id","bundle_sha256"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	c4ffe2c3e3479b03a47849ffc3e88f2252ac84e36211176786e9995b916736fd	c4ffe2c3e3479b03a47849ffc3e88f2252ac84e36211176786e9995b916736fd	true	\N	NATURAL_KEY	[]	PASS
rights|attribution_bundle|UNIQUE_CONSTRAINT|attribution_bundle_one_successor	rights	attribution_bundle	UNIQUE_CONSTRAINT	attribution_bundle_one_successor	["supersedes_attribution_bundle_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	836ba069115862135319da661c30dabe1b3ff3af17dcf2e2ce5727ce37a80dd0	836ba069115862135319da661c30dabe1b3ff3af17dcf2e2ce5727ce37a80dd0	true	\N	NATURAL_KEY	[]	PASS
rights|delivery_assessment|CHECK|delivery_assessment_assessor_actor_check	rights	delivery_assessment	CHECK	delivery_assessment_assessor_actor_check	["assessor_actor"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	CHECK (btrim(assessor_actor) <> ''::text)	6e6b1b3c2d76b7a42366ffde33dd7f13841926c8fba43809cb2d7f626e46304c	6e6b1b3c2d76b7a42366ffde33dd7f13841926c8fba43809cb2d7f626e46304c	true	\N	CLOSED_SUBTYPE	[]	PASS
rights|delivery_assessment|CONSTRAINT_TRIGGER|delivery_assessment_one_current_leaf	rights	delivery_assessment	CONSTRAINT_TRIGGER	delivery_assessment_one_current_leaf	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["INSERT"]	ROW	rights.enforce_one_current_history_leaf()	\N	c84e83c8942dd457be28c8784c2da384eae0a661919236e32b5e160b0db851ce	c84e83c8942dd457be28c8784c2da384eae0a661919236e32b5e160b0db851ce	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
rights|delivery_assessment|CONSTRAINT_TRIGGER|delivery_assessment_validation	rights	delivery_assessment	CONSTRAINT_TRIGGER	delivery_assessment_validation	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	rights.enforce_delivery_assessment()	\N	b3dcf0ce78ebea497ff937fc321a07646bd62d92fe319a1255d333e36d9fc602	b3dcf0ce78ebea497ff937fc321a07646bd62d92fe319a1255d333e36d9fc602	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
rights|delivery_assessment|CONSTRAINT_TRIGGER|delivery_rule_pair	rights	delivery_assessment	CONSTRAINT_TRIGGER	delivery_rule_pair	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["INSERT","UPDATE"]	ROW	rights.enforce_delivery_rule_pair()	\N	a94310d30622a524c524a9580910511d497e6a7d47bbd535ab1a5d3bea7c5fef	a94310d30622a524c524a9580910511d497e6a7d47bbd535ab1a5d3bea7c5fef	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
rights|delivery_assessment|CONSTRAINT_TRIGGER|delivery_supersession_parent	rights	delivery_assessment	CONSTRAINT_TRIGGER	delivery_supersession_parent	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["INSERT"]	ROW	rights.enforce_rights_supersession_parent()	\N	56e0a357d700456a03da38882786581d41c4726eb7188997d29d7bbd0b92bf78	56e0a357d700456a03da38882786581d41c4726eb7188997d29d7bbd0b92bf78	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
rights|delivery_assessment|FOREIGN_KEY|delivery_assessment_attribution_bundle_id_fkey	rights	delivery_assessment	FOREIGN_KEY	delivery_assessment_attribution_bundle_id_fkey	["attribution_bundle_id"]	rights	attribution_bundle	["attribution_bundle_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	a6f66d9763cd44726a93f5bcd70877561bc8e070c5ffed199cec7dcd2b38e84c	a6f66d9763cd44726a93f5bcd70877561bc8e070c5ffed199cec7dcd2b38e84c	true	\N	IDENTITY_FK	[]	PASS
rights|delivery_assessment|FOREIGN_KEY|delivery_assessment_object_visual_reference_id_fkey	rights	delivery_assessment	FOREIGN_KEY	delivery_assessment_object_visual_reference_id_fkey	["object_visual_reference_id"]	rights	object_visual_reference	["object_visual_reference_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	3f1d0dd628e9c96800062374f88e7048a4945f1b7023e1af72ff4972a3a25287	3f1d0dd628e9c96800062374f88e7048a4945f1b7023e1af72ff4972a3a25287	true	\N	IDENTITY_FK	[]	PASS
rights|delivery_assessment|FOREIGN_KEY|delivery_assessment_supersedes_delivery_assessment_id_fkey	rights	delivery_assessment	FOREIGN_KEY	delivery_assessment_supersedes_delivery_assessment_id_fkey	["supersedes_delivery_assessment_id"]	rights	delivery_assessment	["delivery_assessment_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	855ed52ab2c10fe8fdf43fe2c117cc47751164eea562668b5d2ea37f97e8517c	855ed52ab2c10fe8fdf43fe2c117cc47751164eea562668b5d2ea37f97e8517c	true	\N	IDENTITY_FK	[]	PASS
rights|delivery_assessment|INDEX|delivery_assessment_mode_idx	rights	delivery_assessment	INDEX	delivery_assessment_mode_idx	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	3a2c457a79413fa2f42414ff9080b58ab3e173cfcb468da59f758ed18efb023e	3a2c457a79413fa2f42414ff9080b58ab3e173cfcb468da59f758ed18efb023e	true	\N	ACCESS_PATH_ONLY	[]	PASS
rights|delivery_assessment|INDEX|delivery_assessment_pkey	rights	delivery_assessment	INDEX	delivery_assessment_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	738effadf62f26956455b615a36ed90e0c975cb142961ac136e772d0aa732acd	738effadf62f26956455b615a36ed90e0c975cb142961ac136e772d0aa732acd	true	rights|delivery_assessment|PRIMARY_KEY|delivery_assessment_pkey	ACCESS_PATH_ONLY	[]	PASS
rights|delivery_assessment|INDEX|delivery_assessment_reference_idx	rights	delivery_assessment	INDEX	delivery_assessment_reference_idx	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	8822ddd7631838763be6fae78aadfd9edd91ca0d91fe828f79a0f3fe2154abab	8822ddd7631838763be6fae78aadfd9edd91ca0d91fe828f79a0f3fe2154abab	true	\N	ACCESS_PATH_ONLY	[]	PASS
rights|delivery_assessment|INDEX|delivery_assessment_supersedes_delivery_assessment_id_key	rights	delivery_assessment	INDEX	delivery_assessment_supersedes_delivery_assessment_id_key	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	4a2525f74517fea619a4e54736610449dff12881541a013f6a5741e7e0fe5d5d	4a2525f74517fea619a4e54736610449dff12881541a013f6a5741e7e0fe5d5d	true	rights|delivery_assessment|UNIQUE_CONSTRAINT|delivery_assessment_supersedes_delivery_assessment_id_key	ACCESS_PATH_ONLY	[]	PASS
rights|delivery_assessment|NOT_NULL|assessed_at:NOT_NULL	rights	delivery_assessment	NOT_NULL	assessed_at:NOT_NULL	["assessed_at"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	9f9d03981d5d1d9ea04c220aa3c3b94ed95dd0f033a6874cd59240337083423f	9f9d03981d5d1d9ea04c220aa3c3b94ed95dd0f033a6874cd59240337083423f	true	\N	CLOSED_SUBTYPE	[]	PASS
rights|delivery_assessment|NOT_NULL|assessor_actor:NOT_NULL	rights	delivery_assessment	NOT_NULL	assessor_actor:NOT_NULL	["assessor_actor"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	8e0cb80a00d9ec8b1067a6d1802225981913e457bfa5898a06c85e275ce2a2f8	8e0cb80a00d9ec8b1067a6d1802225981913e457bfa5898a06c85e275ce2a2f8	true	\N	CLOSED_SUBTYPE	[]	PASS
rights|delivery_assessment|NOT_NULL|delivery_assessment_id:NOT_NULL	rights	delivery_assessment	NOT_NULL	delivery_assessment_id:NOT_NULL	["delivery_assessment_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	460159455bc50f0eb067dfffd2b5631025c7bbdd530e9de4a0cead93bab8b9f0	460159455bc50f0eb067dfffd2b5631025c7bbdd530e9de4a0cead93bab8b9f0	true	\N	CLOSED_SUBTYPE	[]	PASS
rights|delivery_assessment|NOT_NULL|delivery_mode:NOT_NULL	rights	delivery_assessment	NOT_NULL	delivery_mode:NOT_NULL	["delivery_mode"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	358a0f29dd023be89713fbc050af0e58e1a4669c223b2b59b899f80044619b73	358a0f29dd023be89713fbc050af0e58e1a4669c223b2b59b899f80044619b73	true	\N	CLOSED_SUBTYPE	[]	PASS
rights|delivery_assessment|NOT_NULL|machine_reason_code:NOT_NULL	rights	delivery_assessment	NOT_NULL	machine_reason_code:NOT_NULL	["machine_reason_code"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	ff6896719e30fe60cf390de898593cbf2b0dd55485aa6eba32e500918753a884	ff6896719e30fe60cf390de898593cbf2b0dd55485aa6eba32e500918753a884	true	\N	CLOSED_SUBTYPE	[]	PASS
rights|delivery_assessment|NOT_NULL|object_visual_reference_id:NOT_NULL	rights	delivery_assessment	NOT_NULL	object_visual_reference_id:NOT_NULL	["object_visual_reference_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	bdae2c95d5a0e7190704f8177922af0ff139f73d406eec0511bc0dfb29e87703	bdae2c95d5a0e7190704f8177922af0ff139f73d406eec0511bc0dfb29e87703	true	\N	CLOSED_SUBTYPE	[]	PASS
rights|delivery_assessment|NOT_NULL|reason_code:NOT_NULL	rights	delivery_assessment	NOT_NULL	reason_code:NOT_NULL	["reason_code"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	5ab0824af3db02b2af606518408e912a01addfd3ff53721593902034295f8a22	5ab0824af3db02b2af606518408e912a01addfd3ff53721593902034295f8a22	true	\N	CLOSED_SUBTYPE	[]	PASS
rights|delivery_assessment|PRIMARY_KEY|delivery_assessment_pkey	rights	delivery_assessment	PRIMARY_KEY	delivery_assessment_pkey	["delivery_assessment_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	a304a0ffc9d069837d28bdc19fbea5c980be21e80639c17ec4198efa558b78af	a304a0ffc9d069837d28bdc19fbea5c980be21e80639c17ec4198efa558b78af	true	\N	NATURAL_KEY	[]	PASS
rights|delivery_assessment|ROW_TRIGGER|delivery_assessment_append_only	rights	delivery_assessment	ROW_TRIGGER	delivery_assessment_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	5aa405b36528326e470e6163a29d31ff75ae3ecb02ed81491349da61b2978a24	5aa405b36528326e470e6163a29d31ff75ae3ecb02ed81491349da61b2978a24	true	\N	APPEND_ONLY	[]	PASS
rights|delivery_assessment|UNIQUE_CONSTRAINT|delivery_assessment_supersedes_delivery_assessment_id_key	rights	delivery_assessment	UNIQUE_CONSTRAINT	delivery_assessment_supersedes_delivery_assessment_id_key	["supersedes_delivery_assessment_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	0494d7f83de8a5fc466330cf80dc47afe3e8b890cb230aca6e8d7d821009fa52	0494d7f83de8a5fc466330cf80dc47afe3e8b890cb230aca6e8d7d821009fa52	true	\N	NATURAL_KEY	[]	PASS
rights|delivery_locator_qualification|CONSTRAINT_TRIGGER|delivery_locator_validation	rights	delivery_locator_qualification	CONSTRAINT_TRIGGER	delivery_locator_validation	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	rights.enforce_delivery_assessment()	\N	1880ece3db8d0095fc38e26eba82373fc50574ff0e15fa79f9521250d0b7251b	1880ece3db8d0095fc38e26eba82373fc50574ff0e15fa79f9521250d0b7251b	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
rights|delivery_locator_qualification|FOREIGN_KEY|delivery_locator_qualificatio_endpoint_health_observation__fkey	rights	delivery_locator_qualification	FOREIGN_KEY	delivery_locator_qualificatio_endpoint_health_observation__fkey	["endpoint_health_observation_id"]	rights	endpoint_health_observation	["endpoint_health_observation_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	ee7e800fffd3d70ddd4161ca4341f25c02fb201230f16a32c1e2d41aedf63ef5	ee7e800fffd3d70ddd4161ca4341f25c02fb201230f16a32c1e2d41aedf63ef5	true	\N	IDENTITY_FK	[]	PASS
rights|delivery_locator_qualification|FOREIGN_KEY|delivery_locator_qualification_delivery_assessment_id_fkey	rights	delivery_locator_qualification	FOREIGN_KEY	delivery_locator_qualification_delivery_assessment_id_fkey	["delivery_assessment_id"]	rights	delivery_assessment	["delivery_assessment_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	dd8acd54e179960fb1286b901b0715c276ae422c2e0fb6ad9587ecc89783615b	dd8acd54e179960fb1286b901b0715c276ae422c2e0fb6ad9587ecc89783615b	true	\N	IDENTITY_FK	[]	PASS
rights|delivery_locator_qualification|FOREIGN_KEY|delivery_locator_qualification_visual_locator_id_fkey	rights	delivery_locator_qualification	FOREIGN_KEY	delivery_locator_qualification_visual_locator_id_fkey	["visual_locator_id"]	rights	visual_locator	["visual_locator_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	846fe3ea239c8e307731e91c95cf080732d17260ef4f32329d95877d6f41db9f	846fe3ea239c8e307731e91c95cf080732d17260ef4f32329d95877d6f41db9f	true	\N	IDENTITY_FK	[]	PASS
rights|delivery_locator_qualification|INDEX|delivery_locator_qualificatio_delivery_assessment_id_allowl_key	rights	delivery_locator_qualification	INDEX	delivery_locator_qualificatio_delivery_assessment_id_allowl_key	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	00d186e2ab53a0ddf45529be0c31cf2bdbb85322dd43a924b1494c7d449b8d2f	00d186e2ab53a0ddf45529be0c31cf2bdbb85322dd43a924b1494c7d449b8d2f	true	rights|delivery_locator_qualification|UNIQUE_CONSTRAINT|delivery_locator_qualificatio_delivery_assessment_id_allowl_key	ACCESS_PATH_ONLY	[]	PASS
rights|delivery_locator_qualification|INDEX|delivery_locator_qualification_pkey	rights	delivery_locator_qualification	INDEX	delivery_locator_qualification_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	729757015ee8ea23081d09075621127c9e2032ce7712fcaaa14b3d2cc09b7bba	729757015ee8ea23081d09075621127c9e2032ce7712fcaaa14b3d2cc09b7bba	true	rights|delivery_locator_qualification|PRIMARY_KEY|delivery_locator_qualification_pkey	ACCESS_PATH_ONLY	[]	PASS
rights|delivery_locator_qualification|NOT_NULL|allowlisted_role:NOT_NULL	rights	delivery_locator_qualification	NOT_NULL	allowlisted_role:NOT_NULL	["allowlisted_role"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	f1cf9fb59efe1abaa6dda357472e6b13268c12f3f3c5836316ba6b58251c3fa9	f1cf9fb59efe1abaa6dda357472e6b13268c12f3f3c5836316ba6b58251c3fa9	true	\N	CLOSED_SUBTYPE	[]	PASS
rights|delivery_locator_qualification|NOT_NULL|delivery_assessment_id:NOT_NULL	rights	delivery_locator_qualification	NOT_NULL	delivery_assessment_id:NOT_NULL	["delivery_assessment_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	460159455bc50f0eb067dfffd2b5631025c7bbdd530e9de4a0cead93bab8b9f0	460159455bc50f0eb067dfffd2b5631025c7bbdd530e9de4a0cead93bab8b9f0	true	\N	CLOSED_SUBTYPE	[]	PASS
rights|delivery_locator_qualification|NOT_NULL|endpoint_health_observation_id:NOT_NULL	rights	delivery_locator_qualification	NOT_NULL	endpoint_health_observation_id:NOT_NULL	["endpoint_health_observation_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	6393e3b81cc916322dc7fd1bdc93dd1926ea431a1384a71b0d92b54e97a8dfd0	6393e3b81cc916322dc7fd1bdc93dd1926ea431a1384a71b0d92b54e97a8dfd0	true	\N	CLOSED_SUBTYPE	[]	PASS
rights|delivery_locator_qualification|NOT_NULL|visual_locator_id:NOT_NULL	rights	delivery_locator_qualification	NOT_NULL	visual_locator_id:NOT_NULL	["visual_locator_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	9b93423db7fb56c52c6b3e88423ff7e3a3d5e5c9364cc9ef96450caf92f23890	9b93423db7fb56c52c6b3e88423ff7e3a3d5e5c9364cc9ef96450caf92f23890	true	\N	CLOSED_SUBTYPE	[]	PASS
rights|delivery_locator_qualification|PRIMARY_KEY|delivery_locator_qualification_pkey	rights	delivery_locator_qualification	PRIMARY_KEY	delivery_locator_qualification_pkey	["delivery_assessment_id","visual_locator_id","endpoint_health_observation_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	b1e7d26ed0c5938d872a538e58b064e994a797893cbe7063407475f26c2c5eb8	b1e7d26ed0c5938d872a538e58b064e994a797893cbe7063407475f26c2c5eb8	true	\N	NATURAL_KEY	[]	PASS
rights|delivery_locator_qualification|ROW_TRIGGER|delivery_locator_append_only	rights	delivery_locator_qualification	ROW_TRIGGER	delivery_locator_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	6497b337aa202b064ce91346a67c115a009f7b20d42d553b349b2254f129ef4f	6497b337aa202b064ce91346a67c115a009f7b20d42d553b349b2254f129ef4f	true	\N	APPEND_ONLY	[]	PASS
rights|delivery_locator_qualification|UNIQUE_CONSTRAINT|delivery_locator_qualificatio_delivery_assessment_id_allowl_key	rights	delivery_locator_qualification	UNIQUE_CONSTRAINT	delivery_locator_qualificatio_delivery_assessment_id_allowl_key	["delivery_assessment_id","allowlisted_role"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	e1d9dc568e347ef852aea3d6dc5cdef1d911292c4a0ed4ab3c1f4dd327b89018	e1d9dc568e347ef852aea3d6dc5cdef1d911292c4a0ed4ab3c1f4dd327b89018	true	\N	NATURAL_KEY	[]	PASS
rights|delivery_policy_evaluation|CONSTRAINT_TRIGGER|delivery_policy_validation	rights	delivery_policy_evaluation	CONSTRAINT_TRIGGER	delivery_policy_validation	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	rights.enforce_delivery_assessment()	\N	1b87a187200567dbd97373664507e32234158484eb0978959fd31281d4e5e4d8	1b87a187200567dbd97373664507e32234158484eb0978959fd31281d4e5e4d8	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
rights|delivery_policy_evaluation|FOREIGN_KEY|delivery_policy_evaluation_delivery_assessment_id_fkey	rights	delivery_policy_evaluation	FOREIGN_KEY	delivery_policy_evaluation_delivery_assessment_id_fkey	["delivery_assessment_id"]	rights	delivery_assessment	["delivery_assessment_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	dd8acd54e179960fb1286b901b0715c276ae422c2e0fb6ad9587ecc89783615b	dd8acd54e179960fb1286b901b0715c276ae422c2e0fb6ad9587ecc89783615b	true	\N	IDENTITY_FK	[]	PASS
rights|delivery_policy_evaluation|FOREIGN_KEY|delivery_policy_evaluation_provider_policy_evaluation_id_fkey	rights	delivery_policy_evaluation	FOREIGN_KEY	delivery_policy_evaluation_provider_policy_evaluation_id_fkey	["provider_policy_evaluation_id"]	rights	provider_policy_evaluation	["provider_policy_evaluation_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	4f7f3c8b407418cef786ff8753cdaf22c19b63a87bed306e94373156a008fcfb	4f7f3c8b407418cef786ff8753cdaf22c19b63a87bed306e94373156a008fcfb	true	\N	IDENTITY_FK	[]	PASS
rights|delivery_policy_evaluation|INDEX|delivery_policy_evaluation_pkey	rights	delivery_policy_evaluation	INDEX	delivery_policy_evaluation_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	2d5a43b68a31b65c214fe0413f0852b47921746f41a979253ba34227414dc82c	2d5a43b68a31b65c214fe0413f0852b47921746f41a979253ba34227414dc82c	true	rights|delivery_policy_evaluation|PRIMARY_KEY|delivery_policy_evaluation_pkey	ACCESS_PATH_ONLY	[]	PASS
rights|delivery_policy_evaluation|NOT_NULL|delivery_assessment_id:NOT_NULL	rights	delivery_policy_evaluation	NOT_NULL	delivery_assessment_id:NOT_NULL	["delivery_assessment_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	460159455bc50f0eb067dfffd2b5631025c7bbdd530e9de4a0cead93bab8b9f0	460159455bc50f0eb067dfffd2b5631025c7bbdd530e9de4a0cead93bab8b9f0	true	\N	CLOSED_SUBTYPE	[]	PASS
rights|delivery_policy_evaluation|NOT_NULL|provider_policy_evaluation_id:NOT_NULL	rights	delivery_policy_evaluation	NOT_NULL	provider_policy_evaluation_id:NOT_NULL	["provider_policy_evaluation_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	253f2f3d5fe71a08fdecdbb1f80593fabfc650e6b63354ab3d5d78621b94d6a0	253f2f3d5fe71a08fdecdbb1f80593fabfc650e6b63354ab3d5d78621b94d6a0	true	\N	CLOSED_SUBTYPE	[]	PASS
rights|delivery_policy_evaluation|PRIMARY_KEY|delivery_policy_evaluation_pkey	rights	delivery_policy_evaluation	PRIMARY_KEY	delivery_policy_evaluation_pkey	["delivery_assessment_id","provider_policy_evaluation_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	c4e4562b6166bd389c5f630bb387fe9bb47ef75d1ba3db360f8834c095bfecf0	c4e4562b6166bd389c5f630bb387fe9bb47ef75d1ba3db360f8834c095bfecf0	true	\N	NATURAL_KEY	[]	PASS
rights|delivery_policy_evaluation|ROW_TRIGGER|delivery_policy_append_only	rights	delivery_policy_evaluation	ROW_TRIGGER	delivery_policy_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	1e7be713bb6ebe5c9593509d05f7526e7d6a2f51af7e2b899f581c555b703244	1e7be713bb6ebe5c9593509d05f7526e7d6a2f51af7e2b899f581c555b703244	true	\N	APPEND_ONLY	[]	PASS
rights|delivery_rights_assessment|CONSTRAINT_TRIGGER|delivery_rights_validation	rights	delivery_rights_assessment	CONSTRAINT_TRIGGER	delivery_rights_validation	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	rights.enforce_delivery_assessment()	\N	cc7b34853d7313619d8423845328f2b1d4dfc117962a0f5c2e9e49e912ae957c	cc7b34853d7313619d8423845328f2b1d4dfc117962a0f5c2e9e49e912ae957c	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
rights|delivery_rights_assessment|FOREIGN_KEY|delivery_rights_assessment_delivery_assessment_id_fkey	rights	delivery_rights_assessment	FOREIGN_KEY	delivery_rights_assessment_delivery_assessment_id_fkey	["delivery_assessment_id"]	rights	delivery_assessment	["delivery_assessment_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	dd8acd54e179960fb1286b901b0715c276ae422c2e0fb6ad9587ecc89783615b	dd8acd54e179960fb1286b901b0715c276ae422c2e0fb6ad9587ecc89783615b	true	\N	IDENTITY_FK	[]	PASS
rights|delivery_rights_assessment|FOREIGN_KEY|delivery_rights_assessment_rights_assessment_id_fkey	rights	delivery_rights_assessment	FOREIGN_KEY	delivery_rights_assessment_rights_assessment_id_fkey	["rights_assessment_id"]	rights	rights_assessment	["rights_assessment_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	d3eb97e3206fa36e7dd460c3aff537dca748605e8d4bb933b0bce80f87af2503	d3eb97e3206fa36e7dd460c3aff537dca748605e8d4bb933b0bce80f87af2503	true	\N	IDENTITY_FK	[]	PASS
rights|delivery_rights_assessment|INDEX|delivery_rights_assessment_pkey	rights	delivery_rights_assessment	INDEX	delivery_rights_assessment_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	064e26b3c01b21f53535ecabd41390daf5e06fef977ab353de6fb6d83401f564	064e26b3c01b21f53535ecabd41390daf5e06fef977ab353de6fb6d83401f564	true	rights|delivery_rights_assessment|PRIMARY_KEY|delivery_rights_assessment_pkey	ACCESS_PATH_ONLY	[]	PASS
rights|delivery_rights_assessment|NOT_NULL|delivery_assessment_id:NOT_NULL	rights	delivery_rights_assessment	NOT_NULL	delivery_assessment_id:NOT_NULL	["delivery_assessment_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	460159455bc50f0eb067dfffd2b5631025c7bbdd530e9de4a0cead93bab8b9f0	460159455bc50f0eb067dfffd2b5631025c7bbdd530e9de4a0cead93bab8b9f0	true	\N	CLOSED_SUBTYPE	[]	PASS
rights|delivery_rights_assessment|NOT_NULL|evidence_role:NOT_NULL	rights	delivery_rights_assessment	NOT_NULL	evidence_role:NOT_NULL	["evidence_role"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	10ba01ebb9c74bc1f1a83fb4f4e32ea0ea4108de188a98812b712b014b52b6e6	10ba01ebb9c74bc1f1a83fb4f4e32ea0ea4108de188a98812b712b014b52b6e6	true	\N	CLOSED_SUBTYPE	[]	PASS
