control_record_id	surface_id	source_path	source_record_ref	source_record_locator	selector_rule	record_class	emission_decision	net_trigger_occurrence_count	alias_or_blocker_ref	authority_dependency	notes	source_record_sha256	record_sha256
R16B-DEFERRED-CONTROL:e223aa073a03386053fdeb8eb0fd4eede92d62ab7e0e2dd64f999f3ec8bf0d3f	SURF-R16A-010	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl	R16A-CROSSREF-QUERY:1332a40a144a46d05dd030017b86ec3be3465d37b670291c8d8862cc323466df	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl#query_id=R16A-CROSSREF-QUERY:1332a40a144a46d05dd030017b86ec3be3465d37b670291c8d8862cc323466df	FIVE_RESULTS_PER_QUERY_EXACT_ALIAS_AND_ZERO_ACCEPTED	METADATA_QUERY_CONTROL	ZERO_EMISSION_METADATA_ONLY	0	"[""R16B-R16A-QUERY-ALIAS:063d5ee144cbb46890bb0948fd7dea6813ed68bee226998b4688dfe190addf92"",""R16B-R16A-QUERY-ALIAS:4c7b4c2ee790bde7a212475b4b22f6d801e3980f5b9dded1209ed645b60d9576"",""R16B-R16A-QUERY-ALIAS:76e59ac1a532f8925178cc0ad1c92ba9669f3afd64acdbcb37f39c48b2f0dbe3"",""R16B-R16A-QUERY-ALIAS:a81da96c767087e62ecd8d99279737f690de2281562f74fc6217bfdbe8f7945a"",""R16B-R16A-QUERY-ALIAS:dd54cecf1fdde09160a72386e04672780ecc91c17719c3818902fda72a4bfb26""]"	LAWFUL_SOURCE_TEXT_AND_LOCATOR_REVIEW	Five Crossref results are exact aliases to metadata-only evidence rows; no result was accepted.	a16f6a82c3c314e72d0b80ec03c65ffd525bad6b463bc36f95ca1caa7cc0a6bd	bea768604ef6fc447df0c876c860a673eb973c6230416319c95122f59a7e635c
R16B-DEFERRED-CONTROL:e23bf5458e73859cf26a014b99f05eba8a0221def4b697b0d4f566a2e8b9656e	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:e70a10ba9670ba73bfa6db1b3304a2baaefd89c370ec1ee88fd9ebbf99699383-XREF-05	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:e70a10ba9670ba73bfa6db1b3304a2baaefd89c370ec1ee88fd9ebbf99699383-XREF-05	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:99fe1a8ee5afe2573e6cffa52e7b7e4d3a8cab6fde4e0d045fe6b5c7a039158d	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	40633c205500d0b774ef2eb520ccbd86d12f56eb6335259711c4513ba6bbd2c9	86ee24721c1a70c2236499c323124fa767b1ea37bdda5f1b7b75b9f806734dbd
R16B-DEFERRED-CONTROL:e249e281f134fc80a8e934effae2cf67223dae3902f2b20585edc2de17a59313	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:52929057de70e3556f59af414b4a516785a2ba2128fefa4c622aa34c5c1fcc97-XREF-03	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:52929057de70e3556f59af414b4a516785a2ba2128fefa4c622aa34c5c1fcc97-XREF-03	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:083862b425929990c31e88e960b5080473f4234553cd7242d2f26392068ef130	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	6330b06ba0440a360a1b9e3edcf4c70bde9fa8a8c29768ee888cc52ae5d28d41	e8bf28d7bb51191bb0a65af9a7b2800344658e9912fd15ca11b14a0dcb042c42
R16B-DEFERRED-CONTROL:e24c4b353e17f2b2e9def9387a9e49068000b6af0ca77c0e9915ce439a8f517c	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:6e1e4deeb4f01c836718fb14840e3268c2dc1899947ab46e484fb9c33b00604a-XREF-01	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:6e1e4deeb4f01c836718fb14840e3268c2dc1899947ab46e484fb9c33b00604a-XREF-01	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:60644530429253141c8104b223a62b78fcff6a13a0de463b9dcaf9f7b4021d2c	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	ed72b1d207c3f93abaa786c13ee168e4b27b93e557ed49312d3d49ce5e129b44	bc887cba1657478fe968ca3663e92c25dbb9996b86538c755e7d5189649d97d0
R16B-DEFERRED-CONTROL:e25515c81be515146bd5faefa549f3f4a89ea539dc049433e72cab1eb3a29ab7	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:7fd2bb9cb367c99e93ddac677e9f945f8b31b51e994ab6ea209fdf9fea8e7006-XREF-05	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:7fd2bb9cb367c99e93ddac677e9f945f8b31b51e994ab6ea209fdf9fea8e7006-XREF-05	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:7764916121a684af029ed5c528cba48b779f146ebf39c924de949b49b7dd7bbc	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	9ef58c04a6221a9c0c4d6e9e790bbc42ed2d3108f8044452685debc0eca2cf86	c1f1a361fd8003d88b235e1077c580a45b389cacc62f58bdcc2c079a636fe03e
R16B-DEFERRED-CONTROL:e25e0292ddee6215d0ababe01e878f96f873048545c91fba8ebaac53aa9fdbc4	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:81ed51c947cde42c0a5e2523e4553eb1c0637fca0a348baa56ab29c54db933e1-XREF-02	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:81ed51c947cde42c0a5e2523e4553eb1c0637fca0a348baa56ab29c54db933e1-XREF-02	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:29af2ffcb91e793d7dbc27b3ede073aab5be835d10f3a34a67b715cabd03a6b4	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	7586ca1a4e3b79a8a3e3a96a704f404b22d829c7df1d60d921c22a55370c9c04	3a97dcb0502933177fff196c545e5fe6448680a29a123a25444cb4a49a2f59d2
R16B-DEFERRED-CONTROL:e2642eef412059939a9bc46043f18272133ea1296724c0d73d299db1431b5b33	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:6feaa6790e3450794f0b2f5e47a8d4ebf84f43cb907f3b63cc428127099a2cc6-XREF-03	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:6feaa6790e3450794f0b2f5e47a8d4ebf84f43cb907f3b63cc428127099a2cc6-XREF-03	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:3697bd0845eccf32e4702c84c8f738ec419c0b4722d4daa811eec017ff2a5ae2	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	eadf5b14fb2a6384ef4c39246123588af58cc6df53afd4d741086621eb338c55	1a8f06e194d2b90740430ada82953e1d9e04ebcdacd2ad1984b209229b2cce9a
R16B-DEFERRED-CONTROL:e277ae35c11700973f0cd9459e4dbe85cbed623ed57ce080f6fbe9327507f830	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:964dde7c261f66acbbc2946b0f33a9366ef6a4ec2442fd8747d2957fc9c372a9-XREF-04	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:964dde7c261f66acbbc2946b0f33a9366ef6a4ec2442fd8747d2957fc9c372a9-XREF-04	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:fa0ca1a3f23565e1c16a93a461d0c21ada8ea7b3b8a9ad09d61e8b7c7694500f	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	cab4fe1d427b0e9e106a076c6a58a5e2a08746e7cf667324f80ed268a663d924	67d56d58c925e0fc6c86b99f327a6e8003bbc8c2f857ad4ce64621430692fca6
R16B-DEFERRED-CONTROL:e278fa507ae34cd862cfd4052ef6406050ee90b9012c9bcb024c81bbca1bbeee	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:e7b0de459f862336b326b5d734f528ba4c64bd250c1e5df25fed297f238fccaa-XREF-01	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:e7b0de459f862336b326b5d734f528ba4c64bd250c1e5df25fed297f238fccaa-XREF-01	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:09aa3238db4eb5380e78fe431b471000ac75d27441efd18b95b45a3b7513f534	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	fe40c8f512bba9a353260bbf46429abe837ca92400461d6afbdabd1d95c1f4ac	4d0ce63ba53527346a030f110d7b9463c56067765a4a83b1cc6baa8bc75c2518
R16B-DEFERRED-CONTROL:e27af36db28577972e88922f5d65a2ad62c3a8e74295371c3bf751a60136c04c	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:7f62012e83fa7c77999628dbc74f683c892caf73343864e3ed119ebc2c4f6e55-XREF-03	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:7f62012e83fa7c77999628dbc74f683c892caf73343864e3ed119ebc2c4f6e55-XREF-03	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:372abebf0eafd387033047b625a2e5e57c5e15a22f5bfbcc3e7c24604a198bc2	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	2359b43db7dbec5a9ff78f9d851865e4e7b0afa2b05e3248a239886c87c3e91b	ca33af5156de5c589664998a99b10a2a7823084fd4030d36e002741afe5fa833
R16B-DEFERRED-CONTROL:e282fa7b0cf33f76912f64861a39c1b9539d3bb7b31a2a3f84284de881aabf15	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:47b9721b10442a072759ce8410309ebaa69ef0f044e68ca75bf9fda4b5614515-XREF-03	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:47b9721b10442a072759ce8410309ebaa69ef0f044e68ca75bf9fda4b5614515-XREF-03	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:349f7fe07f1e24f25d68ea51393a4ee66bd8aa7936b2259bfa434fae424527c9	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	84297e8f36cf96ebebfa672ec5cd8d5a37782979ca08fbd115b17b58046e0920	84197fdf368ac13751d4a7092666422fcc03582f5171a13404915738502632ad
R16B-DEFERRED-CONTROL:e289f47821ed4ca137a999e5a14ef5b943b199a704ab16c496c502cea5a51766	SURF-R12-003	docs/research/trace-v49-exploration-inquiry-flow-round1/08_INQUIRY_SEED_REGISTRY.tsv	INQUIRY-SEED-005	docs/research/trace-v49-exploration-inquiry-flow-round1/08_INQUIRY_SEED_REGISTRY.tsv#seed_id=INQUIRY-SEED-005	HISTORICAL_CLAIM_FALSE_AND_PUBLIC_EXPORTABLE_FALSE	RESEARCH_ONLY_SEED_CONTROL	ZERO_EMISSION_RENDERABILITY_NON_SUPPORTING	0	SINGLE_NODE_INQUIRY	RESEARCH_INQUIRY_ONLY	How might self-exoticization be investigated as a bounded reflexive research question while keeping agency, audience, external gaze, and power asymmetry explicit?	8d3d46dce6edb8d8c304968a61a1901dd650ab3cad148097d604f76f14b7b871	f47af1853ee5155904ecac238323e27157680bfb29f702a8d0b46e3721642e76
R16B-DEFERRED-CONTROL:e298549b02da7df4966db32bac13db5a6765552c17dc670d33d5fa62749dc660	SURF-R10-004	docs/research/trace-v49-design-history-relation-grammar-round1/08_ORDERED_PAIR_COMPATIBILITY_MATRIX.tsv	REL-CAND-0033->REL-CAND-0001	docs/research/trace-v49-design-history-relation-grammar-round1/08_ORDERED_PAIR_COMPATIBILITY_MATRIX.tsv#ordered_pair_key=REL-CAND-0033->REL-CAND-0001	EXACT_ORDERED_PAIR_DECISION_WITHOUT_GROUP_LIFT	PAIR_PROJECTION_CONTROL	ZERO_EMISSION_PAIR_CONTROL_ONLY	0	UNSUPPORTED_DEFAULT_DENY	PAIR_PROJECTION_POLICY	No pair-specific composition evidence meeting the two-source hard gate.	1252ee49f77bd4eb0ef6f4677a2b4bacd8b575507dc863299c84ee92ce1298ca	5bdfa6743d838465b74c4eb09346db7f7e880fddef3a672ed5a848b5b5bbcacf
R16B-DEFERRED-CONTROL:e2a71d6caace1b69e6efe141903bc4ed475db2debffda8fbb8548af2e1ef96ff	SURF-R11-001	docs/research/trace-v49-exploration-constraint-kernel-round1/04_CONSTRAINT_REGISTRY.tsv	PRE-IMG-INV-022	docs/research/trace-v49-exploration-constraint-kernel-round1/04_CONSTRAINT_REGISTRY.tsv#constraint_id=PRE-IMG-INV-022	STATUS_MUST_EQUAL_PASS	SOFTWARE_MODEL_CONSTRAINT_CONTROL	ZERO_EMISSION_NON_HISTORICAL_CONTROL	0	PRE-IMG-INV-022	SOFTWARE_CONTROL_ONLY	Container mutation leaves Image hash unchanged.	bb3a21fa8e8ae86abe85bced093c78f3352af717dc7b5ab0b53c7847bee66200	f56a00fbc3abfa7fb561c60d4d73b81b8ca8f6261c7b126bdb2546c79278fb02
R16B-DEFERRED-CONTROL:e2e0bde843a1afddc9258f18c074fd161b2ea4d3e168e0770c146f991ade753d	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:ace59e4893e84c56b9bd4ea3a7e1ccdef0854579ec84567af4a24a71e90b44a8-XREF-04	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:ace59e4893e84c56b9bd4ea3a7e1ccdef0854579ec84567af4a24a71e90b44a8-XREF-04	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:310cf3215780c9d5e64ffa9d3bdd93e7335c64e5387e5d800e1a57f028a55071	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	09f5489490d5db3c66b81b5f55052b030db6a76812810371f2e2e18f8c7acb49	db7c4aef42a06d2adce394ca46f257d44f8fc9bc184f62b6d27500405d42111b
R16B-DEFERRED-CONTROL:e2e2d15f2c08bc6e289dd61a3cd1f8911dc7e0b8497ed2c6918dab1847698e0e	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:b44cd30a985bce693685ec7e6ddbec6d084068f9646ca21a83a4992951af9fe4-XREF-05	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:b44cd30a985bce693685ec7e6ddbec6d084068f9646ca21a83a4992951af9fe4-XREF-05	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:a03b7d10970db20e51a75cd685c00123c2e2b957079b22ffec0129ebb757226f	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	b4688358fb6205c09e36bddbf8ea2cda0802646d9838c449dfa3fb2d0539a757	5b5e23b6ba4499a33cb12b2ae527c4ebcf5dbb3ce3c85e2214ced43a7ce9d0c0
R16B-DEFERRED-CONTROL:e2eb43a63c0bf407c36b68e4f08701f02ef28527afb222cd657fb32b7f26e555	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:5a5daae65fa799151033ed8851c96ef31d99572228c9da5108df1a794a04ad0c-XREF-04	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:5a5daae65fa799151033ed8851c96ef31d99572228c9da5108df1a794a04ad0c-XREF-04	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:d8b10395bd2c4b6e1caa0c63f3cee20a2edd094b6335c9faa2ff01e06ff624ed	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	0b9dae02d3ff206ddeefb9374a6e10f585a9e646c34e08ae3f72e83211b5cd6d	af2972c41271ec8ab07346a0522223a185ba2a79f9733c80c876ba55221ea56b
R16B-DEFERRED-CONTROL:e2ec05877c4980c8b1fddf47edebacf79e586cd4b7f55adf5836f534366d52ac	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:bf8407a87968ae487f3a5f79f7f9618458bebb67691cc706704f63f808129da4-XREF-02	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:bf8407a87968ae487f3a5f79f7f9618458bebb67691cc706704f63f808129da4-XREF-02	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:b95b1664e873833e37cea324d7cb91b2bf862289b3738e2ee56b93f465e4ff4c	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	c99005ce92c9368b401154c90c3bc4784025f76802cd810d3acf79fd71019758	ee56cfcbd966d51b96671e523f187c5a38ca258680e095fbcb91ba1c5b1dcbdc
R16B-DEFERRED-CONTROL:e2fb9c4967111fadf5b7d6705f658ea00baf0c649f4edbe6bb354eea881a1949	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:b860ca5c95778c5faedfc45fd5cd26427dbc8b584ef338482680902d47755aa3-XREF-02	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:b860ca5c95778c5faedfc45fd5cd26427dbc8b584ef338482680902d47755aa3-XREF-02	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:6dc8cc5e686d3674aeeaa0aaeb5420682e5faf51e28e7464fca372fd8728929f	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	3b1aef88c870fd34c39d70c2f606c75ea425d97112092f6bde000a666d342122	d0450fc4ad3988293c3663b6d2ff29584465595371b6060a27c8d4b6165b9728
R16B-DEFERRED-CONTROL:e305f9605fb0138926bdfc8a4fdb492be58de8419c083676077187a4eb7ce3db	SURF-R13-006	docs/research/trace-v49-exploration-composition-review-round1/16_EXTERNAL_DOMAIN_REVIEW_REGISTRY.tsv	REVIEW-ACT-034	docs/research/trace-v49-exploration-composition-review-round1/16_EXTERNAL_DOMAIN_REVIEW_REGISTRY.tsv#review_unit_id=REVIEW-ACT-034	REVIEWER_ANSWER_STATUS_EXACT_NOT_COMPLETED	PENDING_EXTERNAL_HUMAN_REVIEW_BLOCKER	ZERO_EMISSION_HUMAN_AUTHORITY_BLOCKED	0	INQUIRY_GRAMMAR_ACTIVATION_CANDIDATE	EXTERNAL_DOMAIN_REVIEWER_REQUIRED	ACTIVE_FALSE	22985ead4bf09275bfd2e375ae69994af96dead00f807a0c5d48a43b797ede73	1dd6bbbbf3bbaccdfc01a2a2f07e30a340809177877047f61d97b1ddf2e5a1db
R16B-DEFERRED-CONTROL:e3265e6bade868c77c96e083dd261ef3370c9696febb097f0be8c0ab353c286d	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-013	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv#source_id=COMP-SRC-013	CANONICALIZE_DOI_THEN_ISBN_THEN_STABLE_URL_THEN_AUTHOR_YEAR_TITLE	BIBLIOGRAPHIC_IDENTITY	ZERO_EMISSION_RIGHTS_AND_TEXT_REVIEW_BLOCKED	0	R16B-SOURCE:a5d0469ac9518a10276fd96b7a24082d12592458001519efecb4779e1216ad95	RIGHTS_TEXT_ACCESS_LOCATOR_AND_BOUNDED_GROUP_REVIEW	Bibliographic identity is discovery metadata, not association evidence.	21395cb77d85c780b73437247c3a18e7bc012d291321a18286857060f26e25af	a6344e1dbd1e8fcd1e74b8774d2faf3526dd1dfd9b566932e5712f817c821ef4
R16B-DEFERRED-CONTROL:e32b0d76a8c0ed7a0aa5de8e7836218a0c172602ff22ac023190b87c0131b511	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:32b6825a5559e9009fb93347247b3c901cad591292ed915d6202e4d7b6df0457-XREF-02	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:32b6825a5559e9009fb93347247b3c901cad591292ed915d6202e4d7b6df0457-XREF-02	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:d2f613e701601bb0a6897c2a364bb5f850554bc34b0f67cc4ab5890e4c4a5435	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	06458a9b9c2235a071106d247b9f59a787091049bf585bfcff411d3e3595c5f5	51a1470e44d98aab55585842820d12a7bec8468c38148638adc44554781031a0
R16B-DEFERRED-CONTROL:e32f4b44f9e49ab6bf0eb18d3519c551cd126b4ac3c8faef6f776f12395adc5a	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:43ad8b3a3aa8c43af3534e24dd00fe027b0dd36eb96afaf73663c4688848a79b-XREF-02	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:43ad8b3a3aa8c43af3534e24dd00fe027b0dd36eb96afaf73663c4688848a79b-XREF-02	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:4b66fb15d473af01562258b00c1af3458cd06569a5edd3cbf9b7022b4092fda3	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	8424051303ce9454ff7358dd79ffb531ca4859c2c4c8117c3a97742a18302891	bc411970e1fa95b474d8fa96b156ee519706107f234d111f4502ba695ed8c3f3
R16B-DEFERRED-CONTROL:e353c74ea90534608eda2c230ed7ae1514e5916a6119511c23e6c39aebec53f5	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:4dc7f9f1de747f21547a2da34bfd2f8835cf1c1374d8af1fba9fa26bd898919e-XREF-02	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:4dc7f9f1de747f21547a2da34bfd2f8835cf1c1374d8af1fba9fa26bd898919e-XREF-02	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:2c4d0ef4edf2ebd05f1e026b7077deb28fa24ac8cea4ba9eb3295320f3cdbfe6	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	445009050ef2bde5f76c36b8e4c24d3bbea952d83ad3141385b02939e3ece982	85a990ef4c1c9bc69615d65204d39e7db0ff1a0647ab1cc203bfb04b4dddf8df
