surface_id,title,period_band,macro_region,source_name,template_id,publication_role,image_state,source_text_chars,generated_text_chars,total_reading_chars,impact_score,impact_rating,impact_basis,group_candidate_count,max_group_member_count,strong_group_candidate,research_value_score,recommended_action,action_reason
SURF-CCT2026R01053,Stamp of Kazakhstan 354.jpg,2000_2026,Kazakhstan,Wikimedia Commons file source / Stamp of Kazakhstan 354.jpg / page 5293956,sheet.main.v0,main_sheet,IMG03,1133,2642,3775,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,79,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CCT2026R01101,Stamp of Kyrgyzstan turism main.jpg,2000_2026,Kyrgyzstan,Wikimedia Commons file source / Stamp of Kyrgyzstan turism main.jpg / page 5352708,sheet.main.v0,main_sheet,IMG03,604,2583,3187,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,66,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R01805,Stamp of Ukraine Ua474-5 (Michel).jpg,2000_2026,Ukraine,Wikimedia Commons file source / Stamp of Ukraine Ua474-5 (Michel).jpg / page 40677935,sheet.main.v0,main_sheet,IMG03,632,2665,3297,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,66,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00094,Stamp of Ukraine s 417.jpg,2000_2026,Ukraine,Wikimedia Commons file source / Stamp of Ukraine s 417.jpg / page 67279392,sheet.main.v0,main_sheet,IMG03,246,2649,2895,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,57,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCT2026R01806,Stamp of Ukraine s408.jpg,2000_2026,Ukraine,Wikimedia Commons file source / Stamp of Ukraine s408.jpg / page 5277861,sheet.main.v0,main_sheet,IMG03,1061,2667,3728,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,77,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRB2026V3R00095,Stamp of Ukraine s420.jpg,2000_2026,Ukraine,Wikimedia Commons file source / Stamp of Ukraine s420.jpg / page 67279676,sheet.main.v0,main_sheet,IMG03,590,2462,3052,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,64,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V2R0498,"Stamps of Azerbaijan, 2001-593s.jpg",2000_2026,Iran,"Wikimedia Commons file source / Stamps of Azerbaijan, 2001-593s.jpg / page 5063951",sheet.main.v0,main_sheet,IMG03,901,2490,3391,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,72,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CCT2026R01425,"Stamps of Azerbaijan, 2001-594.jpg",2000_2026,Azerbaijan,"Wikimedia Commons file source / Stamps of Azerbaijan, 2001-594.jpg / page 5292115",sheet.main.v0,main_sheet,IMG03,1248,2787,4035,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,82,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRB2026V2R0364,Uabook Gre3.jpg,2000_2026,Ukraine,Wikimedia Commons file source / Uabook Gre3.jpg / page 5567853,sheet.main.v0,support_packet_appendix_text,IMG03,539,2274,2813,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,62,keep_non_main,Already not a main sheet; tracked for topology context.
SURF-SBC1970R0014,あいつの発想を盗め : 広告クリエーターたちの制作物語,2000_2026,Japan,NDL Search / National Diet Library,sheet.text.v0,support_packet_appendix_text,IMG04,399,2133,2532,51,C,heuristic baseline; internet/contemporary period; design-term hits=2,2,6,true,49,promote_text_or_appendix,Text-forward or image-withheld evidence should become an explicit research text/appendix page.
SURF-SBC1970R0016,アイデアの旅 : 屋外広告・テレビを主題として,2000_2026,Japan,NDL Search / National Diet Library,sheet.text.v0,support_packet_appendix_text,IMG04,391,2065,2456,51,C,heuristic baseline; internet/contemporary period; design-term hits=2,2,6,true,49,promote_text_or_appendix,Text-forward or image-withheld evidence should become an explicit research text/appendix page.
SURF-SBC1970R0015,アイデアを生かす広告,2000_2026,Japan,NDL Search / National Diet Library,sheet.text.v0,support_packet_appendix_text,IMG04,390,1928,2318,51,C,heuristic baseline; internet/contemporary period; design-term hits=2,2,6,true,48,promote_text_or_appendix,Text-forward or image-withheld evidence should become an explicit research text/appendix page.
SURF-SBC1970R0011,アートディレクター入門 : 広告を魅せる人たちがいる,2000_2026,Japan,NDL Search / National Diet Library,sheet.text.v0,support_packet_appendix_text,IMG04,398,2097,2495,51,C,heuristic baseline; internet/contemporary period; design-term hits=2,2,6,true,49,promote_text_or_appendix,Text-forward or image-withheld evidence should become an explicit research text/appendix page.
SURF-SBC1970R0012,アート派広告代理店 : その誕生と成功,2000_2026,Japan,NDL Search / National Diet Library,sheet.text.v0,support_packet_appendix_text,IMG04,392,2022,2414,51,C,heuristic baseline; internet/contemporary period; design-term hits=2,2,6,true,49,promote_text_or_appendix,Text-forward or image-withheld evidence should become an explicit research text/appendix page.
SURF-SBC1970R0013,愛 : '73日本広告写真家協会作品集 一般公募作品,2000_2026,Japan,NDL Search / National Diet Library,sheet.text.v0,support_packet_appendix_text,IMG04,359,2072,2431,51,C,heuristic baseline; internet/contemporary period; design-term hits=2,2,6,true,48,promote_text_or_appendix,Text-forward or image-withheld evidence should become an explicit research text/appendix page.
SURF-CCR2026R0100,14. AUFF.jpg,2000_2026,Turkey,Wikimedia Commons file source / 14. AUFF.jpg / page 54334565,sheet.main.v0,main_sheet,IMG03,136,2461,2597,64,C,heuristic baseline; internet/contemporary period; design-term hits=4; verified open image,1,11,true,68,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCT2026R03885,2002 Pakistan stamp for Eid al-Fitr.jpg,2000_2026,Pakistan,Wikimedia Commons file source / 2002 Pakistan stamp for Eid al-Fitr.jpg / page 69407382,sheet.main.v0,main_sheet,IMG03,507,2708,3215,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,64,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CGS2026R0258,AR EX 02 01.jpg,2000_2026,Argentina,Wikimedia Commons file source / AR EX 02 01.jpg / page 133637799,sheet.main.v0,main_sheet,IMG03,129,2304,2433,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,1,13,true,67,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CRB2026V2R0650,Book Cover of 4Colour Photo Album Aulia e Pakistan by Author Iftakhar Ahmad Qadri Shazly June 2002.jpg,2000_2026,Pakistan,Wikimedia Commons file source / Book Cover of 4Colour Photo Album Aulia e Pakistan by Author Iftakhar Ahmad Qadri Shazly June 2002.jpg / page 175432154,sheet.main.v0,main_sheet,IMG03,247,2768,3015,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,58,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CRB2026V3R00048,Campaign Edvertising Billboard Ukraine 2002.jpg,2000_2026,Ukraine,Wikimedia Commons file source / Campaign Edvertising Billboard Ukraine 2002.jpg / page 30442045,sheet.main.v0,main_sheet,IMG03,171,2645,2816,64,C,heuristic baseline; internet/contemporary period; design-term hits=4; verified open image,0,0,false,55,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCT2026R03187,Flickr - Israel Defense Forces - Poster Glorifying Suicide Bomber Found in Jenin.jpg,2000_2026,Palestine,Wikimedia Commons file source / Flickr - Israel Defense Forces - Poster Glorifying Suicide Bomber Found in Jenin.jpg / page 34360843,sheet.main.v0,main_sheet,IMG03,598,2855,3453,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,66,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-GSU2026R047,"Georgia State University Signal, 2002-10-15",2000_2026,Unresolved region,Georgia State University Library Digital Collections / CONTENTdm,sheet.main.v0,main_sheet,IMG02,1120,2654,3774,43,D,heuristic baseline; internet/contemporary period,1,5,true,83,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRB2026V3R00251,Mohammad Hatta 2002 Indonesia stamp.jpg,2000_2026,Indonesia,Wikimedia Commons file source / Mohammad Hatta 2002 Indonesia stamp.jpg / page 34932073,sheet.main.v0,main_sheet,IMG03,573,2495,3068,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,64,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-LPC2026R026,NAIDOC 2002 Poster,2000_2026,Australia,NAIDOC Poster Gallery,sheet.main.v0,main_sheet,IMG02,231,2114,2345,47,D,heuristic baseline; internet/contemporary period; design-term hits=1,3,46,true,58,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CGS2026R0259,Para leer al pato Donald. Fotografía del libro.Edición del 2002.jpg,2000_2026,Argentina,Wikimedia Commons file source / Para leer al pato Donald. Fotografía del libro.Edición del 2002.jpg / page 148213149,sheet.main.v0,main_sheet,IMG03,210,2667,2877,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,1,4,false,64,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCT2026R01739,Plakat Lutke Japana 1-12. oktobra 2002.jpg,2000_2026,Japan,Wikimedia Commons file source / Plakat Lutke Japana 1-12. oktobra 2002.jpg / page 75710384,sheet.main.v0,main_sheet,IMG03,277,2765,3042,64,C,heuristic baseline; internet/contemporary period; design-term hits=4; verified open image,0,0,false,58,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CRB2026V3R00252,Stamp of Indonesia - 2002 - Colnect 248133 - International Physics Olympiad.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 248133 - International Physics Olympiad.jpeg / page 114870466,sheet.main.v0,main_sheet,IMG03,712,2800,3512,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,69,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00253,Stamp of Indonesia - 2002 - Colnect 265890 - Folk Tales - Pulau Kembaro.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265890 - Folk Tales - Pulau Kembaro.jpeg / page 114870632,sheet.main.v0,main_sheet,IMG03,683,2788,3471,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,69,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00254,Stamp of Indonesia - 2002 - Colnect 265892 - Folk Tales - Nyi Loro Kidul.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265892 - Folk Tales - Nyi Loro Kidul.jpeg / page 114870720,sheet.main.v0,main_sheet,IMG03,685,2655,3340,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,68,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00255,Stamp of Indonesia - 2002 - Colnect 265895 - Folk Tales - Nyi Loro Kidul.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265895 - Folk Tales - Nyi Loro Kidul.jpeg / page 114870845,sheet.main.v0,main_sheet,IMG03,685,2780,3465,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,69,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R04196,Stamp of Indonesia - 2002 - Colnect 265905 - Folk Tales - Danau Tondano.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265905 - Folk Tales - Danau Tondano.jpeg / page 114871305,sheet.main.v0,main_sheet,IMG03,691,2857,3548,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,69,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00256,Stamp of Indonesia - 2002 - Colnect 265913 - World Cup Football Championship.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265913 - World Cup Football Championship.jpeg / page 114871902,sheet.main.v0,main_sheet,IMG03,715,2796,3511,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,69,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00257,Stamp of Indonesia - 2002 - Colnect 265916 - Crown of thorns Starfish Acanthaster planci.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265916 - Crown of thorns Starfish Acanthaster planci.jpeg / page 114872191,sheet.main.v0,main_sheet,IMG03,719,2734,3453,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,69,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00258,Stamp of Indonesia - 2002 - Colnect 265917 - Aceh Province.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265917 - Aceh Province.jpeg / page 114872243,sheet.main.v0,main_sheet,IMG03,661,2726,3387,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,68,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00259,Stamp of Indonesia - 2002 - Colnect 265920 - Kites - Popotengan.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265920 - Kites - Popotengan.jpeg / page 114872382,sheet.main.v0,main_sheet,IMG03,662,2721,3383,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,68,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00260,Stamp of Indonesia - 2002 - Colnect 265935 - Mohammad Hatta.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265935 - Mohammad Hatta.jpeg / page 114873179,sheet.main.v0,main_sheet,IMG03,664,2703,3367,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,68,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00261,Stamp of Indonesia - 2002 - Colnect 265936 - Mohammad Hatta.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265936 - Mohammad Hatta.jpeg / page 114873215,sheet.main.v0,main_sheet,IMG03,664,2734,3398,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,68,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00262,Stamp of Indonesia - 2002 - Colnect 265940 - National Leaders - Hamzah Haz.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265940 - National Leaders - Hamzah Haz.jpeg / page 114873316,sheet.main.v0,main_sheet,IMG03,695,2659,3354,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,68,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00263,Stamp of Indonesia - 2002 - Colnect 265941 - Amphilex 02 International Stamp Exhibition.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265941 - Amphilex 02 International Stamp Exhibition.jpeg / page 114873335,sheet.main.v0,main_sheet,IMG03,748,2748,3496,64,C,heuristic baseline; internet/contemporary period; design-term hits=4; verified open image,0,0,false,70,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00264,Stamp of Indonesia - 2002 - Colnect 265942 - Amphilex 02 International Stamp Exhibition.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265942 - Amphilex 02 International Stamp Exhibition.jpeg / page 114873369,sheet.main.v0,main_sheet,IMG03,748,2739,3487,64,C,heuristic baseline; internet/contemporary period; design-term hits=4; verified open image,0,0,false,70,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00265,Stamp of Indonesia - 2002 - Colnect 265944 - Panfila 02 International Stamp Exhibition.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265944 - Panfila 02 International Stamp Exhibition.jpeg / page 114873442,sheet.main.v0,main_sheet,IMG03,745,2762,3507,64,C,heuristic baseline; internet/contemporary period; design-term hits=4; verified open image,0,0,false,70,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00266,Stamp of Indonesia - 2002 - Colnect 265950 - Telecommunications - Man using cellular phone.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265950 - Telecommunications - Man using cellular phone.jpeg / page 114873610,sheet.main.v0,main_sheet,IMG03,729,2755,3484,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,70,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00267,Stamp of Indonesia - 2002 - Colnect 265952 - Telecommunications - Satellite computer and dish.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265952 - Telecommunications - Satellite computer and dish.jpeg / page 114873691,sheet.main.v0,main_sheet,IMG03,735,2746,3481,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,70,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V2R0698,Stamp of Indonesia - 2002 - Colnect 265953 - Atlantic Trumpet Triton Charonia tritonis.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265953 - Atlantic Trumpet Triton Charonia tritonis.jpeg / page 114873721,sheet.main.v0,main_sheet,IMG03,709,2797,3506,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,69,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00268,Stamp of Indonesia - 2002 - Colnect 265954 - Brain Coral Symphillia radians.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265954 - Brain Coral Symphillia radians.jpeg / page 114873759,sheet.main.v0,main_sheet,IMG03,693,2798,3491,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,69,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00269,Stamp of Indonesia - 2002 - Colnect 265957 - Blue Tang Pomacanthus hepatus.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265957 - Blue Tang Pomacanthus hepatus.jpeg / page 114873883,sheet.main.v0,main_sheet,IMG03,691,2671,3362,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,68,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00270,Stamp of Indonesia - 2002 - Colnect 265958 - Giant Clam Tridacna gigas.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265958 - Giant Clam Tridacna gigas.jpeg / page 114873914,sheet.main.v0,main_sheet,IMG03,683,2756,3439,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,69,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00271,Stamp of Indonesia - 2002 - Colnect 265959 - Hagen s Pit Viper Trimeresurus hageni.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265959 - Hagen s Pit Viper Trimeresurus hageni.jpeg / page 114873967,sheet.main.v0,main_sheet,IMG03,710,2695,3405,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,68,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRG2026R3854,Stamp of Indonesia - 2002 - Colnect 265961 - Leopard Panthera pardus.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265961 - Leopard Panthera pardus.jpeg / page 114874058,sheet.main.v0,main_sheet,IMG03,658,2654,3312,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,1,54,true,82,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R3855,Stamp of Indonesia - 2002 - Colnect 265962 - Flora and Fauna - Terminalia catappa.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265962 - Flora and Fauna - Terminalia catappa.jpeg / page 114874093,sheet.main.v0,main_sheet,IMG03,683,2747,3430,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,1,54,true,84,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R3856,Stamp of Indonesia - 2002 - Colnect 265969 - Antara News Agency.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 265969 - Antara News Agency.jpeg / page 114874335,sheet.main.v0,main_sheet,IMG03,632,2627,3259,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,1,54,true,81,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRB2026V3R00272,Stamp of Indonesia - 2002 - Colnect 775001 - Mohammad Hatta.jpeg,2000_2026,Indonesia,Wikimedia Commons file source / Stamp of Indonesia - 2002 - Colnect 775001 - Mohammad Hatta.jpeg / page 114874480,sheet.main.v0,main_sheet,IMG03,664,2734,3398,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,68,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V2R0119,Stamp of Kazakhstan 380.jpg,2000_2026,Kazakhstan,Wikimedia Commons file source / Stamp of Kazakhstan 380.jpg / page 5293996,sheet.main.v0,main_sheet,IMG03,580,2432,3012,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,64,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R01054,Stamp of Kazakhstan 397-398.jpg,2000_2026,Kazakhstan,Wikimedia Commons file source / Stamp of Kazakhstan 397-398.jpg / page 5294016,sheet.main.v0,main_sheet,IMG03,1029,2624,3653,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,76,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRB2026V2R0186,Stamp of Kyrgyzstan football1.jpg,2000_2026,Korean Peninsula,Wikimedia Commons file source / Stamp of Kyrgyzstan football1.jpg / page 5352899,sheet.main.v0,main_sheet,IMG03,2071,2250,4321,64,C,heuristic baseline; internet/contemporary period; design-term hits=4; verified open image,0,0,false,79,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CCT2026R01102,Stamp of Kyrgyzstan olymp games 2.jpg,2000_2026,Kyrgyzstan,Wikimedia Commons file source / Stamp of Kyrgyzstan olymp games 2.jpg / page 5352927,sheet.main.v0,main_sheet,IMG03,606,2607,3213,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,66,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R01103,Stamp of Kyrgyzstan olymp games 4.jpg,2000_2026,Kyrgyzstan,Wikimedia Commons file source / Stamp of Kyrgyzstan olymp games 4.jpg / page 5352935,sheet.main.v0,main_sheet,IMG03,606,2638,3244,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,66,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V2R0187,Stamp of Kyrgyzstan soccer.jpg,2000_2026,Korean Peninsula,Wikimedia Commons file source / Stamp of Kyrgyzstan soccer.jpg / page 5352955,sheet.main.v0,main_sheet,IMG03,616,2441,3057,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,65,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V2R0188,Stamp of Kyrgyzstan soccer1.jpg,2000_2026,Korean Peninsula,Wikimedia Commons file source / Stamp of Kyrgyzstan soccer1.jpg / page 5352959,sheet.main.v0,main_sheet,IMG03,570,2379,2949,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,64,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R01807,Stamp of Ukraine s471.jpg,2000_2026,Ukraine,Wikimedia Commons file source / Stamp of Ukraine s471.jpg / page 67084793,sheet.main.v0,main_sheet,IMG03,623,2582,3205,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,66,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R01808,Stamp of Ukraine s472.jpg,2000_2026,Ukraine,Wikimedia Commons file source / Stamp of Ukraine s472.jpg / page 67084850,sheet.main.v0,main_sheet,IMG03,623,2570,3193,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,66,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V2R0365,Stamp of Ukraine s485.jpg,2000_2026,Ukraine,Wikimedia Commons file source / Stamp of Ukraine s485.jpg / page 67360424,sheet.main.v0,main_sheet,IMG03,606,2489,3095,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,65,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R01809,Ukr Kaz zchipka stamps.jpg,2000_2026,Ukraine,Wikimedia Commons file source / Ukr Kaz zchipka stamps.jpg / page 33465985,sheet.main.v0,main_sheet,IMG03,205,2724,2929,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,57,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCR2026R0101,15. AUFF.jpg,2000_2026,Turkey,Wikimedia Commons file source / 15. AUFF.jpg / page 54334566,sheet.main.v0,main_sheet,IMG03,136,2430,2566,64,C,heuristic baseline; internet/contemporary period; design-term hits=4; verified open image,1,11,true,68,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CRB2026V2R0524,"A color poster, with inset photographs depicting US Army (USA), US Navy (USN) and other forces in support of Operation IRAQI FREEDOM and the effort to liberate the Iraqi people, fro - DPLA - d291c3be04471532ec282411eb693874.jpeg",2000_2026,Iraq,"Wikimedia Commons file source / A color poster, with inset photographs depicting US Army (USA), US Navy (USN) and other forces in support of Operation IRAQI FREEDOM and the effort to liberate the Iraqi people, fro -...",sheet.main.v0,main_sheet,IMG03,948,3054,4002,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,75,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRB2026V3R00049,Afisha Getman Mazepa.jpg,2000_2026,Ukraine,Wikimedia Commons file source / Afisha Getman Mazepa.jpg / page 8683721,sheet.main.v0,main_sheet,IMG03,428,2620,3048,64,C,heuristic baseline; internet/contemporary period; design-term hits=4; verified open image,0,0,false,61,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CGS2026R1224,AhorroComb.jpg,2000_2026,Mexico,Wikimedia Commons file source / AhorroComb.jpg / page 11703933,sheet.main.v0,main_sheet,IMG03,667,2564,3231,60,C,heuristic baseline; internet/contemporary period; design-term hits=3; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
