candidate_id,source_name,macro_region,country_or_region,locality,source_kind,institutional_level,institution_class,access_family,url,expected_record_types,period_strength,image_strategy,text_strategy,rights_risk,automation_priority,verification_status,current_ingest_status,notes
PAY001,Gallica / BnF APIs,active payload / needs registry mapping,,,published capture source,institutional,independent,captured adapter,https://gallica.bnf.fr/ark:/12148/bpt6k5456008h,Gallica visual/document record,has published surfaces,prefer_open_image,published-surface text varies,open_candidate,P0 already publishing,active_payload_source_needs_registry_backfill,active_in_public_payload,This source appears in generated/public_surfaces_v1.json but was not matched to source_expansion_matrix.csv by name.
PAY002,V&A Collections API,active payload / needs registry mapping,,,published capture source,institutional,independent,captured adapter,https://collections.vam.ac.uk/item/O693551/,Trade card,has published surfaces,source_viewer_or_iiif,published-surface text varies,source_viewer_candidate,P0 already publishing,active_payload_source_needs_registry_backfill,active_in_public_payload,This source appears in generated/public_surfaces_v1.json but was not matched to source_expansion_matrix.csv by name.
PAY003,Cooper Hewitt Collection GraphQL API,active payload / needs registry mapping,,,published capture source,institutional,independent,captured adapter,https://collection.cooperhewitt.org/objects/18437221/,Die Thierwelt (The Animal Kinggom) (Game),has published surfaces,source_viewer_or_iiif,published-surface text varies,source_viewer_candidate,P0 already publishing,active_payload_source_needs_registry_backfill,active_in_public_payload,This source appears in generated/public_surfaces_v1.json but was not matched to source_expansion_matrix.csv by name.
PAY004,Library of Congress loc.gov API,active payload / needs registry mapping,,,published capture source,institutional,library,captured adapter,https://www.loc.gov/pictures/item/2010646699/,1 print :,has published surfaces,text_only,published-surface text varies,rights_review_required,P0 already publishing,active_payload_source_needs_registry_backfill,active_in_public_payload,This source appears in generated/public_surfaces_v1.json but was not matched to source_expansion_matrix.csv by name.
PAY005,Cleveland Museum Open Access API,active payload / needs registry mapping,,,published capture source,institutional,museum,captured adapter,https://clevelandart.org/art/1926.297,Print,has published surfaces,prefer_open_image,published-surface text varies,open_candidate,P0 already publishing,active_payload_source_needs_registry_backfill,active_in_public_payload,This source appears in generated/public_surfaces_v1.json but was not matched to source_expansion_matrix.csv by name.
PAY006,Wikimedia Commons,active payload / needs registry mapping,,,published capture source,institutional,independent,captured adapter,https://commons.wikimedia.org/wiki/File:Ontario_Immigration_Poster.jpg,Open image record; poster/print candidate,has published surfaces,prefer_open_image,published-surface text varies,open_candidate,P0 already publishing,active_payload_source_needs_registry_backfill,active_in_public_payload,This source appears in generated/public_surfaces_v1.json but was not matched to source_expansion_matrix.csv by name.
PAY007,Princeton University Library Digital Collections / Figgy,active payload / needs registry mapping,,,published capture source,institutional,university,captured adapter,https://figgy.princeton.edu/catalog/b14f6ff8-a17a-4af5-a144-1c4d90c4cc9d,Scanned Resource,has published surfaces,source_viewer_or_iiif,published-surface text varies,source_viewer_candidate,P0 already publishing,active_payload_source_needs_registry_backfill,active_in_public_payload,This source appears in generated/public_surfaces_v1.json but was not matched to source_expansion_matrix.csv by name.
PAY008,Georgia State University Library Digital Collections / CONTENTdm,active payload / needs registry mapping,,,published capture source,institutional,university,captured adapter,https://digitalcollections.library.gsu.edu/digital/collection/lane/id/11520,Text,has published surfaces,source_viewer_or_iiif,published-surface text varies,source_viewer_candidate,P0 already publishing,active_payload_source_needs_registry_backfill,active_in_public_payload,This source appears in generated/public_surfaces_v1.json but was not matched to source_expansion_matrix.csv by name.
PAY009,Roots.sg / National Heritage Board Singapore,active payload / needs registry mapping,,,published capture source,institutional,government,captured adapter,https://www.roots.gov.sg/Collection-Landing/listing/1239614,street sign object,has published surfaces,source_viewer_or_iiif,published-surface text varies,source_viewer_candidate,P0 already publishing,active_payload_source_needs_registry_backfill,active_in_public_payload,This source appears in generated/public_surfaces_v1.json but was not matched to source_expansion_matrix.csv by name.
PAY010,The Met Open Access,active payload / needs registry mapping,,,published capture source,institutional,independent,captured adapter,https://www.metmuseum.org/art/collection/search/396097,Print,has published surfaces,text_only,published-surface text varies,rights_review_required,P0 already publishing,active_payload_source_needs_registry_backfill,active_in_public_payload,This source appears in generated/public_surfaces_v1.json but was not matched to source_expansion_matrix.csv by name.
PAY011,Biblioteca Nacional Digital de Chile / Memoria Chilena,active payload / needs registry mapping,,,published capture source,institutional,independent,captured adapter,https://www.bibliotecanacionaldigital.gob.cl/bnd/637/w3-article-156874.html,photographic record / mural documentation,has published surfaces,source_viewer_or_iiif,published-surface text varies,source_viewer_candidate,P0 already publishing,active_payload_source_needs_registry_backfill,active_in_public_payload,This source appears in generated/public_surfaces_v1.json but was not matched to source_expansion_matrix.csv by name.
PAY012,NAIDOC / AIATSIS,active payload / needs registry mapping,,,published capture source,institutional,independent,captured adapter,https://www.naidoc.org.au/posters/poster-gallery,poster gallery / collection-level record,has published surfaces,text_only,published-surface text varies,rights_review_required,P0 already publishing,active_payload_source_needs_registry_backfill,active_in_public_payload,This source appears in generated/public_surfaces_v1.json but was not matched to source_expansion_matrix.csv by name.
PAY013,NAIDOC Poster Gallery,active payload / needs registry mapping,,,published capture source,institutional,independent,captured adapter,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1974-poster,poster-object / official poster-gallery item,has published surfaces,source_viewer_or_iiif,published-surface text varies,source_viewer_candidate,P0 already publishing,active_payload_source_needs_registry_backfill,active_in_public_payload,This source appears in generated/public_surfaces_v1.json but was not matched to source_expansion_matrix.csv by name.
