surface_id,capture_id,year,period_band,region,theme,source_family,source_name,title,image_state,recommended_next_action,calibrated_action,calibration_status,calibration_confidence,calibration_reason,role_family,source_text_chars,overall_research_anchor_score,source_depth_score,relation_density_score,text_depth_score,design_object_confidence_score,risk_pressure_score,editorial_need_score,risk_flags,positive_flags
SURF-CRB2026V2R0658,CRB2026V2R0658,1895,pre_1930,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / McKinley Prosperity.jpg / page 13268600,McKinley Prosperity.jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,650,60,75,22,99,90,8,1,commons_file_source,campaign; design; graphic; poster; visual communication
SURF-CAW2026R01271,CAW2026R01271,1917,pre_1930,Syria,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / ""The child at your door"" LCCN2002707410.jpg / page 31807543","""The child at your door"" LCCN2002707410.jpg",IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,655,64,75,10,99,95,8,1,commons_file_source,campaign; design; graphic; poster; print; visual communication
SURF-CAW2026R01401,CAW2026R01401,1920,pre_1930,Togo,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Pagan Love (1920) - 1.jpg / page 55732053,Pagan Love (1920) - 1.jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,618,62,71,5,96,90,8,4,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R00110,CAW2026R00110,1834,pre_1930,Uganda,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / ASC Leiden - NSAG - van Es 2 - 018 - A black man in a western shirt and shorts looks suspiciously - Kampala, Uganda - 29-11-1961 - 4-12-1961.tif / page 86463634","ASC Leiden - NSAG - van Es 2 - 018 - A black man in a western shirt and shorts looks suspiciously - Kampala, Uganda - 29-11-1961 - 4-12-1961.tif",IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,1015,63,80,0,100,90,8,0,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R00419,CAW2026R00419,1881,pre_1930,United Arab Emirates,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / First locomotives used on the Nfl Railway were tiny! (27496067892).jpg / page 59903651,First locomotives used on the Nfl Railway were tiny! (27496067892).jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,771,60,80,0,100,78,8,0,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R01159,CAW2026R01159,1914,pre_1930,Western and Central Europe,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Envelope with a reproduction of a drawing of a soldier, work by Afred Bastien, 1914, Prints Department of the Royal Library of Belgium (KBR), F 26687.jpeg / page 181753710","Envelope with a reproduction of a drawing of a soldier, work by Afred Bastien, 1914, Prints Department of the Royal Library of Belgium (KBR), F 26687.jpeg",IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,615,62,86,35,96,78,8,4,commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R00400,CAW2026R00400,1881,pre_1930,Zimbabwe,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / William George Bevington - 7904115817.jpg / page 156551980,William George Bevington - 7904115817.jpg,IMG03,keep_main_anchor,keep_main_anchor,accepted_for_method,medium,Enough source depth and design-object evidence for provisional main-anchor treatment.,main_anchor,1021,63,80,12,100,78,8,0,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R02489,CAW2026R02489,1957,1930_1970,Africa,Corporate identity and design systems,Wikimedia Commons,Wikimedia Commons file source / 1957 Advertisement for Bear Brand.png / page 187668446,1957 Advertisement for Bear Brand.png,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,193,39,19,0,61,95,8,39,commons_file_source,advertisement; advertising; brand; design; graphic; visual communication
SURF-CAW2026R01933,CAW2026R01933,1940,1930_1970,Albania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Vjetar i Mbretërisë së Shqipërisë (1940) 03.jpg / page 157343795,Vjetar i Mbretërisë së Shqipërisë (1940) 03.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,248,46,24,15,65,90,8,35,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R02300,CAW2026R02300,1950,1930_1970,Bosnia and Herzegovina,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / JAT Poster 1950's.jpg / page 162633973,JAT Poster 1950's.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,136,38,13,15,56,78,8,44,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R02754,CAW2026R02754,1968,1930_1970,Brunei,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Gema Dari Menara ad.jpg / page 173629861,Gema Dari Menara ad.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,281,45,28,0,68,90,8,32,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CCT2026R01511,CCT2026R01511,1960,1930_1970,Croatia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / PODVIZI SLAVNOG MORNARA POPAJA STARI PLAKAT.webp / page 185919464,PODVIZI SLAVNOG MORNARA POPAJA STARI PLAKAT.webp,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,204,44,20,17,62,90,8,38,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CAW2026R02663,CAW2026R02663,1965,1930_1970,Democratic Republic of the Congo,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Tshombe campaign poster.png / page 163681055,Tshombe campaign poster.png,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,294,44,29,0,69,90,8,31,commons_file_source,campaign; design; graphic; poster; visual communication
SURF-IR1970R053,IR1970R053,1958,1930_1970,East Asia,Public health and social communication,Wellcome Collection,Wellcome Collection Catalogue API,"Trachoma: how it is transmitted and prevented. Colour lithographs, 1958.",IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,313,38,46,12,71,38,0,29,,campaign; catalogue
SURF-CCT2026R01364,CCT2026R01364,1935,1930_1970,East Asia,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / Level crossing warning poster Taiwan 1935.jpg / page 53121535,Level crossing warning poster Taiwan 1935.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,154,37,15,17,57,78,8,43,commons_file_source,design; graphic; poster; visual communication
SURF-GSU1970R002,GSU1970R002,1932,1930_1970,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Midcentury modern graphic communication,Georgia State CONTENTdm,Georgia State University Library Digital Collections / CONTENTdm,"Georgia Education Journal, 1932-02",IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,301,29,45,12,70,14,0,30,,
SURF-CCT2026R01575,CCT2026R01575,1931,1930_1970,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Idąca fala by Zdzisław Dytel (1931).jpg / page 146006272,Idąca fala by Zdzisław Dytel (1931).jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,165,36,16,25,58,78,8,42,commons_file_source,book cover; design; graphic; visual communication
SURF-CAW2026R01769,CAW2026R01769,1935,1930_1970,Estonia,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Istuv naine, Karl Pärsimägi, TKM TR 12263 M 2589.jpg / page 95892938","Istuv naine, Karl Pärsimägi, TKM TR 12263 M 2589.jpg",IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,192,39,19,0,61,78,8,39,commons_file_source,design; graphic; packaging; visual communication
SURF-CRG2026R1280,CRG2026R1280,1947,1930_1970,Global / transnational,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / Yugoslav army day celebration Bački Petrovac 1947.jpg / page 80286737,Yugoslav army day celebration Bački Petrovac 1947.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,377,39,37,22,76,66,20,24,source_register:inventory; commons_file_source,design; graphic; visual communication
SURF-CAW2026R02553,CAW2026R02553,1958,1930_1970,Laos,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / 605h84-575h81-1.jpg / page 182416342,605h84-575h81-1.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,235,40,23,0,64,78,8,36,commons_file_source,design; graphic; poster; visual communication
SURF-CGS2026R1284,CGS2026R1284,1948,1930_1970,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Je-suis-martiniquaise-630671-250-400.jpg / page 55088316,Je-suis-martiniquaise-630671-250-400.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,149,34,14,15,57,78,8,43,commons_file_source,book cover; design; graphic; visual communication
SURF-MX1970R041,MX1970R041,1938,1930_1970,Middle East and North Africa,Modern typography and layout,Internet Archive,Internet Archive / text and periodical collections,גרפיקה שמושית בארצ-ישדאל | Commercial Art Of Palestine,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,273,38,42,0,67,68,0,33,,commercial art; design; graphic; typography
SURF-CRG2026R1615,CRG2026R1615,1961,1930_1970,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / A Storm of Love.jpg / page 115038842,A Storm of Love.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,154,38,15,20,57,90,8,43,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-MX1970R043,MX1970R043,1939,1930_1970,North America,Modern typography and layout,Internet Archive,Internet Archive / text and periodical collections,Commercial art,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,146,26,29,5,57,26,0,43,,commercial art
SURF-PUL1970R038,PUL1970R038,1945,1930_1970,North America,World War and public-information graphics,Princeton Figgy,Princeton University Library Digital Collections / Figgy,[Anti-Nazi propaganda poster depicting Hitler and Mussolini creating a Frankenstein-like monster].,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,213,29,36,5,62,26,0,38,,poster
SURF-SBC1970R0035,SBC1970R0035,1970,1930_1970,North America,Midcentury modern graphic communication,University of Miami Libraries Digital Collections / CONTENTdm,University of Miami Libraries Digital Collections / CONTENTdm,"A Cuba, con el fusil en la mano",IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,175,25,32,10,59,14,0,41,,
SURF-MC1930R058,MC1930R058,1948,1930_1970,North America,Travel and transport poster culture,V&A Collections API,V&A Collections API,American Overseas Airlines shrinking travel time,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,169,31,31,12,59,38,0,41,,advertising; poster
SURF-IR1970R020,IR1970R020,1941,1930_1970,North America,World War and public-information graphics,Wellcome Collection,Wellcome Collection Catalogue API,"A red arrow on a graph pointing upwards through a human body, representing the increase in cancer in the USA. Colour lithograph after D. Fellnagel, 1941.",IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,293,32,44,5,69,26,0,31,,catalogue
SURF-CRG2026R1498,CRG2026R1498,1952,1930_1970,North America,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / The American Magazine cover (Nov. 1952).jpg / page 89186801,The American Magazine cover (Nov. 1952).jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,225,37,22,5,63,78,8,37,commons_file_source,design; graphic; magazine; visual communication
SURF-CAW2026R01799,CAW2026R01799,1936,1930_1970,North Macedonia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Печалбари (плакат).jpg / page 47811650,Печалбари (плакат).jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,187,43,18,12,60,90,8,40,commons_file_source,design; graphic; poster; publication; visual communication
SURF-DNZPOSTR010,DNZPOSTR010,1956,1930_1970,Oceania and Pacific,Midcentury modern graphic communication,DigitalNZ,DigitalNZ,Joy Jobbins Fashion Advertising Archive,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,112,22,26,0,51,26,0,49,,advertising
SURF-GAPIT2026R005,GAPIT2026R005,1940,1930_1970,Oceania and Pacific,Postwar exhibition and cultural posters,Te Papa,Te Papa Collections Online,"Poster, 'Giant of the Air'",IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,202,31,35,15,61,38,0,39,,graphic; poster
SURF-CCE2026R00595,CCE2026R00595,1953,1930_1970,Oceania and Pacific,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Beco Lighting advertisement.jpg / page 112789100,Beco Lighting advertisement.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,242,39,24,22,65,78,8,35,commons_file_source,advertisement; design; graphic; visual communication
SURF-CAW2026R02684,CAW2026R02684,1965,1930_1970,Papua New Guinea,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / MA I291798 TePapa Figulus-hornabrooki-Bomans full.jpg / page 101717392,MA I291798 TePapa Figulus-hornabrooki-Bomans full.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,312,46,31,15,71,78,8,29,commons_file_source,design; graphic; packaging; visual communication
SURF-CCT2026R01728,CCT2026R01728,1945,1930_1970,Serbia,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Plakat- Trazim Anu, 25. decembra 1945, Subotica.jpg / page 75334583","Plakat- Trazim Anu, 25. decembra 1945, Subotica.jpg",IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,229,36,22,0,64,78,8,36,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R01882,CAW2026R01882,1938,1930_1970,South Asia,Corporate identity and design systems,Wikimedia Commons,Wikimedia Commons file source / Platybolium alvearium Blair KG 1938 Tenebrionidae Indian Wax Beetle (14050661114).jpg / page 120269860,Platybolium alvearium Blair KG 1938 Tenebrionidae Indian Wax Beetle (14050661114).jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,280,34,28,0,68,90,48,32,non_design_drift:natural history; non_design_drift:specimen; commons_file_source,design; graphic; identity; typography; visual communication
SURF-CAW2026R02817,CAW2026R02817,1970,1930_1970,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Potliquor1970.png / page 129533557,Potliquor1970.png,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,157,38,15,17,58,90,8,42,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R02269,CAW2026R02269,1949,1930_1970,Syria,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Diplomatic Terminology MamunAlHamui.png / page 107099220,Diplomatic Terminology MamunAlHamui.png,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,243,40,24,0,65,78,8,35,commons_file_source,book cover; design; graphic; visual communication
SURF-MC1930R061,MC1930R061,1951,1930_1970,Unresolved region,Modern typography and layout,V&A Collections API,V&A Collections API,Norway: the Cradle of Skiing,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,202,33,35,0,61,38,0,39,,advertising; poster
SURF-IR1970R076,IR1970R076,1970,1930_1970,Unresolved region,Midcentury modern graphic communication,Wellcome Collection,Wellcome Collection Catalogue API,FPA Publicity leaflet: versions of leaflet and associated paperwork,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,121,36,27,5,55,62,0,45,,advertising; catalogue; design; graphic
SURF-PWC2026R002,PWC2026R002,1950,1930_1970,Unresolved region,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons,Santos Toledo Argudín 2022.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,241,31,24,0,65,44,8,35,commons_file_source,graphic; poster
SURF-GA1970R114,GA1970R114,1961,1930_1970,Western and Central Europe,Midcentury modern graphic communication,Gallica / BnF APIs,Gallica / BnF APIs,"72e Bal de l'X, à l'Opéra, 30 novembre 1961... : [affiche] / lithographie de M.-L. Lorin",IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,157,28,30,15,58,32,0,42,,catalogue
SURF-MC1930R030,MC1930R030,1938,1930_1970,Western and Central Europe,Travel and transport poster culture,V&A Collections API,V&A Collections API,W.T.A. Summer Holidays,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,154,26,30,0,54,38,0,46,,advertising; poster
SURF-IR1970R058,IR1970R058,1961,1930_1970,Western and Central Europe,Travel and transport poster culture,Wellcome Collection,Wellcome Collection Catalogue API,Photograph of a picket outside British Transport Commission building over banned FPA poster on London Underground,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,120,26,27,5,55,38,0,45,,catalogue; poster
SURF-CAW2026R02374,CAW2026R02374,1953,1930_1970,Western and Central Europe,Travel and transport poster culture,Wikimedia Commons,"Wikimedia Commons file source / Yugoslavia, the Sunny Adriatic (German).jpg / page 163162826","Yugoslavia, the Sunny Adriatic (German).jpg",IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,180,35,18,12,60,78,8,40,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R02656,CAW2026R02656,1964,1930_1970,Yemen,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / FLOSY propaganda poster.png / page 145582058,FLOSY propaganda poster.png,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,227,40,22,5,63,78,8,37,commons_file_source,design; graphic; poster; visual communication
SURF-CRB2026V3R00005,CRB2026V3R00005,1977,1970_2000,Africa,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / Mengistu Haile Mariam propaganda poster.jpg / page 162641994,Mengistu Haile Mariam propaganda poster.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,219,38,21,5,63,78,8,37,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R03397,CAW2026R03397,1999,1970_2000,Albania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Book of Mormon - Albanian.jpg / page 90920161,Book of Mormon - Albanian.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,337,45,33,0,73,78,8,27,commons_file_source,book cover; design; graphic; visual communication
SURF-CAW2026R02896,CAW2026R02896,1975,1970_2000,Angola,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Looked like everybody in Africa was in there waitin' for us! LCCN2015649159 (cropped).jpg / page 134237291,Looked like everybody in Africa was in there waitin' for us! LCCN2015649159 (cropped).jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,439,53,43,10,81,90,8,19,commons_file_source,design; graphic; poster; print; visual communication
SURF-CAW2026R02949,CAW2026R02949,1978,1970_2000,Democratic Republic of the Congo,World War and public-information graphics,Wikimedia Commons,"Wikimedia Commons file source / Photograph of Nathanael Mbumba, 1978.png / page 83404080","Photograph of Nathanael Mbumba, 1978.png",IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,336,44,33,0,73,78,8,27,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R02951,CAW2026R02951,1978,1970_2000,East Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Head East – Cash Box 1978.jpg / page 137119554,Head East – Cash Box 1978.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,203,46,20,25,61,95,8,39,commons_file_source,advertisement; advertising; design; graphic; magazine; visual communication
SURF-GSU2026R044,GSU2026R044,1994,1970_2000,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Midcentury modern graphic communication,Georgia State CONTENTdm,Georgia State University Library Digital Collections / CONTENTdm,"The Update, 1994-03",IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,246,25,39,0,65,14,0,35,,
SURF-CRB2026V2R0361,CRB2026V2R0361,1989,1970_2000,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Poster denouncing the Molotov–Ribbentrop Pact.jpeg / page 81609660,Poster denouncing the Molotov–Ribbentrop Pact.jpeg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,189,35,18,5,60,78,8,40,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R03086,CAW2026R03086,1987,1970_2000,Fiji,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Book of Mormon - Fijian.jpg / page 90919206,Book of Mormon - Fijian.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,320,45,32,0,71,78,8,29,commons_file_source,book cover; design; graphic; visual communication
SURF-CPB2026R0085,CPB2026R0085,1986,1970_2000,Global / transnational,World War and public-information graphics,Wikimedia Commons,"Wikimedia Commons file source / US Army Reserve recruiting poster, c. 1986.jpg / page 93907998","US Army Reserve recruiting poster, c. 1986.jpg",IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,198,34,19,0,61,78,8,39,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R03298,CAW2026R03298,1994,1970_2000,Jordan,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / JADIS book.jpg / page 93045143,JADIS book.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,267,44,26,12,67,78,8,33,commons_file_source,book cover; design; graphic; visual communication
SURF-CAW2026R03052,CAW2026R03052,1984,1970_2000,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / 0HINDS5-R1-E042.jpg / page 184622100,0HINDS5-R1-E042.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,178,41,17,25,59,90,8,41,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R03429,CAW2026R03429,2000,1970_2000,Latvia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Book of Mormon - Latvian.jpg / page 90929883,Book of Mormon - Latvian.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,332,45,33,0,72,78,8,28,commons_file_source,book cover; design; graphic; visual communication
SURF-CAW2026R03430,CAW2026R03430,2000,1970_2000,Lithuania,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Book of Mormon - Lithuanian.jpg / page 90929907,Book of Mormon - Lithuanian.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,342,44,34,0,73,78,8,27,commons_file_source,book cover; design; graphic; visual communication
SURF-CAW2026R03422,CAW2026R03422,2000,1970_2000,Madagascar,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Book of Mormon - Malagasy.jpg / page 90920502,Book of Mormon - Malagasy.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,323,47,32,12,71,78,8,29,commons_file_source,book cover; design; graphic; visual communication
SURF-CGS2026R1383,CGS2026R1383,1984,1970_2000,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Bitter Fruit - Land Day 1984.jpg / page 172042829,Bitter Fruit - Land Day 1984.jpg,IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,186,37,18,17,60,78,8,40,commons_file_source,design; graphic; poster; visual communication
SURF-GSU2026R011,GSU2026R011,1971,1970_2000,North America,Midcentury modern graphic communication,Georgia State CONTENTdm,Georgia State University Library Digital Collections / CONTENTdm,"Open Door, 1971-03",IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,341,31,49,0,73,14,0,27,,
SURF-SBC1970R0028,SBC1970R0028,1983,1970_2000,North America,Midcentury modern graphic communication,SMU Libraries Digital Collections / CONTENTdm,SMU Libraries Digital Collections / CONTENTdm,1983 aerial poster of campus from the northeast,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,168,33,31,0,59,50,0,41,,design; graphic; poster
SURF-SBC1970R0036,SBC1970R0036,1995,1970_2000,North America,Midcentury modern graphic communication,Temple University Libraries Digital Collections / CONTENTdm,Temple University Libraries Digital Collections / CONTENTdm,Cover of Pennsylvania Ballet 1994/1995 season flyer,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,178,27,32,12,59,14,0,41,,
SURF-SBC1970R0034,SBC1970R0034,1995,1970_2000,North America,Midcentury modern graphic communication,University of Miami Libraries Digital Collections / CONTENTdm,University of Miami Libraries Digital Collections / CONTENTdm,"""Cuba Libre: A Musical Celebration"" flyer and poster",IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,134,28,28,12,56,26,0,44,,poster
SURF-CGS2026R0028,CGS2026R0028,1999,1970_2000,North America,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Serbian poster ""Sorry we didn't know it was invisible"".jpg / page 39804160","Serbian poster ""Sorry we didn't know it was invisible"".jpg",IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,249,41,24,15,65,78,8,35,commons_file_source,design; graphic; poster; visual communication
SURF-SBC1970R0003,SBC1970R0003,1978,1970_2000,Oceania and Pacific,Midcentury modern graphic communication,Auckland Libraries Heritage Collections / CONTENTdm,Auckland Libraries Heritage Collections / CONTENTdm,"Gig poster and sign, Parnell, 1978",IMG03,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,81,29,23,0,51,56,0,49,,design; graphic; poster
SURF-DNZPOSTR026,DNZPOSTR026,1982,1970_2000,Oceania and Pacific,Midcentury modern graphic communication,DigitalNZ,DigitalNZ,Turakina Maori Girls' College poster,IMG02,manual_review,manual_review,accepted_for_method,low,Manual hold is appropriate because signals remain mixed.,manual_hold,225,32,37,12,63,38,0,37,,poster; print
