rank,source_name,candidate_objects,weighted_gap_points,source_visible_gap_objects,verified_open_gap_objects,img03_unreviewed_objects,img02_objects,img01_objects,img00_objects,img04_objects,top_required_action,example_surface_ids
643,Museo Palacio Dionisi,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0037
644,Museo Participativo de Ciencias,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0253
645,Museo Pedro de Osma,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0330
646,Museo Policial,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0468
647,Museo Pompeo Boggio,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0039
648,Museo Provincial De Bellas Artes Dr. Juan Ramón Vidal,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0437
649,Museo Provincial de Bellas Artes Franklin Rawson,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0036
650,Museo Siderúrgico de Colombia,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0462
651,Museo Subterráneo Monumental – Catedral de Sal de Zipaquirá,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0310
652,Museo Torres García,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0464
653,Museo de Arte Contemporáneo de Bahía Blanca,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0254
654,Museo de Arte Precolombino Cusco,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0335
655,Museo de Ciencia y Técnica,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0442
656,Museo de Ciencias Naturales La Salle,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0066
657,"Museo de Farmacobotánica ""Juan A. Domínguez""",1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0041
658,Museo de Historia Natural Dr. Carlos Torres de la LLosa,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0467
659,Museo de Historia Natural Noel Kempff Mercado,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0269
660,Museo de Sitio Pucllana,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0336
661,Museo de Sitio UNC,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0257
662,Museo de la cultura de Carabobo,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0352
663,Museo del Galeón,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0390
664,Museo ferroviario de Piriápolis,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0466
665,Museu Nacional de Antropologia,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0399
666,Museum Siam,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R049
667,Museum and Library of the House of the Agreement of San Nicolás,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0444
668,Museum of Apollonia,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0158
669,Museum of Architecture and Design,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0256
670,Museum of Art and Culture of Loei (MALOEI),1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0488
671,Museum of Fine Arts Named after the Nevzorov Family,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0154
672,Museum of History of Medicine in Armenia,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0167
673,Museum of Illusions Kuala Lumpur,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0383
674,Museum of Latin American Art of Buenos Aires,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0262
675,Museum of Modern Art,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0358
676,Museum of Paleontology Egidio Feruglio,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0261
677,Museum of Religious Art Bishop Fray José Antonio de San Alberto,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0043
678,Museum of Russian Art (collection of prof. A. Abrahamian),1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0166
679,Museum of Skopje Old Bazaar,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0432
680,Museum of the City of Rosario Wladimir Mikielievich,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0260
681,"Museum of the Fidahin movement ""Zoravar Andranik""",1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0165
682,Museum of the Future,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0092
683,Museum of the Macedonian Struggle,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0203
684,Museum «Rescued Art Values»,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0428
685,Muso Kunda Museum of Women,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0115
686,Musée de la photographie de Madagascar,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0112
687,Muzei Lidskogo brovara,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0174
688,NUST Library,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0144
689,National Archaeological Museum of Korçë,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0155
690,National Archives of Uruguay,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0349
691,National Gallery Singapore Collection,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R051
692,National Library,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0373
693,National Library José Martí,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0071
694,National Library Service of Malawi,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0114
695,National Library and Archives of Iran,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R030
696,National Library of Algeria,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0098
697,National Library of Cape Verde,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0100
698,National Library of Jordan,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0351
699,National Library of Korea,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R014
700,National Library of Mauritius,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0116
701,National Library of the Kyrgyz Republic,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0008
702,National Memorial,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0402
703,National Museum in Damascus,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0376
704,National Museum of Costa Rica,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0309
705,National Museum of Ethnography and Folklore,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0057
706,National Museum of Mongolia,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0150
707,National Museum of Qatar,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0487
708,National Museum of Visual Arts,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0471
709,National Museum-Institute of Architecture,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0425
710,National Police Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0413
711,Natural History Museum of Jamaica,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0319
712,Natural History Museum of Zimbabwe,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0145
713,Naum Knop Foundation,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0443
714,Nazarbayev University Library,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0494
715,Nepal National Library,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0581
716,Niasviž District Historico-Homeland Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0429
717,Nippon Design Center,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R016
718,Nunya Library,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0012
719,Olduvai Gorge Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0131
720,Oman Open data portal,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0364
721,Open Data Cambodia,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0381
722,Open Data Nepal,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0377
723,Orientalist Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0368
724,Origami Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0343
725,Otamendi Belgrano Palace,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0445
726,Out Of The Circle,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0105
727,Palace of Culture of the Minsk Tractor Works,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0176
728,Palais de Glace,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0446
729,Panama Canal Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0340
730,Panama Museum of Contemporary Art,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0322
731,People's Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0206
732,Phuket Thai Hua Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0398
733,Pinang Peranakan Mansion,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0479
734,Pintô Art Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0397
735,Pre-Columbian Gold Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0313
736,Printing Museum Tokyo,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R017
737,Provincial Museum of Natural Sciences Florentino Ameghino,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0258
738,Public Law Library of Chișinău,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0199
739,Pueblo de Luis Regional Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0045
740,Pulpería Quilapán,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0259
741,Q115931257,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0091
742,Q122764551,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0007
743,Q124454126,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0118
744,Q74520147,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0135
745,Red Dot Design Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0393
746,Reflections at Bukit Chandu,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0483
747,Royal Carriages museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0415
748,Sachaqa Centro de Arte,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0333
749,Sacred Defense Documentation and Research Center,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0360
750,Sarmiento Historic Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0447
751,Seedrioru,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0149
752,Shahid Chamran Cultural and Sports Complex,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0356
753,Sharon Synagogue,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0074
754,Simik Photographic Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0046
755,Singapore Graphic Archives,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R056
756,Source library,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0119
757,Southern Fuegian Railway,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0268
758,Spanish Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0469
759,Stèle de Kaba,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0093
760,Sukuma Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0139
761,Sultan Abdul Aziz Royal Gallery,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0384
762,Sustainable Bolivia,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0271
763,TEOR/ética Gallery,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0315
764,Taiwan Design Research Institute,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R020
765,Tamale Technical University Library,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0113
766,Tan Sri Runme Shaw Library,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0585
767,Tareq Rajab Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0350
768,Tashkeel Dubai,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0083
769,Tekera Resource Centre,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0137
770,Temple Radicati Museum Library Foundation,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0339
771,Temple University Libraries Digital Collections / CONTENTdm,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-SBC1970R0036
772,Temple of the Tooth Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0380
773,Thai Film Archive,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0587
774,Thaipography Archive,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R058
775,The Battle Box,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0394
776,The Mind Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0086
777,The Peace Memorial Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0416
778,The Temple Institute,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0371
779,Timoteo Navarro Museum of Art,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0044
780,Tokyo TDC,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R022
781,Treasury of National Jewels,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0474
782,Uganda Islamic museum and Research centre,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0138
783,Uganda Martyrs Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0140
784,Umbral Centro Cultural,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0359
785,University Art Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0055
786,Vietnam National Museum of History,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-ESR1931R061
787,Vilamajó House Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0348
788,Villa Karo,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0106
789,Waaw,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0124
790,Women’s History Museum of Zambia,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0142
791,Xul Solar Museum,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0448
792,Yemen Data Project,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0583
793,Zawyeh art gallery,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0366
794,data.gov.my,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0081
795,"museo en Tigre, Buenos Aires, Argentina",1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0263
796,open.data.al,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0159
797,المركز الثقافي أزرو,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0006
798,بيت تراث الموصل,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0472
799,دار العلم والعلماء,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0084
800,دار النمر للفن والثقافة,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0365
801,فضاء الذاكرة التاريخية للمقاومة والتحرير أمير الأطلس,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0005
802,秘魯國家檔案館,1,0.45,0,1,0,1,0,0,0,img02_open_rights_review,SURF-NMIIC2026R0465
