category,macro,country,object_term,depth,status,added,failures_delta,rejects_delta,rows_after,elapsed_seconds
Category:Vikram Sarabhai on stamps of India,South Asia,India,postage stamp,4,completed,0,1,0,4542,34328.5
Category:Dayananda Saraswati on stamps of India,South Asia,India,postage stamp,4,completed,0,1,0,4542,34345.5
Category:Raj Kumar Shukla on stamps of India,South Asia,India,postage stamp,4,completed,0,0,3,4542,34362.5
Category:Signatures on stamps of India,South Asia,India,postage stamp,4,completed,0,0,24,4542,34364.3
Category:Bahadur Singh I of Bundi on stamps of India,South Asia,India,postage stamp,4,completed,0,0,5,4542,34365.8
Category:Bhagat Singh on stamps of India,South Asia,India,postage stamp,4,completed,0,0,2,4542,34366.9
Category:Brijendra Singh I of Bharatpur on stamps of India,South Asia,India,postage stamp,4,completed,0,0,28,4542,34370.5
Category:Devi Singh of Barwani on stamps of India,South Asia,India,postage stamp,4,completed,0,0,6,4542,34372.3
Category:Jagjit Singh on stamps of India,South Asia,India,postage stamp,4,completed,0,0,3,4542,34373.2
Category:Kunwar Singh on stamps of India,South Asia,India,postage stamp,4,completed,0,0,3,4542,34374.0
Category:Madan Singh on stamps of India,South Asia,India,postage stamp,4,completed,0,0,7,4542,34375.7
Category:Man Singh II on stamps of India,South Asia,India,postage stamp,4,completed,0,0,43,4542,34379.3
Category:Ranjit Singh of Barwani on stamps of India,South Asia,India,postage stamp,4,completed,0,1,0,4542,34396.2
Category:Sadul Singh Bahadur on stamps of India,South Asia,India,postage stamp,4,completed,0,1,0,4542,34413.2
Category:Sawant Singh Bahadur on stamps of India,South Asia,India,postage stamp,4,completed,0,0,16,4542,34421.2
Category:Yellapragada Subbarow on stamps of India,South Asia,India,postage stamp,4,completed,2,0,3,4544,34422.1
Category:Rabindranath Tagore on stamps of India,South Asia,India,postage stamp,4,completed,0,0,12,4544,34423.9
Category:Jamsetji Tata on stamps of India,South Asia,India,postage stamp,4,completed,0,0,3,4544,34424.7
Category:Jehangir Ratanji Dadabhai Tata on stamps of India,South Asia,India,postage stamp,4,completed,0,0,4,4544,34425.6
Category:Sachin Tendulkar on stamps of India,South Asia,India,postage stamp,4,completed,0,0,7,4544,34426.9
Category:Karpoori Thakur on stamps pf India,South Asia,India,postage stamp,4,completed,0,0,5,4544,34428.1
Category:Tulsidas on stamps of India,South Asia,India,postage stamp,4,completed,0,0,4,4544,34429.0
Category:Deendayal Upadhyaya on stamps of India,South Asia,India,postage stamp,4,completed,0,0,9,4544,34430.3
Category:Kerala Varma VI on stamps of India,South Asia,India,postage stamp,4,completed,0,0,30,4544,34433.4
Category:Kerala Varma VII on stamps of India,South Asia,India,postage stamp,4,completed,0,1,0,4544,34450.3
Category:Rama Varma XV on stamps of India,South Asia,India,postage stamp,4,completed,0,1,0,4544,34467.2
Category:Rama Varma XVI on stamps of India,South Asia,India,postage stamp,4,completed,0,0,27,4544,34486.6
Category:Rama Varma XVII on stamps of India,South Asia,India,postage stamp,4,completed,0,0,33,4544,34489.8
Category:Ravi Varma V on stamps of India,South Asia,India,postage stamp,4,completed,0,0,30,4544,34492.9
Category:Victoria of the United Kingdom on stamps of India,South Asia,India,postage stamp,4,completed,0,0,48,4544,34495.8
Category:Ishwar Chandra Vidyasagar on stamps of India,South Asia,India,postage stamp,4,completed,0,0,2,4544,34496.6
Category:Mokshagundam Visvesvaraiah on stamps of India,South Asia,India,postage stamp,4,completed,0,0,3,4544,34497.4
Category:Swami Vivekananda on stamps of India,South Asia,India,postage stamp,4,completed,0,0,16,4544,34499.4
Category:Paramahansa Yogananda on stamps of India,South Asia,India,postage stamp,4,completed,0,0,3,4544,34500.2
Category:Universal Postal Union on stamps of India,South Asia,India,postage stamp,4,completed,0,0,9,4544,34501.5
Category:Buddhism on stamps of India,South Asia,India,postage stamp,4,completed,0,0,15,4544,34503.0
Category:2010 Commonwealth Games on stamps of India,South Asia,India,postage stamp,4,completed,0,1,0,4544,34519.9
Category:Archery on stamps of India,South Asia,India,postage stamp,4,completed,0,0,6,4544,34537.2
Category:Badminton on stamps of India,South Asia,India,postage stamp,4,completed,0,0,7,4544,34538.7
Category:Cricket on stamps of India,South Asia,India,postage stamp,4,completed,0,0,12,4544,34539.9
Category:Field hockey on stamps of India,South Asia,India,postage stamp,4,completed,0,0,10,4544,34541.4
Category:1852 stamps of British India,South Asia,India,postage stamp,4,completed,0,0,16,4544,34543.5
Category:1856 stamps of British India,South Asia,India,postage stamp,4,completed,0,0,2,4544,34544.3
Category:1865 stamps of British India,South Asia,India,postage stamp,4,completed,0,0,8,4544,34545.5
Category:Mohandas K. Gandhi on 1948 stamps of India,South Asia,India,postage stamp,4,completed,0,0,21,4544,34547.5
Category:Buildings on full sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,0,4544,34548.3
Category:Hotels in Indonesia on stamps,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,9,4544,34550.1
Category:Cuisine of Indonesia on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,1,0,4544,34566.9
Category:Flags of Indonesian Scouting Organization on stamps,Southeast Asia,Indonesia,postage stamp,4,completed,0,1,0,4544,34584.0
Category:Flag maps of Indonesia on stamps,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,0,4544,34601.5
Category:Flags of Indonesia on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,0,4544,34602.3
Category:Maps of islands of Indonesia on stamps,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,17,4544,34604.3
Category:Flag maps of Indonesia on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,1,4544,34605.1
Category:Maps of Indonesia on miniature sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,1,4544,34605.9
Category:75th anniversary of the Universal Postal Union on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,21,4544,34608.0
Category:Dams in Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,42,4544,34612.9
Category:Vernacular architecture of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,29,4544,34617.9
Category:Buildings on miniature sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,1,4544,34618.7
Category:Dams on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,5,4544,34620.2
Category:Temples on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,1,0,4544,34637.1
Category:Traditional architecture on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,1,0,4544,34653.9
Category:Flag maps on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,0,4544,34660.4
Category:Maps on miniature sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,0,4544,34661.2
Category:Music on commemorative stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,0,4544,34662.0
Category:Music on miniature sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,0,4544,34662.8
Category:Music on surcharged stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,0,4544,34663.7
Category:Musical instruments on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,45,4544,34666.7
Category:Musicians on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,8,4544,34668.5
Category:Animals on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,19,4544,34670.6
Category:Plants on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,47,4544,34674.0
Category:Parachuting on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,7,4544,34675.7
Category:Sports on miniature sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,1,0,4544,34692.6
Category:Textiles on miniature sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,1,0,4544,34709.6
Category:Aircraft on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,49,4544,34729.6
Category:Rail transport on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,28,4544,34732.4
Category:Ships on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,50,4544,34735.5
Category:Ox (zodiac) on stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,18,4544,34737.6
Category:2015 miniature sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,3,4544,34738.9
Category:2016 miniature sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,6,4544,34740.5
Category:2018 miniature sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,1,4544,34741.3
Category:2019 miniature sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,4,4544,34742.8
Category:2020 commemorative stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,2,4544,34743.7
Category:2020 full sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,1,4544,34744.6
Category:2020 miniature sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,1,0,4544,34761.4
Category:2020 surcharged stamps of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,17,4544,34779.5
Category:2017 full sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,1,4544,34780.3
Category:Animals on miniature sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,0,4544,34781.0
Category:Fruit on miniature sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,2,4544,34782.3
Category:People on miniature sheets of Indonesia,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,1,4544,34783.0
Category:Surcharged stamps of Indonesia by subject,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,0,4544,34783.8
Category:Surcharged stamps of Indonesia by year,Southeast Asia,Indonesia,postage stamp,4,completed,0,0,0,4544,34784.6
Category:1980 postage stamps of Iran,Middle East and North Africa,Iran,postage stamp,4,completed,0,0,16,4544,34786.7
Category:1981 postage stamps of Iran,Middle East and North Africa,Iran,postage stamp,4,completed,0,0,6,4544,34788.2
Category:1982 postage stamps of Iran,Middle East and North Africa,Iran,postage stamp,4,completed,0,0,6,4544,34789.7
Category:1983 postage stamps of Iran,Middle East and North Africa,Iran,postage stamp,4,completed,0,1,0,4544,34806.6
Category:1984 postage stamps of Iran,Middle East and North Africa,Iran,postage stamp,4,completed,0,1,0,4544,34823.6
Category:1985 postage stamps of Iran,Middle East and North Africa,Iran,postage stamp,4,completed,0,0,27,4544,34842.2
Category:1986 postage stamps of Iran,Middle East and North Africa,Iran,postage stamp,4,completed,0,0,15,4544,34843.9
Category:1987 postage stamps of Iran,Middle East and North Africa,Iran,postage stamp,4,completed,0,0,7,4544,34845.0
Category:1988 postage stamps of Iran,Middle East and North Africa,Iran,postage stamp,4,completed,0,0,6,4544,34846.1
Category:Coats of arms of the Kazakh SSR on stamps,Central Asia,Kazakhstan,postage stamp,4,completed,0,0,10,4544,34847.5
"Category:Flag of the Kazakh SSR (1953–1991), Flag of Kazakhstan (1991–1992) on stamps",Central Asia,Kazakhstan,postage stamp,4,completed,0,0,17,4544,34849.4
Category:Poets from Kazakhstan on stamps,Central Asia,Kazakhstan,postage stamp,4,completed,0,0,5,4544,34850.5
"Category:1935 stamps of Kenya, Uganda and Tanganyika",Africa,Kenya,postage stamp,4,completed,0,0,6,4544,34851.7
"Category:1938 stamps of Kenya, Uganda and Tanganyika",Africa,Kenya,postage stamp,4,completed,0,0,7,4544,34853.3
"Category:1949 stamps of Kenya, Uganda and Tanganyika",Africa,Kenya,postage stamp,4,completed,0,0,4,4544,34854.3
"Category:1952 stamps of Kenya, Uganda and Tanganyika",Africa,Kenya,postage stamp,4,completed,0,1,0,4544,34871.3
"Category:1954 stamps of Kenya, Uganda and Tanganyika",Africa,Kenya,postage stamp,4,completed,0,1,0,4544,34888.2
"Category:1958 stamps of Kenya, Uganda and Tanganyika",Africa,Kenya,postage stamp,4,completed,0,0,3,4544,34905.3
"Category:1959 stamps of Kenya, Uganda and Tanganyika",Africa,Kenya,postage stamp,4,completed,0,0,1,4544,34906.1
Category:Birds on stamps of Kyrgyzstan,Central Asia,Kyrgyzstan,postage stamp,4,completed,0,0,40,4544,34908.8
Category:Dogs on stamps of Kyrgyzstan,Central Asia,Kyrgyzstan,postage stamp,4,completed,0,0,4,4544,34910.0
Category:Fish on stamps of Kyrgyzstan,Central Asia,Kyrgyzstan,postage stamp,4,completed,0,0,17,4544,34911.9
Category:Horses on stamps of Kyrgyzstan,Central Asia,Kyrgyzstan,postage stamp,4,completed,0,0,32,4544,34914.2
Category:Lepidoptera on stamps of Kyrgyzstan,Central Asia,Kyrgyzstan,postage stamp,4,completed,0,0,9,4544,34915.8
Category:New Year stamps of Kyrgyzstan,Central Asia,Kyrgyzstan,postage stamp,4,completed,0,0,1,4544,34916.6
Category:Association football stamps of Kyrgyzstan,Central Asia,Kyrgyzstan,postage stamp,4,completed,0,0,4,4544,34917.7
Category:Aircraft on stamps of Kyrgyzstan,Central Asia,Kyrgyzstan,postage stamp,4,completed,0,0,11,4544,34919.4
Category:Automobiles on stamps of Kyrgyzstan,Central Asia,Kyrgyzstan,postage stamp,4,completed,0,1,0,4544,34936.3
Category:Butterflies on stamps of Malaysia,Southeast Asia,Malaysia,postage stamp,4,completed,0,1,0,4544,34953.2
Category:1900s stamps of Mexico,Latin America / Caribbean,Mexico,postage stamp,4,completed,0,0,0,4544,34959.5
Category:1910s stamps of Mexico,Latin America / Caribbean,Mexico,postage stamp,4,completed,0,0,1,4544,34960.4
Category:1920s stamps of Mexico,Latin America / Caribbean,Mexico,postage stamp,4,completed,0,0,0,4544,34961.1
Category:1930s stamps of Mexico,Latin America / Caribbean,Mexico,postage stamp,4,completed,0,0,0,4544,34961.9
Category:1950s stamps of Mexico,Latin America / Caribbean,Mexico,postage stamp,4,completed,0,0,0,4544,34962.7
Category:1960s stamps of Mexico,Latin America / Caribbean,Mexico,postage stamp,4,completed,0,0,0,4544,34963.5
Category:1980s stamps of Mexico,Latin America / Caribbean,Mexico,postage stamp,4,completed,0,0,1,4544,34964.2
Category:1990s stamps of Mexico,Latin America / Caribbean,Mexico,postage stamp,4,completed,0,0,0,4544,34965.1
Category:1899 stamps of French Post in Morocco,Africa,Morocco,postage stamp,4,completed,0,0,2,4544,34965.9
Category:1900 stamps of French Post in Morocco,Africa,Morocco,postage stamp,4,completed,0,0,1,4544,34966.8
Category:1902 stamps of French Post in Morocco,Africa,Morocco,postage stamp,4,completed,0,1,0,4544,34983.6
Category:1903 stamps of French Post in Morocco,Africa,Morocco,postage stamp,4,completed,0,1,0,4544,35000.6
Category:1908 stamps of French Post in Morocco,Africa,Morocco,postage stamp,4,completed,0,0,4,4544,35017.8
Category:1910 stamps of French Post in Morocco,Africa,Morocco,postage stamp,4,completed,0,0,1,4544,35018.7
Category:1911 stamps of French Post in Morocco,Africa,Morocco,postage stamp,4,completed,0,0,6,4544,35019.9
Category:1914 stamps of the French Protectorate in Morocco,Africa,Morocco,postage stamp,4,completed,0,0,21,4544,35023.4
Category:1915 stamps of the French Protectorate in Morocco,Africa,Morocco,postage stamp,4,completed,0,0,1,4544,35024.2
Category:1916 stamps of the French Protectorate in Morocco,Africa,Morocco,postage stamp,4,completed,0,0,2,4544,35025.0
Category:1917 stamps of the French Protectorate in Morocco,Africa,Morocco,postage stamp,4,completed,0,0,22,4544,35029.8
Category:1921 stamps of the French Protectorate in Morocco,Africa,Morocco,postage stamp,4,completed,0,0,2,4544,35030.8
Category:1923 stamps of the French Protectorate in Morocco,Africa,Morocco,postage stamp,4,completed,0,0,18,4544,35035.2
Category:1928 stamps of the French Protectorate in Morocco,Africa,Morocco,postage stamp,4,completed,0,0,10,4544,35037.6
Category:1933 stamps of the French Protectorate in Morocco,Africa,Morocco,postage stamp,4,completed,0,1,0,4544,35054.6
Category:1934 stamps of the French Protectorate in Morocco,Africa,Morocco,postage stamp,4,completed,0,1,0,4544,35071.6
Category:1939 stamps of the French Protectorate in Morocco,Africa,Morocco,postage stamp,4,completed,0,0,21,4544,35080.1
Category:20th-century stamps of Morocco,Africa,Morocco,postage stamp,4,completed,0,0,0,4544,35080.9
Category:Birds on stamps of New Zealand,Oceania / Pacific,Aotearoa New Zealand,postage stamp,4,completed,0,0,5,4544,35081.8
Category:Flags of Palestine used by Arab League 1945-1955 on stamps,Middle East and North Africa,Palestine,postage stamp,4,completed,0,0,4,4544,35082.9
Category:Birds on stamps of the Philippines,Southeast Asia,Philippines,postage stamp,4,completed,0,0,47,4544,35085.5
Category:Dogs on stamps of the Philippines,Southeast Asia,Philippines,postage stamp,4,completed,0,0,24,4544,35087.0
Category:Lepidoptera on stamps of the Philippines,Southeast Asia,Philippines,postage stamp,4,completed,0,0,3,4544,35088.4
Category:1860 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,2,4544,35089.3
Category:1912 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,1,4544,35090.1
Category:1915 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,5,4544,35091.5
Category:1916 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,1,0,4544,35108.5
Category:1917 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,1,0,4544,35125.5
Category:1918 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,30,4544,35144.6
Category:1919 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,24,4544,35147.7
Category:1920 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,1,4544,35148.5
Category:1921 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,4,4544,35149.4
Category:1922 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,0,4544,35150.2
Category:1923 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,1,4544,35151.0
Category:1924 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,1,4544,35151.9
Category:1925 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,1,4544,35152.7
Category:1926 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,3,4544,35153.7
Category:1927 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,2,4544,35154.6
Category:1929 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,1,0,4544,35171.5
Category:1940 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,1,0,4544,35188.5
Category:1941 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,0,4544,35205.5
Category:1942 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,0,4544,35206.4
Category:1943 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,0,4544,35207.5
Category:1944 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,0,4544,35208.2
Category:1945 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,4,4544,35209.2
Category:1959 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,1,4544,35210.1
Category:1966 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,1,4544,35210.9
Category:1968 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,3,4544,35211.7
Category:1976 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,0,4544,35212.5
Category:1982 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,2,4544,35213.4
Category:1984 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,1,0,4544,35230.4
Category:1985 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,1,0,4544,35247.4
Category:1987 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,4,4544,35264.6
Category:1988 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,2,4544,35265.4
Category:2021 stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,1,4544,35266.5
Category:Children on stamps of Poland,Eastern Europe / Caucasus,Poland,postage stamp,4,completed,0,0,4,4544,35267.6
Category:Artists on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,0,4544,35268.3
Category:Icons on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,32,4544,35270.4
Category:Music on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,2,4544,35271.3
Category:Paintings on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,49,4544,35273.8
Category:Sculptures on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,8,4544,35275.3
Category:Bridges on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,7,4544,35276.4
Category:Churches on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,1,0,4544,35293.4
Category:Dams on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,1,0,4544,35310.3
Category:Lighthouses on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,6,4544,35327.8
Category:Buildings in Moldova on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,8,4544,35329.0
Category:Mosques on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,2,4544,35329.8
Category:Stadiums on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,8,4544,35331.6
Category:Synagogues on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,2,4544,35332.3
Category:Five-year plans (Romania),Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,11,4544,35334.0
Category:Fruit on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,16,4544,35335.8
Category:1st of May on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,4,4544,35336.6
Category:Christmas on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,16,4544,35338.0
Category:Easter on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,12,4544,35339.2
Category:Cameras on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,1,0,4544,35356.1
Category:Clocks on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,1,0,4544,35373.0
Category:Coins on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,21,4544,35380.2
Category:Crowns on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,36,4544,35382.4
Category:Irons on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,13,4544,35383.9
Category:Medals on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,7,4544,35385.2
Category:Money on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,2,4544,35386.1
Category:Musical instruments on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,8,4544,35387.3
Category:Pottery on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,50,4544,35390.0
Category:Record players on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,7,4544,35391.1
Category:Weapons on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,6,4544,35392.1
Category:Bishops on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,11,4544,35393.4
Category:Children on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,1,0,4544,35410.3
Category:Explorers on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,1,0,4544,35427.2
Category:Musicians on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,7,4544,35444.8
Category:Painters on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,5,4544,35445.8
Category:Scientists on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,3,4544,35446.7
Category:Writers on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,4,4544,35447.9
Category:Post horns on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,14,4544,35449.5
Category:Artistic gymnastics on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,17,4544,35451.3
Category:Association football stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,32,4544,35453.7
Category:Athletics on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,20,4544,35456.0
Category:Bobsleigh on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,7,4544,35457.2
Category:Boxing on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,9,4544,35459.1
Category:Canoeing on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,1,0,4544,35476.0
Category:Chess on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,1,0,4544,35492.9
Category:Cycling on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,6,4544,35499.5
Category:Equestrian sports on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,2,4544,35500.3
Category:Fencing on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,9,4544,35501.9
Category:Figure skating on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,7,4544,35503.4
Category:Handball on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,6,4544,35505.0
Category:Ice hockey on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,5,4544,35506.3
Category:Kayaking on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,4,4544,35507.6
Category:Rowing on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,20,4544,35509.5
Category:Shooting on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,15,4544,35511.2
Category:Skiing on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,1,4544,35512.1
Category:Speed skating on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,1,0,4544,35529.1
Category:Summer Olympics on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,1,0,4544,35546.0
Category:Swimming on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,8,4544,35563.8
Category:Tennis on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,3,4544,35564.7
Category:Volleyball on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,9,4544,35566.2
Category:Water polo on stamps of Romania,Eastern Europe / Caucasus,Romania,postage stamp,4,completed,0,0,3,4544,35567.4
