cluster_key,source_family,region,theme,five_year_bucket,actual_year_span,global_scope_policy,cluster_size,role_rows,packet_scale,packet_readiness,cover_main_requirement,normal_main_policy,normal_main_target_min,sub_target_min,sub_target_max,appendix_policy,card_policy,minimum_text_pages,editorial_page_requirement,reading_note_requirement,folder_directory_mode,content_tree_depth,layout_family,node_explanation_required,reason
Global / transnational|Modern typography and layout|Wikimedia Commons|1970-1974,Wikimedia Commons,Global / transnational,Modern typography and layout,1970-1974,1970-1974,global_host_requires_scope_review,673,673,large,scope_review_before_packet,cover_main_required,multiple_normal_mains_allowed_under_cover,10,10,355,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=355; card_candidates=250; scope=global_host_requires_scope_review; lane=macro_cluster_needs_split
France|Midcentury modern graphic communication|Art Institute of Chicago API|1890-1894,Art Institute of Chicago API,France,Midcentury modern graphic communication,1890-1894,1891-1891,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|Midcentury modern graphic communication|Cleveland Museum Open Access API|1895-1899,Cleveland Museum Open Access API,France,Midcentury modern graphic communication,1895-1899,1897-1897,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|Midcentury modern graphic communication|Gallica / BnF APIs|1835-1839,Gallica / BnF APIs,France,Midcentury modern graphic communication,1835-1839,1839-1839,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|Midcentury modern graphic communication|Wellcome Collection|1930-1934,Wellcome Collection,France,Midcentury modern graphic communication,1930-1934,1933-1933,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|Midcentury modern graphic communication|Wellcome Collection|1945-1949,Wellcome Collection,France,Midcentury modern graphic communication,1945-1949,1949-1949,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|Midcentury modern graphic communication|Wellcome Collection|1950-1954,Wellcome Collection,France,Midcentury modern graphic communication,1950-1954,1954-1954,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|Midcentury modern graphic communication|Wikimedia Commons|1935-1939,Wikimedia Commons,France,Midcentury modern graphic communication,1935-1939,1938-1938,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|Modern typography and layout|Art Institute of Chicago API|1890-1894,Art Institute of Chicago API,France,Modern typography and layout,1890-1894,1892-1892,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|Modern typography and layout|Gallica / BnF APIs|1950-1954,Gallica / BnF APIs,France,Modern typography and layout,1950-1954,1953-1953,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|Modern typography and layout|Internet Archive|1935-1939,Internet Archive,France,Modern typography and layout,1935-1939,1939-1939,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|Modern typography and layout|Wikimedia Commons|1895-1899,Wikimedia Commons,France,Modern typography and layout,1895-1899,1897-1897,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
France|Modern typography and layout|Wikimedia Commons|1905-1909,Wikimedia Commons,France,Modern typography and layout,1905-1909,1905-1905,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|Modern typography and layout|Wikimedia Commons|1955-1959,Wikimedia Commons,France,Modern typography and layout,1955-1959,1956-1956,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|Postwar exhibition and cultural posters|Cleveland Museum Open Access API|1895-1899,Cleveland Museum Open Access API,France,Postwar exhibition and cultural posters,1895-1899,1895-1895,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|Public health and social communication|Wellcome Collection|1940-1944,Wellcome Collection,France,Public health and social communication,1940-1944,1942-1942,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|Travel and transport poster culture|Cleveland Museum Open Access API|1875-1879,Cleveland Museum Open Access API,France,Travel and transport poster culture,1875-1879,1875-1875,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|Travel and transport poster culture|Wikimedia Commons|1830-1834,Wikimedia Commons,France,Travel and transport poster culture,1830-1834,1830-1830,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|World War and public-information graphics|Art Institute of Chicago API|1915-1919,Art Institute of Chicago API,France,World War and public-information graphics,1915-1919,1918-1918,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|World War and public-information graphics|Wikimedia Commons|1925-1929,Wikimedia Commons,France,World War and public-information graphics,1925-1929,1928-1928,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|World War and public-information graphics|Wikimedia Commons|1930-1934,Wikimedia Commons,France,World War and public-information graphics,1930-1934,1930-1930,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
France|World War and public-information graphics|Wikimedia Commons|1935-1939,Wikimedia Commons,France,World War and public-information graphics,1935-1939,1939-1939,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Georgia|Midcentury modern graphic communication|Georgia State CONTENTdm|1945-1949,Georgia State CONTENTdm,Georgia,Midcentury modern graphic communication,1945-1949,1949-1949,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Georgia|Modern typography and layout|Georgia State CONTENTdm|1990-1994,Georgia State CONTENTdm,Georgia,Modern typography and layout,1990-1994,1990-1990,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Georgia|Modern typography and layout|Wikimedia Commons|1830-1834,Wikimedia Commons,Georgia,Modern typography and layout,1830-1834,1831-1831,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Georgia|Modern typography and layout|Wikimedia Commons|1870-1874,Wikimedia Commons,Georgia,Modern typography and layout,1870-1874,1872-1872,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Georgia|Modern typography and layout|Wikimedia Commons|1930-1934,Wikimedia Commons,Georgia,Modern typography and layout,1930-1934,1933-1933,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Georgia|Modern typography and layout|Wikimedia Commons|1945-1949,Wikimedia Commons,Georgia,Modern typography and layout,1945-1949,1947-1947,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Georgia|Modern typography and layout|Wikimedia Commons|1950-1954,Wikimedia Commons,Georgia,Modern typography and layout,1950-1954,1950-1950,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Georgia|Modern typography and layout|Wikimedia Commons|1975-1979,Wikimedia Commons,Georgia,Modern typography and layout,1975-1979,1976-1976,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Georgia|Modern typography and layout|Wikimedia Commons|1980-1984,Wikimedia Commons,Georgia,Modern typography and layout,1980-1984,1981-1981,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Georgia|Modern typography and layout|Wikimedia Commons|1990-1994,Wikimedia Commons,Georgia,Modern typography and layout,1990-1994,1993-1993,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Georgia|Travel and transport poster culture|Georgia State CONTENTdm|1950-1954,Georgia State CONTENTdm,Georgia,Travel and transport poster culture,1950-1954,1954-1954,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Georgia|Travel and transport poster culture|Georgia State CONTENTdm|1985-1989,Georgia State CONTENTdm,Georgia,Travel and transport poster culture,1985-1989,1989-1989,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Georgia|Travel and transport poster culture|Georgia State CONTENTdm|1995-1999,Georgia State CONTENTdm,Georgia,Travel and transport poster culture,1995-1999,1995-1995,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Georgia|Travel and transport poster culture|Wikimedia Commons|1830-1834,Wikimedia Commons,Georgia,Travel and transport poster culture,1830-1834,1830-1830,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Georgia|Travel and transport poster culture|Wikimedia Commons|1935-1939,Wikimedia Commons,Georgia,Travel and transport poster culture,1935-1939,1938-1938,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Georgia|World War and public-information graphics|Smithsonian|1860-1864,Smithsonian,Georgia,World War and public-information graphics,1860-1864,1860-1860,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Georgia|World War and public-information graphics|Wikimedia Commons|2015-2019,Wikimedia Commons,Georgia,World War and public-information graphics,2015-2019,2016-2016,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,single_normal_main_expected,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=0; scope=region_specific_or_not_global; lane=small_anchor_or_manual
Germany|Midcentury modern graphic communication|Wellcome Collection|1945-1949,Wellcome Collection,Germany,Midcentury modern graphic communication,1945-1949,1947-1947,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Germany|Midcentury modern graphic communication|Wikimedia Commons|1920-1924,Wikimedia Commons,Germany,Midcentury modern graphic communication,1920-1924,1920-1920,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,1,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=1; card_candidates=0; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
Germany|Modern typography and layout|Wikimedia Commons|1875-1879,Wikimedia Commons,Germany,Modern typography and layout,1875-1879,1879-1879,region_specific_or_not_global,1,1,single_or_micro,method_review_only,cover_main_optional,normal_main_anchor_selection_needed,0,0,1,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,1,optional_editorial_page,curated_packet_reading_note_recommended,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),small_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=single_or_micro; sub_candidates=0; card_candidates=1; scope=region_specific_or_not_global; lane=mixed_manual_relation_review
