surface_id,capture_id,packet_id,current_publication_role,current_surface_type,recommended_role,recommendation_confidence,recommendation_reason,anchor_score,relation_density,title,year,region,theme,medium,movement,source_name,image_state,source_reading_text_length,reading_text_length,completeness_score
SURF-CCT2026R04468,CCT2026R04468,PKT01189,card,card,card,high,Already card/support context.,31,5,Book Thai.JPG,2013,Thailand,Modern typography and layout,Publication design,,Wikimedia Commons file source / Book Thai.JPG / page 26841464,IMG03,248,2993,85
SURF-CAW2026R03862,CAW2026R03862,PKT00697,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,77,4,Butia paraguayensis poster Uruguay.jpg,2013,Uruguay,Modern typography and layout,Poster,,Wikimedia Commons file source / Butia paraguayensis poster Uruguay.jpg / page 28315303,IMG03,547,2635,97
SURF-CAW2026R03863,CAW2026R03863,PKT00697,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,75,4,Calea cymosa poster Uruguay 03.jpg,2013,Uruguay,Modern typography and layout,Poster,,Wikimedia Commons file source / Calea cymosa poster Uruguay 03.jpg / page 116239772,IMG03,493,2571,91
SURF-CGS2026R0714,CGS2026R0714,PKT01676,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,85,13,Campaña Evelyn Matthei Presidenciales 2013 01.jpg,2013,Chile,Modern typography and layout,Poster,,Wikimedia Commons file source / Campaña Evelyn Matthei Presidenciales 2013 01.jpg / page 27838466,IMG03,250,2673,91
SURF-CGS2026R0715,CGS2026R0715,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,66,0,Campaña de Michelle Bachelet Primarias.jpg,2013,Chile,Modern typography and layout,Advertisement,,Wikimedia Commons file source / Campaña de Michelle Bachelet Primarias.jpg / page 25678472,IMG03,448,2765,91
SURF-CRB2026V3R00014,CRB2026V3R00014,PKT01102,card,card,card,high,Already card/support context.,34,7,Cape Times newspaper poster dated 15 February 2013 about the arrest of Oscar Pistorius.jpg,2013,South Africa,Modern typography and layout,Poster,,Wikimedia Commons file source / Cape Times newspaper poster dated 15 February 2013 about the arrest of Oscar Pistorius.jpg / page 35140791,IMG03,370,2895,91
SURF-CAW2026R03864,CAW2026R03864,PKT00697,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,79,4,Centaurea tweediei poster Uruguay.jpg,2013,Uruguay,Modern typography and layout,Poster,,Wikimedia Commons file source / Centaurea tweediei poster Uruguay.jpg / page 28455750,IMG03,634,2641,97
SURF-CCT2026R00396,CCT2026R00396,PKT01417,card,card,card,high,Already card/support context.,33,3,Chale Wote 2013 Poster.png,2013,Ghana,Modern typography and layout,Poster,,Wikimedia Commons file source / Chale Wote 2013 Poster.png / page 28143790,IMG03,472,2863,91
SURF-CAW2026R03854,CAW2026R03854,PKT01769,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,81,9,"Charles Forrest - A view on the River Demerary, 1781 - 2013 CSK.jpg",2013,Latin America,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Charles Forrest - A view on the River Demerary, 1781 - 2013 CSK.jpg / page 132345511",IMG03,597,2820,97
SURF-CGS2026R0894,CGS2026R0894,PKT01148,card,card,card,high,Already card/support context.,32,6,Colombian M&M's.JPG,2013,Colombia,Travel and transport poster culture,Advertisement,,Wikimedia Commons file source / Colombian M&M's.JPG / page 32012482,IMG03,613,2725,97
SURF-CAW2026R03894,CAW2026R03894,PKT00827,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,69,3,Corrupting Burma (8388395471).jpg,2013,Australia / Indigenous,Modern typography and layout,Advertisement,,Wikimedia Commons file source / Corrupting Burma (8388395471).jpg / page 24244307,IMG03,592,2670,97
SURF-CCT2026R02314,CCT2026R02314,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,58,0,Código Penal.jpg,2013,Chile,Modern typography and layout,Publication design,,Wikimedia Commons file source / Código Penal.jpg / page 30407399,IMG03,198,3180,85
SURF-CRB2026V2R0384,CRB2026V2R0384,PKT00951,card,card,card,high,Already card/support context.,37,20,DELIRIUM POSTER en.jpg,2013,Ukraine,Modern typography and layout,Poster,,Wikimedia Commons file source / DELIRIUM POSTER en.jpg / page 29227403,IMG03,367,2553,91
SURF-CAW2026R03821,CAW2026R03821,PKT01408,card,card,card,high,Already card/support context.,57,3,Deceit (2013 film).jpg,2013,Kenya,World War and public-information graphics,Poster,,Wikimedia Commons file source / Deceit (2013 film).jpg / page 35095416,IMG03,1208,2858,97
SURF-CAW2026R03865,CAW2026R03865,PKT00697,main_sheet,sheet,main_sheet_anchor_candidate,high,Best-ranked packet anchor with relation density.,79,4,Eryngium nudicaule poster.jpg,2013,Uruguay,Modern typography and layout,Poster,,Wikimedia Commons file source / Eryngium nudicaule poster.jpg / page 28282870,IMG03,683,2585,97
SURF-CAW2026R03887,CAW2026R03887,PKT02089,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,67,5,"Fashion, Yemen (14613590613).jpg",2013,Australia / Indigenous,Modern typography and layout,Advertisement,,"Wikimedia Commons file source / Fashion, Yemen (14613590613).jpg / page 36667517",IMG03,365,3011,91
SURF-CCT2026R03236,CCT2026R03236,PKT00966,card,card,card,high,Already card/support context.,43,17,Gezi Parkı protestoları Benim Çocuğum film afiş.jpg,2013,Turkey,Modern typography and layout,Poster,,Wikimedia Commons file source / Gezi Parkı protestoları Benim Çocuğum film afiş.jpg / page 27483056,IMG03,590,2921,97
SURF-CCT2026R01251,CCT2026R01251,PKT00920,card,card,card,high,Already card/support context.,32,35,HK Mid-Levels 63F Bonham Road 興漢大廈 Hing Hon Building property agent shop poster 財神爺 Money God sign April 2013.JPG,2013,China / Hong Kong,Modern typography and layout,Poster,,Wikimedia Commons file source / HK Mid-Levels 63F Bonham Road 興漢大廈 Hing Hon Building property agent shop poster 財神爺 Money God sign April 2013.JPG / page 25597529,IMG03,235,2992,85
SURF-CCT2026R01252,CCT2026R01252,PKT00920,card,card,card,high,Already card/support context.,37,35,HK Sheung Wan Po Yan Street shop art gallery Para Site Art Space June-2013 inside stairs wall posters.JPG,2013,China / Hong Kong,Modern typography and layout,Poster,,Wikimedia Commons file source / HK Sheung Wan Po Yan Street shop art gallery Para Site Art Space June-2013 inside stairs wall posters.JPG / page 26788831,IMG03,361,2988,91
SURF-CAW2026R03827,CAW2026R03827,PKT01402,card,card,card,high,Already card/support context.,34,3,Himba on the cover of book.jpg,2013,Namibia,Modern typography and layout,Publication design,,Wikimedia Commons file source / Himba on the cover of book.jpg / page 91151803,IMG03,265,2592,91
SURF-SCG1931R0007,SCG1931R0007,PKT01493,support_packet_appendix_text,sheet,appendix_or_subsheet,high,Already support-packet role.,34,3,How to design a (prize-winning) poster-SAFRI,2013,South Africa,Midcentury modern graphic communication,Poster,,Stellenbosch University Scholar,IMG04,660,2734,93
SURF-CCT2026R01746,CCT2026R01746,PKT02013,card,card,card,high,Already card/support context.,24,5,"Hronika dig.decenija, knjiga.jpg",2013,Serbia,Modern typography and layout,Publication design,,"Wikimedia Commons file source / Hronika dig.decenija, knjiga.jpg / page 30160558",IMG03,409,2900,91
SURF-CGS2026R1280,CGS2026R1280,PKT00955,card,card,card,high,Already card/support context.,28,19,IvanaElisabeth.jpg,2013,Mexico,Modern typography and layout,Poster,,Wikimedia Commons file source / IvanaElisabeth.jpg / page 28910835,IMG03,120,2350,79
SURF-CAW2026R03890,CAW2026R03890,PKT00953,card,card,card,high,Already card/support context.,44,20,Jatra Posters and a Tram.JPG,2013,India,Modern typography and layout,Poster,,Wikimedia Commons file source / Jatra Posters and a Tram.JPG / page 37225889,IMG03,1027,2689,97
SURF-CGS2026R1288,CGS2026R1288,PKT00955,card,card,card,high,Already card/support context.,27,19,JuanDavid.jpg,2013,Mexico,Modern typography and layout,Poster,,Wikimedia Commons file source / JuanDavid.jpg / page 28910841,IMG03,115,2320,79
SURF-CAW2026R03891,CAW2026R03891,PKT00981,card,card,card,high,Already card/support context.,44,15,Karnali blues cover.JPG,2013,Nepal,Modern typography and layout,Publication design,,Wikimedia Commons file source / Karnali blues cover.JPG / page 24501254,IMG03,221,2459,85
SURF-CAW2026R03853,CAW2026R03853,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,47,0,Knowles Action.jpg,2013,Cuba / transnational,World War and public-information graphics,Graphic design object record,,Wikimedia Commons file source / Knowles Action.jpg / page 7459709,IMG03,2902,3409,97
SURF-LPC2026R054,LPC2026R054,PKT01743,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,71,10,Koleksi Zine Punk Rock,2013,Global / transnational,Midcentury modern graphic communication,Graphic design object record,,Internet Archive / text and periodical collections,IMG02,242,2459,88
SURF-CGS2026R0651,CGS2026R0651,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,63,0,Lançamento de publicação digital da Rede de Indicadores Estaduais de Ciência e Tecnologia (9368278124).jpg,2013,Brazil,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Lançamento de publicação digital da Rede de Indicadores Estaduais de Ciência e Tecnologia (9368278124).jpg / page 45344321,IMG03,575,2878,97
SURF-CRB2026V2R0631,CRB2026V2R0631,PKT00981,card,card,card,high,Already card/support context.,48,15,Laxmi Nibandha Sangraha Book Cover.jpg,2013,Nepal,Modern typography and layout,Publication design,,Wikimedia Commons file source / Laxmi Nibandha Sangraha Book Cover.jpg / page 24489777,IMG03,332,2734,91
SURF-CAW2026R03892,CAW2026R03892,PKT00981,card,card,card,high,Already card/support context.,43,15,Lhasa bolchhe cover.jpg,2013,Nepal,Modern typography and layout,Publication design,,Wikimedia Commons file source / Lhasa bolchhe cover.jpg / page 26907295,IMG03,194,2432,85
SURF-CAW2026R03822,CAW2026R03822,PKT00931,card,card,card,high,Already card/support context.,38,28,Llit. Cal Bosch.jpg,2013,Madagascar,Modern typography and layout,Poster,,Wikimedia Commons file source / Llit. Cal Bosch.jpg / page 28446178,IMG03,193,2434,85
SURF-SCG1931R0001,SCG1931R0001,,support_packet_appendix_text,sheet,appendix_or_subsheet,high,Already support-packet role.,28,0,Mandela poster project collective : Mandela : icon lost and regained,2013,South Africa,Travel and transport poster culture,Poster,,University of Pretoria Research Repository,IMG04,1212,3050,93
SURF-CRB2026V2R0632,CRB2026V2R0632,PKT00981,card,card,card,high,Already card/support context.,44,15,Mhendu Book Cover.jpg,2013,Nepal,Modern typography and layout,Publication design,,Wikimedia Commons file source / Mhendu Book Cover.jpg / page 24490434,IMG03,205,2492,85
SURF-CAW2026R03823,CAW2026R03823,PKT00931,card,card,card,high,Already card/support context.,43,28,Miller Paint Building.jpg,2013,Madagascar,Modern typography and layout,Advertisement,,Wikimedia Commons file source / Miller Paint Building.jpg / page 28610494,IMG03,331,2702,91
SURF-CAW2026R03845,CAW2026R03845,PKT00998,card,card,card,high,Already card/support context.,40,13,Mugam Festival Poster.jpg,2013,Azerbaijan,Modern typography and layout,Poster,,Wikimedia Commons file source / Mugam Festival Poster.jpg / page 25698035,IMG03,244,2603,85
SURF-LPC2026R055,LPC2026R055,PKT00032,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,63,43,NAIDOC 2013 Poster,2013,Australia / Indigenous,Postwar exhibition and cultural posters,Poster,Aboriginal land-rights and NAIDOC poster cultures,NAIDOC Poster Gallery,IMG02,1067,3023,100
SURF-CAW2026R03846,CAW2026R03846,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,71,0,Number 9 Store - Portsmouth Historic Dockyard - The Georgian Tearoom.jpg,2013,Georgia,World War and public-information graphics,Poster,,Wikimedia Commons file source / Number 9 Store - Portsmouth Historic Dockyard - The Georgian Tearoom.jpg / page 137112639,IMG03,627,2832,97
SURF-CAW2026R03844,CAW2026R03844,PKT01433,card,card,card,high,Already card/support context.,26,3,OSCAL23 Infobooth 01.jpg,2013,Albania,Modern typography and layout,Poster,,Wikimedia Commons file source / OSCAL23 Infobooth 01.jpg / page 136882497,IMG03,216,2564,85
SURF-CGS2026R1305,CGS2026R1305,PKT00955,card,card,card,high,Already card/support context.,32,19,"Oaxaca de Juárez, detalles 19.jpg",2013,Mexico,Modern typography and layout,Poster,,"Wikimedia Commons file source / Oaxaca de Juárez, detalles 19.jpg / page 81506254",IMG03,233,2594,85
SURF-CGS2026R1306,CGS2026R1306,PKT00955,card,card,card,high,Already card/support context.,34,19,"Oaxaca de Juárez, noche 19.jpg",2013,Mexico,Modern typography and layout,Poster,,"Wikimedia Commons file source / Oaxaca de Juárez, noche 19.jpg / page 81681848",IMG03,256,2644,91
SURF-CRB2026V2R0087,CRB2026V2R0087,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,Onyeka Owenu on the cover of Genevieve magazine 2013.png,2013,Nigeria,Modern typography and layout,Publication design,,Wikimedia Commons file source / Onyeka Owenu on the cover of Genevieve magazine 2013.png / page 143846359,IMG03,628,2900,97
SURF-CCT2026R04293,CCT2026R04293,PKT01192,card,card,card,high,Already card/support context.,21,5,PRU13 Poster1.jpg,2013,Malaysia,World War and public-information graphics,Poster,,Wikimedia Commons file source / PRU13 Poster1.jpg / page 25850526,IMG03,131,2522,79
SURF-CCT2026R01526,CCT2026R01526,PKT01721,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,89,11,"Plakat za 6. Clubture Forum, održan u Splitu 2013. godine.jpg",2013,Croatia,Modern typography and layout,Poster,,"Wikimedia Commons file source / Plakat za 6. Clubture Forum, održan u Splitu 2013. godine.jpg / page 116833590",IMG03,286,2911,91
SURF-CAW2026R03820,CAW2026R03820,PKT02064,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,81,5,Poster 5- Growth and Inclusiveness (10070615895).jpg,2013,Democratic Republic of the Congo,Modern typography and layout,Poster,,Wikimedia Commons file source / Poster 5- Growth and Inclusiveness (10070615895).jpg / page 46107599,IMG03,693,2890,97
SURF-CAW2026R03836,CAW2026R03836,PKT01849,main_sheet,sheet,main_sheet_anchor_candidate,high,Best-ranked packet anchor with relation density.,90,7,Poster 6- Poverty and Inequality (10070635855).jpg,2013,Tanzania,Modern typography and layout,Poster,,Wikimedia Commons file source / Poster 6- Poverty and Inequality (10070635855).jpg / page 46107620,IMG03,621,2785,97
SURF-CAW2026R03826,CAW2026R03826,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,58,0,Poster 6- Poverty and Inequality (10070721253).jpg,2013,Mauritius,Modern typography and layout,Poster,,Wikimedia Commons file source / Poster 6- Poverty and Inequality (10070721253).jpg / page 46107578,IMG03,709,2819,97
SURF-CAW2026R03837,CAW2026R03837,PKT01849,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,59,7,Poster 7- UNU-WIDER Growth and Poverty Project GAPP (10070634964).jpg,2013,Tanzania,Modern typography and layout,Poster,,Wikimedia Commons file source / Poster 7- UNU-WIDER Growth and Poverty Project GAPP (10070634964).jpg / page 46107656,IMG03,383,2689,91
SURF-CAW2026R03839,CAW2026R03839,PKT01847,main_sheet,sheet,main_sheet_anchor_candidate,high,Best-ranked packet anchor with relation density.,83,7,Poster 7- UNU-WIDER Growth and Poverty Project GAPP (10070723523).jpg,2013,Uganda,Modern typography and layout,Poster,,Wikimedia Commons file source / Poster 7- UNU-WIDER Growth and Poverty Project GAPP (10070723523).jpg / page 46107610,IMG03,553,2821,97
SURF-CGS2026R0507,CGS2026R0507,PKT00962,card,card,card,high,Already card/support context.,68,18,Poster Lisa 2013 Alexandre Mury.jpg,2013,Brazil,Corporate identity and design systems,Poster,,Wikimedia Commons file source / Poster Lisa 2013 Alexandre Mury.jpg / page 188017331,IMG03,732,2938,97
SURF-CAW2026R03838,CAW2026R03838,PKT01391,card,card,card,high,Already card/support context.,21,3,Poster Usa River.jpg,2013,Tanzania,Modern typography and layout,Poster,,Wikimedia Commons file source / Poster Usa River.jpg / page 124951209,IMG03,116,2261,79
SURF-CCT2026R03523,CCT2026R03523,PKT01661,main_sheet,sheet,main_sheet_anchor_candidate,high,Best-ranked packet anchor with relation density.,88,14,Poster for the IMAX 3D movie Hidden Universe.jpg,2013,Australia / Indigenous,Modern typography and layout,Poster,,Wikimedia Commons file source / Poster for the IMAX 3D movie Hidden Universe.jpg / page 27010428,IMG03,682,3066,97
SURF-CAW2026R03897,CAW2026R03897,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,61,0,Poster panels (8618181027).jpg,2013,Philippines,Modern typography and layout,Poster,,Wikimedia Commons file source / Poster panels (8618181027).jpg / page 36473257,IMG03,510,2562,97
SURF-CCT2026R02390,CCT2026R02390,PKT00035,card,card,card,high,Already card/support context.,42,30,Posters of Cuba 003.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 003.jpg / page 24469912,IMG03,312,2784,91
SURF-CCT2026R02391,CCT2026R02391,PKT00035,card,card,card,high,Already card/support context.,35,30,Posters of Cuba 009.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 009.jpg / page 24469923,IMG03,155,2599,79
SURF-CCT2026R02392,CCT2026R02392,PKT00035,card,card,card,high,Already card/support context.,38,30,Posters of Cuba 011.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 011.jpg / page 24469931,IMG03,181,2663,85
SURF-CCT2026R02393,CCT2026R02393,PKT00035,card,card,card,high,Already card/support context.,34,30,Posters of Cuba 012.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 012.jpg / page 24469933,IMG03,109,2949,79
SURF-CCT2026R02394,CCT2026R02394,PKT00035,card,card,card,high,Already card/support context.,38,30,Posters of Cuba 013.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 013.jpg / page 24469940,IMG03,187,2690,85
SURF-CCT2026R02395,CCT2026R02395,PKT00035,card,card,card,high,Already card/support context.,35,30,Posters of Cuba 014.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 014.jpg / page 24469941,IMG03,137,2563,79
SURF-CCT2026R02396,CCT2026R02396,PKT00035,card,card,card,high,Already card/support context.,35,30,Posters of Cuba 015.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 015.jpg / page 24469942,IMG03,129,2928,79
SURF-CCT2026R02397,CCT2026R02397,PKT00035,card,card,card,high,Already card/support context.,38,30,Posters of Cuba 016.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 016.jpg / page 24469947,IMG03,185,2702,85
SURF-CCT2026R02398,CCT2026R02398,PKT00035,card,card,card,high,Already card/support context.,34,30,Posters of Cuba 017.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 017.jpg / page 24469948,IMG03,105,2931,79
SURF-CCT2026R02399,CCT2026R02399,PKT00035,card,card,card,high,Already card/support context.,34,30,Posters of Cuba 018.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 018.jpg / page 24469946,IMG03,103,2903,79
SURF-CCT2026R02400,CCT2026R02400,PKT00035,card,card,card,high,Already card/support context.,34,30,Posters of Cuba 019.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 019.jpg / page 24469952,IMG03,119,2554,79
SURF-CCT2026R02401,CCT2026R02401,PKT00035,card,card,card,high,Already card/support context.,35,30,Posters of Cuba 020.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 020.jpg / page 24469951,IMG03,153,2595,79
SURF-CCT2026R02402,CCT2026R02402,PKT00035,card,card,card,high,Already card/support context.,35,30,Posters of Cuba 022.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 022.jpg / page 24469958,IMG03,127,2927,79
SURF-CCT2026R02403,CCT2026R02403,PKT00035,card,card,card,high,Already card/support context.,36,30,Posters of Cuba 023.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 023.jpg / page 24469956,IMG03,169,2670,79
SURF-CCT2026R02404,CCT2026R02404,PKT00035,card,card,card,high,Already card/support context.,35,30,Posters of Cuba 025.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 025.jpg / page 24469960,IMG03,139,2594,79
SURF-CCT2026R02405,CCT2026R02405,PKT00035,card,card,card,high,Already card/support context.,35,30,Posters of Cuba 026.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 026.jpg / page 24469962,IMG03,155,2599,79
SURF-CCT2026R02406,CCT2026R02406,PKT00035,card,card,card,high,Already card/support context.,35,30,Posters of Cuba 027.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 027.jpg / page 24469961,IMG03,123,2925,79
SURF-CCT2026R02407,CCT2026R02407,PKT00035,card,card,card,high,Already card/support context.,36,30,Posters of Cuba 028.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 028.jpg / page 24469972,IMG03,167,2666,79
SURF-CCT2026R02408,CCT2026R02408,PKT00035,card,card,card,high,Already card/support context.,36,30,Posters of Cuba 029.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 029.jpg / page 24469971,IMG03,169,2654,79
SURF-CCT2026R02409,CCT2026R02409,PKT00035,card,card,card,high,Already card/support context.,39,30,Posters of Cuba 030.jpg,2013,Cuba / transnational,Modern typography and layout,Poster,,Wikimedia Commons file source / Posters of Cuba 030.jpg / page 24469969,IMG03,207,2703,85
SURF-CAW2026R03866,CAW2026R03866,PKT01382,card,card,card,high,Already card/support context.,20,3,Póster WLMVE LAR.jpg,2013,Venezuela,Modern typography and layout,Poster,,Wikimedia Commons file source / Póster WLMVE LAR.jpg / page 28181514,IMG03,182,2454,85
SURF-CAW2026R03867,CAW2026R03867,PKT01382,card,card,card,high,Already card/support context.,20,3,Póster WLMVE NUE.jpg,2013,Venezuela,Modern typography and layout,Poster,,Wikimedia Commons file source / Póster WLMVE NUE.jpg / page 28181517,IMG03,182,2485,85
SURF-CCT2026R03443,CCT2026R03443,PKT00895,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,62,3,Railways Outdoor Advertising (10469408114).jpg,2013,Aotearoa New Zealand,Travel and transport poster culture,Poster,,Wikimedia Commons file source / Railways Outdoor Advertising (10469408114).jpg / page 51250909,IMG03,321,2921,91
SURF-CAW2026R03889,CAW2026R03889,,card,card,card,high,Already card/support context.,29,0,Samoa - the tsunami danger.JPG,2013,Samoa,World War and public-information graphics,Poster,,Wikimedia Commons file source / Samoa - the tsunami danger.JPG / page 43230197,IMG03,319,2435,91
SURF-CAW2026R03898,CAW2026R03898,PKT01189,card,card,card,high,Already card/support context.,35,5,Silvo rijst SIAM pic1.JPG,2013,Thailand,Corporate identity and design systems,Graphic design object record,,Wikimedia Commons file source / Silvo rijst SIAM pic1.JPG / page 25426579,IMG03,380,2541,91
SURF-CAW2026R03899,CAW2026R03899,PKT01189,card,card,card,high,Already card/support context.,35,5,Silvo rijst SIAM pic3.JPG,2013,Thailand,Corporate identity and design systems,Graphic design object record,,Wikimedia Commons file source / Silvo rijst SIAM pic3.JPG / page 25426583,IMG03,380,2568,91
SURF-CCT2026R03524,CCT2026R03524,PKT01661,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,82,14,Stop the boats - Operation Sovereign Borders.jpg,2013,Australia / Indigenous,Modern typography and layout,Poster,,Wikimedia Commons file source / Stop the boats - Operation Sovereign Borders.jpg / page 40882601,IMG03,410,2700,91
SURF-CGS2026R0757,CGS2026R0757,PKT01676,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,87,13,"Street art at Barrio Lastarria, Santiago de Chile (22029405).jpg",2013,Chile,Modern typography and layout,Poster,,"Wikimedia Commons file source / Street art at Barrio Lastarria, Santiago de Chile (22029405).jpg / page 71342111",IMG03,320,2756,91
SURF-CAW2026R03852,CAW2026R03852,PKT01296,card,card,card,high,Already card/support context.,13,4,Tapa Libro Elsa Cladera de Bravo.jpg,2013,Bolivia,Modern typography and layout,Publication design,,Wikimedia Commons file source / Tapa Libro Elsa Cladera de Bravo.jpg / page 189751359,IMG03,165,2532,79
SURF-CCT2026R01341,CCT2026R01341,PKT01736,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,87,10,The Chongsan Farm (11360642173).jpg,2013,Korean Peninsula,Modern typography and layout,Poster,,Wikimedia Commons file source / The Chongsan Farm (11360642173).jpg / page 31661143,IMG03,491,3155,91
SURF-CAW2026R03895,CAW2026R03895,PKT00827,main_sheet,sheet,main_sheet_manual_review,medium,Packet anchor candidate but needs editorial/source-depth review.,70,3,The Generals Are Watching (8388406823).jpg,2013,Australia / Indigenous,Modern typography and layout,Advertisement,,Wikimedia Commons file source / The Generals Are Watching (8388406823).jpg / page 24244301,IMG03,622,2769,97
SURF-GSU2026R052,GSU2026R052,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,62,0,"The Signal, 2013-10-08",2013,United States,Travel and transport poster culture,Graphic design object record,,Georgia State University Library Digital Collections / CONTENTdm,IMG02,1719,3506,99
SURF-NMR1990R0018,NMR1990R0018,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,38,0,The cockerel-fighter from Punjab who became one of Africa’s greatest cameramen,2013,India,World War and public-information graphics,Graphic design object record,Medu Art Ensemble and anti-apartheid poster movement,Indian Memory Project,IMG02,3326,3632,95
SURF-CAW2026R03870,CAW2026R03870,PKT01711,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,83,11,"The poster of FENJAN ALBALAD series 2013 on Roya TV , Directed by Abdulrahman Thaher.jpg",2013,Palestine / transnational,Modern typography and layout,Poster,,"Wikimedia Commons file source / The poster of FENJAN ALBALAD series 2013 on Roya TV , Directed by Abdulrahman Thaher.jpg / page 156945139",IMG03,258,2694,91
SURF-CCT2026R01384,CCT2026R01384,PKT01758,main_sheet,sheet,main_sheet_anchor_candidate,high,Best-ranked packet anchor with relation density.,83,9,Tinytimes1.jpg,2013,Taiwan,Modern typography and layout,Poster,,Wikimedia Commons file source / Tinytimes1.jpg / page 42290923,IMG03,433,2701,91
SURF-CGS2026R0759,CGS2026R0759,PKT02234,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,71,4,"Tomás Presidente, atrévete por un Chile Joven.png",2013,Chile,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Tomás Presidente, atrévete por un Chile Joven.png / page 29570200",IMG03,353,2697,91
