source_prospect_id,source_name,source_url,region_group,subregion,country_or_territory,language_scripts,source_family,source_role,protocol_hints,rights_posture,expected_image_path,expected_text_path,credibility_tier,capture_priority,known_limitations,recommended_adapter,seed_query_or_discovery_route,last_checked,source_status,capture_record_count,img00_count,img01_count,img02_count,img03_count,img04_count,discovered_from,notes
SPV2-0173,Printing Museum Tokyo,https://www.printing-museum.org/,East Asia,,Japan,Japanese; English possible,library_or_national_library,source_of_record_candidate,,source_hosted_or_viewer_review_required,source_hosted_viewer_or_thumbnail,metadata_plus_source_return,A_custodial_or_public_institution,P2_source_family_followup,,manual_or_html_adapter,"printing, typography, book, poster history context",2026-06-01,probe_ok,,,,,,,source_probe_edge_v2,Important for printing-history bridge.
SPV2-0174,Shanghai Library Digital Collections,https://www.library.sh.cn/,East Asia,,China,Chinese; English possible,library_or_national_library,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P2_source_family_followup,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_independent_asia_v1,Local source for Shanghai print culture.
SPV2-0175,Seoul Museum of History Digital Archive,https://museum.seoul.go.kr/,East Asia,,Korea,Korean; English possible,municipal_or_state_archive,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,metadata_plus_source_return,A_custodial_or_public_institution,P2_source_family_followup,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1028)>,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_edge_v2,City-scale visual culture source.
SPV2-0176,ePaveldas,https://www.epaveldas.lt/,Eastern Europe,,,English or local language,government_or_public_cultural_database,source_of_record_candidate,HTML,high_review_required,open_download_or_open_api,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Good for Baltic print/design history where item rights are exposed
SPV2-0177,Hungaricana,https://hungaricana.hu/,Eastern Europe,,,English or local language,government_or_public_cultural_database,source_of_record_candidate,API; HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,HTTP Error 403: Forbidden,api_or_html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,"Hungarian socialist/post-socialist periodicals, posters, local collections"
SPV2-0178,Szukaj w Archiwach,https://www.szukajwarchiwach.gov.pl/,Eastern Europe,,,English or local language,government_or_public_cultural_database,context_source,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,"High for institutional, propaganda, poster, leaflet context"
SPV2-0179,Arcanum Digitheca,https://adt.arcanum.com/,Eastern Europe,,,English or local language,independent_design_archive_or_publication,source_of_record_candidate,HTML,thumbnail_or_preview_review_required,thumbnail_plus_source_return,source_context_text,B_contextual_or_community_custody,P2_source_family_followup,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,"Huge periodical value, but subscription friction"
SPV2-0180,Latvian National Digital Library,https://www.lndb.lv/,Eastern Europe,,Latvia,English or local language,library_or_national_library,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,"URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.lndb.lv'. (_ssl.c:1028)>",html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Baltic print source.
SPV2-0181,Endangered Archives Programme,https://eap.bl.uk/,Global / web / transnational,,,English or local language,government_or_public_cultural_database,source_of_record_candidate,IIIF,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,,iiif,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,regional print cultures and underdocumented periodical/newspaper materials
SPV2-0182,Archivo General de la Nacion Mexico,https://www.gob.mx/agn,Latin America,,Mexico,Spanish,government_or_public_cultural_database,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P2_source_family_followup,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Complements Hemeroteca Nacional de Mexico.
SPV2-0183,Archivo Jose Guadalupe Posada / Museo Nacional de la Estampa,https://munae.inba.gob.mx/,Latin America,,Mexico,Spanish,government_or_public_cultural_database,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,HTTP Error 403: Forbidden,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Bridge from popular print to graphic design history.
SPV2-0184,Biblioteca Digital Mexicana,https://bdmx.mx/,Latin America,,,English or local language,independent_design_archive_or_publication,context_source,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,B_contextual_or_community_custody,P2_source_family_followup,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,Good contextual and bibliographic layer
SPV2-0185,Banco de la Republica Biblioteca Virtual,https://www.banrepcultural.org/,Latin America,,Colombia,Spanish,library_or_national_library,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Public institutional source with reading value.
SPV2-0186,Istanbul Research Institute Collections,https://www.iae.org.tr/,Middle East and North Africa,,Turkey,English or local language,independent_design_archive_or_publication,context_source,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,B_contextual_or_community_custody,P2_source_family_followup,,html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Urban print and exhibition context.
SPV2-0187,National Library and Archives of Egypt,https://www.darelkotob.gov.eg/,Middle East and North Africa,,Egypt,Arabic; English/French possible,library_or_national_library,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P2_source_family_followup,URLError: <urlopen error timed out>,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Major Arabic print-culture source.
SPV2-0188,Encyclopaedia Iranica / Iranian poster contextual records,https://iranicaonline.org/,Middle East and North Africa,,,Persian; English possible,poster_film_festival_design_archive,context_source,HTML,text_only_no_image_expected,no_image_expected_text_page,source_context_text,B_contextual_or_community_custody,P2_source_family_followup,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,Iranian poster and typography context when object records are thin
SPV2-0189,Poster House Iranian design pages,https://posterhouse.org/,Middle East and North Africa,,,Persian; English possible,poster_film_festival_design_archive,source_of_record_candidate,HTML,text_only_no_image_expected,no_image_expected_text_page,source_context_text,C_needs_verification,P2_source_family_followup,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,text-rich entry into Iranian poster design and typography
SPV2-0190,Akkasah Center for Photography,https://akkasah.org/,Middle East and North Africa,,United Arab Emirates / regional,Arabic; English/French possible,university_repository_or_special_collection,source_of_record_candidate,HTML,high_review_required,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,NYUAD regional visual culture source.
SPV2-0191,Bibliotheca Alexandrina Digital Assets Repository,https://dar.bibalex.org/,Middle East and North Africa,,,English or local language,university_repository_or_special_collection,context_source,HTML; IIIF,link_only_until_rights_verified,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Arabic publishing and periodical design context
SPV2-0192,Queer Zine Archive Project,https://www.qzap.org/,North America,,United States / transnational,English or local language,community_activist_diaspora_archive,source_of_record_candidate,HTML+PDF,high_review_required,source_return_or_img00,source_context_text,B_contextual_or_community_custody,P2_source_family_followup,,html_or_pdf,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Important noninstitutional graphic culture.
SPV2-0193,Bibliotheque et Archives nationales du Quebec,https://www.banq.qc.ca/,North America,,Canada / Quebec,French; local languages possible,library_or_national_library,source_of_record_candidate,HTML+IIIF?,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,,html_or_iiif?,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Francophone North American print source.
SPV2-0194,Library and Archives Canada,https://library-archives.canada.ca/,North America,,Canada,English or local language,library_or_national_library,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,metadata_plus_source_return,A_custodial_or_public_institution,P2_source_family_followup,,html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Canadian public/graphic source.
SPV2-0195,Brown Digital Repository,https://repository.library.brown.edu/,North America,,United States,English or local language,university_repository_or_special_collection,source_of_record_candidate,API+IIIF?,source_hosted_or_viewer_review_required,iiif_or_source_viewer,structured_metadata,A_custodial_or_public_institution,P2_source_family_followup,,api_or_iiif?,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Movement and political print source.
SPV2-0196,Portal to Texas History,https://texashistory.unt.edu/,North America,,United States / Texas,English or local language,university_repository_or_special_collection,source_of_record_candidate,API+IIIF+HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,,api_or_iiif_or_html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Newspaper/ad design source.
SPV2-0197,UCLA Library Digital Collections,https://digital.library.ucla.edu/,North America,,United States,English or local language,university_repository_or_special_collection,source_of_record_candidate,IIIF+HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,,iiif_or_html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Los Angeles/transnational visual culture.
SPV2-0198,University of Washington Libraries Digital Collections,https://digitalcollections.lib.washington.edu/,North America,,United States,English or local language,university_repository_or_special_collection,source_of_record_candidate,CONTENTDM+IIIF?,source_hosted_or_viewer_review_required,iiif_or_source_viewer,metadata_plus_source_return,A_custodial_or_public_institution,P2_source_family_followup,,contentdm_or_iiif?,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Pacific Northwest and Asian American material.
SPV2-0199,PANDORA / Australian Web Archive,https://pandora.nla.gov.au/,Oceania and Pacific,,,English or local language,independent_design_archive_or_publication,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,source_context_text,B_contextual_or_community_custody,P2_source_family_followup,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,born-digital Australian design and public communication
SPV2-0200,State Library of NSW Collection,https://collection.sl.nsw.gov.au/,Oceania and Pacific,,,English or local language,library_or_national_library,source_of_record_candidate,HTML,high_review_required,open_download_or_open_api,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,HTTP Error 403: Forbidden,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,"Australian poster, exhibition, cinema, festival, and public campaign graphics"
SPV2-0201,State Library of Queensland,https://www.slq.qld.gov.au/,Oceania and Pacific,,Australia,English or local language,library_or_national_library,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,State and Indigenous visual culture source.
SPV2-0202,State Library Victoria,https://www.slv.vic.gov.au/,Oceania and Pacific,,Australia,English or local language,library_or_national_library,source_of_record_candidate,HTML; API?,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,,html_or_api?,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,State-level non-national source.
SPV2-0203,Papers Past,https://paperspast.natlib.govt.nz/,Oceania and Pacific,,,English or local language,newspaper_magazine_ocr_portal,source_of_record_candidate,manual,source_hosted_or_viewer_review_required,iiif_or_source_viewer,ocr_or_periodical_text,B_contextual_or_community_custody,P2_source_family_followup,,manual,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,"Aotearoa/New Zealand advertising, public notices, typography and periodical layout"
SPV2-0204,Hocken Collections,https://www.otago.ac.nz/library/hocken,Oceania and Pacific,,Aotearoa New Zealand,English or local language,university_repository_or_special_collection,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,HTTP Error 403: Forbidden,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Strong local ephemera archive.
SPV2-0205,Design in India / India Design Council references,https://www.indiadesigncouncil.org/,South Asia,,,English; local scripts required,independent_design_archive_or_publication,context_source,HTML,text_only_no_image_expected,no_image_expected_text_page,source_context_text,B_contextual_or_community_custody,P2_source_family_followup,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,design policy and professionalization context
SPV2-0206,Tasveer Ghar,https://www.tasveerghar.net/,South Asia,,,English; local scripts required,independent_design_archive_or_publication,context_source,HTML,link_only_until_rights_verified,source_return_or_img00,source_context_text,B_contextual_or_community_custody,P2_source_family_followup,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,South Asian popular visual culture and commercial print context
SPV2-0207,Panjab Digital Library,https://panjabdigilib.org/,South Asia,,India / Punjab,English; local scripts required,library_or_national_library,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,metadata_plus_source_return,A_custodial_or_public_institution,P2_source_family_followup,URLError: <urlopen error _ssl.c:1011: The handshake operation timed out>,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Language/regional print archive.
SPV2-0208,Filipinas Heritage Library,https://www.filipinaslibrary.org.ph/,Southeast Asia,,Philippines,English; local languages required,library_or_national_library,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,,html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Non-state Philippine visual source.
SPV2-0209,Southeast Asia Digital Library,https://sea.lib.niu.edu/,Southeast Asia,,,English or local language,library_or_national_library,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P2_source_family_followup,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,Good discovery layer beyond Singapore
SPV2-0210,bavarikon,https://www.bavarikon.de/,Western/Central Europe,,,English or local language,aggregator_or_discovery_router,aggregator_router,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,metadata_plus_source_return,B_discovery_router,P2_source_family_followup,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,"Good for print, graphics, local poster/ephemera trails"
SPV2-0211,Rijksmuseum API,https://data.rijksmuseum.nl/,Western/Central Europe,,Netherlands,English or local language,general_archive_or_collection,source_of_record_candidate,API+IIIF,open_candidate_review_required,open_download_or_open_api,structured_metadata,C_needs_verification,P2_source_family_followup,,api_or_iiif,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,High-quality open images for Dutch material.
SPV2-0212,Belgian Art Links and Tools / KBR BelgicaPress,https://www.belgicapress.be/,Western/Central Europe,,Belgium,French; local languages possible,library_or_national_library,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,,html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Belgian periodical advertising source.
SPV2-0213,ÖNB Digital,https://www.onb.ac.at/en/digital-offers,Western/Central Europe,,,English or local language,library_or_national_library,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,metadata_plus_source_return,A_custodial_or_public_institution,P2_source_family_followup,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,"Good for print, image archive, posters, postcards"
SPV2-0214,Amsterdam City Archives Beeldbank,https://archief.amsterdam/beeldbank/,Western/Central Europe,,Netherlands,English or local language,municipal_or_state_archive,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,metadata_plus_source_return,A_custodial_or_public_institution,P2_source_family_followup,,html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,City-scale print and advertising source.
SPV2-0215,ANNO,https://anno.onb.ac.at/,Western/Central Europe,,,English or local language,newspaper_magazine_ocr_portal,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,ocr_or_periodical_text,B_contextual_or_community_custody,P2_source_family_followup,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,Strong for print culture and ads in Central Europe
SPV2-0216,ETH E-Pics,https://e-pics.ethz.ch/,Western/Central Europe,,,English or local language,university_repository_or_special_collection,context_source,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P2_source_family_followup,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,Useful for Swiss graphic/print and visual culture context
SPV2-0217,Makerere University Institutional Repository,http://makir.mak.ac.ug/,Africa,,Uganda,English or local language,university_repository_or_special_collection,source_of_record_candidate,DSpace; OAI,text_only_no_image_expected,no_image_expected_text_page,source_context_text,A_custodial_or_public_institution,P3_gap_filler,URLError: <urlopen error _ssl.c:1011: The handshake operation timed out>,dspace/oai,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,East African text source.
SPV2-0218,University of Ibadan Repository,https://ir.library.ui.edu.ng/,Africa,,Nigeria,English or local language,university_repository_or_special_collection,source_of_record_candidate,DSpace; OAI?,text_only_no_image_expected,no_image_expected_text_page,source_context_text,A_custodial_or_public_institution,P3_gap_filler,URLError: <urlopen error [Errno 61] Connection refused>,dspace/oai?,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Nigerian scholarship source.
SPV2-0219,University of Nairobi Repository,http://erepository.uonbi.ac.ke/,Africa,,Kenya,English or local language,university_repository_or_special_collection,source_of_record_candidate,DSpace; OAI,text_only_no_image_expected,no_image_expected_text_page,source_context_text,A_custodial_or_public_institution,P3_gap_filler,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,dspace/oai,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Text enrichment and regional design studies.
SPV2-0220,National Library of China,https://www.nlc.cn/enweb/,East Asia,,,Chinese; English possible,library_or_national_library,source_of_record_candidate,HTML,thumbnail_or_preview_review_required,thumbnail_plus_source_return,source_context_text,A_custodial_or_public_institution,P3_gap_filler,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,High cultural value; mixed remote access and rights
SPV2-0221,Croatian Digital Library,https://digitalna.nsk.hr/,Eastern Europe,,Croatia,English or local language,library_or_national_library,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P3_gap_filler,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Croatian print source.
SPV2-0222,National Library of Serbia Digital Library,https://digitalna.nb.rs/,Eastern Europe,,Serbia,Cyrillic/local language; English possible,library_or_national_library,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P3_gap_filler,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Serbian print source.
SPV2-0223,Periodika.lv,https://periodika.lv/,Eastern Europe,,,English or local language,newspaper_magazine_ocr_portal,source_of_record_candidate,HTML,thumbnail_or_preview_review_required,thumbnail_plus_source_return,ocr_or_periodical_text,B_contextual_or_community_custody,P3_gap_filler,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,Valuable for Baltic print and ad history
SPV2-0224,VIAF,https://viaf.org/,Global / web / transnational,,,English or local language,independent_design_archive_or_publication,source_of_record_candidate,API,high_review_required,no_image_expected_text_page,source_context_text,B_contextual_or_community_custody,P3_gap_filler,,api,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,"designer, studio, institution, and variant-name reconciliation"
SPV2-0225,WorldCat / library authority discovery,https://www.worldcat.org/,Global / web / transnational,,,English or local language,library_or_national_library,source_of_record_candidate,API+HTML,high_review_required,no_image_expected_text_page,source_context_text,A_custodial_or_public_institution,P3_gap_filler,,api_or_html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,"source-finding layer for books, catalogues, manuals, periodicals"
SPV2-0226,Museu da Pessoa,https://museudapessoa.org/,Latin America,,Brazil,Portuguese,community_activist_diaspora_archive,context_source,HTML,high_review_required,no_image_expected_text_page,source_context_text,B_contextual_or_community_custody,P3_gap_filler,HTTP Error 403: Forbidden,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Contextual source for design labor and community narratives.
SPV2-0227,Arquivo Publico do Estado de Sao Paulo,https://www.arquivoestado.sp.gov.br/,Latin America,,Brazil,Portuguese,government_or_public_cultural_database,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P3_gap_filler,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,State-level public communication source.
SPV2-0228,Biblioteca Nacional de Uruguay Digital,https://www.bibna.gub.uy/,Latin America,,Uruguay,Spanish,library_or_national_library,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P3_gap_filler,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Needed for Southern Cone coverage.
SPV2-0229,Biblioteca Digital del Patrimonio Iberoamericano,https://www.iberoamericadigital.net/,Latin America / Transregional,,,English or local language,aggregator_or_discovery_router,aggregator_router,HTML,link_only_until_rights_verified,source_return_or_img00,source_context_text,B_discovery_router,P3_gap_filler,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,Useful non-Anglophone discovery layer
SPV2-0230,Bibliotheque Nationale de Tunisie,http://www.bibliotheque.nat.tn/,Middle East and North Africa,,Tunisia,French; local languages possible,library_or_national_library,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P3_gap_filler,URLError: <urlopen error [Errno 61] Connection refused>,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,North African public print source.
SPV2-0231,Bibliotheque Nationale du Royaume du Maroc,https://www.bnrm.ma/,Middle East and North Africa,,Morocco,French; local languages possible,library_or_national_library,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P3_gap_filler,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1028)>,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Maghreb print-culture gap.
SPV2-0232,University of Tehran Digital Library,https://utlib.ut.ac.ir/,Middle East and North Africa,,Iran,Persian; English possible,university_repository_or_special_collection,source_of_record_candidate,HTML,text_only_no_image_expected,no_image_expected_text_page,source_context_text,A_custodial_or_public_institution,P3_gap_filler,"URLError: <urlopen error [Errno 8] nodename nor servname provided, or not known>",html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Text enrichment for Iranian design research.
SPV2-0233,Yale LUX,https://lux.collections.yale.edu/,North America,,,English or local language,independent_design_archive_or_publication,source_of_record_candidate,HTML,high_review_required,source_return_or_img00,source_context_text,B_contextual_or_community_custody,P3_gap_filler,,html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,Excellent graph backbone for people/works/institutions relations
SPV2-0234,Minnesota Digital Library,https://collection.mndigital.org/,North America,,United States / Minnesota,English or local language,library_or_national_library,source_of_record_candidate,CONTENTDM+HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,metadata_plus_source_return,A_custodial_or_public_institution,P3_gap_filler,,contentdm_or_html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Local institutional source.
SPV2-0235,State Library of Western Australia,https://slwa.wa.gov.au/,Oceania and Pacific,,Australia,English or local language,library_or_national_library,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P3_gap_filler,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Regional Australian source.
SPV2-0236,University of Hawai'i eVols,https://evols.library.manoa.hawaii.edu/,Oceania and Pacific,,Pacific / Hawai'i,English or local language,university_repository_or_special_collection,source_of_record_candidate,DSpace; OAI,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P3_gap_filler,URLError: <urlopen error timed out>,dspace/oai,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Pacific print and public communication source.
