validation_sample_id,surface_id,capture_id,sample_target_marker,title,period,region,theme,source_family,image_state,initial_recommended_role,second_pass_role,second_pass_decision,second_pass_confidence,second_pass_fail_pattern,second_pass_reason,parent_candidate,second_pass_parent_status,relation_type,text_need_level,second_pass_text_status,blocker_class,payload_surface_disposition,payload_publication_role,payload_object_type,payload_medium,payload_place_text,payload_source_reading_text_length,payload_reading_text_length,payload_source_url,source_context_excerpt
MSTV0026,SURF-GSU2026R014,GSU2026R014,anchor_if_editorial_text_added,"Poster: Mar y Sol; Easter in the Caribbean with Music and Friends, The First International Puerto<br>Rican Pop Festival, April 1-3, 1972",1970_1989,Puerto Rico,Postwar exhibition and cultural posters,Georgia State CONTENTdm,IMG02,manual_hold,manual_hold,accept_initial,high,none,Manual hold is confirmed by unresolved blocker risk.,,not_required,manual_relation_review,low,not_required,transnational_geography_manual,main_sheet,main_sheet,Stillimage,application/pdf;; application/pdf;; Stillimage,Puerto Rico,157,2422,https://digitalcollections.library.gsu.edu/digital/collection/popmusic/id/10760,"Poster: Mar y Sol; Easter in the Caribbean with Music and Friends, The First International Puerto<br>Rican Pop Festival, April 1-3, 1972 Georgia State University Library Digital Collections / CONTENTdm Poster for Mar Y Sol Pop Festival. The archive keeps Poster: Mar y Sol; Easter in the Caribbean with Music and Friends, The First International Puerto Rican Pop Festival, April 1-3, 1972 as a traceable Stillimage; application/pdf; Stillimage connected back to Georgia State University Library Digital Collections / CONTENTdm. The item metadata gives date evidence: 1972-04-01; 1972-04-02; 1972-04-03; place evidence: Puerto Rico; form/medium: Stillimage; application/pdf; Stillimage. The source-sid"
MSTV0029,SURF-LPC2026R008,LPC2026R008,anchor_if_editorial_text_added,"Poster, ""We begin bombing in five minutes""",1970_1989,Aotearoa New Zealand,World War and public-information graphics,Te Papa,IMG00,manual_hold,manual_hold,accept_initial,high,none,Manual hold is confirmed by unresolved blocker risk.,,not_required,manual_relation_review,low,not_required,transnational_geography_manual,main_sheet,main_sheet,poster-object / public graphic object,poster / printed public communication,Aotearoa / New Zealand,1565,3304,https://collections.tepapa.govt.nz/object/1391406,"Poster, ""We begin bombing in five minutes"" Te Papa Collections Online \n This poster features United States President Ronald Reagan (1981-89) alongside a clock with its hands at 5 to 12 and his controversial joke: \""The bombing begins in five minutes.\"" He made this joke to radio technicians on 11 August 1984 while preparing to make his weekly address on National Public Radio. The sound check was not broadcast, but was leaked to the public. \n During Reagan's first term, the Cold War was the most pressing foreign policy issue, and he was known for his tough, anti-communist rhetoric. He embarked on a massive build-up of weapons and troops. In 1983, he announced the Strategic Defense Initiativ"
MSTV0202,SURF-ER1830R023,ER1830R023,support_or_card_review,"[Winter scene with horse team hauling logs on a sledge past a windmill, with snow covered landscape, under a full moon]",1850_1899,Unresolved region,Midcentury modern graphic communication,Library of Congress,IMG01,card_context,card_context,accept_initial,medium,none,Payload supports context/support treatment without packet-anchor authority.,Unresolved region|Midcentury modern graphic communication|Library of Congress loc.gov API|1880s,not_required,context_or_source_witness_for_packet,medium,short_context_only,unresolved_region_or_theme_manual,main_sheet,main_sheet,1 print :,1 print : color wood engraving ; sheet 6.5 x 11.7 cm.,Unresolved region,557,2400,https://www.loc.gov/pictures/item/2015651617/,"[Winter scene with horse team hauling logs on a sledge past a windmill, with snow covered landscape, under a full moon] Library of Congress loc.gov API Print shows a Victorian trade card from a series of winter scenes with space for text advertising a particular product or service. For an example of how these cards were used for advertising, see: LOT 14100, no. 515. This leaf records [Winter scene with horse team hauling logs on a sledge past a windmill, with snow covered landscape, under a full moon] as a 1 print; 1 print : color wood engraving; sheet 6.5 x 11.7 cm sourced from Library of Congress loc.gov API. The item metadata gives date evidence: [between 1880 and 1890]; form/medium: 1 pr"
MSTV0203,SURF-ER1830R030,ER1830R030,support_or_card_review,"Cats can, but Bon Ami can not scratch for it lacks grit",1850_1899,Unresolved region,Midcentury modern graphic communication,Library of Congress,IMG03,card_context,card_context,accept_initial,medium,none,Payload supports context/support treatment without packet-anchor authority.,Unresolved region|Midcentury modern graphic communication|Library of Congress loc.gov API|1890s,not_required,context_or_source_witness_for_packet,low,short_context_only,unresolved_region_or_theme_manual,main_sheet,main_sheet,1 print :,1 print : chromolithograph ; sheet 7.8 x 12.6 cm.,Unresolved region,1069,2619,https://www.loc.gov/pictures/item/2015651602/,"Cats can, but Bon Ami can not scratch for it lacks grit Library of Congress loc.gov API Print shows a young girl trying to pull a cat away from a birdcage by pulling on its tail; the cat is about to scratch the bird inside with its claws. Advertising trade card for Bon Ami cleaning powder, which, as stated on the verso, ""is a modern improvement in the list of household necessities, doing the work of a metal polish, a scouring soap and all powders used for cleaning purposes (not for washing clothes)."" This leaf records Cats can, but Bon Ami can not scratch for it lacks grit as a 1 print; 1 print : chromolithograph; sheet 7.8 x 12.6 cm sourced from Library of Congress loc.gov API. The item met"
MSTV0204,SURF-ER1830R018,ER1830R018,support_or_card_review,[Pearsall Photography Studio trade card],1850_1899,Unresolved region,Midcentury modern graphic communication,Library of Congress,IMG04,card_context,card_context,accept_initial,medium,none,Payload supports context/support treatment without packet-anchor authority.,Unresolved region|Midcentury modern graphic communication|Library of Congress loc.gov API|1880s,not_required,context_or_source_witness_for_packet,medium,short_context_only,unresolved_region_or_theme_manual,main_sheet,main_sheet,1 item.,1 item.,Unresolved region,348,2290,https://www.loc.gov/pictures/item/2010635174/,[Pearsall Photography Studio trade card] Library of Congress loc.gov API The source does not provide extended descriptive prose. The item metadata gives date evidence: 1880; form/medium: 1 item. For this reason the archive treats the page primarily as source-linked evidence rather than as a finished narrative entry. The archive keeps [Pearsall Photography Studio trade card] as a traceable 1 item connected back to Library of Congress loc.gov API. The item metadata gives date evidence: 1880; form/medium: 1 item. The source-side description adds this evidence: Collection stored on site. Containers include: 1 AAA size container (partial).; Copyright by F. Todd; Creators include: G. Frank E. Pear
MSTV0205,SURF-ER1830R020,ER1830R020,support_or_card_review,"[Ship at sea, under full sail, with five men in a rowboat under a partially obscured full moon]",1850_1899,Unresolved region,Travel and transport poster culture,Library of Congress,IMG01,card_context,card_context,accept_initial,medium,none,Payload supports context/support treatment without packet-anchor authority.,Unresolved region|Travel and transport poster culture|Library of Congress loc.gov API|1880s,not_required,context_or_source_witness_for_packet,low,short_context_only,unresolved_region_or_theme_manual,main_sheet,main_sheet,1 print :,1 print : color wood engraving ; sheet 11.3 x 6.8 cm.,Unresolved region,561,2397,https://www.loc.gov/pictures/item/2015651614/,"[Ship at sea, under full sail, with five men in a rowboat under a partially obscured full moon] Library of Congress loc.gov API Print shows a Victorian trade card from a series of nautical scenes with space for text advertising a particular product or service. For an example of how these cards were used for advertising, see: LOT 14100, no. 515. [Ship at sea, under full sail, with five men in a rowboat under a partially obscured full moon] is filed here as a 1 print; 1 print : color wood engraving; sheet 11.3 x 6.8 cm from Library of Congress loc.gov API. The item metadata gives date evidence: [between 1880 and 1900]; form/medium: 1 print; 1 print : color wood engraving; sheet 11.3 x 6.8 cm."
MSTV0206,SURF-ER1830R026,ER1830R026,support_or_card_review,Acorn stoves and ranges,1850_1899,Unresolved region,Corporate identity and design systems,Library of Congress,IMG03,card_context,card_context,accept_initial,medium,none,Payload supports context/support treatment without packet-anchor authority.,Unresolved region|Corporate identity and design systems|Library of Congress loc.gov API|1880s,not_required,context_or_source_witness_for_packet,low,short_context_only,unresolved_region_or_theme_manual,main_sheet,main_sheet,1 print :,"1 print : lithograph, color.",Unresolved region,664,2495,https://www.loc.gov/pictures/item/2004666589/,"Acorn stoves and ranges Library of Congress loc.gov API Advertisement for Acorn Stoves and Ranges showing the portrait of a young woman wearing a bonnet and in the upper right corner the Acorn logo. Includes text of the advertisement for Acorn stoves and ranges manufactured by Rathbone, Sard & Co., Albany, N.Y., Chicago, Ill., and Detroit, Mich. on the verso of the trade card. Acorn stoves and ranges is presented as a source-linked 1 print; 1 print : lithograph, color; the holding evidence remains with Library of Congress loc.gov API. The item metadata gives date evidence: [ca. 1886]; form/medium: 1 print; 1 print : lithograph, color. The source-side description adds this evidence: Advertise"
MSTV0207,SURF-ER1830R022,ER1830R022,support_or_card_review,"[Winter scene with frozen waterwheel, a man with horse team and load of logs, and a church in the distance, under a full moon]",1850_1899,Unresolved region,Midcentury modern graphic communication,Library of Congress,IMG01,card_context,card_context,accept_initial,medium,none,Payload supports context/support treatment without packet-anchor authority.,Unresolved region|Midcentury modern graphic communication|Library of Congress loc.gov API|1880s,not_required,context_or_source_witness_for_packet,medium,short_context_only,unresolved_region_or_theme_manual,main_sheet,main_sheet,1 print :,1 print : color wood engraving ; sheet 6.5 x 11.7 cm.,Unresolved region,557,2495,https://www.loc.gov/pictures/item/2015651616/,"[Winter scene with frozen waterwheel, a man with horse team and load of logs, and a church in the distance, under a full moon] Library of Congress loc.gov API Print shows a Victorian trade card from a series of winter scenes with space for text advertising a particular product or service. For an example of how these cards were used for advertising, see: LOT 14100, no. 515. [Winter scene with frozen waterwheel, a man with horse team and load of logs, and a church in the distance, under a full moon] is presented as a source-linked 1 print; 1 print : color wood engraving; sheet 6.5 x 11.7 cm; the holding evidence remains with Library of Congress loc.gov API. The item metadata gives date evidenc"
MSTV0208,SURF-ER1830R021,ER1830R021,support_or_card_review,[Winter outing with people riding in horse-drawn sleighs across a snow covered landscape toward a church in the distance],1850_1899,Unresolved region,World War and public-information graphics,Library of Congress,IMG01,card_context,card_context,accept_initial,medium,none,Payload supports context/support treatment without packet-anchor authority.,Unresolved region|World War and public-information graphics|Library of Congress loc.gov API|1880s,not_required,context_or_source_witness_for_packet,low,short_context_only,unresolved_region_or_theme_manual; transnational_geography_manual,main_sheet,main_sheet,1 print :,1 print : color wood engraving ; sheet 6.5 x 11.7 cm.,Unresolved region,725,2383,https://www.loc.gov/pictures/item/2015651618/,"[Winter outing with people riding in horse-drawn sleighs across a snow covered landscape toward a church in the distance] Library of Congress loc.gov API Print shows a Victorian trade card from a series of winter scenes with space for text advertising a particular product or service. For an example of how these cards were used for advertising, see: LOT 14100, no. 515. The archive keeps [Winter outing with people riding in horse-drawn sleighs across a snow covered landscape toward a church in the distance] as a traceable 1 print; 1 print : color wood engraving; sheet 6.5 x 11.7 cm connected back to Library of Congress loc.gov API. The item metadata gives date evidence: [between 1880 and 1890]"
MSTV0256,SURF-CAW2026R02415,CAW2026R02415,support_or_card_review,"Malaya Today (Photo Poster Set ""D"") - NARA - 5730028.jpg",1946_1969,Malaysia,Modern typography and layout,Wikimedia Commons,IMG03,card_context,card_context,accept_initial,medium,none,Payload supports context/support treatment without packet-anchor authority.,"Malaysia|Modern typography and layout|Wikimedia Commons file source / Malaya Today (Photo Poster Set ""D"") - NARA - 5730028.jpg / page 22045276|1950s",not_required,context_or_source_witness_for_packet,low,short_context_only,weak_commons_only_manual,main_sheet,main_sheet,authority-weighted Commons open image record; poster; poster,source-hosted open image; graphic design / visual communication candidate,Southeast Asia / Malaysia,235,2588,https://commons.wikimedia.org/wiki/File:Malaya_Today_(Photo_Poster_Set_%22D%22)_-_NARA_-_5730028.jpg,"Malaya Today (Photo Poster Set ""D"") - NARA - 5730028.jpg Wikimedia Commons file source / Malaya Today (Photo Poster Set ""D"") - NARA - 5730028.jpg / page 22045276 Malaya Today (Photo Poster Set ""D"") Malaya Today (Photo Poster Set ""D"") - NARA - 5730028.jpg is an open-license Commons image record linked to Southeast Asia / Malaysia. Malaya Today (Photo Poster Set ""D"") Malaya Today (Photo Poster Set ""D"") - NARA - 5730028.jpg is presented as a source-linked authority-weighted Commons open image record; poster; source-hosted open image; graphic design / visual communication candidate; the holding evidence remains with Wikimedia Commons file source / Malaya Today (Photo Poster Set ""D"") - NARA - 573"
MSTV0287,SURF-CRB2026V2R0150,CRB2026V2R0150,support_or_card_review,"Stamps of Uzbekistan, 2006-072.jpg",2000_2009,Uzbekistan,Modern typography and layout,Wikimedia Commons,IMG03,card_context,card_context,accept_initial,high,stamp_or_commemorative_context,Payload/title contains stamp or philatelic signals; treat as contextual design evidence unless manually justified as a primary design object.,"Uzbekistan|Modern typography and layout|Wikimedia Commons file source / Stamps of Uzbekistan, 2006-072.jpg / page 31126588|2000s",not_required,context_or_source_witness_for_packet,low,short_context_only,weak_commons_only_manual,main_sheet,main_sheet,region-balanced open image record; postage stamp,source-hosted open image; graphic design / visual communication candidate,Central Asia / Uzbekistan,125,2872,"https://commons.wikimedia.org/wiki/File:Stamps_of_Uzbekistan,_2006-072.jpg","Stamps of Uzbekistan, 2006-072.jpg Wikimedia Commons file source / Stamps of Uzbekistan, 2006-072.jpg / page 31126588 The source does not provide extended descriptive prose. The item metadata gives date evidence: 2006; creator/attribution: Post of Uzbekistan; place evidence: Central Asia / Uzbekistan; form/medium: region-balanced open image record; postage stamp; source-hosted open image; graphic design / visual communication candidate. For this reason the archive treats the page primarily as source-linked evidence rather than as a finished narrative entry. Stamps of Uzbekistan, 2006-072.jpg is an open-license Commons image record linked to Central Asia / Uzbekistan. Stamps of Uzbekistan, 20"
MSTV0301,SURF-CAW2026R04300,CAW2026R04300,support_or_card_review,Ariljevdan 2018 - Čudesna šuma - plakat.jpg,2010_2019,Serbia,Modern typography and layout,Wikimedia Commons,IMG03,card_context,card_context,accept_initial,medium,none,Payload supports context/support treatment without packet-anchor authority.,Serbia|Modern typography and layout|Wikimedia Commons file source / Ariljevdan 2018 - Čudesna šuma - plakat.jpg / page 153797182|2010s,not_required,context_or_source_witness_for_packet,low,short_context_only,weak_commons_only_manual,main_sheet,main_sheet,authority-weighted Commons open image record; poster; poster,source-hosted open image; graphic design / visual communication candidate,Eastern Europe / Caucasus / Serbia,241,2658,https://commons.wikimedia.org/wiki/File:Ariljevdan_2018_-_%C4%8Cudesna_%C5%A1uma_-_plakat.jpg,Ariljevdan 2018 - Čudesna šuma - plakat.jpg Wikimedia Commons file source / Ariljevdan 2018 - Čudesna šuma - plakat.jpg / page 153797182 Разноразни плакати за догађаје у организацији Ариљске библиотеке Ariljevdan 2018 - Čudesna šuma - plakat.jpg is an open-license Commons image record linked to Eastern Europe / Caucasus / Serbia. Разноразни плакати за догађаје у организацији Ариљске библиотеке The archive keeps Ariljevdan 2018 - Čudesna šuma - plakat.jpg as a traceable authority-weighted Commons open image record; poster; source-hosted open image; graphic design / visual communication candidate connected back to Wikimedia Commons file source / Ariljevdan 2018 - Čudesna šuma - plakat.jpg / pa
MSTV0312,SURF-CCT2026R01227,CCT2026R01227,support_or_card_review,Advertising - old china (54446812886).jpg,2020_2026,China / Hong Kong,Modern typography and layout,Wikimedia Commons,IMG03,card_context,card_context,accept_initial,medium,none,Payload supports context/support treatment without packet-anchor authority.,China / Hong Kong|Modern typography and layout|Wikimedia Commons file source / Advertising - old china (54446812886).jpg / page 164283633|2020s,not_required,context_or_source_witness_for_packet,low,short_context_only,weak_commons_only_manual,main_sheet,main_sheet,Commons country category-tree open image record; poster,source-hosted open image; graphic design / visual communication candidate,East Asia / China,149,2992,https://commons.wikimedia.org/wiki/File:Advertising_-_old_china_(54446812886).jpg,"Advertising - old china (54446812886).jpg Wikimedia Commons file source / Advertising - old china (54446812886).jpg / page 164283633 The source does not provide extended descriptive prose. The item metadata gives date evidence: 2025; creator/attribution: paolo from tv, preganziol; place evidence: East Asia / China; form/medium: Commons country category-tree open image record; poster; source-hosted open image; graphic design / visual communication candidate. For this reason the archive treats the page primarily as source-linked evidence rather than as a finished narrative entry. Advertising - old china (54446812886).jpg is an open-license Commons image record linked to East Asia / China. adve"
