rank,object_key,surface_id,source_name,title,region_group,period_band,best_image_state,rights_reviewed,source_visible_gap,verified_open_gap,weighted_gap_points,repair_family,required_evidence,automatic_upgrade_allowed,source_url,rights_label,image_license_label
1203,url:https://es-la.facebook.com/museonacional.delpetroleo.9,SURF-NMIIC2026R0038,Museo Nacional del Petróleo,Museo Nacional del Petróleo | Comodoro Rivadavia,Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://es-la.facebook.com/museonacional.delpetroleo.9/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1204,url:https://museonavaldelcaribe.org/,SURF-NMIIC2026R0307,Museo Naval del Caribe,Museo Naval del Caribe - Museo Naval del Cartagena de indias.,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://museonavaldelcaribe.org/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1205,url:https://artesaniasdecolombia.com.co/PortalAC/Noticia/nemqueteba-nuevo-museo-textil_11665,SURF-NMIIC2026R0308,Museo Nemqueteba Corporación Cultural de Cucunuba,"Nemqueteba, nuevo museo textil",Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://artesaniasdecolombia.com.co/PortalAC/Noticia/nemqueteba-nuevo-museo-textil_11665,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1206,url:https://www.colegio-escribanos.org.ar/institucional-1/museo-notarial-argentino,SURF-NMIIC2026R0255,Museo Notarial Argentino,Museo Notarial Argentino – Colegio de Escribanos de la Ciudad de Buenos Aires,Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.colegio-escribanos.org.ar/institucional-1/museo-notarial-argentino/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1207,url:https://es-la.facebook.com/MuseoDionisi,SURF-NMIIC2026R0037,Museo Palacio Dionisi,Museo Palacio Dionisi | Córdoba,Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://es-la.facebook.com/MuseoDionisi/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1208,url:https://www.mpc.org.ar,SURF-NMIIC2026R0253,Museo Participativo de Ciencias,Prohibido No Tocar - Museo Participativo de Ciencias,Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.mpc.org.ar,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1209,url:https://www.museopedrodeosma.org/,SURF-NMIIC2026R0330,Museo Pedro de Osma,Museo Pedro de Osma,Peru,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.museopedrodeosma.org/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1210,url:http://museos.gub.uy/index.php,SURF-NMIIC2026R0468,Museo Policial,Museo Policial,Uruguay,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,http://museos.gub.uy/index.php?option=com_k2&view=item&id=718:museo-policial,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1211,url:https://es-la.facebook.com/PompeoBoggio,SURF-NMIIC2026R0039,Museo Pompeo Boggio,"Museo de Artes Plásticas ""Pompeo Boggio"" | Chivilcoy",Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://es-la.facebook.com/PompeoBoggio/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1212,url:https://museovidal.wixsite.com/corrientes,SURF-NMIIC2026R0437,Museo Provincial De Bellas Artes Dr. Juan Ramón Vidal,HOME | MUSEO VIDAL CTES,Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://museovidal.wixsite.com/corrientes,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1213,url:https://linktr.ee/museo_franklin_rawson,SURF-NMIIC2026R0036,Museo Provincial de Bellas Artes Franklin Rawson,"museo_franklin_rawson Official: Instagram, Facebook | Linktree Facebook YouTube Instagram Email Pre-inscripciones Talleres 2026 PREMIO FRANKLIN RAWSON 2025 | Bases y Condiciones...",Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://linktr.ee/museo_franklin_rawson,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1214,url:https://boyacaradio.com/noticia.php,SURF-NMIIC2026R0462,Museo Siderúrgico de Colombia,¿Sabías que en Boyacá existe el museo siderúrgico de Colombia?,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://boyacaradio.com/noticia.php?id=17140,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1215,url:https://www.catedraldesal.gov.co/,SURF-NMIIC2026R0310,Museo Subterráneo Monumental – Catedral de Sal de Zipaquirá,Descubre la majestuosidad de la Catedral de Sal de Zipaquirá | Catedral de Sal Zipaquirá,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.catedraldesal.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1216,url:http://www.torresgarcia.org.uy,SURF-NMIIC2026R0464,Museo Torres García,Museo Torres García,Uruguay,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,http://www.torresgarcia.org.uy,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1217,url:https://2museos.bahia.gob.ar/,SURF-NMIIC2026R0254,Museo de Arte Contemporáneo de Bahía Blanca,2Museos- Bellas Artes y Contemporáneo - Bahía Blanca,Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://2museos.bahia.gob.ar/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1218,url:https://mapcusco.pe/,SURF-NMIIC2026R0335,Museo de Arte Precolombino Cusco,Inicio | Museo de Arte Precolombino de Cusco del Perú,Peru,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://mapcusco.pe/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1219,url:https://www.fi.uba.ar/institucional/secretarias/secretaria-de-relaciones-institucionales/museo-de-ciencia-y-tecnica,SURF-NMIIC2026R0442,Museo de Ciencia y Técnica,FIUBA | Museo de Ciencia y Técnica,Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.fi.uba.ar/institucional/secretarias/secretaria-de-relaciones-institucionales/museo-de-ciencia-y-tecnica,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1220,url:https://www.museolasalle.ed.cr,SURF-NMIIC2026R0066,Museo de Ciencias Naturales La Salle,Museo de Ciencias Naturales La Salle Costa Rica,Latin America,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.museolasalle.ed.cr,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1221,url:https://es-la.facebook.com/museofarmacobotanica,SURF-NMIIC2026R0041,"Museo de Farmacobotánica ""Juan A. Domínguez""","Museo de Farmacobotánica ""Juan A. Domínguez"" | Buenos Aires",Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://es-la.facebook.com/museofarmacobotanica/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1222,url:https://museollosa.wixsite.com/museo,SURF-NMIIC2026R0467,Museo de Historia Natural Dr. Carlos Torres de la LLosa,Museo de Historia Natural | Dr Carlos A Torres de la Llosa,Uruguay,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://museollosa.wixsite.com/museo,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1223,url:https://museonoelkempff.org/museo,SURF-NMIIC2026R0269,Museo de Historia Natural Noel Kempff Mercado,Museo de Historia Natural Noel Kempff Mercado,Bolivia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://museonoelkempff.org/museo/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1224,url:https://huacapucllanamiraflores.pe/,SURF-NMIIC2026R0336,Museo de Sitio Pucllana,1Win Perú: Disfruta de Apuestas y Juegos con 2.000 PEN de Bono Toggle Menu,Peru,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://huacapucllanamiraflores.pe/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1225,url:https://centrocultural.unc.edu.ar/,SURF-NMIIC2026R0257,Museo de Sitio UNC,Centro Cultural UNC – Centro Cultural de la Universdad Nacional de Córdoba,Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://centrocultural.unc.edu.ar/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1226,url:http://www.carabobo.gob.ve/museo-de-la-cultura-un-espacio-para-el-disfrute-de-los-carabobenos,SURF-NMIIC2026R0352,Museo de la cultura de Carabobo,Museo de la Cultura un espacio para el disfrute de los carabobeños – Gobernación del Estado Carabobo,Venezuela,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,http://www.carabobo.gob.ve/museo-de-la-cultura-un-espacio-para-el-disfrute-de-los-carabobenos/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1227,url:https://museodelgaleon.org/,SURF-NMIIC2026R0390,Museo del Galeón,Museo del Galeón,Philippines,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://museodelgaleon.org/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1228,url:http://museopiria.weebly.com/,SURF-NMIIC2026R0466,Museo ferroviario de Piriápolis,Museo ferroviario Don Francisco Piria - Home MUSEO generated by WOWSlider.com,Uruguay,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,http://museopiria.weebly.com/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1229,url:https://www.hugedomains.com/domain_profile.cfm,SURF-NMIIC2026R0399,Museu Nacional de Antropologia,AngolaDigital.net is for sale | HugeDomains,Unresolved region,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.hugedomains.com/domain_profile.cfm?d=angoladigital.net,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1230,url:https://www.museumsiam.org/,SURF-ESR1931R049,Museum Siam,มิวเซียมสยาม (Museum Siam) : home,Thailand,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.museumsiam.org/,IMG02: Museum Siam source-registry context record. Recommended image policy: IMG00_or_IMG02_after_source_terms.,Source-registry context capture keeps source images source-hosted and does not claim item-level image reuse.
1231,url:https://museodelacuerdo.cultura.gob.ar/,SURF-NMIIC2026R0444,Museum and Library of the House of the Agreement of San Nicolás,Museo Nacional Casa del Acuerdo,Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://museodelacuerdo.cultura.gob.ar/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1232,url:https://apolloniaarchaeologicalpark.al/,SURF-NMIIC2026R0158,Museum of Apollonia,Kreu - P.A.A.B,Unresolved region,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://apolloniaarchaeologicalpark.al/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1233,url:https://socearq.org/marq,SURF-NMIIC2026R0256,Museum of Architecture and Design,MARQ - SCA,Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://socearq.org/marq/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1234,url:https://www.museumthailand.com/en/museum/MALOEI,SURF-NMIIC2026R0488,Museum of Art and Culture of Loei (MALOEI),Museum of Art and Culture of Loei (MALOEI) :: Museum Thailand,Thailand,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.museumthailand.com/en/museum/MALOEI,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1235,url:https://nevzorovcollection.kz/en/glavnaya-english,SURF-NMIIC2026R0154,Museum of Fine Arts Named after the Nevzorov Family,Regional Museum of Fine Arts Named after the Nevzorovs Family,Kazakhstan,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://nevzorovcollection.kz/en/glavnaya-english,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1236,url:https://ysmu.am/hayastani-bzhshkutyan-patmutyan-tan,SURF-NMIIC2026R0167,Museum of History of Medicine in Armenia,Հայաստանի բժշկության պատմության թանգարան - ԵՐԵՎԱՆԻ ՄԽԻԹԱՐ ՀԵՐԱՑՈւ ԱՆՎԱՆ ՊԵՏԱԿԱՆ ԲԺՇԿԱԿԱՆ ՀԱՄԱԼՍԱՐԱՆ,Armenia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://ysmu.am/hayastani-bzhshkutyan-patmutyan-tan/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1237,url:https://museumofillusions.my/,SURF-NMIIC2026R0383,Museum of Illusions Kuala Lumpur,Museum of Illusions Kuala Lumpur,Malaysia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://museumofillusions.my/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1238,url:https://malba.org.ar/,SURF-NMIIC2026R0262,Museum of Latin American Art of Buenos Aires,Museo de Arte Latinoamericano de Buenos Aires Malba,Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://malba.org.ar/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1239,url:https://myartguides.com/artspaces/museums/kuwait-city/kuwait-museum-of-modern-art,SURF-NMIIC2026R0358,Museum of Modern Art,Kuwait Museum of Modern Art – My Art Guides Kuwait Museum of Modern Art | My Art Guides,Unresolved region,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://myartguides.com/artspaces/museums/kuwait-city/kuwait-museum-of-modern-art/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1240,url:https://mef.org.ar/,SURF-NMIIC2026R0261,Museum of Paleontology Egidio Feruglio,Inicio | MEF Museo Paleontológico Egidio Feruglio | Homepage Museo Paleontológico Egidio Feruglio | Homepage,Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://mef.org.ar/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1241,url:https://es-la.facebook.com/museo.sanalberto,SURF-NMIIC2026R0043,Museum of Religious Art Bishop Fray José Antonio de San Alberto,Museo San Alberto | Córdoba,Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://es-la.facebook.com/museo.sanalberto/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1242,url:http://rusartmuseum.am/en,SURF-NMIIC2026R0166,Museum of Russian Art (collection of prof. A. Abrahamian),"RAFI88: Situs Paling Gacor, Tempatnya Jackpot Maxwin Bikin Saldo Meledak! RAFI88: Situs Paling Gacor, Tempatnya Jackpot Maxwin Bikin Saldo Meledak!",Armenia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,http://rusartmuseum.am/en/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1243,url:https://www.macedoniafromabove.mk/skopje-museumbazaar,SURF-NMIIC2026R0432,Museum of Skopje Old Bazaar,Museum of Old Bazaar - Skopje,Unresolved region,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.macedoniafromabove.mk/skopje-museumbazaar/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1244,url:http://museodelaciudad.gob.ar/,SURF-NMIIC2026R0260,Museum of the City of Rosario Wladimir Mikielievich,Inicio - Museo de la Ciudad,Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,http://museodelaciudad.gob.ar/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1245,url:https://zoravar-andranik.mus.am/en,SURF-NMIIC2026R0165,"Museum of the Fidahin movement ""Zoravar Andranik""",«Zoravar Andranik» Museum Dedicated to Fidai Movement. Museum in c. Yerevan | Mus.am,Armenia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://zoravar-andranik.mus.am/en/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1246,url:https://museumofthefuture.ae/en,SURF-NMIIC2026R0092,Museum of the Future,Museum of The Future - Future Museum Dubai - Visit Today alert arrow-down arrow-left arrow-right arrow-up audio cart checkbox-active checkbox chevron-down-small chevron-down...,Unresolved region,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://museumofthefuture.ae/en,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1247,url:https://mmb.org.mk/,SURF-NMIIC2026R0203,Museum of the Macedonian Struggle,Музеј на македонската борба за самостојност - Музеј на македонската борба,Unresolved region,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://mmb.org.mk/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1248,url:http://values.brest.museum.by/,SURF-NMIIC2026R0428,Museum «Rescued Art Values»,"Museum.by — Музеи Беларуси, новости, афиша мероприятий, каталог музеев",Unresolved region,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,http://values.brest.museum.by/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1249,url:https://musokunda.org/,SURF-NMIIC2026R0115,Muso Kunda Museum of Women,Accueil - Musée de la Femme Muso Kunda,Unresolved region,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://musokunda.org/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1250,url:https://www.photo-madagascar.com/,SURF-NMIIC2026R0112,Musée de la photographie de Madagascar,Musée de la photographie de Madagascar Musée de la photographie de Madagascar – Musée de la photographie de Madagascar,Unresolved region,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.photo-madagascar.com/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1251,url:https://museum.lidskae.by/,SURF-NMIIC2026R0174,Muzei Lidskogo brovara,Музей лидского бровара – экскурсии на завод Лидского пива,Unresolved region,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://museum.lidskae.by/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
1252,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1974-poster,SURF-GAPIT2026R017,NAIDOC Poster Gallery,NAIDOC 1974 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1974-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1253,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1976-poster,SURF-GAPIT2026R018,NAIDOC Poster Gallery,NAIDOC 1976 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1976-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1254,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1977-poster,SURF-GAPIT2026R019,NAIDOC Poster Gallery,NAIDOC 1977 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1977-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1255,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1978-poster,SURF-GAPIT2026R020,NAIDOC Poster Gallery,NAIDOC 1978 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1978-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1256,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1979-poster,SURF-GAPIT2026R021,NAIDOC Poster Gallery,NAIDOC 1979 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1979-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1257,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1980-poster,SURF-GAPIT2026R022,NAIDOC Poster Gallery,NAIDOC 1980 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1980-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
1258,url:https://www.naidoc.org.au/posters/poster-gallery/naidoc-1981-poster,SURF-GAPIT2026R026,NAIDOC Poster Gallery,NAIDOC 1981 Poster,Australia,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.naidoc.org.au/posters/poster-gallery/naidoc-1981-poster,IMG02: NAIDOC exposes source-hosted poster images/download links; the index treats them as source-viewer evidence with Indigenous/community context and no local copy.,Source-hosted display only; no local image copy or ownership claim.
