cluster_key,source_family,family_class,region,theme,five_year_bucket,cluster_size,packet_relation_lane,packet_confidence,eligible_rows,anchor_rows,member_or_sub_rows,scope_status,scope_reason,blocking_dimensions,manual_resolution_path,seed_priority,sample_titles
Mexico|Corporate identity and design systems|Los Angeles Public Library Tessa / CONTENTdm|1975-1979,Los Angeles Public Library Tessa / CONTENTdm,library_archive_or_aggregator,Mexico,Corporate identity and design systems,1975-1979,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,1976 Brockman Gallery Film Festival
Mexico|Corporate identity and design systems|Los Angeles Public Library Tessa / CONTENTdm|1985-1989,Los Angeles Public Library Tessa / CONTENTdm,library_archive_or_aggregator,Mexico,Corporate identity and design systems,1985-1989,2,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,85 Images by 8 L.A. Artists at Brockman Gallery | African American Images Reception
Mexico|Travel and transport poster culture|Los Angeles Public Library Tessa / CONTENTdm|1975-1979,Los Angeles Public Library Tessa / CONTENTdm,library_archive_or_aggregator,Mexico,Travel and transport poster culture,1975-1979,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,9th Annual Berkeley Jazz Festival
Malaysia|Midcentury modern graphic communication|Malaysia Design Archive|2020-2024,Malaysia Design Archive,design_or_cultural_institution,Malaysia,Midcentury modern graphic communication,2020-2024,7,packet_parentage_review,medium,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,A Force More Powerful | In Solidarity With UK Students | Ayu Bersama Kita Cipta Sejarah Baru Kebangkitan Mahasiswa | Buruh Bersatu Tak Bisa Dikalahkan! | Kuasa Kepada Rakyat
Malaysia|Midcentury modern graphic communication|Malaysia Design Archive|2025-2029,Malaysia Design Archive,design_or_cultural_institution,Malaysia,Midcentury modern graphic communication,2025-2029,3,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Education is Power | We were told these chains were jewelry, now we’re melting them into weapons | Trying to Silence the LGBTQ+ Community? Good Luck Babe!"
Australia / Indigenous|Modern typography and layout|NAIDOC Poster Gallery|2015-2019,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,Modern typography and layout,2015-2019,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 2015 Poster
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|1975-1979,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,Postwar exhibition and cultural posters,1975-1979,2,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 1976 Poster | NAIDOC 1979 Poster
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|1980-1984,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,Postwar exhibition and cultural posters,1980-1984,5,packet_parentage_review,medium,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 1981 Poster | NAIDOC 1983 Poster | NAIDOC 1980 Poster | NAIDOC 1984 Poster | NAIDOC 1982 Poster
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|1985-1989,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,Postwar exhibition and cultural posters,1985-1989,4,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 1986 Poster | NAIDOC 1989 Poster | NAIDOC 1988 Poster | NAIDOC 1985 Poster
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|1990-1994,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,Postwar exhibition and cultural posters,1990-1994,4,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 1993 Poster | NAIDOC 1990 Poster | NAIDOC 1991 Poster | NAIDOC 1994 Poster
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|1995-1999,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,Postwar exhibition and cultural posters,1995-1999,2,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 1996 Poster | NAIDOC 1998 Poster
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|2000-2004,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,Postwar exhibition and cultural posters,2000-2004,5,packet_parentage_review,medium,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 2003 Poster | NAIDOC 2000 Poster | NAIDOC 2001 Poster | NAIDOC 2002 Poster | NAIDOC 2004 Poster
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|2005-2009,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,Postwar exhibition and cultural posters,2005-2009,3,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 2005 Poster | NAIDOC 2009 Poster | NAIDOC 2006 Poster
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|2010-2014,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,Postwar exhibition and cultural posters,2010-2014,3,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 2014 Poster | NAIDOC 2013 Poster | NAIDOC 2011 Poster
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|2015-2019,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,Postwar exhibition and cultural posters,2015-2019,2,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 2018 poster | NAIDOC 2016 Poster
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|2020-2024,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,Postwar exhibition and cultural posters,2020-2024,3,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 2020 poster | NAIDOC 2021 Poster | NAIDOC 2022 Poster
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|2025-2029,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,Postwar exhibition and cultural posters,2025-2029,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,2025 National NAIDOC Week Poster
Australia / Indigenous|Travel and transport poster culture|NAIDOC Poster Gallery|1990-1994,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,Travel and transport poster culture,1990-1994,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 1992 Poster
Australia / Indigenous|Travel and transport poster culture|NAIDOC Poster Gallery|1995-1999,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,Travel and transport poster culture,1995-1999,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 1995 Poster
Australia / Indigenous|World War and public-information graphics|NAIDOC Poster Gallery|1970-1974,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,World War and public-information graphics,1970-1974,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 1974 Poster
Australia / Indigenous|World War and public-information graphics|NAIDOC Poster Gallery|1985-1989,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,World War and public-information graphics,1985-1989,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 1987 Poster
Australia / Indigenous|World War and public-information graphics|NAIDOC Poster Gallery|1995-1999,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,World War and public-information graphics,1995-1999,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 1999 Poster
Australia / Indigenous|World War and public-information graphics|NAIDOC Poster Gallery|2005-2009,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,World War and public-information graphics,2005-2009,2,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 2007 Poster | NAIDOC 2008 Poster
Australia / Indigenous|World War and public-information graphics|NAIDOC Poster Gallery|2010-2014,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,World War and public-information graphics,2010-2014,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 2010 Poster
Australia / Indigenous|World War and public-information graphics|NAIDOC Poster Gallery|2015-2019,NAIDOC Poster Gallery,design_or_cultural_institution,Australia / Indigenous,World War and public-information graphics,2015-2019,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,NAIDOC 2019 Poster
United States|Midcentury modern graphic communication|Princeton Figgy|1890-1894,Princeton Figgy,library_archive_or_aggregator,United States,Midcentury modern graphic communication,1890-1894,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Herr Cohen : [poster and banner advertising phrenology lecture]
United States|Midcentury modern graphic communication|Princeton Figgy|1895-1899,Princeton Figgy,library_archive_or_aggregator,United States,Midcentury modern graphic communication,1895-1899,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Poster lore ... an amateur journal for art students and latter Day enthusiasts. [book 1]-2, pt. 1. (Jan.-Sept. 1896)."
United States|Midcentury modern graphic communication|Princeton Figgy|1900-1904,Princeton Figgy,library_archive_or_aggregator,United States,Midcentury modern graphic communication,1900-1904,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Ringling Bros and Barnum & Bailey. Key to Circus Interior poster.
United States|Midcentury modern graphic communication|Princeton Figgy|1915-1919,Princeton Figgy,library_archive_or_aggregator,United States,Midcentury modern graphic communication,1915-1919,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,City's Future
United States|Midcentury modern graphic communication|Princeton Figgy|1920-1924,Princeton Figgy,library_archive_or_aggregator,United States,Midcentury modern graphic communication,1920-1924,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,For Earlier Matinees
United States|Midcentury modern graphic communication|Princeton Figgy|1930-1934,Princeton Figgy,library_archive_or_aggregator,United States,Midcentury modern graphic communication,1930-1934,2,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Every employed New Yorker is urged to share, promptly and liberally | Every employed New Yorker is urged to share, promptly and liberally, to provide relief to the thousands in distress"
United States|Midcentury modern graphic communication|Princeton Figgy|1945-1949,Princeton Figgy,library_archive_or_aggregator,United States,Midcentury modern graphic communication,1945-1949,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Ringling Bros and Barnum & Bailey. Key to Menagerie poster.
United States|Postwar exhibition and cultural posters|Princeton Figgy|1900-1904,Princeton Figgy,library_archive_or_aggregator,United States,Postwar exhibition and cultural posters,1900-1904,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Somers Historical Society [Circus collection exhibition poster].
United States|World War and public-information graphics|Princeton Figgy|1945-1949,Princeton Figgy,library_archive_or_aggregator,United States,World War and public-information graphics,1945-1949,2,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"[Anti-Nazi propaganda poster depicting Hitler as a snake charmer playing a tune for snakes in top hats, which are rising out of a basket labeled ""Fascisti Repubblicani""] / [United States Office of War Information]. | [Anti-Nazi propaganda poster depicting Hitler and Mussolini creating a Frankenstein-like monster]."
United States|World War and public-information graphics|Princeton Figgy|1950-1954,Princeton Figgy,library_archive_or_aggregator,United States,World War and public-information graphics,1950-1954,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Halte a l'impérialisme communiste!
United States|Midcentury modern graphic communication|SMU Libraries Digital Collections / CONTENTdm|1980-1984,SMU Libraries Digital Collections / CONTENTdm,library_archive_or_aggregator,United States,Midcentury modern graphic communication,1980-1984,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,1983 aerial poster of campus from the northeast
United States|Postwar exhibition and cultural posters|SMU Libraries Digital Collections / CONTENTdm|1995-1999,SMU Libraries Digital Collections / CONTENTdm,library_archive_or_aggregator,United States,Postwar exhibition and cultural posters,1995-1999,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,1995 Literary Festival
United States|World War and public-information graphics|SMU Libraries Digital Collections / CONTENTdm|1990-1994,SMU Libraries Digital Collections / CONTENTdm,library_archive_or_aggregator,United States,World War and public-information graphics,1990-1994,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,1994 Literary Festival. An Annual Celebration of the Written Word.
Georgia|World War and public-information graphics|Smithsonian|1860-1864,Smithsonian,museum_or_collection_api,Georgia,World War and public-information graphics,1860-1864,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Trade card for the slave dealers Blount & Dawson in Savannah, Georgia"
United Kingdom|Travel and transport poster culture|Smithsonian|1840-1844,Smithsonian,museum_or_collection_api,United Kingdom,Travel and transport poster culture,1840-1844,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Trade Card for The Liverpool Cloth Establishment
United States|Midcentury modern graphic communication|Smithsonian|1925-1929,Smithsonian,museum_or_collection_api,United States,Midcentury modern graphic communication,1925-1929,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Advertisement card for gospel singer Rev. Isaac C. Reddie
United States|Midcentury modern graphic communication|Smithsonian|1940-1944,Smithsonian,museum_or_collection_api,United States,Midcentury modern graphic communication,1940-1944,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Advertisement for Sweet Georgia Brown skin bleaching creams
United States|Postwar exhibition and cultural posters|Smithsonian|1860-1864,Smithsonian,museum_or_collection_api,United States,Postwar exhibition and cultural posters,1860-1864,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Hunt's Remedy trade card
United States|Travel and transport poster culture|Smithsonian|1850-1854,Smithsonian,museum_or_collection_api,United States,Travel and transport poster culture,1850-1854,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Washington Hotel Trade Card
United States|World War and public-information graphics|Smithsonian|1830-1834,Smithsonian,museum_or_collection_api,United States,World War and public-information graphics,1830-1834,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Trade Card of John Williams, Clothier"
United States|World War and public-information graphics|Smithsonian|1860-1864,Smithsonian,museum_or_collection_api,United States,World War and public-information graphics,1860-1864,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Trade card for the ""Great Negro Mart"" in Memphis, Tennessee"
Aotearoa New Zealand|Corporate identity and design systems|Te Papa|1985-1989,Te Papa,museum_or_collection_api,Aotearoa New Zealand,Corporate identity and design systems,1985-1989,1,small_anchor_or_manual,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Poster, 'To the French Government'"
Aotearoa New Zealand|Postwar exhibition and cultural posters|Te Papa|1940-1944,Te Papa,museum_or_collection_api,Aotearoa New Zealand,Postwar exhibition and cultural posters,1940-1944,4,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Poster, 'A British Anti-aircraft Battery in action' | Poster, 'The Historic Meeting Between Winston Churchill And President Roosevelt' | Poster, 'British Troops in Battle Manoeuvres' | Poster, 'Giant of the Air'"
Aotearoa New Zealand|Postwar exhibition and cultural posters|Te Papa|1970-1974,Te Papa,museum_or_collection_api,Aotearoa New Zealand,Postwar exhibition and cultural posters,1970-1974,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Poster, 'Stop the Slaughter'"
Aotearoa New Zealand|Postwar exhibition and cultural posters|Te Papa|1980-1984,Te Papa,museum_or_collection_api,Aotearoa New Zealand,Postwar exhibition and cultural posters,1980-1984,4,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Poster, 'The 50 Guilty People' | 'Poor & Ignored' poster | Poster, 'Stop French N Tests' | Poster, 'Nuclear Free Independent Pacific'"
Aotearoa New Zealand|Postwar exhibition and cultural posters|Te Papa|1990-1994,Te Papa,museum_or_collection_api,Aotearoa New Zealand,Postwar exhibition and cultural posters,1990-1994,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,'Back to the Past' poster
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1985-1989,Te Papa,museum_or_collection_api,Aotearoa New Zealand,World War and public-information graphics,1985-1989,3,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Poster, 'Herbs Aotearoa Dread Beat & Blood' | 'When the earth is sick' poster | Poster, 'For good, strong nuclear free legislation'"
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1990-1994,Te Papa,museum_or_collection_api,Aotearoa New Zealand,World War and public-information graphics,1990-1994,2,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"Poster, 'Independence and Peace' | Poster, 'Hiroshima Day'"
United States|Midcentury modern graphic communication|Temple University Libraries Digital Collections / CONTENTdm|1995-1999,Temple University Libraries Digital Collections / CONTENTdm,library_archive_or_aggregator,United States,Midcentury modern graphic communication,1995-1999,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,Cover of Pennsylvania Ballet 1994/1995 season flyer
South Africa|Midcentury modern graphic communication|University of Cape Town Digital Collections|2015-2019,University of Cape Town Digital Collections,other_non_commons,South Africa,Midcentury modern graphic communication,2015-2019,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,CTDPS Student Handbook 2019
South Africa|Midcentury modern graphic communication|University of Cape Town Digital Collections|2020-2024,University of Cape Town Digital Collections,other_non_commons,South Africa,Midcentury modern graphic communication,2020-2024,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,CTDPS Student Handbook 2020
United States|Midcentury modern graphic communication|University of Miami Libraries Digital Collections / CONTENTdm|1970-1974,University of Miami Libraries Digital Collections / CONTENTdm,library_archive_or_aggregator,United States,Midcentury modern graphic communication,1970-1974,3,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"3er Congreso Nacional, Agosto 2-5, 1973 | 2do Congreso Nacional Abdala, Agosto 3-6. | A Cuba, con el fusil en la mano"
United States|Midcentury modern graphic communication|University of Miami Libraries Digital Collections / CONTENTdm|1975-1979,University of Miami Libraries Digital Collections / CONTENTdm,library_archive_or_aggregator,United States,Midcentury modern graphic communication,1975-1979,1,mixed_manual_relation_review,low,0,0,0,method_review_only,cluster_lane_not_strong_packet_candidate,lane_not_strong; confidence_not_high; no_eligible_rows; missing_anchor; missing_member_or_sub; method_review_only,improve_relation_evidence_before_sandbox,-10,"28 de Enero, 1970, acto conmemorativo: natalicio de Martí, X aniversario de la Agrupación Abdala."
