sample_id,sample_type,target_display_labels,target_region_ids,target_geo_ids,surface_id,source_record_id,title,date_text,period_band,source_name,current_region_label,candidate_action,confidence,evidence_fields,evidence_snippet,review_question
RGN-QA-123,auto_map_stratified,Chile,REG004,GEO032,SURF-ESR1931R028,ESR1931R028,Memoria Chilena: Portal,source scope: pre-WWII-present,undated_or_unparsed,Memoria Chilena,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Chile | sourceSubjects: Chilean posters, periodicals, political print context; national library portal; Latin America; Chile | title: Memoria Chilena: Portal | sourceDescription: Chilean posters, periodicals, political print context",Does high-signal metadata support this target geography?
RGN-QA-124,auto_map_stratified,Cuba,REG004,GEO029,SURF-PWC2026R002,PWC2026R002,Santos Toledo Argudín 2022.jpg,1950,1930_1970,Wikimedia Commons,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Unresolved region | sourceSubjects: Santos Toledo Argudín|Self-published work|2014 in Havana|Men wearing glasses in Cuba | title: Santos Toledo Argudín 2022.jpg | sourceDescription: Cuban poster designer Santos Toledo (1950-),Does high-signal metadata support this target geography?
RGN-QA-125,auto_map_stratified,India,REG012,GEO051,SURF-COM1970R072,COM1970R072,Kaliposter1940s.jpg,1940,1930_1970,Wikimedia Commons,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Unresolved region | sourceSubjects: PD India|Posters of India|Template Unknown (author)|1940s posters|PD-old missing SDC copyright status|Paintings of Kali|Kali trampling Shiva|Religious posters | title: Kaliposter1940s.jpg | sourceDescription: With a flaming background that evokes the end of the world (bazaar art, c.1940's)",Does high-signal metadata support this target geography?
RGN-QA-126,low_signal_review,Aotearoa New Zealand,REG015,GEO070,SURF-CRG2026R0005,CRG2026R0005,"The authentic and genuine history of the signing of the Treaty of Waitangi, New Zealand, February 5 and 6, 1840 - Cover.jpg",1840,pre_1930,"Wikimedia Commons file source / The authentic and genuine history of the signing of the Treaty of Waitangi, New Zealand, February 5 and 6, 1840 - Cover.jpg / page 152593751",Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; book cover; | title: The authentic and genuine history of the signing of the Treaty of Waitangi, New Zealand, February 5 and 6, 1840 - Cover.jpg | sourceDescription: Cover image extracted from [File:The authentic and genuine history of the signing of the Treaty of Waitangi, New Zealand, February 5 and 6, 1840.pdf]",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-127,low_signal_review,United States,REG003,GEO025,SURF-CRG2026R0007,CRG2026R0007,Stamp 1970 UAE-FU MiNr0651A pm B002.jpg,1841,pre_1930,Wikimedia Commons file source / Stamp 1970 UAE-FU MiNr0651A pm B002.jpg / page 117870240,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; | title: Stamp 1970 UAE-FU MiNr0651A pm B002.jpg | sourceDescription: Airmail stamp of the United Arab Emirates - Emirate Fujeira; 1970: airmail stamp of the issue ""Nude paintings by Renoir""; meant is the French painter and master of the impressionis",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-128,low_signal_review,France,REG001,GEO005,SURF-CRG2026R0006,CRG2026R0006,Stamp 1974 Romania MiNr3179 pm B002a.jpg,1841,pre_1930,Wikimedia Commons file source / Stamp 1974 Romania MiNr3179 pm B002a.jpg / page 117737469,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Eastern Europe / Romania | sourceSubjects: Eastern Europe; Romania; stamp; | title: Stamp 1974 Romania MiNr3179 pm B002a.jpg | sourceDescription: Stamp of Romania; 1974; commemorative stamp of the issue ""Impressionist Paintings""; As stamp motive is showing the painting ""Landscape with house"" (Italian title: ""Paessaggio con c",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-129,low_signal_review,United States; France; Japan,REG001; REG003; REG005,GEO005; GEO025; GEO036,SURF-CRG2026R0020,CRG2026R0020,Stamp 1968 UAE-RK MiNr0243A pm B002.jpg,1853,pre_1930,Wikimedia Commons file source / Stamp 1968 UAE-RK MiNr0243A pm B002.jpg / page 118013751,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; | title: Stamp 1968 UAE-RK MiNr0243A pm B002.jpg | sourceDescription: Stamp of the United Arab Emirates - Emirate Ras al-Khaima; 1968; commemorative stamp of the series ""International Museum Campaign - Art Masterpieces""; As stamp motive is shown a de",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-130,low_signal_review,Germany,REG001,GEO006,SURF-CRG2026R0033,CRG2026R0033,Exhibit catalog for the Moos Gallery - DPLA - ab678f6f7d2bd55e4bb84b063a4b4a2f (page 2).jpg,1868,pre_1930,Wikimedia Commons file source / Exhibit catalog for the Moos Gallery - DPLA - ab678f6f7d2bd55e4bb84b063a4b4a2f (page 2).jpg / page 134207282,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; pamphlet; | title: Exhibit catalog for the Moos Gallery - DPLA - ab678f6f7d2bd55e4bb84b063a4b4a2f (page 2).jpg | sourceDescription: Pamphlet for the 1919 exhibition of the Gruppe ""RIH"" collected by Georg Bredig (1868-1944). The exhibition was at Gallery Moos, an art gallery founded by Max Moos. The RIH group (1",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-131,low_signal_review,Germany,REG001,GEO006,SURF-CRG2026R0034,CRG2026R0034,Exhibit catalog for the Moos Gallery - DPLA - ab678f6f7d2bd55e4bb84b063a4b4a2f (page 3).jpg,1868,pre_1930,Wikimedia Commons file source / Exhibit catalog for the Moos Gallery - DPLA - ab678f6f7d2bd55e4bb84b063a4b4a2f (page 3).jpg / page 134207284,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; pamphlet; | title: Exhibit catalog for the Moos Gallery - DPLA - ab678f6f7d2bd55e4bb84b063a4b4a2f (page 3).jpg | sourceDescription: Pamphlet for the 1919 exhibition of the Gruppe ""RIH"" collected by Georg Bredig (1868-1944). The exhibition was at Gallery Moos, an art gallery founded by Max Moos. The RIH group (1",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-132,low_signal_review,United Kingdom,REG001,GEO003,SURF-CRG2026R0049,CRG2026R0049,"Tamworth Registration Office and Old Stone Cross public house, Church Street, Tamworth - geograph.org.uk - 1741874.jpg",1870,pre_1930,"Wikimedia Commons file source / Tamworth Registration Office and Old Stone Cross public house, Church Street, Tamworth - geograph.org.uk - 1741874.jpg / page 14476000",Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; leaflet; Category:Buildings in Tamworth Category:CC-BY-SA-2.0 Category:Church Street, Tamworth Category:Grade II listed buildings in Staffordshire C | title: Tamworth Registration Office and Old Stone Cross public house, Church Street, Tamworth - geograph.org.uk - 1741874.jpg | sourceDescription: Tamworth Registration Office and Old Stone Cross public house, Church Street, Tamworth Two conflicting versions of the history of this building. ImagesofEngland states that it was ",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-133,low_signal_review,United States; United Kingdom,REG001; REG003,GEO003; GEO025,SURF-CRG2026R0078,CRG2026R0078,"30a Sammlung Eybl Großbritannien. Alfred Leete (1882–1933) Britons (Kitchener) wants you (Briten Kitchener braucht Euch). 1914 (Nachdruck), 74 x 50 cm. (Slg.Nr. 552).jpg",1882,pre_1930,"Wikimedia Commons file source / 30a Sammlung Eybl Großbritannien. Alfred Leete (1882–1933) Britons (Kitchener) wants you (Briten Kitchener braucht Euch). 1914 (Nachdruck), 74 x 50 cm. (Slg.Nr. 552).jpg / page 43336500",Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; magazine cover; | title: 30a Sammlung Eybl Großbritannien. Alfred Leete (1882–1933) Britons (Kitchener) wants you (Briten Kitchener braucht Euch). 1914 (Nachdruck), 74 x 50 cm. (Slg.Nr. 552).jpg | sourceDescription: UK. Alfred Leete (1882-1933). Britons (Kitchener) wants you (British / Kitchener / needs you). 1914 (reprint), 74 x 50 cm. (Slg.Nr. 552). The title page of the ""London Opinion"" in ",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-134,low_signal_review,Aotearoa New Zealand,REG015,GEO070,SURF-CRG2026R0102,CRG2026R0102,Reid•Rambles·on·the·Golden·Coast•1886•001•Cover.jpg,1886,pre_1930,Wikimedia Commons file source / Reid•Rambles·on·the·Golden·Coast•1886•001•Cover.jpg / page 122406211,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; book cover; | title: Reid•Rambles·on·the·Golden·Coast•1886•001•Cover.jpg | sourceDescription: Book cover for Rambles on the Golden Coast of New Zealand by Robert Caldwell Reid (1886), The Colonial Printing and Publishing Company, London.",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-135,low_signal_review,United Kingdom,REG001,GEO003,SURF-CRG2026R0108,CRG2026R0108,Stamp of Zululand - 1888 - Colnect 564761 - Queen Victoria UK Overstamped.jpeg,1888,pre_1930,Wikimedia Commons file source / Stamp of Zululand - 1888 - Colnect 564761 - Queen Victoria UK Overstamped.jpeg / page 115842451,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; | title: Stamp of Zululand - 1888 - Colnect 564761 - Queen Victoria UK Overstamped.jpeg | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: 1888; creator/attribution: Post of Zululand; place evidence: Global / release gate ex,Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-136,low_signal_review,United Kingdom,REG001,GEO003,SURF-CRG2026R0109,CRG2026R0109,Stamp of Zululand - 1888 - Colnect 564763 - Queen Victoria UK Overstamped.jpeg,1888,pre_1930,Wikimedia Commons file source / Stamp of Zululand - 1888 - Colnect 564763 - Queen Victoria UK Overstamped.jpeg / page 115842457,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; | title: Stamp of Zululand - 1888 - Colnect 564763 - Queen Victoria UK Overstamped.jpeg | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: 1888; creator/attribution: Post of Zululand; place evidence: Global / release gate ex,Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-137,low_signal_review,United Kingdom,REG001,GEO003,SURF-CRG2026R0110,CRG2026R0110,Stamp of Zululand - 1888 - Colnect 564764 - Queen Victoria UK Overstamped.jpeg,1888,pre_1930,Wikimedia Commons file source / Stamp of Zululand - 1888 - Colnect 564764 - Queen Victoria UK Overstamped.jpeg / page 115842464,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; | title: Stamp of Zululand - 1888 - Colnect 564764 - Queen Victoria UK Overstamped.jpeg | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: 1888; creator/attribution: Post of Zululand; place evidence: Global / release gate ex,Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-138,low_signal_review,United Kingdom,REG001,GEO003,SURF-CRG2026R0112,CRG2026R0112,Stamp of Zululand - 1888 - Colnect 564769 - Queen Victoria UK Overstamped.jpeg,1888,pre_1930,Wikimedia Commons file source / Stamp of Zululand - 1888 - Colnect 564769 - Queen Victoria UK Overstamped.jpeg / page 115842514,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; | title: Stamp of Zululand - 1888 - Colnect 564769 - Queen Victoria UK Overstamped.jpeg | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: 1888; creator/attribution: Post of Zululand; place evidence: Global / release gate ex,Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-139,low_signal_review,United Kingdom,REG001,GEO003,SURF-CRG2026R0113,CRG2026R0113,Stamp of Zululand - 1888 - Colnect 564771 - Queen Victoria UK Overstamped.jpeg,1888,pre_1930,Wikimedia Commons file source / Stamp of Zululand - 1888 - Colnect 564771 - Queen Victoria UK Overstamped.jpeg / page 115842556,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; | title: Stamp of Zululand - 1888 - Colnect 564771 - Queen Victoria UK Overstamped.jpeg | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: 1888; creator/attribution: Post of Zululand; place evidence: Global / release gate ex,Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-140,low_signal_review,United Kingdom,REG001,GEO003,SURF-CRG2026R0114,CRG2026R0114,Stamp of Zululand - 1888 - Colnect 564772 - Queen Victoria UK Overstamped.jpeg,1888,pre_1930,Wikimedia Commons file source / Stamp of Zululand - 1888 - Colnect 564772 - Queen Victoria UK Overstamped.jpeg / page 115842578,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; | title: Stamp of Zululand - 1888 - Colnect 564772 - Queen Victoria UK Overstamped.jpeg | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: 1888; creator/attribution: Post of Zululand; place evidence: Global / release gate ex,Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-141,low_signal_review,United Kingdom,REG001,GEO003,SURF-CRG2026R0115,CRG2026R0115,Stamp of Zululand - 1888 - Colnect 564773 - Queen Victoria UK Overstamped.jpeg,1888,pre_1930,Wikimedia Commons file source / Stamp of Zululand - 1888 - Colnect 564773 - Queen Victoria UK Overstamped.jpeg / page 115842594,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; | title: Stamp of Zululand - 1888 - Colnect 564773 - Queen Victoria UK Overstamped.jpeg | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: 1888; creator/attribution: Post of Zululand; place evidence: Global / release gate ex,Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-142,low_signal_review,United Kingdom,REG001,GEO003,SURF-CRG2026R0142,CRG2026R0142,Stamp of Zululand - 1893 - Colnect 564762 - Queen Victoria UK Overstamped.jpeg,1893,pre_1930,Wikimedia Commons file source / Stamp of Zululand - 1893 - Colnect 564762 - Queen Victoria UK Overstamped.jpeg / page 115842639,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; | title: Stamp of Zululand - 1893 - Colnect 564762 - Queen Victoria UK Overstamped.jpeg | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: 1893; creator/attribution: Post of Zululand; place evidence: Global / release gate ex,Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-143,low_signal_review,Aotearoa New Zealand,REG015,GEO070,SURF-CRG2026R0225,CRG2026R0225,New Zealand or Ao-Tea-Roa.jpg,1907,pre_1930,Wikimedia Commons file source / New Zealand or Ao-Tea-Roa.jpg / page 126192112,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; book cover; | title: New Zealand or Ao-Tea-Roa.jpg | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: 1907; creator/attribution: Unknown author Unknown author; place evidence: Global / re,Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-144,low_signal_review,Germany,REG001,GEO006,SURF-CRG2026R0230,CRG2026R0230,"Münster, LWL-Museum für Kunst und Kultur, Blick auf den Dom -- 2020 -- 8290.jpg",1908,pre_1930,"Wikimedia Commons file source / Münster, LWL-Museum für Kunst und Kultur, Blick auf den Dom -- 2020 -- 8290.jpg / page 93726122",Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; poster; | title: Münster, LWL-Museum für Kunst und Kultur, Blick auf den Dom -- 2020 -- 8290.jpg | sourceDescription: St Paul’s Cathedral (view from LWL Museum for Art and Culture ), Münster , North Rhine-Westphalia , Germany The LWL Museum of Art and Culture in Münster is one of the most importan",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-145,low_signal_review,United Kingdom,REG001,GEO003,SURF-CRG2026R0306,CRG2026R0306,"THE WOMEN'S WORK IN THE WAR PRODUCTION, 1914-1918 Q107032.jpg",1914,pre_1930,"Wikimedia Commons file source / THE WOMEN'S WORK IN THE WAR PRODUCTION, 1914-1918 Q107032.jpg / page 63213501",Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; leaflet; | title: THE WOMEN'S WORK IN THE WAR PRODUCTION, 1914-1918 Q107032.jpg | sourceDescription: THE WOMEN'S WORK IN THE WAR PRODUCTION, 1914-1918 Leaflet by the Queen's Needlework Guild offering advice to women on how to contribute to the war effort by making clothes.",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-146,low_signal_review,United Kingdom,REG001,GEO003,SURF-CRG2026R0360,CRG2026R0360,Tentoonstelling van Oorlogs Curiosa (exhibition of War Curiosities) Art.IWMPST13156.jpg,1918,pre_1930,Wikimedia Commons file source / Tentoonstelling van Oorlogs Curiosa (exhibition of War Curiosities) Art.IWMPST13156.jpg / page 24210670,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; poster; | title: Tentoonstelling van Oorlogs Curiosa (exhibition of War Curiosities) Art.IWMPST13156.jpg | sourceDescription: Tentoonstelling van Oorlogs Curiosa [exhibition of War Curiosities] whole: the main image occupies the majority, held within a black border. Smaller images are positioned down the ",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-147,low_signal_review,Italy,REG001,GEO011,SURF-COM1970R022,COM1970R022,Prima esposizione (Milan).jpg,1919,pre_1930,Wikimedia Commons,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Unresolved region | sourceSubjects: Società Umanitaria (Milan)|PD Old|1919 advertisements|Advertising posters|Template Unknown (author)|CC-PD-Mark|PD-old missing SDC copyright status|Posters in Milan | title: Prima esposizione (Milan).jpg | sourceDescription: Advertising poster for the first Lombardy Regional Exposition for the Decorative Arts in Milan – 1919, Italy",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-148,low_signal_review,Aotearoa New Zealand,REG015,GEO070,SURF-CRG2026R0406,CRG2026R0406,Tutira the story of a New Zealand sheep station (book cover 1921).jpg,1921,pre_1930,Wikimedia Commons file source / Tutira the story of a New Zealand sheep station (book cover 1921).jpg / page 77515031,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; book cover; | title: Tutira the story of a New Zealand sheep station (book cover 1921).jpg | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: 1921; creator/attribution: Herbert Guthrie-Smith; place evidence: Global / release ga,Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-149,low_signal_review,Canada,REG003,GEO026,SURF-CRG2026R0413,CRG2026R0413,Dec 1923 CNR magazine.jpg,1923,pre_1930,Wikimedia Commons file source / Dec 1923 CNR magazine.jpg / page 113624118,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; magazine cover; | title: Dec 1923 CNR magazine.jpg | sourceDescription: Dec 1923 Canadian National Railways Magazine cover,Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-150,low_signal_review,United States,REG003,GEO025,SURF-CRG2026R0493,CRG2026R0493,Kingofkings poster.gif,1927,pre_1930,Wikimedia Commons file source / Kingofkings poster.gif / page 47525781,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; film poster; | title: Kingofkings poster.gif | sourceDescription: Poster for the 1927 film King of Kings . The item has no copyright markings on it as can be seen in the links above. At bottom left is Country of origin USA. At bottom right is a l,Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-151,low_signal_review,Aotearoa New Zealand,REG015,GEO070,SURF-CRG2026R0553,CRG2026R0553,"Rotorua. Nature's cure, for thermal waters health and recreation.jpg",1930,pre_1930,"Wikimedia Commons file source / Rotorua. Nature's cure, for thermal waters health and recreation.jpg / page 90561764",Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; advertising poster; | title: Rotorua. Nature's cure, for thermal waters health and recreation.jpg | sourceDescription: Rotorua. Nature's cure, for thermal waters health and recreation. Advertising poster by New Zealand Railways publicity and advertising branch produced in the 1930s.",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-152,low_signal_review,United Kingdom,REG001,GEO003,SURF-CRG2026R0588,CRG2026R0588,Ireland 1931 Royal Dublin Society 2d.jpg,1931,1930_1970,Wikimedia Commons file source / Ireland 1931 Royal Dublin Society 2d.jpg / page 153687318,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; | title: Ireland 1931 Royal Dublin Society 2d.jpg | sourceDescription: Irish 2d stamp released 1931 for the 200th Anniversary of the Royal Dublin Society,Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-153,low_signal_review,United States,REG003,GEO025,SURF-CRG2026R0590,CRG2026R0590,Millie 1931 poster.jpg,1931,1930_1970,Wikimedia Commons file source / Millie 1931 poster.jpg / page 57592105,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; film poster; | title: Millie 1931 poster.jpg | sourceDescription: Poster for the 1931 film Millie . This is a copy of a window card poster unedited copy . The top was originally blank so a local theater could affix its own information. The top ha,Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-154,low_signal_review,Canada,REG003,GEO026,SURF-CRG2026R0611,CRG2026R0611,Beth Laemmle magazine cover (cropped).jpg,1932,1930_1970,Wikimedia Commons file source / Beth Laemmle magazine cover (cropped).jpg / page 138515607,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; magazine cover; | title: Beth Laemmle magazine cover (cropped).jpg | sourceDescription: Magazine cover featuring Carla (Beth) Laemmle, silent movie star. From the collection of Conrad Poirier, Montreal national archives. The full provenance isn't completely clear - th",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-155,low_signal_review,Canada,REG003,GEO026,SURF-CRG2026R0612,CRG2026R0612,Beth Laemmle magazine cover.jpg,1932,1930_1970,Wikimedia Commons file source / Beth Laemmle magazine cover.jpg / page 138515557,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; magazine cover; | title: Beth Laemmle magazine cover.jpg | sourceDescription: Magazine cover featuring Carla (Beth) Laemmle, silent movie star. From the collection of Conrad Poirier, Montreal national archives. The full provenance isn't completely clear - th",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-156,low_signal_review,United States,REG003,GEO025,SURF-CRG2026R0702,CRG2026R0702,Poster- Palooka.jpg,1934,1930_1970,Wikimedia Commons file source / Poster- Palooka.jpg / page 33437409,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; film poster; | title: Poster- Palooka.jpg | sourceDescription: American film poster for the 1934 film Palooka , starring Stuart Erwin, Lupe Vélez , and Jimmy Durante .",Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-157,low_signal_review,United States,REG003,GEO025,SURF-CRG2026R0733,CRG2026R0733,Dawn Rider poster.jpg,1935,1930_1970,Wikimedia Commons file source / Dawn Rider poster.jpg / page 58466749,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; film poster; | title: Dawn Rider poster.jpg | sourceDescription: Poster for the 1935 film The Dawn Rider . There are no copyright marks. At bottom left is Made in USA #6236. At bottom right is the Tooker Litho Company logo-they printed the poste,Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-158,low_signal_review,United States,REG003,GEO025,SURF-CRG2026R0744,CRG2026R0744,Poster of the movie The Law of 45's.jpg,1935,1930_1970,Wikimedia Commons file source / Poster of the movie The Law of 45's.jpg / page 45116845,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; film poster; | title: Poster of the movie The Law of 45's.jpg | sourceDescription: Poster for the 1935 film Law of the 45s . The item has no copyright markings on it as can be seen in the links above. At lower right is Litho in USA. At lower left is M R Litho Co.,Is the low-signal location an actual object/source geography or only incidental text?
RGN-QA-159,low_signal_review,United States; Australia,REG003; REG015,GEO025; GEO069,SURF-CRG2026R0766,CRG2026R0766,The Arizonian (1935) film poster.jpg,1935,1930_1970,Wikimedia Commons file source / The Arizonian (1935) film poster.jpg / page 147051586,Unresolved region,review_low_signal_geo_candidates,low,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; film poster; | title: The Arizonian (1935) film poster.jpg | sourceDescription: From a scan at Heritage Auction. Believed to be public domain in the United States and in Australia.,Is the low-signal location an actual object/source geography or only incidental text?
