candidate_id,source_name,macro_region,subregion,country_or_region,source_class,institutional_level,protocol_family,url,period_start,period_end,period_bands,expected_record_types,capture_route,recommended_adapter,recommended_image_policy,text_enrichment_path,rights_posture,risk_notes,priority,inclusion_status,notes,impact_score,impact_rating,impact_basis,new_source_basis
NLCV30174,Bahamas National Archives,Latin America / Caribbean,Caribbean,Bahamas,national archive,national,HTML,https://www.bahamasnationalarchives.bs/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; newspapers; government print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=Latin America / Caribbean; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30175,National Library of The Bahamas,Latin America / Caribbean,Caribbean,Bahamas,national library,national,HTML,https://www.bahamaslibraries.org/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; public communication,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,68,B,"region=Latin America / Caribbean; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30176,Belize Archives and Records Service,Latin America / Caribbean,Central America / Caribbean,Belize,national archive,national,HTML,https://www.belizearchives.gov.bz/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; newspapers; government print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=Latin America / Caribbean; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30177,National Library Service of Belize,Latin America / Caribbean,Central America / Caribbean,Belize,national library,national,HTML,https://www.bnlsis.org/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; cultural publications,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,68,B,"region=Latin America / Caribbean; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30178,Afghanistan Digital Library,South Asia,Afghanistan,Afghanistan,digital library,university/institutional,HTML,https://afghanistandl.nyu.edu/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; periodicals; print culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P0,candidate,,77,B,"region=South Asia; class=digital library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30179,Afghanistan Centre at Kabul University,South Asia,Afghanistan,Afghanistan,university archive/library,university,HTML,https://acku.edu.af/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; posters; public communication; documents,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P0,candidate,,87,A,"region=South Asia; class=university archive/library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30180,Korea Democracy Foundation Archives,East Asia,Korea,South Korea,movement archive,foundation,HTML,https://archives.kdemo.or.kr/,1950,2026,1931-1970; 1971-2000; 2001-2026,posters; pamphlets; protest graphics; documents,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P0,candidate,,79,B,"region=East Asia; class=movement archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30181,Taiwan e-Learning and Digital Archives Program,East Asia,Taiwan,Taiwan,digital archive aggregator,consortium,HTML,https://culture.teldap.tw/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,posters; photographs; print culture; collection records,source-level metadata and source-link discovery,aggregator_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,77,B,"region=East Asia; class=digital archive aggregator; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30182,Mongolian National Library,Central Asia,Mongolia,Mongolia,national library,national,HTML/catalog,https://nationallibrary.mn/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; public print; posters,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=Central Asia; class=national library; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30183,Mongolian National Archives,Central Asia,Mongolia,Mongolia,national archive,national,HTML,https://archives.gov.mn/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,77,B,"region=Central Asia; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30184,Lithuanian Integral Museum Information System LIMIS,Eastern Europe / Caucasus,Baltics,Lithuania,museum aggregator,national,HTML/catalog,https://www.limis.lt/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,posters; museum objects; photographs; visual culture,source-level metadata and source-link discovery,aggregator_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P0,candidate,,83,A,"region=Eastern Europe / Caucasus; class=museum aggregator; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30185,Polish Digital Libraries Federation,Eastern Europe / Caucasus,Central Europe,Poland,digital library federation,consortium,OAI/HTML,https://fbc.pionier.net.pl/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,posters; books; newspapers; periodicals,source-level metadata and source-link discovery,oai_router_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P0,candidate,,83,A,"region=Eastern Europe / Caucasus; class=digital library federation; protocol=OAI/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30186,National Library of Albania,Eastern Europe / Caucasus,Balkans,Albania,national library,national,HTML/catalog,https://www.bksh.al/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; posters; periodicals,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,79,B,"region=Eastern Europe / Caucasus; class=national library; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30187,National Library of Kosovo,Eastern Europe / Caucasus,Balkans,Kosovo,national library,national,HTML/catalog,https://www.biblioteka-ks.org/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; posters; public print,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,79,B,"region=Eastern Europe / Caucasus; class=national library; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30188,National Archives of Estonia,Eastern Europe / Caucasus,Baltics,Estonia,national archive,national,HTML/catalog,https://www.ra.ee/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; posters; photographs; public print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,89,A,"region=Eastern Europe / Caucasus; class=national archive; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30189,Papua New Guinea National Museum and Art Gallery,Oceania / Indigenous,Pacific,Papua New Guinea,national museum archive,national,HTML,https://www.museumpng.gov.pg/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,museum records; posters; public culture; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,80,B,"region=Oceania / Indigenous; class=national museum archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30190,National Library and Archives of Papua New Guinea,Oceania / Indigenous,Pacific,Papua New Guinea,national library/archive,national,HTML,https://www.nlapng.gov.pg/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; archives; public communication; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,72,B,"region=Oceania / Indigenous; class=national library/archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30191,Vanuatu Cultural Centre,Oceania / Indigenous,Pacific,Vanuatu,cultural archive,national/community,HTML,https://vanuatuculturalcentre.vu/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,cultural records; public graphics; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,72,B,"region=Oceania / Indigenous; class=cultural archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30192,Solomon Islands National Museum,Oceania / Indigenous,Pacific,Solomon Islands,national museum/archive,national,HTML,https://www.solomonislandsmuseum.gov.sb/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,museum records; cultural print; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P2,candidate,,68,B,"region=Oceania / Indigenous; class=national museum/archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30193,Samoa National Archives and Records Authority,Oceania / Indigenous,Pacific,Samoa,national archive,national,HTML,https://www.mesc.gov.ws/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; public communication; government print,source-level metadata and source-link discovery,manual_source_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P2,candidate,,68,B,"region=Oceania / Indigenous; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30194,CCA Lagos Archive,Africa,West Africa,Nigeria,contemporary art and visual culture archive,nonprofit,HTML,https://ccalagos.org/,1990,2026,1971-2000; 2001-2026,exhibition graphics; publications; visual culture records,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,75,B,"region=Africa; class=contemporary art and visual culture archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30195,Nsibidi Institute,Africa,West Africa,Nigeria,visual culture research archive,research/community,HTML,https://nsibidiinstitute.org/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,visual culture; archives; publications; source leads,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,75,B,"region=Africa; class=visual culture research archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30196,RAW Material Company,Africa,West Africa,Senegal,art and publication archive,nonprofit,HTML,https://rawmaterialcompany.org/,2000,2026,1971-2000; 2001-2026,publications; exhibition graphics; visual culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,75,B,"region=Africa; class=art and publication archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30197,Nubuke Foundation,Africa,West Africa,Ghana,art and cultural archive,nonprofit,HTML,https://nubukefoundation.org/,2000,2026,1971-2000; 2001-2026,exhibition graphics; publications; cultural records,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Africa; class=art and cultural archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30198,GoDown Arts Centre,Africa,East Africa,Kenya,arts archive,nonprofit,HTML,https://thegodownartscentre.com/,2000,2026,1971-2000; 2001-2026,posters; event graphics; publications; visual culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P2,candidate,,79,B,"region=Africa; class=arts archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30199,Market Photo Workshop,Africa,Southern Africa,South Africa,visual culture education archive,nonprofit,HTML,https://marketphotoworkshop.co.za/,1980,2026,1971-2000; 2001-2026,exhibition graphics; publications; community visual culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Africa; class=visual culture education archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30200,Bag Factory Artists' Studios Archive,Africa,Southern Africa,South Africa,arts archive,nonprofit,HTML,https://bagfactoryart.org.za/,1990,2026,1971-2000; 2001-2026,exhibition graphics; posters; publications,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P2,candidate,,79,B,"region=Africa; class=arts archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30201,Aga Khan Documentation Center Collections,MENA,Islamic world,MENA / South Asia,architecture and visual culture archive,university,HTML/catalog,https://libraries.mit.edu/akdc/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,posters; architecture graphics; photographs; visual culture,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,92,A,"region=MENA; class=architecture and visual culture archive; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30202,Qatar National Library Digital Repository,MENA,Gulf,Qatar,national library repository,national,HTML/catalog,https://www.qnl.qa/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; posters; Gulf print culture,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=MENA; class=national library repository; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30203,Mathaf Arab Museum of Modern Art,MENA,Gulf,Qatar / Arab world,museum archive,museum,HTML,https://mathaf.org.qa/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,exhibition graphics; publications; visual culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,73,B,"region=MENA; class=museum archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30204,Sharjah Art Foundation Archive,MENA,Gulf,United Arab Emirates,art and publication archive,foundation,HTML,https://sharjahart.org/,1990,2026,1971-2000; 2001-2026,exhibition graphics; publications; posters; visual culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,85,A,"region=MENA; class=art and publication archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30205,Dubai Culture and Arts Authority,MENA,Gulf,United Arab Emirates,cultural authority archive,government,HTML,https://dubaiculture.gov.ae/,1990,2026,1971-2000; 2001-2026,public culture campaigns; exhibition graphics; publications,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,73,B,"region=MENA; class=cultural authority archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30206,Sahapedia,South Asia,India,India,cultural knowledge archive,nonprofit,HTML,https://www.sahapedia.org/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,visual culture essays; craft graphics; public culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,75,B,"region=South Asia; class=cultural knowledge archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30207,People's Archive of Rural India,South Asia,India,India,community archive,nonprofit,HTML,https://ruralindiaonline.org/,1990,2026,1971-2000; 2001-2026,community print; public communication; visual culture reports,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,75,B,"region=South Asia; class=community archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30208,Partition Museum Archive,South Asia,India/Pakistan,South Asia,memory museum archive,museum,HTML,https://www.partitionmuseum.org/,1947,2026,1931-1970; 1971-2000; 2001-2026,posters; documents; photographs; memory graphics,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,83,A,"region=South Asia; class=memory museum archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30209,Kiran Nadar Museum of Art,South Asia,India,India,museum archive,museum,HTML,https://www.knma.in/,1950,2026,1931-1970; 1971-2000; 2001-2026,exhibition graphics; catalogues; visual culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,73,B,"region=South Asia; class=museum archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30210,Nepal Picture Library,South Asia,Nepal,Nepal,community visual archive,nonprofit,HTML,https://nepalpicturelibrary.org/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,photographs; public print; community visual culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,75,B,"region=South Asia; class=community visual archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30211,Bangladesh Shilpakala Academy,South Asia,Bangladesh,Bangladesh,national arts archive,national,HTML,https://shilpakala.gov.bd/,1970,2026,1931-1970; 1971-2000; 2001-2026,posters; exhibition graphics; publications; public culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,81,B,"region=South Asia; class=national arts archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30212,Pakistan Chowk Community Centre,South Asia,Pakistan,Pakistan,community culture archive,community,HTML,https://pakistanchowk.com/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,public art; event graphics; local print culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=South Asia; class=community culture archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30213,Vasl Artists' Association Archive,South Asia,Pakistan,Pakistan,artist archive,nonprofit,HTML,https://vaslart.org/,2000,2026,1971-2000; 2001-2026,exhibition graphics; publications; visual culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,73,B,"region=South Asia; class=artist archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30214,UP Vargas Museum Archive,Southeast Asia,Philippines,Philippines,university museum archive,university museum,HTML,https://vargasmuseum.upd.edu.ph/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,exhibition graphics; posters; publications,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,81,B,"region=Southeast Asia; class=university museum archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30215,Jakarta Arts Council Archive,Southeast Asia,Indonesia,Indonesia,arts council archive,public/arts,HTML,https://dkj.or.id/,1970,2026,1931-1970; 1971-2000; 2001-2026,event posters; publications; public culture graphics,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,85,A,"region=Southeast Asia; class=arts council archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30216,Myanmar Photo Archive,Southeast Asia,Myanmar,Myanmar,visual archive,independent/community,HTML,https://myanmarphotoarchive.org/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,photographs; public visual culture; source leads,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,75,B,"region=Southeast Asia; class=visual archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30217,Vietnam Fine Arts Museum,Southeast Asia,Vietnam,Vietnam,museum archive,national museum,HTML,https://vnfam.vn/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,posters; exhibition graphics; publications; visual culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,81,B,"region=Southeast Asia; class=museum archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
