validation_sample_id,surface_id,capture_id,sample_target_marker,year,period,region,theme,medium,image_state,source_name,source_family,title,descriptive_unit,recommended_role,parent_candidate,relation_type,text_need_level,blocker_class,review_result,review_confidence,generalizable_rule,method_risk_flags,role_rationale,review_status,reviewer_notes
MSTV0251,SURF-IR1970R054,IR1970R054,support_or_card_review,1969,1946_1969,Unresolved region,Public health and social communication,Lithographs; Posters,IMG02,Wellcome Collection Catalogue API,Wellcome Collection,"People on a skiing holiday with safe equipment; promoting use of iron-reinforced safety boots in the industrial workplace. Coloured lithograph by Atelier Börmel, 196- (?).",source_cluster_member,card_context,Unresolved region|Public health and social communication|Wellcome Collection Catalogue API|1960s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; large_cluster; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0252,SURF-IR1970R050,IR1970R050,support_or_card_review,1957,1946_1969,Unresolved region,Public health and social communication,Posters; Lithographs,IMG02,Wellcome Collection Catalogue API,Wellcome Collection,"A hand protected by a guard from getting caught in the cogwheels of a machine. Colour lithograph by H. Kominek, ca. 1957.",work_record_candidate,card_context,Unresolved region|Public health and social communication|Wellcome Collection Catalogue API|1950s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0253,SURF-MX1970R001,MX1970R001,support_or_card_review,1954,1946_1969,Unresolved region,World War and public-information graphics,Poster,IMG02,Wellcome Collection Catalogue API,Wellcome Collection,M0013647: Poster warning of health dangers to a child,work_record_candidate,card_context,Unresolved region|World War and public-information graphics|Wellcome Collection Catalogue API|1950s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual; transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0254,SURF-CGS2026R0215,CGS2026R0215,support_or_card_review,1963,1946_1969,Argentina,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Stamp of Indonesia - 1963 - Colnect 302602 - Indonesia stamps overprinted `Irian Barat`.jpeg / page 114673975,Wikimedia Commons,Stamp of Indonesia - 1963 - Colnect 302602 - Indonesia stamps overprinted `Irian Barat`.jpeg,commemorative_source_witness,card_context,Argentina|Modern typography and layout|Wikimedia Commons file source / Stamp of Indonesia - 1963 - Colnect 302602 - Indonesia stamps overprinted `Irian Barat`.jpeg / page 114673975|1960s,commemorative_context_for_packet,low,stamp_or_commemorative_manual,revise,medium,stamp_or_commemorative_record_is_manual_card_candidate,commons_file_source; stamp_or_philatelic; no_subsheet_relation,Commemorative/philatelic material may be useful context but should not become main without design-specific justification.,pending,
MSTV0255,SURF-PWC2026R003,PWC2026R003,support_or_card_review,1967,1946_1969,China / Hong Kong,World War and public-information graphics,poster / pictogram / graphic record,IMG03,Wikimedia Commons,Wikimedia Commons,1967-03 1967年海报砸烂经济主义.jpg,image_file_source_witness,card_context,China / Hong Kong|World War and public-information graphics|Wikimedia Commons|1960s,context_or_source_witness_for_packet,low,transnational_geography_manual; weak_commons_only_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0256,SURF-CAW2026R02415,CAW2026R02415,support_or_card_review,1953,1946_1969,Malaysia,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,"Wikimedia Commons file source / Malaya Today (Photo Poster Set ""D"") - NARA - 5730028.jpg / page 22045276",Wikimedia Commons,"Malaya Today (Photo Poster Set ""D"") - NARA - 5730028.jpg",image_file_source_witness,card_context,"Malaysia|Modern typography and layout|Wikimedia Commons file source / Malaya Today (Photo Poster Set ""D"") - NARA - 5730028.jpg / page 22045276|1950s",context_or_source_witness_for_packet,low,weak_commons_only_manual,pass,high,support_or_card_review_without_blocker_can_be_card_candidate,commons_file_source; no_subsheet_relation,The row is already in support/card review and lacks blockers that would require manual hold.,pending,
MSTV0257,SURF-CCT2026R03194,CCT2026R03194,support_or_card_review,1968,1946_1969,Palestine / transnational,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Struggle-Return-Liberation.jpg / page 139995173,Wikimedia Commons,Struggle-Return-Liberation.jpg,image_file_source_witness,card_context,Palestine / transnational|Modern typography and layout|Wikimedia Commons file source / Struggle-Return-Liberation.jpg / page 139995173|1960s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0258,SURF-COM1970R104,COM1970R104,support_or_card_review,1960,1946_1969,Unresolved region,Midcentury modern graphic communication,poster / print / graphic record,IMG03,Wikimedia Commons,Wikimedia Commons,Echinococcosis agitation material 1960s.jpg,image_file_source_witness,card_context,Unresolved region|Midcentury modern graphic communication|Wikimedia Commons|1960s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0259,SURF-PWC2026R001,PWC2026R001,support_or_card_review,1949,1946_1969,Unresolved region,World War and public-information graphics,poster / pictogram / graphic record,IMG03,Wikimedia Commons,Wikimedia Commons,Poster Pertempuran Kuala Tungkal.jpg,image_file_source_witness,card_context,Unresolved region|World War and public-information graphics|Wikimedia Commons|1940s,context_or_source_witness_for_packet,medium,unresolved_region_or_theme_manual; transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; unresolved_region_or_theme; transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0260,SURF-COM1970R099,COM1970R099,support_or_card_review,1950,1946_1969,Unresolved region,Travel and transport poster culture,poster / print / graphic record,IMG03,Wikimedia Commons,Wikimedia Commons,Philippines - Fly Northwest Orient Airlines.jpg,image_file_source_witness,card_context,Unresolved region|Travel and transport poster culture|Wikimedia Commons|1950s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0261,SURF-COM1970R103,COM1970R103,support_or_card_review,1960,1946_1969,Unresolved region,Midcentury modern graphic communication,poster / print / graphic record,IMG03,Wikimedia Commons,Wikimedia Commons,Claridge-antonetti.jpg,image_file_source_witness,card_context,Unresolved region|Midcentury modern graphic communication|Wikimedia Commons|1960s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual; weak_commons_only_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0262,SURF-COM1970R095,COM1970R095,support_or_card_review,1950,1946_1969,Unresolved region,Travel and transport poster culture,poster / print / graphic record,IMG03,Wikimedia Commons,Wikimedia Commons,Air Algerie Caravelle Poster (19291817259).jpg,image_file_source_witness,card_context,Unresolved region|Travel and transport poster culture|Wikimedia Commons|1950s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0263,SURF-DNZPOSTR035,DNZPOSTR035,support_or_card_review,1985,1970_1989,Aotearoa New Zealand,Modern typography and layout,"Paper, Photographic; ; Unknown",IMG02,DigitalNZ,DigitalNZ,Nathalie Brown,work_record_candidate,card_context,Aotearoa New Zealand|Modern typography and layout|DigitalNZ|1980s,context_or_source_witness_for_packet,none,none,pass,high,support_or_card_review_without_blocker_can_be_card_candidate,no_subsheet_relation,The row is already in support/card review and lacks blockers that would require manual hold.,pending,
MSTV0264,SURF-GSU2026R015,GSU2026R015,support_or_card_review,1974,1970_1989,Georgia,Midcentury modern graphic communication,application/pdf; application/pdf; Text,IMG02,Georgia State University Library Digital Collections / CONTENTdm,Georgia State CONTENTdm,"Southwest - general [Mexico maps and tourist information and Gulf of Mexico industry], 1972-1974, undated",source_cluster_member,card_context,Georgia|Midcentury modern graphic communication|Georgia State University Library Digital Collections / CONTENTdm|1970s,context_or_source_witness_for_packet,low,none,pass,high,support_or_card_review_without_blocker_can_be_card_candidate,large_cluster; no_subsheet_relation,The row is already in support/card review and lacks blockers that would require manual hold.,pending,
MSTV0265,SURF-GSU2026R020,GSU2026R020,support_or_card_review,1977,1970_1989,Palestine / transnational,Midcentury modern graphic communication,Application/PDF; Application/PDF; Text; Stillimage,IMG02,Georgia State University Library Digital Collections / CONTENTdm,Georgia State CONTENTdm,Revolution RCP Monthly,work_record_candidate,card_context,Palestine / transnational|Midcentury modern graphic communication|Georgia State University Library Digital Collections / CONTENTdm|1970s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0266,SURF-SBC1970R0021,SBC1970R0021,support_or_card_review,1986,1970_1989,Mexico,Corporate identity and design systems,Documents,IMG02,Los Angeles Public Library Tessa / CONTENTdm,Los Angeles Public Library Tessa / CONTENTdm,African American Images Reception,work_record_candidate,card_context,Mexico|Corporate identity and design systems|Los Angeles Public Library Tessa / CONTENTdm|1980s,context_or_source_witness_for_packet,none,none,pass,high,support_or_card_review_without_blocker_can_be_card_candidate,no_subsheet_relation,The row is already in support/card review and lacks blockers that would require manual hold.,pending,
MSTV0267,SURF-GAPIT2026R039,GAPIT2026R039,support_or_card_review,1987,1970_1989,Australia / Indigenous,World War and public-information graphics,poster / Indigenous public communication,IMG02,NAIDOC Poster Gallery,NAIDOC Poster Gallery,NAIDOC 1987 Poster,work_record_candidate,card_context,Australia / Indigenous|World War and public-information graphics|NAIDOC Poster Gallery|1980s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0268,SURF-MC1930R094,MC1930R094,support_or_card_review,1970,1970_1989,United Kingdom,Midcentury modern graphic communication,Poster,IMG02,V&A Collections API,V&A Collections API,There flows from Latin America,work_record_candidate,card_context,United Kingdom|Midcentury modern graphic communication|V&A Collections API|1970s,context_or_source_witness_for_packet,none,none,pass,high,support_or_card_review_without_blocker_can_be_card_candidate,no_subsheet_relation,The row is already in support/card review and lacks blockers that would require manual hold.,pending,
MSTV0269,SURF-IR1970R076,IR1970R076,support_or_card_review,1970,1970_1989,Unresolved region,Midcentury modern graphic communication,Graphic design object record,IMG02,Wellcome Collection Catalogue API,Wellcome Collection,FPA Publicity leaflet: versions of leaflet and associated paperwork,work_record_candidate,card_context,Unresolved region|Midcentury modern graphic communication|Wellcome Collection Catalogue API|1970s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0270,SURF-IR1970R078,IR1970R078,support_or_card_review,1970,1970_1989,Unresolved region,Midcentury modern graphic communication,Poster,IMG02,Wellcome Collection Catalogue API,Wellcome Collection,Pregnant Man poster competition: Winning entries,work_record_candidate,card_context,Unresolved region|Midcentury modern graphic communication|Wellcome Collection Catalogue API|1970s,context_or_source_witness_for_packet,low,unresolved_region_or_theme_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,unresolved_region_or_theme; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0271,SURF-CRG2026R3612,CRG2026R3612,support_or_card_review,1984,1970_1989,Global / transnational,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / یک روز گرم (پوستر).jpg / page 158512995,Wikimedia Commons,یک روز گرم (پوستر).jpg,image_file_source_witness,card_context,Global / transnational|Modern typography and layout|Wikimedia Commons file source / یک روز گرم (پوستر).jpg / page 158512995|1980s,context_or_source_witness_for_packet,low,transnational_geography_manual; weak_commons_only_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0272,SURF-CRG2026R2606,CRG2026R2606,support_or_card_review,1974,1970_1989,Global / transnational,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Ford B1376 NLGRF photo contact sheet (1976-09-04)(Gerald Ford Library).jpg / page 23421784,Wikimedia Commons,Ford B1376 NLGRF photo contact sheet (1976-09-04)(Gerald Ford Library).jpg,image_file_source_witness,card_context,Global / transnational|Modern typography and layout|Wikimedia Commons file source / Ford B1376 NLGRF photo contact sheet (1976-09-04)(Gerald Ford Library).jpg / page 23421784|1970s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0273,SURF-CCT2026R03985,CCT2026R03985,support_or_card_review,1973,1970_1989,Indonesia,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Stamp of Indonesia - 1973 - Colnect 257446 - Thomas Cup World Badminton Championships.jpeg / page 114694307,Wikimedia Commons,Stamp of Indonesia - 1973 - Colnect 257446 - Thomas Cup World Badminton Championships.jpeg,commemorative_source_witness,card_context,Indonesia|Modern typography and layout|Wikimedia Commons file source / Stamp of Indonesia - 1973 - Colnect 257446 - Thomas Cup World Badminton Championships.jpeg / page 114694307|1970s,commemorative_context_for_packet,low,stamp_or_commemorative_manual; transnational_geography_manual,revise,medium,stamp_or_commemorative_record_is_manual_card_candidate,commons_file_source; transnational_region; stamp_or_philatelic; no_subsheet_relation,Commemorative/philatelic material may be useful context but should not become main without design-specific justification.,pending,
MSTV0274,SURF-NCM2026R005,NCM2026R005,support_or_card_review,1987,1970_1989,Palestine / transnational,Midcentury modern graphic communication,poster / print / campaign graphic,IMG03,Wikimedia Commons,Wikimedia Commons,Palestinian Communist Party - Final version.jpg,image_file_source_witness,card_context,Palestine / transnational|Midcentury modern graphic communication|Wikimedia Commons|1980s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0275,SURF-NCM2026R006,NCM2026R006,support_or_card_review,1987,1970_1989,Palestine / transnational,Midcentury modern graphic communication,poster / print / campaign graphic,IMG03,Wikimedia Commons,Wikimedia Commons,Palestinian Women on the Frontline of the Initfada.jpg,image_file_source_witness,card_context,Palestine / transnational|Midcentury modern graphic communication|Wikimedia Commons|1980s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0276,SURF-CAW2026R03140,CAW2026R03140,support_or_card_review,1988,1970_1989,Turkey,World War and public-information graphics,source-hosted open image; graphic design / visual communication candidate,IMG03,"Wikimedia Commons file source / Petroxestes pera bivalve borings on limestone hardground (Turkey Track Layer, Waynesville Formation, Upper Ordovician; Flat Fork Arm of Caesar Creek Lake, Warren County, Ohio, USA)...",Wikimedia Commons,"Petroxestes pera bivalve borings on limestone hardground (Turkey Track Layer, Waynesville Formation, Upper Ordovician; Flat Fork Arm of Caesar Creek Lake, Warren County, Ohio, USA) 12.jpg",image_file_source_witness,card_context,"Turkey|World War and public-information graphics|Wikimedia Commons file source / Petroxestes pera bivalve borings on limestone hardground (Turkey Track Layer, Waynesville Formation, Upper Ordovician; Flat Fork Arm of Caesar Creek Lake, Warren County, Ohio, USA)...|1980s",context_or_source_witness_for_packet,medium,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0277,SURF-CAW2026R03128,CAW2026R03128,support_or_card_review,1988,1970_1989,Turkey,World War and public-information graphics,source-hosted open image; graphic design / visual communication candidate,IMG03,"Wikimedia Commons file source / Petroxestes pera bivalve borings on limestone hardground (Turkey Track Layer, Waynesville Formation, Upper Ordovician; Caesar Creek Lake's emergency spillway, Warren County, Ohio, USA)...",Wikimedia Commons,"Petroxestes pera bivalve borings on limestone hardground (Turkey Track Layer, Waynesville Formation, Upper Ordovician; Caesar Creek Lake's emergency spillway, Warren County, Ohio, USA) 35.jpg",source_cluster_member,card_context,"Turkey|World War and public-information graphics|Wikimedia Commons file source / Petroxestes pera bivalve borings on limestone hardground (Turkey Track Layer, Waynesville Formation, Upper Ordovician; Caesar Creek Lake's emergency spillway, Warren County, Ohio, USA)...|1980s",context_or_source_witness_for_packet,medium,transnational_geography_manual; large_cluster_parentage_review,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; transnational_region; large_cluster; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0278,SURF-CAW2026R03139,CAW2026R03139,support_or_card_review,1988,1970_1989,Turkey,World War and public-information graphics,source-hosted open image; graphic design / visual communication candidate,IMG03,"Wikimedia Commons file source / Petroxestes pera bivalve borings on limestone hardground (Turkey Track Layer, Waynesville Formation, Upper Ordovician; Flat Fork Arm of Caesar Creek Lake, Warren County, Ohio, USA)...",Wikimedia Commons,"Petroxestes pera bivalve borings on limestone hardground (Turkey Track Layer, Waynesville Formation, Upper Ordovician; Flat Fork Arm of Caesar Creek Lake, Warren County, Ohio, USA) 11.jpg",image_file_source_witness,card_context,"Turkey|World War and public-information graphics|Wikimedia Commons file source / Petroxestes pera bivalve borings on limestone hardground (Turkey Track Layer, Waynesville Formation, Upper Ordovician; Flat Fork Arm of Caesar Creek Lake, Warren County, Ohio, USA)...|1980s",context_or_source_witness_for_packet,medium,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,commons_file_source; transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0279,SURF-CAW2026R03199,CAW2026R03199,support_or_card_review,1990,1990_1999,Armenia,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,"Wikimedia Commons file source / The Soviet Union 1990 CPA 6270-6272-label block of 4 (Armenia '90 Stamp Exhibition, Yerevan. Armenian Earthquake Relief. Armenian History).jpg / page 100123707",Wikimedia Commons,"The Soviet Union 1990 CPA 6270-6272-label block of 4 (Armenia '90 Stamp Exhibition, Yerevan. Armenian Earthquake Relief. Armenian History).jpg",commemorative_source_witness,card_context,"Armenia|Modern typography and layout|Wikimedia Commons file source / The Soviet Union 1990 CPA 6270-6272-label block of 4 (Armenia '90 Stamp Exhibition, Yerevan. Armenian Earthquake Relief. Armenian History).jpg / page 100123707|1990s",commemorative_context_for_packet,low,stamp_or_commemorative_manual,revise,medium,stamp_or_commemorative_record_is_manual_card_candidate,commons_file_source; stamp_or_philatelic; no_subsheet_relation,Commemorative/philatelic material may be useful context but should not become main without design-specific justification.,pending,
MSTV0280,SURF-CCT2026R01423,CCT2026R01423,support_or_card_review,1998,1990_1999,Azerbaijan,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Stamp of Azerbaijan 531.jpg / page 5292087,Wikimedia Commons,Stamp of Azerbaijan 531.jpg,commemorative_source_witness,card_context,Azerbaijan|Modern typography and layout|Wikimedia Commons file source / Stamp of Azerbaijan 531.jpg / page 5292087|1990s,commemorative_context_for_packet,low,stamp_or_commemorative_manual,revise,medium,stamp_or_commemorative_record_is_manual_card_candidate,commons_file_source; stamp_or_philatelic; no_subsheet_relation,Commemorative/philatelic material may be useful context but should not become main without design-specific justification.,pending,
MSTV0281,SURF-CCT2026R00997,CCT2026R00997,support_or_card_review,1998,1990_1999,Kazakhstan,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Stamp of Kazakhstan 228.jpg / page 5293800,Wikimedia Commons,Stamp of Kazakhstan 228.jpg,commemorative_source_witness,card_context,Kazakhstan|Modern typography and layout|Wikimedia Commons file source / Stamp of Kazakhstan 228.jpg / page 5293800|1990s,commemorative_context_for_packet,low,stamp_or_commemorative_manual; weak_commons_only_manual,revise,medium,stamp_or_commemorative_record_is_manual_card_candidate,commons_file_source; stamp_or_philatelic; no_subsheet_relation,Commemorative/philatelic material may be useful context but should not become main without design-specific justification.,pending,
MSTV0282,SURF-DNZPOSTR068,DNZPOSTR068,support_or_card_review,2009,2000_2009,Aotearoa New Zealand,Travel and transport poster culture,Image; ; Unknown,IMG02,DigitalNZ,DigitalNZ,Tourist poster,work_record_candidate,card_context,Aotearoa New Zealand|Travel and transport poster culture|DigitalNZ|2000s,context_or_source_witness_for_packet,none,none,pass,high,support_or_card_review_without_blocker_can_be_card_candidate,no_subsheet_relation,The row is already in support/card review and lacks blockers that would require manual hold.,pending,
MSTV0283,SURF-LPC2026R031,LPC2026R031,support_or_card_review,2006,2000_2009,Global / transnational,Travel and transport poster culture,digitized text / periodical / design discourse,IMG02,Internet Archive / text and periodical collections,Internet Archive,REVOLUTIONART issue 3 - international pdf magazine of graphics arts,periodical_or_issue,card_context,Global / transnational|Travel and transport poster culture|Internet Archive / text and periodical collections|2000s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0284,SURF-LPC2026R035,LPC2026R035,support_or_card_review,2007,2000_2009,Global / transnational,World War and public-information graphics,digitized text / periodical / design discourse,IMG02,Internet Archive / text and periodical collections,Internet Archive,Revolution Art Magazine Issue 8,periodical_or_issue,card_context,Global / transnational|World War and public-information graphics|Internet Archive / text and periodical collections|2000s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0285,SURF-CCT2026R03784,CCT2026R03784,support_or_card_review,2000,2000_2009,India,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Maharaja-Bijli-Pasi-India-Stamp-2000-01.jpg / page 93797659,Wikimedia Commons,Maharaja-Bijli-Pasi-India-Stamp-2000-01.jpg,commemorative_source_witness,card_context,India|Modern typography and layout|Wikimedia Commons file source / Maharaja-Bijli-Pasi-India-Stamp-2000-01.jpg / page 93797659|2000s,commemorative_context_for_packet,low,stamp_or_commemorative_manual,revise,medium,stamp_or_commemorative_record_is_manual_card_candidate,commons_file_source; stamp_or_philatelic; no_subsheet_relation,Commemorative/philatelic material may be useful context but should not become main without design-specific justification.,pending,
MSTV0286,SURF-CRB2026V3R00345,CRB2026V3R00345,support_or_card_review,2007,2000_2009,Indonesia,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,Wikimedia Commons file source / Stamp of Indonesia - 2007 - Colnect 384825 - Flora Flowers - General .jpeg / page 114891945,Wikimedia Commons,Stamp of Indonesia - 2007 - Colnect 384825 - Flora Flowers - General .jpeg,commemorative_source_witness,card_context,Indonesia|Modern typography and layout|Wikimedia Commons file source / Stamp of Indonesia - 2007 - Colnect 384825 - Flora Flowers - General .jpeg / page 114891945|2000s,commemorative_context_for_packet,low,stamp_or_commemorative_manual,revise,medium,stamp_or_commemorative_record_is_manual_card_candidate,commons_file_source; stamp_or_philatelic; no_subsheet_relation,Commemorative/philatelic material may be useful context but should not become main without design-specific justification.,pending,
MSTV0287,SURF-CRB2026V2R0150,CRB2026V2R0150,support_or_card_review,2006,2000_2009,Uzbekistan,Modern typography and layout,source-hosted open image; graphic design / visual communication candidate,IMG03,"Wikimedia Commons file source / Stamps of Uzbekistan, 2006-072.jpg / page 31126588",Wikimedia Commons,"Stamps of Uzbekistan, 2006-072.jpg",image_file_source_witness,card_context,"Uzbekistan|Modern typography and layout|Wikimedia Commons file source / Stamps of Uzbekistan, 2006-072.jpg / page 31126588|2000s",context_or_source_witness_for_packet,low,weak_commons_only_manual,pass,high,support_or_card_review_without_blocker_can_be_card_candidate,commons_file_source; no_subsheet_relation,The row is already in support/card review and lacks blockers that would require manual hold.,pending,
MSTV0288,SURF-EW1970R019,EW1970R019,support_or_card_review,2019,2010_2019,Global / transnational,Corporate identity and design systems,Another Graphic source record,IMG02,Another Graphic,Another Graphic,Tote bag Original,work_record_candidate,card_context,Global / transnational|Corporate identity and design systems|Another Graphic|2010s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0289,SURF-EW1970R018,EW1970R018,support_or_card_review,2019,2010_2019,Global / transnational,Corporate identity and design systems,Another Graphic source record,IMG02,Another Graphic,Another Graphic,T-Shirt,work_record_candidate,card_context,Global / transnational|Corporate identity and design systems|Another Graphic|2010s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0290,SURF-DNZPOSTR074,DNZPOSTR074,support_or_card_review,2010,2010_2019,Aotearoa New Zealand,Midcentury modern graphic communication,Image; ; Unknown,IMG02,DigitalNZ,DigitalNZ,Tourist Bureau poster,work_record_candidate,card_context,Aotearoa New Zealand|Midcentury modern graphic communication|DigitalNZ|2010s,context_or_source_witness_for_packet,low,none,pass,high,support_or_card_review_without_blocker_can_be_card_candidate,no_subsheet_relation,The row is already in support/card review and lacks blockers that would require manual hold.,pending,
MSTV0291,SURF-LPC2026R053,LPC2026R053,support_or_card_review,2012,2010_2019,Global / transnational,Midcentury modern graphic communication,digitized text / periodical / design discourse,IMG02,Internet Archive / text and periodical collections,Internet Archive,Maximum Rocknroll 198 (1999 Nov),periodical_or_issue,card_context,Global / transnational|Midcentury modern graphic communication|Internet Archive / text and periodical collections|2010s,context_or_source_witness_for_packet,medium,transnational_geography_manual; large_cluster_parentage_review,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; large_cluster; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
MSTV0292,SURF-LPC2026R063,LPC2026R063,support_or_card_review,2016,2010_2019,Global / transnational,Modern typography and layout,digitized text / periodical / design discourse,IMG02,Internet Archive / text and periodical collections,Internet Archive,Design Plex Magazine No. 12 - Feature: Graphics Go Around The World (Wide Web) (December 1999),periodical_or_issue,card_context,Global / transnational|Modern typography and layout|Internet Archive / text and periodical collections|2010s,context_or_source_witness_for_packet,low,transnational_geography_manual,revise,medium,support_card_with_blocker_stays_manual_or_card,transnational_region; no_subsheet_relation,"The row should not carry main authority, but blocker type requires human confirmation before application.",pending,
