batch_id,priority,source_name,dominant_repair_family,candidate_objects,batch_candidate_limit,estimated_weighted_gap_points,source_visible_gap_objects,verified_open_gap_objects,image_state_mix,source_family_route,item_level_evidence_contract,raw_payload_policy,automatic_upgrade_allowed,network_required_for_execution,sample_surface_ids
IMG-RIGHTS-BATCH-0595,P2,Mar del Plata Museum of the Sea,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0440
IMG-RIGHTS-BATCH-0596,P2,Maru-a-Pula School Library,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0095
IMG-RIGHTS-BATCH-0597,P2,Mashrabia Art Gallery,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0405
IMG-RIGHTS-BATCH-0598,P2,Mathaf,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0477
IMG-RIGHTS-BATCH-0599,P2,Medellín Museum of Modern Art,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0078
IMG-RIGHTS-BATCH-0600,P2,Memorial Museum-Workshop of Zair Isakavič Azhur,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0173
IMG-RIGHTS-BATCH-0601,P2,Mineral Museum Andres del Castillo,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0331
IMG-RIGHTS-BATCH-0602,P2,Mint Museum of Toys,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0391
IMG-RIGHTS-BATCH-0603,P2,Modzi Arts,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0492
IMG-RIGHTS-BATCH-0604,P2,Mondoir gallery,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0085
IMG-RIGHTS-BATCH-0605,P2,Mother Armenia Military Museum,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0164
IMG-RIGHTS-BATCH-0606,P2,Mummification Museum,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0412
IMG-RIGHTS-BATCH-0607,P2,Municipal Museum of Natural Sciences Pachamama,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0033
IMG-RIGHTS-BATCH-0608,P2,"Museo ""El Templo del Fútbol""",img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0252
IMG-RIGHTS-BATCH-0609,P2,Museo Amano,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0328
IMG-RIGHTS-BATCH-0610,P2,Museo Antropológico de la Orinoquía,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0456
IMG-RIGHTS-BATCH-0611,P2,Museo Arqueológico Antonini,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0332
IMG-RIGHTS-BATCH-0612,P2,Museo Arqueológico Guane,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0457
IMG-RIGHTS-BATCH-0613,P2,Museo Arqueológico Josefina Ramos de Cox,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0072
IMG-RIGHTS-BATCH-0614,P2,Museo Arqueológico Municipal de Mongua,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0458
IMG-RIGHTS-BATCH-0615,P2,Museo Arqueológico Prehispánico de Caicedonia,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0459
IMG-RIGHTS-BATCH-0616,P2,Museo Arqueológico de Galapa Muga,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0311
IMG-RIGHTS-BATCH-0617,P2,Museo Arqueológico de Zipaquirá,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0300
IMG-RIGHTS-BATCH-0618,P2,Museo Arqueológico y Paleontológico de Pubenza,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0460
IMG-RIGHTS-BATCH-0619,P2,Museo Aéreo Fénix,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0303
IMG-RIGHTS-BATCH-0620,P2,Museo Cao,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0334
IMG-RIGHTS-BATCH-0621,P2,Museo Capilla del Claustro de San Agustín del Instituto Humboldt,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0298
IMG-RIGHTS-BATCH-0622,P2,Museo Cartama,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0461
IMG-RIGHTS-BATCH-0623,P2,Museo Comunitario Mulaló,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0304
IMG-RIGHTS-BATCH-0624,P2,Museo Comunitario de Guainía,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0067
IMG-RIGHTS-BATCH-0625,P2,Museo Criollo de los Corrales,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0439
IMG-RIGHTS-BATCH-0626,P2,Museo De Los Asentamientos,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0032
IMG-RIGHTS-BATCH-0627,P2,Museo Del Títere Tibi,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0034
IMG-RIGHTS-BATCH-0628,P2,Museo Departamental de San José,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0345
IMG-RIGHTS-BATCH-0629,P2,Museo El Castillo,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0073
IMG-RIGHTS-BATCH-0630,P2,Museo Etnográfico Miguel Ángel Builes,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0301
IMG-RIGHTS-BATCH-0631,P2,Museo Geominero del Uruguay,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0347
IMG-RIGHTS-BATCH-0632,P2,Museo Hippie,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0035
IMG-RIGHTS-BATCH-0633,P2,Museo Histórico De La Afip,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0441
IMG-RIGHTS-BATCH-0634,P2,Museo Internacional de la Moneda MILM,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0302
IMG-RIGHTS-BATCH-0635,P2,Museo Jaime Duque Grisales - Parque Jaime Duque,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0305
IMG-RIGHTS-BATCH-0636,P2,Museo Medardo Pantoja,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0040
IMG-RIGHTS-BATCH-0637,P2,Museo Mitre,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0438
IMG-RIGHTS-BATCH-0638,P2,"Museo Nacional de Arte Moderno ""Carlos Mérida""",img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0069
IMG-RIGHTS-BATCH-0639,P2,Museo Nacional del Petróleo,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0038
IMG-RIGHTS-BATCH-0640,P2,Museo Naval del Caribe,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0307
IMG-RIGHTS-BATCH-0641,P2,Museo Nemqueteba Corporación Cultural de Cucunuba,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0308
IMG-RIGHTS-BATCH-0642,P2,Museo Notarial Argentino,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0255
IMG-RIGHTS-BATCH-0643,P2,Museo Palacio Dionisi,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0037
IMG-RIGHTS-BATCH-0644,P2,Museo Participativo de Ciencias,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0253
IMG-RIGHTS-BATCH-0645,P2,Museo Pedro de Osma,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0330
IMG-RIGHTS-BATCH-0646,P2,Museo Policial,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0468
IMG-RIGHTS-BATCH-0647,P2,Museo Pompeo Boggio,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0039
IMG-RIGHTS-BATCH-0648,P2,Museo Provincial De Bellas Artes Dr. Juan Ramón Vidal,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0437
IMG-RIGHTS-BATCH-0649,P2,Museo Provincial de Bellas Artes Franklin Rawson,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0036
IMG-RIGHTS-BATCH-0650,P2,Museo Siderúrgico de Colombia,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0462
IMG-RIGHTS-BATCH-0651,P2,Museo Subterráneo Monumental – Catedral de Sal de Zipaquirá,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0310
IMG-RIGHTS-BATCH-0652,P2,Museo Torres García,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0464
IMG-RIGHTS-BATCH-0653,P2,Museo de Arte Contemporáneo de Bahía Blanca,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0254
IMG-RIGHTS-BATCH-0654,P2,Museo de Arte Precolombino Cusco,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0335
IMG-RIGHTS-BATCH-0655,P2,Museo de Ciencia y Técnica,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0442
IMG-RIGHTS-BATCH-0656,P2,Museo de Ciencias Naturales La Salle,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0066
IMG-RIGHTS-BATCH-0657,P2,"Museo de Farmacobotánica ""Juan A. Domínguez""",img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0041
IMG-RIGHTS-BATCH-0658,P2,Museo de Historia Natural Dr. Carlos Torres de la LLosa,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0467
IMG-RIGHTS-BATCH-0659,P2,Museo de Historia Natural Noel Kempff Mercado,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0269
IMG-RIGHTS-BATCH-0660,P2,Museo de Sitio Pucllana,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0336
IMG-RIGHTS-BATCH-0661,P2,Museo de Sitio UNC,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0257
IMG-RIGHTS-BATCH-0662,P2,Museo de la cultura de Carabobo,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0352
IMG-RIGHTS-BATCH-0663,P2,Museo del Galeón,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0390
IMG-RIGHTS-BATCH-0664,P2,Museo ferroviario de Piriápolis,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0466
IMG-RIGHTS-BATCH-0665,P2,Museu Nacional de Antropologia,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0399
IMG-RIGHTS-BATCH-0666,P2,Museum Siam,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-ESR1931R049
IMG-RIGHTS-BATCH-0667,P2,Museum and Library of the House of the Agreement of San Nicolás,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0444
IMG-RIGHTS-BATCH-0668,P2,Museum of Apollonia,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0158
IMG-RIGHTS-BATCH-0669,P2,Museum of Architecture and Design,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0256
IMG-RIGHTS-BATCH-0670,P2,Museum of Art and Culture of Loei (MALOEI),img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0488
IMG-RIGHTS-BATCH-0671,P2,Museum of Fine Arts Named after the Nevzorov Family,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0154
IMG-RIGHTS-BATCH-0672,P2,Museum of History of Medicine in Armenia,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0167
IMG-RIGHTS-BATCH-0673,P2,Museum of Illusions Kuala Lumpur,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0383
IMG-RIGHTS-BATCH-0674,P2,Museum of Latin American Art of Buenos Aires,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0262
IMG-RIGHTS-BATCH-0675,P2,Museum of Modern Art,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0358
IMG-RIGHTS-BATCH-0676,P2,Museum of Paleontology Egidio Feruglio,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0261
IMG-RIGHTS-BATCH-0677,P2,Museum of Religious Art Bishop Fray José Antonio de San Alberto,img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0043
IMG-RIGHTS-BATCH-0678,P2,Museum of Russian Art (collection of prof. A. Abrahamian),img02_open_rights_review,1,1,0.45,0,1,IMG02:1,generic_item_source_rights_review,Confirm item-level open-license/public-domain evidence on the source record before any IMG03 promotion.,metadata/source text/rights evidence only; no image binary download; redact token-like URL params before commit,false,true,SURF-NMIIC2026R0166
