table_schema	table_name	catalog_kind	constraint_name	definition	columns	referenced_schema	referenced_table	referenced_columns	deferrable	initially_deferred	trigger_function	trigger_events	expected_event_count	table_indexes	referenced_indexes	child_fk_leading_index_covered	pre_remediation_complexity	risk_priority
research	semantic_relation	FOREIGN_KEY	semantic_relation_object_endpoint_id_fkey	FOREIGN KEY (object_endpoint_id) REFERENCES research.relation_endpoint(relation_endpoint_id) ON DELETE RESTRICT	object_endpoint_id	research	relation_endpoint	relation_endpoint_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX semantic_relation_pkey ON research.semantic_relation USING btree (semantic_relation_id) || CREATE UNIQUE INDEX semantic_relation_relation_urn_key ON research.semantic_relation USING btree (relation_urn) || CREATE INDEX semantic_relation_subject_status_idx ON research.semantic_relation USING btree (subject_endpoint_id, relation_type_id, status) || CREATE INDEX semantic_relation_object_status_idx ON research.semantic_relation USING btree (object_endpoint_id, relation_type_id, status) || CREATE INDEX semantic_relation_supersedes_idx ON research.semantic_relation USING btree (supersedes_semantic_relation_id) || CREATE UNIQUE INDEX semantic_relation_current_natural_uidx ON research.semantic_relation USING btree (subject_endpoint_id, relation_type_id, object_endpoint_id) WHERE (status <> 'superseded'::research.relation_status)	CREATE UNIQUE INDEX relation_endpoint_pkey ON research.relation_endpoint USING btree (relation_endpoint_id)	t	INDEX_PROBE	P2
research	semantic_relation	FOREIGN_KEY	semantic_relation_relation_type_id_fkey	FOREIGN KEY (relation_type_id) REFERENCES research.relation_type(relation_type_id) ON DELETE RESTRICT	relation_type_id	research	relation_type	relation_type_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX semantic_relation_pkey ON research.semantic_relation USING btree (semantic_relation_id) || CREATE UNIQUE INDEX semantic_relation_relation_urn_key ON research.semantic_relation USING btree (relation_urn) || CREATE INDEX semantic_relation_subject_status_idx ON research.semantic_relation USING btree (subject_endpoint_id, relation_type_id, status) || CREATE INDEX semantic_relation_object_status_idx ON research.semantic_relation USING btree (object_endpoint_id, relation_type_id, status) || CREATE INDEX semantic_relation_supersedes_idx ON research.semantic_relation USING btree (supersedes_semantic_relation_id) || CREATE UNIQUE INDEX semantic_relation_current_natural_uidx ON research.semantic_relation USING btree (subject_endpoint_id, relation_type_id, object_endpoint_id) WHERE (status <> 'superseded'::research.relation_status)	CREATE UNIQUE INDEX relation_type_pkey ON research.relation_type USING btree (relation_type_id) || CREATE UNIQUE INDEX relation_type_relation_code_key ON research.relation_type USING btree (relation_code)	f	INDEX_PROBE	P2
research	semantic_relation	FOREIGN_KEY	semantic_relation_spatial_qualifier_id_fkey	FOREIGN KEY (spatial_qualifier_id) REFERENCES core.place(place_id) ON DELETE RESTRICT	spatial_qualifier_id	core	place	place_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX semantic_relation_pkey ON research.semantic_relation USING btree (semantic_relation_id) || CREATE UNIQUE INDEX semantic_relation_relation_urn_key ON research.semantic_relation USING btree (relation_urn) || CREATE INDEX semantic_relation_subject_status_idx ON research.semantic_relation USING btree (subject_endpoint_id, relation_type_id, status) || CREATE INDEX semantic_relation_object_status_idx ON research.semantic_relation USING btree (object_endpoint_id, relation_type_id, status) || CREATE INDEX semantic_relation_supersedes_idx ON research.semantic_relation USING btree (supersedes_semantic_relation_id) || CREATE UNIQUE INDEX semantic_relation_current_natural_uidx ON research.semantic_relation USING btree (subject_endpoint_id, relation_type_id, object_endpoint_id) WHERE (status <> 'superseded'::research.relation_status)	CREATE UNIQUE INDEX place_pkey ON core.place USING btree (place_id)	f	INDEX_PROBE	P2
research	semantic_relation	FOREIGN_KEY	semantic_relation_subject_endpoint_id_fkey	FOREIGN KEY (subject_endpoint_id) REFERENCES research.relation_endpoint(relation_endpoint_id) ON DELETE RESTRICT	subject_endpoint_id	research	relation_endpoint	relation_endpoint_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX semantic_relation_pkey ON research.semantic_relation USING btree (semantic_relation_id) || CREATE UNIQUE INDEX semantic_relation_relation_urn_key ON research.semantic_relation USING btree (relation_urn) || CREATE INDEX semantic_relation_subject_status_idx ON research.semantic_relation USING btree (subject_endpoint_id, relation_type_id, status) || CREATE INDEX semantic_relation_object_status_idx ON research.semantic_relation USING btree (object_endpoint_id, relation_type_id, status) || CREATE INDEX semantic_relation_supersedes_idx ON research.semantic_relation USING btree (supersedes_semantic_relation_id) || CREATE UNIQUE INDEX semantic_relation_current_natural_uidx ON research.semantic_relation USING btree (subject_endpoint_id, relation_type_id, object_endpoint_id) WHERE (status <> 'superseded'::research.relation_status)	CREATE UNIQUE INDEX relation_endpoint_pkey ON research.relation_endpoint USING btree (relation_endpoint_id)	t	INDEX_PROBE	P2
research	semantic_relation	FOREIGN_KEY	semantic_relation_supersedes_semantic_relation_id_fkey	FOREIGN KEY (supersedes_semantic_relation_id) REFERENCES research.semantic_relation(semantic_relation_id) ON DELETE RESTRICT	supersedes_semantic_relation_id	research	semantic_relation	semantic_relation_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX semantic_relation_pkey ON research.semantic_relation USING btree (semantic_relation_id) || CREATE UNIQUE INDEX semantic_relation_relation_urn_key ON research.semantic_relation USING btree (relation_urn) || CREATE INDEX semantic_relation_subject_status_idx ON research.semantic_relation USING btree (subject_endpoint_id, relation_type_id, status) || CREATE INDEX semantic_relation_object_status_idx ON research.semantic_relation USING btree (object_endpoint_id, relation_type_id, status) || CREATE INDEX semantic_relation_supersedes_idx ON research.semantic_relation USING btree (supersedes_semantic_relation_id) || CREATE UNIQUE INDEX semantic_relation_current_natural_uidx ON research.semantic_relation USING btree (subject_endpoint_id, relation_type_id, object_endpoint_id) WHERE (status <> 'superseded'::research.relation_status)	CREATE UNIQUE INDEX semantic_relation_pkey ON research.semantic_relation USING btree (semantic_relation_id) || CREATE UNIQUE INDEX semantic_relation_relation_urn_key ON research.semantic_relation USING btree (relation_urn) || CREATE INDEX semantic_relation_subject_status_idx ON research.semantic_relation USING btree (subject_endpoint_id, relation_type_id, status) || CREATE INDEX semantic_relation_object_status_idx ON research.semantic_relation USING btree (object_endpoint_id, relation_type_id, status) || CREATE INDEX semantic_relation_supersedes_idx ON research.semantic_relation USING btree (supersedes_semantic_relation_id) || CREATE UNIQUE INDEX semantic_relation_current_natural_uidx ON research.semantic_relation USING btree (subject_endpoint_id, relation_type_id, object_endpoint_id) WHERE (status <> 'superseded'::research.relation_status)	t	INDEX_PROBE	P2
research	semantic_relation	FOREIGN_KEY	semantic_relation_temporal_qualifier_id_fkey	FOREIGN KEY (temporal_qualifier_id) REFERENCES core.temporal_extent(temporal_extent_id) ON DELETE RESTRICT	temporal_qualifier_id	core	temporal_extent	temporal_extent_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX semantic_relation_pkey ON research.semantic_relation USING btree (semantic_relation_id) || CREATE UNIQUE INDEX semantic_relation_relation_urn_key ON research.semantic_relation USING btree (relation_urn) || CREATE INDEX semantic_relation_subject_status_idx ON research.semantic_relation USING btree (subject_endpoint_id, relation_type_id, status) || CREATE INDEX semantic_relation_object_status_idx ON research.semantic_relation USING btree (object_endpoint_id, relation_type_id, status) || CREATE INDEX semantic_relation_supersedes_idx ON research.semantic_relation USING btree (supersedes_semantic_relation_id) || CREATE UNIQUE INDEX semantic_relation_current_natural_uidx ON research.semantic_relation USING btree (subject_endpoint_id, relation_type_id, object_endpoint_id) WHERE (status <> 'superseded'::research.relation_status)	CREATE UNIQUE INDEX temporal_extent_pkey ON core.temporal_extent USING btree (temporal_extent_id)	f	INDEX_PROBE	P2
research	trace_branch	FOREIGN_KEY	trace_branch_trace_tree_id_fkey	FOREIGN KEY (trace_tree_id) REFERENCES research.trace_tree(trace_tree_id) ON DELETE RESTRICT	trace_tree_id	research	trace_tree	trace_tree_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX trace_branch_pkey ON research.trace_branch USING btree (trace_tree_id, trace_branch_id) || CREATE UNIQUE INDEX trace_branch_trace_tree_id_branch_token_key ON research.trace_branch USING btree (trace_tree_id, branch_token)	CREATE UNIQUE INDEX trace_tree_pkey ON research.trace_tree USING btree (trace_tree_id) || CREATE UNIQUE INDEX trace_tree_tree_token_key ON research.trace_tree USING btree (tree_token)	t	INDEX_PROBE	P2
research	trace_node_tree_membership	FOREIGN_KEY	trace_node_tree_membership_evidence_item_id_fkey	FOREIGN KEY (evidence_item_id) REFERENCES provenance.evidence_item(evidence_item_id) ON DELETE RESTRICT	evidence_item_id	provenance	evidence_item	evidence_item_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX trace_node_tree_membership_pkey ON research.trace_node_tree_membership USING btree (trace_node_id, trace_tree_id, trace_branch_id, placement_role)	CREATE UNIQUE INDEX evidence_item_pkey ON provenance.evidence_item USING btree (evidence_item_id) || CREATE INDEX evidence_item_source_record_idx ON provenance.evidence_item USING btree (source_record_id) || CREATE INDEX evidence_item_content_hash_idx ON provenance.evidence_item USING btree (content_sha256) || CREATE INDEX evidence_item_supersedes_idx ON provenance.evidence_item USING btree (supersedes_evidence_item_id) || CREATE UNIQUE INDEX evidence_item_source_identity_unique ON provenance.evidence_item USING btree (source_asset_id, source_version_id, source_record_id, locator_scheme, internal_locator, span_start, span_end, content_sha256) NULLS NOT DISTINCT || CREATE UNIQUE INDEX evidence_item_source_triplet_unique ON provenance.evidence_item USING btree (evidence_item_id, source_asset_id, source_version_id)	f	INDEX_PROBE	P2
research	trace_node_tree_membership	FOREIGN_KEY	trace_node_tree_membership_trace_node_id_fkey	FOREIGN KEY (trace_node_id) REFERENCES research.trace_node(trace_node_id) ON DELETE RESTRICT	trace_node_id	research	trace_node	trace_node_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX trace_node_tree_membership_pkey ON research.trace_node_tree_membership USING btree (trace_node_id, trace_tree_id, trace_branch_id, placement_role)	CREATE UNIQUE INDEX trace_node_pkey ON research.trace_node USING btree (trace_node_id) || CREATE INDEX trace_node_canonical_key_idx ON research.trace_node USING btree (canonical_key) || CREATE INDEX trace_node_entity_idx ON research.trace_node USING btree (entity_id, trace_node_id)	t	INDEX_PROBE	P2
research	trace_node_tree_membership	FOREIGN_KEY	trace_node_tree_membership_trace_tree_id_trace_branch_id_fkey	FOREIGN KEY (trace_tree_id, trace_branch_id) REFERENCES research.trace_branch(trace_tree_id, trace_branch_id) ON DELETE RESTRICT	trace_tree_id,trace_branch_id	research	trace_branch	trace_tree_id,trace_branch_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX trace_node_tree_membership_pkey ON research.trace_node_tree_membership USING btree (trace_node_id, trace_tree_id, trace_branch_id, placement_role)	CREATE UNIQUE INDEX trace_branch_pkey ON research.trace_branch USING btree (trace_tree_id, trace_branch_id) || CREATE UNIQUE INDEX trace_branch_trace_tree_id_branch_token_key ON research.trace_branch USING btree (trace_tree_id, branch_token)	f	INDEX_PROBE	P2
research	trace_tree	FOREIGN_KEY	trace_tree_evidence_item_id_fkey	FOREIGN KEY (evidence_item_id) REFERENCES provenance.evidence_item(evidence_item_id) ON DELETE RESTRICT	evidence_item_id	provenance	evidence_item	evidence_item_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX trace_tree_pkey ON research.trace_tree USING btree (trace_tree_id) || CREATE UNIQUE INDEX trace_tree_tree_token_key ON research.trace_tree USING btree (tree_token)	CREATE UNIQUE INDEX evidence_item_pkey ON provenance.evidence_item USING btree (evidence_item_id) || CREATE INDEX evidence_item_source_record_idx ON provenance.evidence_item USING btree (source_record_id) || CREATE INDEX evidence_item_content_hash_idx ON provenance.evidence_item USING btree (content_sha256) || CREATE INDEX evidence_item_supersedes_idx ON provenance.evidence_item USING btree (supersedes_evidence_item_id) || CREATE UNIQUE INDEX evidence_item_source_identity_unique ON provenance.evidence_item USING btree (source_asset_id, source_version_id, source_record_id, locator_scheme, internal_locator, span_start, span_end, content_sha256) NULLS NOT DISTINCT || CREATE UNIQUE INDEX evidence_item_source_triplet_unique ON provenance.evidence_item USING btree (evidence_item_id, source_asset_id, source_version_id)	f	INDEX_PROBE	P2
rights	attribution_bundle	CONSTRAINT_TRIGGER	attribution_bundle_one_current_leaf	CREATE CONSTRAINT TRIGGER attribution_bundle_one_current_leaf AFTER INSERT ON rights.attribution_bundle DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION rights.enforce_one_current_history_leaf()					t	t	rights.enforce_one_current_history_leaf()	INSERT	0	CREATE UNIQUE INDEX attribution_bundle_pkey ON rights.attribution_bundle USING btree (attribution_bundle_id) || CREATE UNIQUE INDEX attribution_bundle_object_visual_reference_id_bundle_sha256_key ON rights.attribution_bundle USING btree (object_visual_reference_id, bundle_sha256) || CREATE UNIQUE INDEX attribution_bundle_one_successor ON rights.attribution_bundle USING btree (supersedes_attribution_bundle_id)			ROW_EVENT_FUNCTION	P2
rights	attribution_bundle	FOREIGN_KEY	attribution_bundle_evidence_item_id_fkey	FOREIGN KEY (evidence_item_id) REFERENCES provenance.evidence_item(evidence_item_id) ON DELETE RESTRICT	evidence_item_id	provenance	evidence_item	evidence_item_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX attribution_bundle_pkey ON rights.attribution_bundle USING btree (attribution_bundle_id) || CREATE UNIQUE INDEX attribution_bundle_object_visual_reference_id_bundle_sha256_key ON rights.attribution_bundle USING btree (object_visual_reference_id, bundle_sha256) || CREATE UNIQUE INDEX attribution_bundle_one_successor ON rights.attribution_bundle USING btree (supersedes_attribution_bundle_id)	CREATE UNIQUE INDEX evidence_item_pkey ON provenance.evidence_item USING btree (evidence_item_id) || CREATE INDEX evidence_item_source_record_idx ON provenance.evidence_item USING btree (source_record_id) || CREATE INDEX evidence_item_content_hash_idx ON provenance.evidence_item USING btree (content_sha256) || CREATE INDEX evidence_item_supersedes_idx ON provenance.evidence_item USING btree (supersedes_evidence_item_id) || CREATE UNIQUE INDEX evidence_item_source_identity_unique ON provenance.evidence_item USING btree (source_asset_id, source_version_id, source_record_id, locator_scheme, internal_locator, span_start, span_end, content_sha256) NULLS NOT DISTINCT || CREATE UNIQUE INDEX evidence_item_source_triplet_unique ON provenance.evidence_item USING btree (evidence_item_id, source_asset_id, source_version_id)	f	INDEX_PROBE	P2
rights	attribution_bundle	FOREIGN_KEY	attribution_bundle_object_visual_reference_id_fkey	FOREIGN KEY (object_visual_reference_id) REFERENCES rights.object_visual_reference(object_visual_reference_id) ON DELETE RESTRICT	object_visual_reference_id	rights	object_visual_reference	object_visual_reference_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX attribution_bundle_pkey ON rights.attribution_bundle USING btree (attribution_bundle_id) || CREATE UNIQUE INDEX attribution_bundle_object_visual_reference_id_bundle_sha256_key ON rights.attribution_bundle USING btree (object_visual_reference_id, bundle_sha256) || CREATE UNIQUE INDEX attribution_bundle_one_successor ON rights.attribution_bundle USING btree (supersedes_attribution_bundle_id)	CREATE UNIQUE INDEX object_visual_reference_pkey ON rights.object_visual_reference USING btree (object_visual_reference_id) || CREATE UNIQUE INDEX object_visual_reference_archive_object_id_external_visual_r_key ON rights.object_visual_reference USING btree (archive_object_id, external_visual_reference_id, reference_role) || CREATE UNIQUE INDEX object_visual_reference_archive_object_id_reference_role_or_key ON rights.object_visual_reference USING btree (archive_object_id, reference_role, ordinal) || CREATE INDEX object_visual_reference_reverse_idx ON rights.object_visual_reference USING btree (external_visual_reference_id, archive_object_id)	t	INDEX_PROBE	P2
rights	attribution_bundle	FOREIGN_KEY	attribution_bundle_supersedes_attribution_bundle_id_fkey	FOREIGN KEY (supersedes_attribution_bundle_id) REFERENCES rights.attribution_bundle(attribution_bundle_id) ON DELETE RESTRICT	supersedes_attribution_bundle_id	rights	attribution_bundle	attribution_bundle_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX attribution_bundle_pkey ON rights.attribution_bundle USING btree (attribution_bundle_id) || CREATE UNIQUE INDEX attribution_bundle_object_visual_reference_id_bundle_sha256_key ON rights.attribution_bundle USING btree (object_visual_reference_id, bundle_sha256) || CREATE UNIQUE INDEX attribution_bundle_one_successor ON rights.attribution_bundle USING btree (supersedes_attribution_bundle_id)	CREATE UNIQUE INDEX attribution_bundle_pkey ON rights.attribution_bundle USING btree (attribution_bundle_id) || CREATE UNIQUE INDEX attribution_bundle_object_visual_reference_id_bundle_sha256_key ON rights.attribution_bundle USING btree (object_visual_reference_id, bundle_sha256) || CREATE UNIQUE INDEX attribution_bundle_one_successor ON rights.attribution_bundle USING btree (supersedes_attribution_bundle_id)	t	INDEX_PROBE	P2
rights	attribution_bundle_value	FOREIGN_KEY	attribution_bundle_value_attribution_bundle_id_fkey	FOREIGN KEY (attribution_bundle_id) REFERENCES rights.attribution_bundle(attribution_bundle_id) ON DELETE RESTRICT	attribution_bundle_id	rights	attribution_bundle	attribution_bundle_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX attribution_bundle_value_pkey ON rights.attribution_bundle_value USING btree (attribution_bundle_id, value_kind, value_ordinal)	CREATE UNIQUE INDEX attribution_bundle_pkey ON rights.attribution_bundle USING btree (attribution_bundle_id) || CREATE UNIQUE INDEX attribution_bundle_object_visual_reference_id_bundle_sha256_key ON rights.attribution_bundle USING btree (object_visual_reference_id, bundle_sha256) || CREATE UNIQUE INDEX attribution_bundle_one_successor ON rights.attribution_bundle USING btree (supersedes_attribution_bundle_id)	t	INDEX_PROBE	P2
rights	delivery_locator_qualification	CONSTRAINT_TRIGGER	delivery_locator_validation	CREATE CONSTRAINT TRIGGER delivery_locator_validation AFTER INSERT OR DELETE OR UPDATE ON rights.delivery_locator_qualification DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION rights.enforce_delivery_assessment()					t	t	rights.enforce_delivery_assessment()	INSERT,UPDATE,DELETE	0	CREATE UNIQUE INDEX delivery_locator_qualification_pkey ON rights.delivery_locator_qualification USING btree (delivery_assessment_id, visual_locator_id, endpoint_health_observation_id) || CREATE UNIQUE INDEX delivery_locator_qualificatio_delivery_assessment_id_allowl_key ON rights.delivery_locator_qualification USING btree (delivery_assessment_id, allowlisted_role)			ROW_EVENT_FUNCTION	P2
rights	delivery_locator_qualification	FOREIGN_KEY	delivery_locator_qualificatio_endpoint_health_observation__fkey	FOREIGN KEY (endpoint_health_observation_id) REFERENCES rights.endpoint_health_observation(endpoint_health_observation_id) ON DELETE RESTRICT	endpoint_health_observation_id	rights	endpoint_health_observation	endpoint_health_observation_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX delivery_locator_qualification_pkey ON rights.delivery_locator_qualification USING btree (delivery_assessment_id, visual_locator_id, endpoint_health_observation_id) || CREATE UNIQUE INDEX delivery_locator_qualificatio_delivery_assessment_id_allowl_key ON rights.delivery_locator_qualification USING btree (delivery_assessment_id, allowlisted_role)	CREATE UNIQUE INDEX endpoint_health_observation_pkey ON rights.endpoint_health_observation USING btree (endpoint_health_observation_id) || CREATE UNIQUE INDEX endpoint_health_observation_visual_locator_id_checked_at_me_key ON rights.endpoint_health_observation USING btree (visual_locator_id, checked_at, method_version, request_fingerprint) || CREATE INDEX endpoint_health_locator_idx ON rights.endpoint_health_observation USING btree (visual_locator_id, checked_at DESC)	f	INDEX_PROBE	P2
rights	delivery_locator_qualification	FOREIGN_KEY	delivery_locator_qualification_delivery_assessment_id_fkey	FOREIGN KEY (delivery_assessment_id) REFERENCES rights.delivery_assessment(delivery_assessment_id) ON DELETE RESTRICT	delivery_assessment_id	rights	delivery_assessment	delivery_assessment_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX delivery_locator_qualification_pkey ON rights.delivery_locator_qualification USING btree (delivery_assessment_id, visual_locator_id, endpoint_health_observation_id) || CREATE UNIQUE INDEX delivery_locator_qualificatio_delivery_assessment_id_allowl_key ON rights.delivery_locator_qualification USING btree (delivery_assessment_id, allowlisted_role)	CREATE UNIQUE INDEX delivery_assessment_pkey ON rights.delivery_assessment USING btree (delivery_assessment_id) || CREATE UNIQUE INDEX delivery_assessment_supersedes_delivery_assessment_id_key ON rights.delivery_assessment USING btree (supersedes_delivery_assessment_id) || CREATE INDEX delivery_assessment_reference_idx ON rights.delivery_assessment USING btree (object_visual_reference_id, assessed_at DESC) || CREATE INDEX delivery_assessment_mode_idx ON rights.delivery_assessment USING btree (delivery_mode, assessed_at DESC)	t	INDEX_PROBE	P2
rights	delivery_locator_qualification	FOREIGN_KEY	delivery_locator_qualification_visual_locator_id_fkey	FOREIGN KEY (visual_locator_id) REFERENCES rights.visual_locator(visual_locator_id) ON DELETE RESTRICT	visual_locator_id	rights	visual_locator	visual_locator_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX delivery_locator_qualification_pkey ON rights.delivery_locator_qualification USING btree (delivery_assessment_id, visual_locator_id, endpoint_health_observation_id) || CREATE UNIQUE INDEX delivery_locator_qualificatio_delivery_assessment_id_allowl_key ON rights.delivery_locator_qualification USING btree (delivery_assessment_id, allowlisted_role)	CREATE UNIQUE INDEX visual_locator_pkey ON rights.visual_locator USING btree (visual_locator_id) || CREATE UNIQUE INDEX visual_locator_external_visual_reference_id_locator_role_so_key ON rights.visual_locator USING btree (external_visual_reference_id, locator_role, source_asset_id, source_record_id, source_field_or_json_pointer, occurrence_ordinal) || CREATE INDEX visual_locator_reference_role_idx ON rights.visual_locator USING btree (external_visual_reference_id, locator_role, visibility) || CREATE INDEX visual_locator_fingerprint_idx ON rights.visual_locator USING btree (locator_fingerprint) || CREATE UNIQUE INDEX visual_locator_reference_identity_unique ON rights.visual_locator USING btree (visual_locator_id, external_visual_reference_id)	f	INDEX_PROBE	P2
rights	digital_representation	FOREIGN_KEY	digital_representation_evidence_item_id_fkey	FOREIGN KEY (evidence_item_id) REFERENCES provenance.evidence_item(evidence_item_id) ON DELETE RESTRICT	evidence_item_id	provenance	evidence_item	evidence_item_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX digital_representation_pkey ON rights.digital_representation USING btree (digital_representation_id) || CREATE UNIQUE INDEX digital_representation_content_sha256_byte_length_evidence__key ON rights.digital_representation USING btree (content_sha256, byte_length, evidence_item_id) NULLS NOT DISTINCT	CREATE UNIQUE INDEX evidence_item_pkey ON provenance.evidence_item USING btree (evidence_item_id) || CREATE INDEX evidence_item_source_record_idx ON provenance.evidence_item USING btree (source_record_id) || CREATE INDEX evidence_item_content_hash_idx ON provenance.evidence_item USING btree (content_sha256) || CREATE INDEX evidence_item_supersedes_idx ON provenance.evidence_item USING btree (supersedes_evidence_item_id) || CREATE UNIQUE INDEX evidence_item_source_identity_unique ON provenance.evidence_item USING btree (source_asset_id, source_version_id, source_record_id, locator_scheme, internal_locator, span_start, span_end, content_sha256) NULLS NOT DISTINCT || CREATE UNIQUE INDEX evidence_item_source_triplet_unique ON provenance.evidence_item USING btree (evidence_item_id, source_asset_id, source_version_id)	f	INDEX_PROBE	P2
rights	endpoint_health_observation	FOREIGN_KEY	endpoint_health_observation_visual_locator_id_fkey	FOREIGN KEY (visual_locator_id) REFERENCES rights.visual_locator(visual_locator_id) ON DELETE RESTRICT	visual_locator_id	rights	visual_locator	visual_locator_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX endpoint_health_observation_pkey ON rights.endpoint_health_observation USING btree (endpoint_health_observation_id) || CREATE UNIQUE INDEX endpoint_health_observation_visual_locator_id_checked_at_me_key ON rights.endpoint_health_observation USING btree (visual_locator_id, checked_at, method_version, request_fingerprint) || CREATE INDEX endpoint_health_locator_idx ON rights.endpoint_health_observation USING btree (visual_locator_id, checked_at DESC)	CREATE UNIQUE INDEX visual_locator_pkey ON rights.visual_locator USING btree (visual_locator_id) || CREATE UNIQUE INDEX visual_locator_external_visual_reference_id_locator_role_so_key ON rights.visual_locator USING btree (external_visual_reference_id, locator_role, source_asset_id, source_record_id, source_field_or_json_pointer, occurrence_ordinal) || CREATE INDEX visual_locator_reference_role_idx ON rights.visual_locator USING btree (external_visual_reference_id, locator_role, visibility) || CREATE INDEX visual_locator_fingerprint_idx ON rights.visual_locator USING btree (locator_fingerprint) || CREATE UNIQUE INDEX visual_locator_reference_identity_unique ON rights.visual_locator USING btree (visual_locator_id, external_visual_reference_id)	t	INDEX_PROBE	P2
rights	object_visual_reference_review_decision	CONSTRAINT_TRIGGER	object_visual_reference_decision_from_history	CREATE CONSTRAINT TRIGGER object_visual_reference_decision_from_history AFTER INSERT OR DELETE OR UPDATE ON rights.object_visual_reference_review_decision DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION rights.enforce_object_visual_reference_decision()					t	t	rights.enforce_object_visual_reference_decision()	INSERT,UPDATE,DELETE	0	CREATE UNIQUE INDEX object_visual_reference_review_decision_pkey ON rights.object_visual_reference_review_decision USING btree (object_visual_reference_review_decision_id) || CREATE UNIQUE INDEX object_visual_reference_review_decis_supersedes_decision_id_key ON rights.object_visual_reference_review_decision USING btree (supersedes_decision_id) || CREATE INDEX object_visual_reference_decision_current_idx ON rights.object_visual_reference_review_decision USING btree (object_visual_reference_id, decided_at DESC)			ROW_EVENT_FUNCTION	P2
rights	object_visual_reference_review_decision	CONSTRAINT_TRIGGER	object_visual_reference_decision_parent	CREATE CONSTRAINT TRIGGER object_visual_reference_decision_parent AFTER INSERT ON rights.object_visual_reference_review_decision DEFERRABLE INITIALLY DEFERRED FOR EACH ROW EXECUTE FUNCTION rights.enforce_object_visual_reference_decision_parent()					t	t	rights.enforce_object_visual_reference_decision_parent()	INSERT	0	CREATE UNIQUE INDEX object_visual_reference_review_decision_pkey ON rights.object_visual_reference_review_decision USING btree (object_visual_reference_review_decision_id) || CREATE UNIQUE INDEX object_visual_reference_review_decis_supersedes_decision_id_key ON rights.object_visual_reference_review_decision USING btree (supersedes_decision_id) || CREATE INDEX object_visual_reference_decision_current_idx ON rights.object_visual_reference_review_decision USING btree (object_visual_reference_id, decided_at DESC)			ROW_EVENT_FUNCTION	P2
rights	object_visual_reference_review_decision	FOREIGN_KEY	object_visual_reference_review__object_visual_reference_id_fkey	FOREIGN KEY (object_visual_reference_id) REFERENCES rights.object_visual_reference(object_visual_reference_id) ON DELETE RESTRICT	object_visual_reference_id	rights	object_visual_reference	object_visual_reference_id	f	f		INSERT,UPDATE	0	CREATE UNIQUE INDEX object_visual_reference_review_decision_pkey ON rights.object_visual_reference_review_decision USING btree (object_visual_reference_review_decision_id) || CREATE UNIQUE INDEX object_visual_reference_review_decis_supersedes_decision_id_key ON rights.object_visual_reference_review_decision USING btree (supersedes_decision_id) || CREATE INDEX object_visual_reference_decision_current_idx ON rights.object_visual_reference_review_decision USING btree (object_visual_reference_id, decided_at DESC)	CREATE UNIQUE INDEX object_visual_reference_pkey ON rights.object_visual_reference USING btree (object_visual_reference_id) || CREATE UNIQUE INDEX object_visual_reference_archive_object_id_external_visual_r_key ON rights.object_visual_reference USING btree (archive_object_id, external_visual_reference_id, reference_role) || CREATE UNIQUE INDEX object_visual_reference_archive_object_id_reference_role_or_key ON rights.object_visual_reference USING btree (archive_object_id, reference_role, ordinal) || CREATE INDEX object_visual_reference_reverse_idx ON rights.object_visual_reference USING btree (external_visual_reference_id, archive_object_id)	t	INDEX_PROBE	P2
