category_entry_id	category_entry_hash	category_id	category_label	composition_id	topology_composition_hash	node_ids	association_ids	seed_variant_ids	production_composition_ids	initial_state_id	database_authority
R16A-ENTRY-F0BB0E5BBF0EFD8FA646	f0bb0e5bbf0efd8fa6468e9e25b4cfa99ed9a3c943793944be28175cc51dc4b6	theme	Theme	R16A-TOPO-A2467ACA76F10CC08E98	a2467aca76f10cc08e98014462fe80e6cada194cbd4e3ceed7a75318d3bb2bdc	"[""TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce"",""TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074"",""TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8""]"	"[""R16A-PAIR:27598c04934f3d33ad80dfb1aecc18d272cf86ee7fe3a726a95aae81144dfb06"",""R16A-PAIR:a364e4ea20e2f9e24e1fc980dc1ab703ae69a0fc86aa626a14e45cca0ea3bbb2""]"	"[""R16A-SEED-DDB89DB27A8FAC3D1458"",""R16A-SEED-3103A40D06495ABBEE2B"",""R16A-SEED-189DC775530F02713640""]"	"[""R16A-PCOMP-535EFE6B1BD800365498"",""R16A-PCOMP-185FC99A208DDE8A4A99"",""R16A-PCOMP-F1485C5856D6E5C28D80""]"	R16A-STATE-4257A84259B8C222996B02C9	database:object_folder_refs:theme
R16A-ENTRY-F5EC531FC9A672645000	f5ec531fc9a6726450000eaeb20fe8373045a689517339c1fa0c664d296cc7c9	theme	Theme	R16A-TOPO-E6088F7FDDBFBBF39FA5	e6088f7fddbfbbf39fa5664abcccd1fab6b0f465821169639f9ffe0160585a8a	"[""TRV:276446ba01e3aa387c83b06f54fccc5ac65bdc6099157a2a828716eac9c6fd4d"",""TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639"",""TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""]"	"[""R16A-PAIR:db9e8b1d1d7e17983872e3600cd1a3ce5ae7f3c907ae70bdeafcbd0b2c6a0460"",""R16A-PAIR:f82795fcaba53ac0c255461d014e82b9e563362b645b4c65a58e27644e22c54c""]"	"[""R16A-SEED-A20CA3C53972B04F7033"",""R16A-SEED-7BB427A3EC4D7FB5725E"",""R16A-SEED-0332C5D59C8E958549C2""]"	"[""R16A-PCOMP-83C4612A13B5FDB3F4A4"",""R16A-PCOMP-D90A5F3D7FB1B34121E6"",""R16A-PCOMP-2A8756FB5B686E7C2FA6""]"	R16A-STATE-9FF23C8F4EED65A0A7A62C8A	database:object_folder_refs:theme
R16A-ENTRY-FE8BBA39CC3C6D4195D1	fe8bba39cc3c6d4195d1d363871a796c536d2eef4aa861d5eead5e59c4db2277	theme	Theme	R16A-TOPO-71C155BD05F0839E1212	71c155bd05f0839e12126f2d6aec669b52de86171800d50daa46416e9e1fc921	"[""TRV:9e44dae2c5ca8dc916878b28f5ec3720e42ea22d2add139759780727e6f487ce"",""TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074"",""TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8""]"	"[""R16A-PAIR:818cc370417319af9a65fec5211969862df5c48a821265533ba289932e57b18c"",""R16A-PAIR:a364e4ea20e2f9e24e1fc980dc1ab703ae69a0fc86aa626a14e45cca0ea3bbb2""]"	"[""R16A-SEED-E8F6DA1CDC8414E26A5F"",""R16A-SEED-51F855097FA2A5D0C858"",""R16A-SEED-712B10E097D54B1EDE10""]"	"[""R16A-PCOMP-7CAF0204D1F339FD0ED6"",""R16A-PCOMP-D268035B0BC3AFDABDB6"",""R16A-PCOMP-60FC408A0027DCF3AF84""]"	R16A-STATE-765DB7F33E976772BEC67FEA	database:object_folder_refs:theme
R16A-ENTRY-0C7D6D082C227461ACD2	0c7d6d082c227461acd25f0c6e58ef79c1297f9fdfd0ace5d43694aa5f70d3de	medium	Medium / format	R16A-TOPO-008BD5741F2FE39EAAE1	008bd5741f2fe39eaae17a0e905ac4a6530c7bd4884bbfa500a30dd062305f33	"[""TRV:25f3aeb51f1cc784d9d0bcc166bd876f80678d5528c3e5db0e627a3991ab8fea"",""TRV:48047b49b975ee8880742ea2544b30e8965f1675df787e9d832f8e0c2db87630""]"	"[""R16A-PAIR:0c8c2331a9ba240c16d983a310a9cb7e83f44710cb57828cca8860aaf7799937""]"	"[""R16A-SEED-BC0DBAC30CA3F276A335"",""R16A-SEED-375679E72DA6BB8DBE3E""]"	"[""R16A-PCOMP-C19F9339DD10B635AD0D"",""R16A-PCOMP-07DA457407C10C3831C0""]"	R16A-STATE-0C3F2A01D99B8ADE39803942	database:object_folder_refs:medium
R16A-ENTRY-54B19765209E346B0EB5	54b19765209e346b0eb59add9a6a3f80816919a0d2f57951c035c2dce1f29d94	medium	Medium / format	R16A-TOPO-4469C396D1835E807EED	4469c396d1835e807eede5d70a3e3e23032d8d2b810c0a04f7366c8f01adadef	"[""TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77"",""TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795""]"	"[""R16A-PAIR:b4f5681b10410d082921b5dfe618fe94f639c10ae3dcb51eb904a4e02db3b9bf""]"	"[""R16A-SEED-481DC7BEFC0577E02C65"",""R16A-SEED-EB4BC851C86771AC18ED""]"	"[""R16A-PCOMP-0ECC32306DA6BB14E956"",""R16A-PCOMP-90FF68DAFB1D06E172C3""]"	R16A-STATE-48D7286AB3DBB8BB5B88F36A	database:object_folder_refs:medium
R16A-ENTRY-00EB327D36E2183C445E	00eb327d36e2183c445e291c93c4213c675d3971c89327337c8ace79a4ab8d91	movement	Movement context	R16A-TOPO-F9D1B27DAE9289782B55	f9d1b27dae9289782b551d7d4d2ba75f56e00c7879a3cbd236370f83053883f8	"[""TRV:355543f790a3b210ecf36c82a2738896d9574c17e963a63633febac1f2386737"",""TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1""]"	"[""R16A-PAIR:ddf7068abba0b034d15023b3a2a2a74b3a892cbbd7c38a505f9168dece946905""]"	"[""R16A-SEED-393A9BBA668A344BB831"",""R16A-SEED-DA39E57556A1A83088AE""]"	"[""R16A-PCOMP-49B18C3B1129824BD8F1"",""R16A-PCOMP-189E5D349ADC46EEC1DB""]"	R16A-STATE-B53203C0377EA25D2172CF10	database:object_folder_refs:movement
R16A-ENTRY-111DBBEB2F71DFDD32FF	111dbbeb2f71dfdd32ffa4b1e075640365e163f6f471b88330c41ece7130b3e1	movement	Movement context	R16A-TOPO-35AE60EBE87BB3762A85	35ae60ebe87bb3762a855b2153b09472531ffd9ec195f0ca5a0537a276ad696a	"[""TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97"",""TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79"",""TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b""]"	"[""R16A-PAIR:09108fb32fbc17acaa1205d07d048a5e74371e81f8c5919a24f86af4ddc3d677"",""R16A-PAIR:9d6b149f9ea2e617d5b45153c18bed1eeff22bd4c979cc8d6767b8c213e4d419""]"	"[""R16A-SEED-39ECA93CB339C45B132F"",""R16A-SEED-5F5C4225215E4A9625C5"",""R16A-SEED-232ADE9D26CF6E294909""]"	"[""R16A-PCOMP-D79536C1D53818832B86"",""R16A-PCOMP-11517573CD39B2D5E696"",""R16A-PCOMP-A08F0A2D41741D3BF333""]"	R16A-STATE-85AE2A70656D76CC48496B96	database:object_folder_refs:movement
R16A-ENTRY-54F9D8E59B304C12E7C1	54f9d8e59b304c12e7c1a0bee3e563e567139d91f7c0a490f622ab837739326f	movement	Movement context	R16A-TOPO-685E4990D0F974542419	685e4990d0f97454241929750ebab4f9011e171eb81af2a049aea04a212a03cd	"[""TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97"",""TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79""]"	"[""R16A-PAIR:09108fb32fbc17acaa1205d07d048a5e74371e81f8c5919a24f86af4ddc3d677""]"	"[""R16A-SEED-AE2E527052A2A3B73553"",""R16A-SEED-3A3020B5BB4F93C1BD88""]"	"[""R16A-PCOMP-9C3E77281BD090381F78"",""R16A-PCOMP-0982F9DC5A044913F785""]"	R16A-STATE-EB0FB1442FA7D08F87A3C2A9	database:object_folder_refs:movement
R16A-ENTRY-85401689737D363D4BD5	85401689737d363d4bd5eaeb2d9cb90b91ed8c70a50441ccfa4f5c8a04ff9e47	movement	Movement context	R16A-TOPO-1DF5F5F05AE4BCE14827	1df5f5f05ae4bce14827048bba4c2424827ddd8a70ccf9195382258f28fa383c	"[""TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79"",""TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b""]"	"[""R16A-PAIR:9d6b149f9ea2e617d5b45153c18bed1eeff22bd4c979cc8d6767b8c213e4d419""]"	"[""R16A-SEED-2C0A7A2096928600FF8B"",""R16A-SEED-9407EA19930271D272DA""]"	"[""R16A-PCOMP-9C75870125A7EB6DB1D3"",""R16A-PCOMP-53FFD1510D4A4B46F4AF""]"	R16A-STATE-BB23CCDD50F31363AF64B41F	database:object_folder_refs:movement
R16A-ENTRY-BA03C3421E0AE166F87E	ba03c3421e0ae166f87e6c77c0c0ace327125a40d0f2bc6c3bf9e1a9a3409b48	movement	Movement context	R16A-TOPO-547F0EDF7CBD38C25127	547f0edf7cbd38c251276d304a917bd498462041d33621f63438f93300a1acf7	"[""TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97"",""TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79"",""TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b""]"	"[""R16A-PAIR:09108fb32fbc17acaa1205d07d048a5e74371e81f8c5919a24f86af4ddc3d677"",""R16A-PAIR:9d6b149f9ea2e617d5b45153c18bed1eeff22bd4c979cc8d6767b8c213e4d419""]"	"[""R16A-SEED-24064433B073D706E21C"",""R16A-SEED-7245A28BDB8E54E49522"",""R16A-SEED-CA144420E6F8B41BBF3C""]"	"[""R16A-PCOMP-D7B06C96BCEDC3BEF7EB"",""R16A-PCOMP-C49E86F7CD2BACDCA032"",""R16A-PCOMP-DA79475F314F154BBFF0""]"	R16A-STATE-3BB809ADF944C97849865E6F	database:object_folder_refs:movement
R16A-ENTRY-C2891B6E634A555E9ACD	c2891b6e634a555e9acde2c34af3a136c9995867fea2dc97f033a6ec0df4a041	movement	Movement context	R16A-TOPO-3926FFD6932D5C123230	3926ffd6932d5c12323096d4b5cb87aedda93f39b1ce1d1a039ff686d131534f	"[""TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97"",""TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79"",""TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b""]"	"[""R16A-PAIR:09108fb32fbc17acaa1205d07d048a5e74371e81f8c5919a24f86af4ddc3d677"",""R16A-PAIR:9d6b149f9ea2e617d5b45153c18bed1eeff22bd4c979cc8d6767b8c213e4d419""]"	"[""R16A-SEED-B2C941C389192BB83025"",""R16A-SEED-189C41E914D9269DCCD8"",""R16A-SEED-FDFDF94B05BE359B04AD""]"	"[""R16A-PCOMP-4EF3A3E2DFDE164B5159"",""R16A-PCOMP-3F7A7C95533BFC98DCAD"",""R16A-PCOMP-2C2394E537E6B7E30E53""]"	R16A-STATE-7D24BDBAF76C32AA765597FC	database:object_folder_refs:movement
