ordinal	pair_id	vocabulary_id_a	vocabulary_id_b	label_a	label_b	normalized_label_a	normalized_label_b	canonical_pair_key	structurally_excluded	pair_universe_hash
367	R16A-PAIR:dae6d5bdc42db87c65a4d0a33531ff5a2a564d44a23da5ca929889a1cafc187d	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	cultural transformation	piracy	cultural transformation	piracy	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4|TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
368	R16A-PAIR:166da446dda8014a77839456c44894e440e90e02f46824fa5e62d7c490ce9e74	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	cultural transformation	cultural transfer	cultural transformation	cultural transfer	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4|TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
369	R16A-PAIR:d57caa253340dd961ea87f92939a602acd5cbe2f7b471176fe77a197f99c6e41	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	cultural transformation	propaganda	cultural transformation	propaganda	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
370	R16A-PAIR:4dbee1b2385acb3878c9916b941c0325f321c5dad87831055f6aff3e95c74ded	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	cultural transformation	advertising	cultural transformation	advertising	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
371	R16A-PAIR:c703b382525323876b24536dbeb7ccc3e1567bcdb4c2736d9cf97331c69504c4	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	cultural transformation	material displacement	cultural transformation	material displacement	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
372	R16A-PAIR:207e97081cdaf6b41fc085b16655f0a8a81a7e60e4d96bb948822a1aa38b32aa	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	cultural transformation	canonization	cultural transformation	canonization	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
373	R16A-PAIR:7f28f2a8fb5488929a28fed2a910f651133eb8c89389c1e8b7747a6d0fbf8379	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	cultural transformation	imitation	cultural transformation	imitation	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
374	R16A-PAIR:b58d236a197dce9756cd3066684e1e36b6ed1aca92cc83a47b024b9440022cce	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	cultural transformation	rejection	cultural transformation	rejection	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
375	R16A-PAIR:0cc0f0b0feef32c10f9a4475d211385f2cdbf195cc0858d614bf884d71592d64	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	mobile object	production	mobile object	production	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28|TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
376	R16A-PAIR:44c26d815a938f9b6dd277ac969469420e77d080631ce8edf73ef5019df28f69	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	mobile object	consumption	mobile object	consumption	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28|TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
377	R16A-PAIR:f220fad00ade8f046022951702a22291b2e57c7e3283f691e80d7a4290ca331c	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	mobile object	professionalization	mobile object	professionalization	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28|TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
378	R16A-PAIR:97c12e857b872e4a9c2b57062157bddc45c824a1201a2fb6e2043e0d2b782974	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	mobile object	commodification	mobile object	commodification	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28|TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
379	R16A-PAIR:b3fc8499c3f58a5b21aab882c18f64c1e571c87d2c02a3cb671dbf04285407ed	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	mobile object	production site	mobile object	production site	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28|TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
380	R16A-PAIR:cbfb2a80bfbd0cea34acf5716f440f6a3c41becb385979ec401e1bcbed1e0483	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	mobile object	piracy	mobile object	piracy	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28|TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
381	R16A-PAIR:a69e388401708f3b69a7e44bf99f853709240783978508f0115cdca3ae936801	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	mobile object	cultural transfer	mobile object	cultural transfer	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28|TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
382	R16A-PAIR:ac860ca0b53fe9c47fa2d12bb37a9a902c3c830a353a4f39e89fcdb78f851f68	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	mobile object	propaganda	mobile object	propaganda	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
383	R16A-PAIR:fc80ee2f4868127e660f87237e280ecba180cccf4f960a2c2262dd2dfd346524	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	mobile object	advertising	mobile object	advertising	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
384	R16A-PAIR:bae7116ba29202118dc6bfce1ad3ebbd0095e18e87c20921a537129bc0e75ff5	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	mobile object	material displacement	mobile object	material displacement	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
385	R16A-PAIR:723a3939744b1f21ea64d392594eb590fcde938775d54c11b33b69765a20c305	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	mobile object	canonization	mobile object	canonization	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
386	R16A-PAIR:fd9643e1f8821e2a25a1e2ad8780ad5a827894d4567038ccbb50db86ff921d78	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	mobile object	imitation	mobile object	imitation	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
387	R16A-PAIR:5a5daae65fa799151033ed8851c96ef31d99572228c9da5108df1a794a04ad0c	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	mobile object	rejection	mobile object	rejection	TRV:a85f306d70c2839db5dad35765d50a5b17eec2c9d0dee0641333805efede7b28|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
388	R16A-PAIR:a364e4ea20e2f9e24e1fc980dc1ab703ae69a0fc86aa626a14e45cca0ea3bbb2	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	production	consumption	production	consumption	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074|TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
389	R16A-PAIR:7c9d651ab0a98e09150e4c76640ba326cb863ff607956e58952da2e710334c6a	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	production	professionalization	production	professionalization	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074|TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
390	R16A-PAIR:48b635254690f87ec35eb4c24f50081d99bb884eb4b7518bd5d58c10f7d8d452	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	production	commodification	production	commodification	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074|TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
391	R16A-PAIR:73d49851436f0847789a03ff72e61c66d4622485b6effbd86d90cd35d5aba1b8	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	production	production site	production	production site	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074|TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
392	R16A-PAIR:e8df961a2c37ffcd882da31ea4b2cf15d6724562d8a28486627267e340334101	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	production	piracy	production	piracy	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074|TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
393	R16A-PAIR:ecdafdf3a96b2391d9365111dc8628a7348ac7d1f4e5981aa7a4923ecd371e79	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	production	cultural transfer	production	cultural transfer	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074|TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
394	R16A-PAIR:650624c795924ee850686ed04cf9c227c217ed56a5d45fd970f1781449bb3d82	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	production	propaganda	production	propaganda	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
395	R16A-PAIR:102d400718f7a15e5cb226adbba0a6e03463f33d560a5f81254c15d81de683ab	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	production	advertising	production	advertising	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
396	R16A-PAIR:65eb8363e1e3009e59afc3b1bed2a5ffbf9036a6c4fa05e897de6442893dedcf	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	production	material displacement	production	material displacement	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
397	R16A-PAIR:c1bd9f0127bf760c81892fc86b0cdb4847c5132e44e77d9d077643f9fc2dd2d1	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	production	canonization	production	canonization	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
398	R16A-PAIR:ba38d2f5551177471b22f26bc94ed3011dae50e6b5dd596f2861cdddc49b126a	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	production	imitation	production	imitation	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
399	R16A-PAIR:9b5f7aa8c9ff89ce9ed2b6ef404938c1f29ea55d90a72942c02102849c8d5b93	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	production	rejection	production	rejection	TRV:ab8e18ef4ebebeddc0b3152ce9c9006e14fc05242e3fc9ce32246ea6a9543074|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
400	R16A-PAIR:3ea7d9d331c51544118ad2eea993c239e63dd24350a7d837335f2d4019907418	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	consumption	professionalization	consumption	professionalization	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8|TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
401	R16A-PAIR:41dab44e27015e399786801e4f8b5425bce7b93fa60f73f0b8b0a4c79a03c362	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	consumption	commodification	consumption	commodification	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8|TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
402	R16A-PAIR:f2d15f4eda759cbe3e6fbca4cd7ffd1673aad40370c608bb5dcae8f91134a381	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	consumption	production site	consumption	production site	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8|TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
403	R16A-PAIR:356284c9f54f77a58a6b5713953f127a3859886699ec9cf3394b9a1db6a41e24	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	consumption	piracy	consumption	piracy	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8|TRV:c460d6a56db8d84e6ee3a5c96c4a72ce1170116cab3ad0659544494547ecae77	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
404	R16A-PAIR:0f7dbf6ce0332e943dab0c0d46ba5808f266816f8c6f1016102b4d5ccc57ef14	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	consumption	cultural transfer	consumption	cultural transfer	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8|TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
405	R16A-PAIR:7536b707e30c6b5bf43a09c3fde1a85fee376fc8b3f93235a5fc12659ed53b2b	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	consumption	propaganda	consumption	propaganda	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8|TRV:c82d3d4865e41e2a263ff0427c4df2b8e3e43a85c835404d033d764468b3ba55	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
406	R16A-PAIR:e034ed76deaad734bd9012e026ddcfca25b3ff772b190067832a42b5e5a7aad0	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	consumption	advertising	consumption	advertising	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8|TRV:d27a4a1080657098835b014b8f47529c5be746cb60b043fb2400fec1a6948185	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
407	R16A-PAIR:58e0ce6f12106d2c33065ba5942f27fb41016c379af90511855a3665feb31cb0	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	consumption	material displacement	consumption	material displacement	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8|TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
408	R16A-PAIR:47797d2b0e16138c64acf3a69571634ae748f035b3f50b44bca1766c37660fba	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	consumption	canonization	consumption	canonization	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8|TRV:e581bd8a1b6363a295216bc7c9f8d958e26ef7406beab6becbf90ff8e2680bd5	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
409	R16A-PAIR:091ab35ed795f8e113ca5a9f2ab00d2f975cc83c5528df3dcb646eaeb9dbb1bd	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	consumption	imitation	consumption	imitation	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8|TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
410	R16A-PAIR:6a267c66d5231fc8e70bc5d345ad7a5a313c27edc6abb63d77076535274bde24	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8	TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	consumption	rejection	consumption	rejection	TRV:ad8c6f6e417a6d2db992c155701ed13494624142922d58eda2e4ad0fa4672fa8|TRV:fd793986cd6d45968d3c7103e778813542e6a9979a85e9cf512450307c9f7342	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
411	R16A-PAIR:caed7b4e43164af6978cb85c098af467918204a425d19b21b87c742bee851fe5	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	professionalization	commodification	professionalization	commodification	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b|TRV:b57559d1d19ef1967b6015fa23577c3fac4b79ae3ca54ef4eb760e18300875a3	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
412	R16A-PAIR:d18d8696fdbfe89e08c718f72c26fefef2078317766e8bb5b378beba9d205e87	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b	TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	professionalization	production site	professionalization	production site	TRV:b1195fbfc5f343ebd84eb46acece15907e639a564f04af5d04d58c70e127a14b|TRV:be33e16d8f585c08bb0efe6f0df92659a22d534298639f5318d2a2580546fdcc	false	f060a55bd53f6c963bddeea330165abfd238113ea7b158c2e3614e09bebe453f
