triple_id	dimension_a	value_a_id	value_a_label	dimension_b	value_b_id	value_b_label	dimension_c	value_c_id	value_c_label	object_count	eligible_denominator	support_rate_eligible	joint_observable_denominator	support_rate_joint_observable	dimension_a_value_object_count	dimension_b_value_object_count	dimension_c_value_object_count	rarity_band	rare_candidate	diagnostic_status	signal_status	input_source	derivation_version
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:0d6a258fddb51644fdf48df6a2a98589f75e1128ac1eed28b89aecd7afed7259	Aotearoa New Zealand	3	7995	0.000375234521576	7995	0.000375234521576	2957	1096	25	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:16b1cfb38f72a39251e3e9cfbd021bc4df8072dbf978126047733f95ba1678bf	Australia	2	7995	0.000250156347717	7995	0.000250156347717	2957	1096	13	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:2be2877e2336a0a4f23ab56680dde82cfe5e78893dd6944558a26f169313f532	Norway	47	7995	0.00587867417136	7995	0.00587867417136	2957	1096	562	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:2eeae8aaa59df29846eadc9c7a3346bc84b5d9db10c96e922f4b0103f6eada06	Zimbabwe	2	7995	0.000250156347717	7995	0.000250156347717	2957	1096	6	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:2f744f0d5b8bd5627f901c222db99527a598115345620b9c04eac0c5ddd10728	Jordan	1	7995	0.000125078173859	7995	0.000125078173859	2957	1096	1	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:31ebadef54116aebf6f0921581708e7e65c459a59954ca470f6b5f09ddc1e891	Italy	26	7995	0.00325203252033	7995	0.00325203252033	2957	1096	128	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:3254082f0059b355924952744dff7933a62c0534af9ce4e52b4326bf25514b83	Brazil	1	7995	0.000125078173859	7995	0.000125078173859	2957	1096	9	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:38b90fc6afc90269586919bdf81cf0a84109a64b1fabb4efe98b105bf187a824	China / Hong Kong	101	7995	0.0126328955597	7995	0.0126328955597	2957	1096	163	COUNT_100_PLUS	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:3c420e26303316e935ce7757e5f7aafb2ab513325b4c16a811e8b09fc36b4d2c	Mexico	5	7995	0.000625390869293	7995	0.000625390869293	2957	1096	29	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:48f4e0fe74ed341a1562a77b83d9144c45eceeed26cc56fb8a817da6e011f0e8	Russia	29	7995	0.0036272670419	7995	0.0036272670419	2957	1096	231	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:496b081af926b9d43073b2ed22df4cfaddc572ee324e5bfb673e6f8f3da4ab17	Bangladesh	1	7995	0.000125078173859	7995	0.000125078173859	2957	1096	1	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:4aa95281d59a599408e3c1dfd9ced025abc75f76c787d4b29377a32a6f27a135	Belgium	4	7995	0.000500312695435	7995	0.000500312695435	2957	1096	59	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:627ad144a3cb31d9f0749b6fae5b6fc7221a2fe88c2cb7fea4178a97d44b1b01	United Kingdom	11	7995	0.00137585991245	7995	0.00137585991245	2957	1096	3214	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:64aa6e6ea5220958106e57404aca07b64a3d09f21e06c9b2d845d1056073b6f0	South Africa	5	7995	0.000625390869293	7995	0.000625390869293	2957	1096	36	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:6bf87c5a8e9b90c22ca1470d349dd8a27908229cb65349bc0d4c2ab3cef770b6	Switzerland	16	7995	0.00200125078174	7995	0.00200125078174	2957	1096	96	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:6db2978ff939b8fdccd88b9487ba0a570c7c305a91de6b5e6dc3d36c8c97e041	Chile	45	7995	0.00562851782364	7995	0.00562851782364	2957	1096	129	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:6fccb8054d254f1ff993c0f884105d432cadfe70b595117d46ac535b0287cbe2	Cuba / transnational	10	7995	0.00125078173859	7995	0.00125078173859	2957	1096	76	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:7d4e00c1c39ca8ed6783edc0b77103ddab21f9b0c1612e447ac15a193f4958cf	Austria	13	7995	0.00162601626016	7995	0.00162601626016	2957	1096	77	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:7fa25d0a42d57f51454b440a3bd0bab7cfedf7e75e7333dbb4392079331df3b2	France	17	7995	0.0021263289556	7995	0.0021263289556	2957	1096	224	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:856e8df3d10caabbba5a0a57c84beb185295faa59f1610fdee7672b849b4d860	Argentina	3	7995	0.000375234521576	7995	0.000375234521576	2957	1096	6	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:858c03ee8dc67cb3815308c2a70d2a8076ce7c65fbdd89e183c3c449ec2454ad	Germany	62	7995	0.00775484677924	7995	0.00775484677924	2957	1096	427	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:8b1c39e4bd024f7201df51af49300cd81ca33bc3363559022a2df4fd5d5d8839	Palestine / transnational	1	7995	0.000125078173859	7995	0.000125078173859	2957	1096	8	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:8b325942f322413e730e7ef6f2ec7bfe7a8c0e8ff528acc4f1ec1c33f687e1b5	Venezuela	1	7995	0.000125078173859	7995	0.000125078173859	2957	1096	1	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:94371e0144a50eee617088a1c301a416ccf6d7c7c107d2264b534377e030c0c4	Greece	3	7995	0.000375234521576	7995	0.000375234521576	2957	1096	5	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:9698ac2a6ac50d2cfcaafb9eae7b7c59c175d2d6ff1fff73ff652030bb2f81e0	Canada	1	7995	0.000125078173859	7995	0.000125078173859	2957	1096	32	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:9859d40c449b029e7a48ef3049be591b17005635749be839199ebf41b6c16275	United States	136	7995	0.0170106316448	7995	0.0170106316448	2957	1096	1175	COUNT_100_PLUS	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:98a5387a0eb7d4900dd6c24a01e358889486916d2ef34e7b60a1ed34683ab30e	El Salvador	1	7995	0.000125078173859	7995	0.000125078173859	2957	1096	1	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:a292e840b9faecf0fd352f675b1b98e6e0fcb9f3a56e47792ebbe7dd4a0cea61	Netherlands	4	7995	0.000500312695435	7995	0.000500312695435	2957	1096	164	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:b0f75ffbbaec68b620b1a85df45938c1a4d052d5e8ffe6ff97d59c399f4125cb	Israel / Palestine	9	7995	0.00112570356473	7995	0.00112570356473	2957	1096	31	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:c02e7b89a282ab62d421b02c35870035c147147534558ddeb70f37de0e054a0a	Dominican Republic	2	7995	0.000250156347717	7995	0.000250156347717	2957	1096	2	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:c099588f05833896a35142f3a0817bfbded53920828a3a75573be5f3d7bdb05e	Vietnam	2	7995	0.000250156347717	7995	0.000250156347717	2957	1096	23	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:c839cdbef1ee351e37359df4b5ee1a318dca67de6a26c445400866cd23e1e596	Iran	2	7995	0.000250156347717	7995	0.000250156347717	2957	1096	6	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:cc8a971379abe36aa9679339293d9f4caceb41109e5f1aaa9b15f301c6ca8e3a	Guatemala	1	7995	0.000125078173859	7995	0.000125078173859	2957	1096	3	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:cfd1477cf6e2b32305cfafcd71cd50232db813ab2f928f618ca953d6d8af03c2	Japan	11	7995	0.00137585991245	7995	0.00137585991245	2957	1096	116	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:db377095b29f50477c69ddb8bac5925571cee52f5756c78710d73a334e0f4181	Hungary	9	7995	0.00112570356473	7995	0.00112570356473	2957	1096	12	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:db9d56b7eca38425a0a0dba8f3f6873c038944e3e68b0095ee2c877827048289	Serbia	1	7995	0.000125078173859	7995	0.000125078173859	2957	1096	1	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:e574aee21af4e389d2c5445db2ace324d85dc21411751ae77d5bdaf83ed11f4d	Nicaragua	1	7995	0.000125078173859	7995	0.000125078173859	2957	1096	3	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:ec6a3f77d4223df55bea73b526870a8f37efdc54cc111c6aa1f9f6731605d441	Denmark	10	7995	0.00125078173859	7995	0.00125078173859	2957	1096	55	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:eeb9639cd23888a9604e7dd1615f50181e69dbef72fbc0efd02c7ea29ba956a3	Global / transnational	38	7995	0.00475297060663	7995	0.00475297060663	2957	1096	97	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:f074763413b3cd3f875b20dae36ee5c7b001f0371965041f7201c6d40b03968c	Finland	15	7995	0.00187617260788	7995	0.00187617260788	2957	1096	59	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:f3cac2e9bf2148fb591e4b9ed0e81090c7d31ebbc027c16b2cad2ad33867c683	Ireland	12	7995	0.0015009380863	7995	0.0015009380863	2957	1096	43	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:f47cc869fdb67249b797b76586ad8ec15bef1fd725ecf97f9b8d42fd3c6f8885	Korean Peninsula	2	7995	0.000250156347717	7995	0.000250156347717	2957	1096	13	COUNT_2_TO_5	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:f59f70d97d216d02dbaec94c9e13978a108d67b162036c4311e5f4f121464ca4	Poland	1	7995	0.000125078173859	7995	0.000125078173859	2957	1096	99	SINGLETON	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:f7a1e0543e00af2f825804ce4640dc1e8831d57ddb0e86eed6cf066fe4ff835e	Portugal	29	7995	0.0036272670419	7995	0.0036272670419	2957	1096	36	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1970-1980	1970s	geography	SPTGEO:ffb19cc3b67d7e25234a2f2e209e691555077023fadac675d95d24ff8a11d656	Sweden	7	7995	0.000875547217011	7995	0.000875547217011	2957	1096	58	COUNT_6_TO_20	true	ANALYSIS_DIAGNOSTIC	RARE_INTERSECTION_SIGNAL_CANDIDATE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
theme__decade__geography	theme	CTX:THEME:edd0123d156f0bd4accbcf0f7f680cf4129b817f34ff9bf30d204681bd95ede0	Midcentury modern graphic communication	decade	SPT-PERIOD-1980-1990	1980s	geography	SPTGEO:2be2877e2336a0a4f23ab56680dde82cfe5e78893dd6944558a26f169313f532	Norway	71	7995	0.00888055034396	7995	0.00888055034396	2957	1898	562	COUNT_21_TO_99	false	ANALYSIS_DIAGNOSTIC	RESEARCH_ONLY_BOUNDED_TRIPLE	governed Context public projection; governed Spacetime public projection; governed Spacetime public projection	trace-exploration-cross-dimensional-v1
